idGrade,x,y,t_med_medio,t_max_med,t_min_med,v_vento_medio,v_rajada_max
443,-69.0,-1.0,25.987,36.123,19.23,0.804,32.126
444,-68.5,-1.0,25.972,36.075,19.415,0.799,33.166
445,-68.0,-1.0,25.971,36.043,19.505,0.794,33.637
446,-67.5,-1.0,25.95,35.995,19.64,0.79,34.473
447,-67.0,-1.0,25.976,36.03,19.687,0.795,34.149
448,-66.5,-1.0,26.088,36.204,19.606,0.83,32.726
449,-66.0,-1.0,26.225,36.475,19.29,0.859,30.06
450,-65.5,-1.0,26.391,36.791,19.004,0.871,26.636
451,-65.0,-1.0,26.543,37.083,18.755,0.881,23.796
452,-64.5,-1.0,26.609,37.322,18.36,0.863,21.477
453,-64.0,-1.0,26.579,37.502,17.763,0.818,19.661
454,-63.5,-1.0,26.493,37.691,16.921,0.754,18.179
455,-63.0,-1.0,26.402,37.817,16.218,0.707,17.377
456,-62.5,-1.0,26.478,37.734,16.767,0.739,17.79
457,-62.0,-1.0,26.673,37.531,18.162,0.814,18.574
458,-61.5,-1.0,26.796,37.368,19.172,0.857,18.893
459,-61.0,-1.0,26.847,37.291,19.709,0.878,18.921
460,-60.5,-1.0,26.835,37.275,19.907,0.854,18.628
461,-60.0,-1.0,26.831,37.255,20.038,0.834,18.346
462,-59.5,-1.0,26.86,37.205,20.15,0.828,17.992
463,-59.0,-1.0,26.903,37.148,20.29,0.826,17.708
464,-58.5,-1.0,26.962,37.103,20.433,0.818,17.35
465,-58.0,-1.0,27.001,37.036,20.56,0.825,17.173
466,-57.5,-1.0,27.009,36.979,20.636,0.818,17.039
467,-57.0,-1.0,26.986,36.933,20.648,0.81,16.911
468,-56.5,-1.0,26.929,36.889,20.634,0.802,16.848
469,-56.0,-1.0,26.844,36.877,20.556,0.79,16.953
470,-55.5,-1.0,26.807,36.774,20.555,0.845,17.377
471,-55.0,-1.0,26.84,36.468,20.547,1.079,19.15
472,-54.5,-1.0,26.921,36.095,20.579,1.394,21.372
473,-54.0,-1.0,26.95,35.919,20.552,1.569,22.65
474,-53.5,-1.0,26.877,35.934,20.405,1.531,22.962
475,-53.0,-1.0,26.786,35.918,20.316,1.428,22.68
476,-52.5,-1.0,26.75,35.889,20.311,1.405,22.809
477,-52.0,-1.0,26.749,35.763,20.345,1.414,23.135
478,-51.5,-1.0,26.778,35.631,20.418,1.432,23.558
479,-51.0,-1.0,26.778,35.527,20.515,1.391,24.001
480,-50.5,-1.0,26.758,35.512,20.533,1.325,24.251
481,-50.0,-1.0,26.843,35.601,20.462,1.371,22.602
482,-49.5,-1.0,26.959,35.518,20.472,1.461,20.342
483,-49.0,-1.0,27.093,35.079,20.745,1.565,18.352
484,-48.5,-1.0,27.237,34.449,21.132,1.722,17.126
485,-48.0,-1.0,26.905,35.611,20.818,1.368,18.049
486,-47.5,-1.0,27.023,35.383,20.301,1.632,17.939
487,-47.0,-1.0,26.98,35.634,17.807,1.625,17.921
488,-46.5,-1.0,26.951,35.951,17.707,1.623,18.195
489,-46.0,-1.0,26.937,37.233,19.113,1.742,19.013
490,-45.5,-1.0,26.974,38.465,19.8,1.883,19.139
491,-45.0,-1.0,26.996,38.48,19.757,1.91,19.337
492,-44.5,-1.0,27.031,37.938,19.423,1.878,19.666
493,-44.0,-1.0,27.08,37.592,19.144,1.922,19.938
494,-70.0,-1.5,25.831,36.271,17.749,0.858,28.944
495,-69.5,-1.5,25.947,36.328,18.204,0.874,29.242
496,-69.0,-1.5,25.994,36.31,18.4,0.856,29.413
497,-68.5,-1.5,25.994,36.192,18.79,0.837,31.16
498,-68.0,-1.5,25.991,36.157,19.022,0.826,31.987
499,-67.5,-1.5,26.05,36.159,19.402,0.815,32.109
500,-67.0,-1.5,26.123,36.252,19.451,0.829,31.402
501,-66.5,-1.5,26.189,36.418,19.248,0.837,29.664
502,-66.0,-1.5,26.352,36.674,19.14,0.87,27.488
503,-65.5,-1.5,26.463,36.902,18.914,0.886,25.26
504,-65.0,-1.5,26.567,37.096,18.709,0.892,23.031
505,-64.5,-1.5,26.643,37.305,18.519,0.871,21.1
506,-64.0,-1.5,26.616,37.468,18.009,0.838,19.763
507,-63.5,-1.5,26.56,37.609,17.403,0.789,18.593
508,-63.0,-1.5,26.504,37.697,16.949,0.756,18.001
509,-62.5,-1.5,26.583,37.622,17.491,0.784,18.21
510,-62.0,-1.5,26.736,37.465,18.601,0.841,18.658
511,-61.5,-1.5,26.83,37.334,19.426,0.871,18.792
512,-61.0,-1.5,26.842,37.288,19.814,0.871,18.676
513,-60.5,-1.5,26.775,37.313,19.908,0.817,18.262
514,-60.0,-1.5,26.718,37.336,19.914,0.774,17.938
515,-59.5,-1.5,26.775,37.25,20.05,0.792,17.796
516,-59.0,-1.5,26.873,37.154,20.281,0.804,17.465
517,-58.5,-1.5,26.981,37.111,20.493,0.795,16.971
518,-58.0,-1.5,27.06,37.088,20.667,0.79,16.619
519,-57.5,-1.5,27.084,37.049,20.758,0.776,16.352
520,-57.0,-1.5,27.051,36.99,20.746,0.763,16.145
521,-56.5,-1.5,26.957,36.966,20.673,0.737,16.108
522,-56.0,-1.5,26.767,37.144,20.505,0.601,15.541
523,-55.5,-1.5,26.645,37.339,20.427,0.468,14.752
524,-55.0,-1.5,26.784,36.603,20.514,0.966,18.37
525,-54.5,-1.5,27.042,35.878,20.657,1.696,23.229
526,-54.0,-1.5,27.207,35.679,20.687,2.108,25.93
527,-53.5,-1.5,26.993,35.802,20.502,1.778,24.348
528,-53.0,-1.5,26.779,35.947,20.266,1.463,22.88
529,-52.5,-1.5,26.675,35.982,20.155,1.341,22.44
530,-52.0,-1.5,26.662,35.915,20.135,1.312,22.748
531,-51.5,-1.5,26.684,35.83,20.202,1.288,23.457
532,-51.0,-1.5,26.645,35.552,20.5,1.194,25.315
533,-50.5,-1.5,26.494,35.117,20.938,1.016,28.51
534,-50.0,-1.5,26.773,35.548,20.588,1.254,24.059
535,-49.5,-1.5,26.995,35.746,20.474,1.414,20.516
536,-49.0,-1.5,26.964,35.749,20.556,1.319,18.608
537,-48.5,-1.5,26.847,35.919,21.223,0.847,15.859
538,-48.0,-1.5,26.762,36.022,20.85,1.173,18.205
539,-47.5,-1.5,26.684,36.136,19.904,1.509,18.599
540,-47.0,-1.5,26.373,36.362,19.237,1.784,18.535
541,-46.5,-1.5,26.76,36.565,18.736,1.684,18.843
542,-46.0,-1.5,26.9,38.017,19.512,1.817,19.143
543,-45.5,-1.5,26.957,40.752,21.032,2.186,18.222
544,-45.0,-1.5,26.985,39.708,20.451,2.064,18.697
545,-44.5,-1.5,27.046,38.055,19.599,1.915,19.271
546,-44.0,-1.5,27.109,37.484,19.262,1.923,19.448
547,-43.5,-1.5,27.173,37.233,18.955,2.016,19.674
548,-43.0,-1.5,27.207,37.015,18.641,2.127,19.668
549,-70.5,-2.0,25.738,36.211,17.017,0.954,27.506
550,-70.0,-2.0,25.905,36.402,17.405,0.939,26.956
551,-69.5,-2.0,25.965,36.471,17.308,0.926,26.433
552,-69.0,-2.0,25.993,36.438,17.746,0.885,27.554
553,-68.5,-2.0,26.006,36.405,18.007,0.874,28.336
554,-68.0,-2.0,26.02,36.324,18.321,0.861,29.589
555,-67.5,-2.0,26.104,36.409,18.466,0.872,29.047
556,-67.0,-2.0,26.208,36.52,18.636,0.885,28.248
557,-66.5,-2.0,26.289,36.644,18.785,0.871,26.889
558,-66.0,-2.0,26.433,36.844,18.801,0.899,25.403
559,-65.5,-2.0,26.535,36.985,18.751,0.911,23.707
560,-65.0,-2.0,26.604,37.134,18.634,0.917,22.365
561,-64.5,-2.0,26.663,37.265,18.668,0.892,21.001
562,-64.0,-2.0,26.691,37.399,18.473,0.882,20.101
563,-63.5,-2.0,26.686,37.471,18.258,0.858,19.321
564,-63.0,-2.0,26.684,37.503,18.18,0.849,18.953
565,-62.5,-2.0,26.747,37.458,18.586,0.86,18.847
566,-62.0,-2.0,26.836,37.375,19.217,0.889,18.9
567,-61.5,-2.0,26.894,37.291,19.748,0.909,18.877
568,-61.0,-2.0,26.886,37.274,19.996,0.9,18.741
569,-60.5,-2.0,26.742,37.352,19.926,0.8,18.153
570,-60.0,-2.0,26.557,37.494,19.686,0.668,17.358
571,-59.5,-2.0,26.662,37.273,19.948,0.769,17.808
572,-59.0,-2.0,26.83,37.134,20.245,0.792,17.353
573,-58.5,-2.0,27.018,37.103,20.559,0.779,16.634
574,-58.0,-2.0,27.184,37.233,20.849,0.754,16.029
575,-57.5,-2.0,27.216,37.205,20.937,0.737,15.682
576,-57.0,-2.0,27.186,37.037,20.969,0.703,15.001
577,-56.5,-2.0,27.085,36.983,20.867,0.686,15.065
578,-56.0,-2.0,26.773,37.211,20.543,0.535,14.906
579,-55.5,-2.0,26.535,37.761,20.354,0.196,12.876
580,-55.0,-2.0,26.718,36.288,20.513,0.985,18.764
581,-54.5,-2.0,27.09,35.509,20.711,1.924,24.821
582,-54.0,-2.0,27.642,35.328,20.971,2.929,30.367
583,-53.5,-2.0,27.053,35.715,20.534,1.927,25.202
584,-53.0,-2.0,26.683,35.961,20.189,1.408,22.614
585,-52.5,-2.0,26.536,36.077,19.987,1.247,22.011
586,-52.0,-2.0,26.547,36.108,19.906,1.222,22.323
587,-51.5,-2.0,26.621,36.036,19.988,1.215,22.965
588,-51.0,-2.0,26.639,35.736,20.31,1.173,24.597
589,-50.5,-2.0,26.59,35.372,20.699,1.095,26.705
590,-50.0,-2.0,26.952,35.697,20.617,1.356,22.455
591,-49.5,-2.0,27.432,35.646,21.165,1.665,19.041
592,-49.0,-2.0,27.038,35.958,20.371,1.393,19.209
593,-48.5,-2.0,26.836,36.128,20.067,1.22,18.609
594,-48.0,-2.0,26.772,36.254,19.854,1.293,18.84
595,-47.5,-2.0,26.614,36.456,19.49,1.521,19.103
596,-47.0,-2.0,26.328,36.594,19.367,1.767,18.883
597,-46.5,-2.0,26.693,37.044,19.073,1.675,19.507
598,-46.0,-2.0,26.893,38.118,19.406,1.78,19.635
599,-45.5,-2.0,26.967,39.802,20.407,2.042,18.822
600,-45.0,-2.0,27.007,39.034,20.099,1.975,18.958
601,-44.5,-2.0,27.071,37.391,19.915,1.895,18.438
602,-44.0,-2.0,27.11,36.906,19.76,1.92,18.289
603,-43.5,-2.0,27.195,36.846,19.01,2.036,19.095
604,-43.0,-2.0,27.272,36.067,18.525,2.233,18.666
605,-42.5,-2.0,27.282,35.999,18.372,2.341,18.65
606,-42.0,-2.0,27.203,37.132,18.306,2.379,19.781
607,-41.5,-2.0,27.117,37.673,18.259,2.426,20.296
608,-41.0,-2.0,27.032,37.74,18.226,2.496,20.484
609,-40.5,-2.0,26.946,37.629,18.239,2.558,20.362
610,-40.0,-2.0,26.903,37.537,18.263,2.605,20.262
611,-39.5,-2.0,26.883,37.394,18.236,2.626,20.384
612,-70.5,-2.5,25.659,36.571,15.703,0.983,26.788
613,-70.0,-2.5,25.812,36.6,16.214,0.973,26.213
614,-69.5,-2.5,25.894,36.556,16.596,0.922,25.034
615,-69.0,-2.5,25.92,36.542,16.829,0.912,25.56
616,-68.5,-2.5,25.948,36.531,17.073,0.903,26.081
617,-68.0,-2.5,26.01,36.578,17.331,0.875,26.434
618,-67.5,-2.5,26.151,36.542,18.01,0.9,27.021
619,-67.0,-2.5,26.277,36.666,18.264,0.915,26.23
620,-66.5,-2.5,26.33,36.775,18.338,0.915,25.248
621,-66.0,-2.5,26.427,36.9,18.428,0.906,23.777
622,-65.5,-2.5,26.59,37.045,18.709,0.931,22.796
623,-65.0,-2.5,26.641,37.172,18.666,0.935,21.858
624,-64.5,-2.5,26.703,37.253,18.767,0.93,20.917
625,-64.0,-2.5,26.739,37.321,18.771,0.936,20.422
626,-63.5,-2.5,26.801,37.38,18.938,0.932,19.915
627,-63.0,-2.5,26.821,37.387,19.014,0.932,19.638
628,-62.5,-2.5,26.866,37.359,19.289,0.928,19.317
629,-62.0,-2.5,26.925,37.312,19.666,0.942,19.143
630,-61.5,-2.5,26.983,37.249,20.054,0.968,19.071
631,-61.0,-2.5,27.017,37.23,20.291,0.993,19.129
632,-60.5,-2.5,26.961,37.264,20.262,0.954,19.151
633,-60.0,-2.5,26.708,37.281,19.993,0.847,18.743
634,-59.5,-2.5,26.252,37.208,19.614,0.73,18.126
635,-59.0,-2.5,26.807,37.058,20.259,0.785,17.149
636,-58.5,-2.5,27.06,36.96,20.638,0.778,16.324
637,-58.0,-2.5,27.359,37.476,21.064,0.737,15.621
638,-57.5,-2.5,27.363,37.461,21.099,0.723,15.42
639,-57.0,-2.5,27.387,37.033,21.312,0.61,13.056
640,-56.5,-2.5,27.366,36.991,21.291,0.612,13.047
641,-56.0,-2.5,26.962,36.889,20.729,0.706,15.647
642,-55.5,-2.5,26.75,36.603,20.519,0.795,17.172
643,-55.0,-2.5,26.622,35.182,20.6,1.209,21.072
644,-54.5,-2.5,26.64,34.923,20.623,1.361,22.213
645,-54.0,-2.5,27.016,35.612,20.563,1.851,24.608
646,-53.5,-2.5,26.763,35.876,20.282,1.513,22.908
647,-53.0,-2.5,26.433,36.026,20.011,1.191,21.352
648,-52.5,-2.5,26.252,36.172,19.827,1.088,21.149
649,-52.0,-2.5,26.324,36.232,19.734,1.107,21.667
650,-51.5,-2.5,26.532,36.261,19.726,1.15,22.124
651,-51.0,-2.5,26.665,36.192,19.806,1.177,22.542
652,-50.5,-2.5,26.771,36.088,19.971,1.221,22.541
653,-50.0,-2.5,27.024,36.009,20.308,1.385,21.026
654,-49.5,-2.5,27.393,35.753,20.994,1.632,19.134
655,-49.0,-2.5,26.98,36.141,20.009,1.355,19.578
656,-48.5,-2.5,26.645,36.172,19.392,1.018,18.007
657,-48.0,-2.5,26.704,36.408,19.268,1.177,18.977
658,-47.5,-2.5,26.741,36.76,18.853,1.337,19.687
659,-47.0,-2.5,26.734,36.973,18.766,1.458,19.967
660,-46.5,-2.5,26.808,37.357,18.773,1.572,20.406
661,-46.0,-2.5,26.926,37.89,18.916,1.666,20.498
662,-45.5,-2.5,26.997,38.271,19.145,1.776,20.179
663,-45.0,-2.5,27.067,37.906,19.438,1.826,19.517
664,-44.5,-2.5,27.043,36.29,20.594,1.871,16.748
665,-44.0,-2.5,27.037,35.91,20.854,1.892,16.08
666,-43.5,-2.5,27.231,36.663,19.055,2.04,18.864
667,-43.0,-2.5,27.363,34.195,18.335,2.411,16.872
668,-42.5,-2.5,27.38,33.542,18.233,2.523,16.202
669,-42.0,-2.5,27.217,37.392,18.38,2.541,19.763
670,-41.5,-2.5,27.067,38.07,18.282,2.596,20.444
671,-41.0,-2.5,26.875,37.772,18.088,2.583,20.349
672,-40.5,-2.5,26.835,37.55,18.366,2.656,19.817
673,-40.0,-2.5,26.826,37.397,18.63,2.723,19.486
674,-39.5,-2.5,26.799,37.254,18.436,2.674,19.899
675,-39.0,-2.5,26.787,37.056,18.291,2.644,20.246
676,-70.5,-3.0,25.7,36.602,15.569,0.978,25.553
677,-70.0,-3.0,25.788,36.616,15.947,0.981,25.552
678,-69.5,-3.0,25.843,36.66,16.125,0.957,25.32
679,-69.0,-3.0,25.873,36.652,16.312,0.948,25.519
680,-68.5,-3.0,25.956,36.624,16.604,0.916,24.623
681,-68.0,-3.0,25.997,36.646,16.782,0.912,24.813
682,-67.5,-3.0,26.113,36.71,17.232,0.908,24.723
683,-67.0,-3.0,26.263,36.783,17.651,0.924,24.537
684,-66.5,-3.0,26.372,36.857,18.101,0.936,23.997
685,-66.0,-3.0,26.469,36.964,18.282,0.926,22.82
686,-65.5,-3.0,26.552,37.062,18.425,0.93,21.893
687,-65.0,-3.0,26.656,37.167,18.671,0.937,21.084
688,-64.5,-3.0,26.744,37.273,18.86,0.975,21.065
689,-64.0,-3.0,26.802,37.322,19.02,1.0,20.837
690,-63.5,-3.0,26.872,37.366,19.241,1.018,20.579
691,-63.0,-3.0,26.913,37.358,19.438,1.018,20.355
692,-62.5,-3.0,26.931,37.335,19.588,0.993,19.877
693,-62.0,-3.0,26.978,37.29,19.866,0.991,19.469
694,-61.5,-3.0,27.06,37.223,20.263,1.031,19.297
695,-61.0,-3.0,27.184,37.176,20.715,1.127,19.374
696,-60.5,-3.0,27.284,37.181,20.853,1.187,20.074
697,-60.0,-3.0,27.743,37.266,20.964,1.393,24.265
698,-59.5,-3.0,26.809,37.175,20.173,0.859,18.327
699,-59.0,-3.0,26.972,36.932,20.464,0.752,15.865
700,-58.5,-3.0,27.156,36.363,20.783,0.863,16.366
701,-58.0,-3.0,27.016,36.83,20.751,0.713,15.881
702,-57.5,-3.0,26.937,36.873,20.766,0.645,15.584
703,-57.0,-3.0,27.198,36.944,21.024,0.65,14.295
704,-56.5,-3.0,27.243,36.928,21.044,0.676,14.25
705,-56.0,-3.0,27.018,36.761,20.663,0.802,16.325
706,-55.5,-3.0,26.836,36.452,20.398,0.941,18.326
707,-55.0,-3.0,26.706,35.873,20.324,1.118,20.122
708,-54.5,-3.0,26.675,35.812,20.221,1.203,20.919
709,-54.0,-3.0,26.656,36.133,20.016,1.216,20.937
710,-53.5,-3.0,26.445,36.081,19.949,1.073,20.139
711,-53.0,-3.0,26.118,35.864,20.019,0.879,18.838
712,-52.5,-3.0,25.637,36.037,19.833,0.889,19.66
713,-52.0,-3.0,25.935,36.326,19.597,0.972,20.866
714,-51.5,-3.0,26.437,36.494,19.434,1.079,21.327
715,-51.0,-3.0,26.669,36.518,19.447,1.103,21.205
716,-50.5,-3.0,26.774,36.479,19.517,1.128,21.121
717,-50.0,-3.0,26.846,36.379,19.667,1.191,21.073
718,-49.5,-3.0,26.895,36.351,19.705,1.254,20.769
719,-49.0,-3.0,26.832,36.499,19.415,1.251,20.626
720,-48.5,-3.0,26.726,36.541,19.161,1.177,19.798
721,-48.0,-3.0,26.733,36.771,18.817,1.239,20.194
722,-47.5,-3.0,26.794,36.811,18.156,1.121,18.943
723,-47.0,-3.0,26.804,37.083,18.269,1.28,20.033
724,-46.5,-3.0,26.869,37.635,18.356,1.522,21.404
725,-46.0,-3.0,26.944,37.963,18.389,1.628,21.484
726,-45.5,-3.0,27.048,38.125,18.549,1.682,21.149
727,-45.0,-3.0,27.138,37.983,18.821,1.734,20.469
728,-44.5,-3.0,27.164,37.378,19.44,1.806,19.191
729,-44.0,-3.0,27.208,37.216,19.513,1.874,19.073
730,-43.5,-3.0,27.33,37.443,18.905,1.99,20.024
731,-43.0,-3.0,27.366,36.323,18.486,2.227,19.121
732,-42.5,-3.0,27.323,36.304,18.333,2.408,18.951
733,-42.0,-3.0,27.25,39.163,18.853,2.916,20.582
734,-41.5,-3.0,27.055,38.926,18.555,2.879,20.635
735,-41.0,-3.0,26.545,37.537,17.721,2.67,20.173
736,-40.5,-3.0,26.711,37.408,18.588,2.759,19.111
737,-40.0,-3.0,26.773,37.086,19.953,3.094,17.357
738,-39.5,-3.0,26.728,37.143,18.608,2.723,19.439
739,-39.0,-3.0,26.674,36.694,18.399,2.648,19.928
740,-38.5,-3.0,26.744,36.447,18.508,2.652,20.005
741,-38.0,-3.0,26.825,36.647,18.339,2.677,20.178
742,-34.0,-3.0,26.442,36.432,17.637,2.886,20.733
743,-33.5,-3.0,26.363,36.381,17.623,2.887,20.689
744,-71.5,-3.5,25.635,36.689,15.176,1.019,25.33
745,-71.0,-3.5,25.63,36.636,15.239,1.006,25.432
746,-70.5,-3.5,25.682,36.6,15.404,0.982,25.051
747,-70.0,-3.5,25.76,36.61,15.725,0.983,24.996
748,-69.5,-3.5,25.811,36.652,15.869,0.963,24.742
749,-69.0,-3.5,25.868,36.692,15.992,0.952,24.624
750,-68.5,-3.5,25.91,36.712,16.141,0.947,24.652
751,-68.0,-3.5,25.981,36.681,16.423,0.924,23.792
752,-67.5,-3.5,26.094,36.748,16.785,0.938,23.539
753,-67.0,-3.5,26.258,36.864,17.306,0.937,23.244
754,-66.5,-3.5,26.337,36.921,17.596,0.938,22.951
755,-66.0,-3.5,26.426,37.075,17.778,0.937,22.226
756,-65.5,-3.5,26.564,37.12,18.252,0.959,21.721
757,-65.0,-3.5,26.646,37.195,18.475,0.981,21.351
758,-64.5,-3.5,26.766,37.268,18.924,0.993,20.767
759,-64.0,-3.5,26.866,37.335,19.244,1.056,21.097
760,-63.5,-3.5,26.947,37.374,19.545,1.105,21.231
761,-63.0,-3.5,26.981,37.385,19.67,1.116,21.177
762,-62.5,-3.5,26.966,37.347,19.679,1.057,20.448
763,-62.0,-3.5,27.002,37.287,19.926,1.019,19.704
764,-61.5,-3.5,27.074,37.219,20.272,1.05,19.412
765,-61.0,-3.5,27.209,37.168,20.766,1.155,19.363
766,-60.5,-3.5,27.285,37.154,20.982,1.209,19.502
767,-60.0,-3.5,27.376,37.206,20.715,1.144,20.677
768,-59.5,-3.5,27.11,37.163,20.558,0.702,14.675
769,-59.0,-3.5,27.091,37.17,20.641,0.43,10.361
770,-58.5,-3.5,27.055,36.657,20.646,0.756,15.517
771,-58.0,-3.5,26.716,36.568,20.556,0.618,15.822
772,-57.5,-3.5,26.511,36.446,20.528,0.523,15.712
773,-57.0,-3.5,26.93,36.781,20.627,0.697,15.872
774,-56.5,-3.5,27.085,36.828,20.655,0.794,16.291
775,-56.0,-3.5,27.088,36.777,20.551,0.884,17.362
776,-55.5,-3.5,26.94,36.646,20.298,0.946,18.3
777,-55.0,-3.5,26.756,36.579,19.949,0.987,19.114
778,-54.5,-3.5,26.605,36.957,19.364,0.907,18.965
779,-54.0,-3.5,26.529,37.0,19.242,0.875,18.837
780,-53.5,-3.5,26.307,36.185,19.759,0.848,18.593
781,-53.0,-3.5,26.0,35.335,20.352,0.506,16.111
782,-52.5,-3.5,25.615,35.886,19.898,0.833,18.379
783,-52.0,-3.5,25.913,36.45,19.391,0.944,20.467
784,-51.5,-3.5,26.456,36.666,19.231,1.032,20.808
785,-51.0,-3.5,26.761,36.816,19.209,0.956,19.505
786,-50.5,-3.5,26.851,36.82,19.254,0.908,19.029
787,-50.0,-3.5,26.765,36.415,19.534,0.979,20.701
788,-49.5,-3.5,26.76,36.326,19.694,0.946,20.367
789,-49.0,-3.5,26.758,36.756,19.047,1.18,21.682
790,-48.5,-3.5,26.733,37.054,18.642,1.288,22.078
791,-48.0,-3.5,26.692,37.237,18.342,1.358,22.524
792,-47.5,-3.5,26.713,37.332,18.142,1.378,22.321
793,-47.0,-3.5,26.776,37.617,18.0,1.463,22.504
794,-46.5,-3.5,26.867,38.077,17.873,1.609,23.14
795,-46.0,-3.5,26.964,38.273,17.925,1.645,22.722
796,-45.5,-3.5,27.113,38.386,18.087,1.636,21.839
797,-45.0,-3.5,27.264,38.46,18.304,1.615,21.113
798,-44.5,-3.5,27.322,38.369,18.484,1.685,20.939
799,-44.0,-3.5,27.369,38.317,18.712,1.807,21.275
800,-43.5,-3.5,27.571,38.598,19.538,1.905,20.988
801,-43.0,-3.5,27.487,38.345,18.96,1.995,21.218
802,-42.5,-3.5,27.347,38.287,18.302,2.199,21.236
803,-42.0,-3.5,27.173,38.736,18.274,2.51,21.0
804,-41.5,-3.5,26.481,37.848,17.536,2.684,20.529
805,-41.0,-3.5,24.605,35.091,15.537,3.063,19.148
806,-40.5,-3.5,26.901,38.102,17.819,2.377,19.659
807,-40.0,-3.5,26.928,37.776,18.59,2.59,19.177
808,-39.5,-3.5,26.531,36.923,18.256,2.643,19.754
809,-39.0,-3.5,26.366,35.805,18.59,2.665,19.59
810,-38.5,-3.5,26.897,35.128,19.67,2.631,19.206
811,-38.0,-3.5,26.851,36.185,18.717,2.685,19.818
812,-37.5,-3.5,26.929,36.876,18.19,2.748,20.163
813,-34.5,-3.5,26.52,36.613,17.647,2.893,20.626
814,-34.0,-3.5,26.436,36.502,17.625,2.879,20.673
815,-33.5,-3.5,26.349,36.371,17.611,2.882,20.715
816,-72.5,-4.0,25.648,36.816,15.028,1.047,24.898
817,-72.0,-4.0,25.639,36.757,15.062,1.035,24.922
818,-71.5,-4.0,25.629,36.69,15.103,1.021,24.963
819,-71.0,-4.0,25.665,36.632,15.235,0.996,24.616
820,-70.5,-4.0,25.663,36.576,15.294,0.982,24.634
821,-70.0,-4.0,25.691,36.573,15.364,0.98,24.27
822,-69.5,-4.0,25.709,36.562,15.446,0.974,24.292
823,-69.0,-4.0,25.792,36.659,15.569,0.956,23.879
824,-68.5,-4.0,25.835,36.694,15.677,0.953,23.823
825,-68.0,-4.0,25.889,36.74,15.808,0.951,23.716
826,-67.5,-4.0,26.025,36.755,16.265,0.946,22.614
827,-67.0,-4.0,26.214,36.903,16.776,0.984,22.965
828,-66.5,-4.0,26.316,37.013,17.236,0.961,22.411
829,-66.0,-4.0,26.423,37.093,17.583,0.945,21.787
830,-65.5,-4.0,26.527,37.138,17.921,0.959,21.348
831,-65.0,-4.0,26.653,37.2,18.392,0.992,21.185
832,-64.5,-4.0,26.761,37.262,18.832,1.018,20.937
833,-64.0,-4.0,26.892,37.343,19.328,1.082,21.098
834,-63.5,-4.0,27.007,37.409,19.764,1.169,21.677
835,-63.0,-4.0,27.037,37.427,19.873,1.195,21.888
836,-62.5,-4.0,26.981,37.373,19.686,1.108,21.023
837,-62.0,-4.0,26.971,37.308,19.748,1.029,19.971
838,-61.5,-4.0,27.033,37.24,20.059,1.022,19.434
839,-61.0,-4.0,27.11,37.203,20.37,1.05,19.199
840,-60.5,-4.0,27.162,37.183,20.505,1.054,19.032
841,-60.0,-4.0,27.134,37.166,20.435,0.948,18.096
842,-59.5,-4.0,27.066,37.139,20.435,0.718,14.976
843,-59.0,-4.0,27.043,37.093,20.492,0.598,13.217
844,-58.5,-4.0,26.967,36.909,20.427,0.698,15.215
845,-58.0,-4.0,26.837,36.76,20.432,0.686,15.924
846,-57.5,-4.0,26.793,36.729,20.426,0.677,16.137
847,-57.0,-4.0,26.952,36.801,20.454,0.769,16.599
848,-56.5,-4.0,27.213,36.827,20.657,0.886,17.152
849,-56.0,-4.0,27.48,36.836,20.929,0.97,17.489
850,-55.5,-4.0,27.162,36.792,20.466,0.955,18.053
851,-55.0,-4.0,26.785,36.907,19.709,0.932,18.818
852,-54.5,-4.0,26.562,37.382,18.974,0.786,18.257
853,-54.0,-4.0,26.518,37.438,18.875,0.757,18.116
854,-53.5,-4.0,26.377,36.569,19.438,0.866,18.913
855,-53.0,-4.0,26.18,36.036,19.752,0.798,18.393
856,-52.5,-4.0,26.125,36.26,19.458,0.897,19.498
857,-52.0,-4.0,26.271,36.662,19.086,1.006,20.783
858,-51.5,-4.0,26.54,36.842,18.967,1.04,20.94
859,-51.0,-4.0,26.811,36.957,19.072,0.901,19.017
860,-50.5,-4.0,26.914,36.961,19.182,0.806,17.958
861,-50.0,-4.0,26.664,36.113,19.201,1.137,24.242
862,-49.5,-4.0,26.729,36.214,19.759,0.872,20.645
863,-49.0,-4.0,26.706,36.972,18.677,1.184,22.885
864,-48.5,-4.0,26.657,37.414,18.112,1.33,23.616
865,-48.0,-4.0,26.511,37.569,17.899,1.473,25.361
866,-47.5,-4.0,26.323,37.58,17.958,1.647,28.46
867,-47.0,-4.0,26.692,38.14,17.627,1.656,25.604
868,-46.5,-4.0,26.839,38.936,17.15,1.943,26.862
869,-46.0,-4.0,26.963,38.731,17.427,1.765,24.56
870,-45.5,-4.0,27.199,38.733,17.793,1.579,22.184
871,-45.0,-4.0,27.59,39.115,18.29,1.33,19.961
872,-44.5,-4.0,27.555,39.025,18.265,1.423,20.544
873,-44.0,-4.0,27.423,38.801,18.255,1.707,22.673
874,-43.5,-4.0,27.564,38.857,19.189,1.845,22.345
875,-43.0,-4.0,27.512,38.871,18.618,1.884,22.853
876,-42.5,-4.0,27.48,39.056,18.093,1.991,22.431
877,-42.0,-4.0,27.636,39.771,18.388,2.044,21.379
878,-41.5,-4.0,26.944,38.685,17.731,2.307,20.903
