idGrade,x,y
1180,-49.5,-6.0
1181,-49.0,-6.0
1182,-48.5,-6.0
1183,-48.0,-6.0
1184,-47.5,-6.0
1185,-47.0,-6.0
1186,-46.5,-6.0
1187,-46.0,-6.0
1188,-45.5,-6.0
1189,-45.0,-6.0
1190,-44.5,-6.0
1191,-44.0,-6.0
1192,-43.5,-6.0
1193,-43.0,-6.0
1194,-42.5,-6.0
1195,-42.0,-6.0
1196,-41.5,-6.0
1197,-41.0,-6.0
1198,-40.5,-6.0
1199,-40.0,-6.0
1200,-39.5,-6.0
1201,-39.0,-6.0
1202,-38.5,-6.0
1203,-38.0,-6.0
1204,-37.5,-6.0
1205,-37.0,-6.0
1206,-36.5,-6.0
1207,-36.0,-6.0
1208,-35.5,-6.0
1209,-35.0,-6.0
1210,-34.5,-6.0
1211,-74.5,-6.5
1212,-74.0,-6.5
1213,-73.5,-6.5
1214,-73.0,-6.5
1215,-72.5,-6.5
1216,-72.0,-6.5
1217,-71.5,-6.5
1218,-71.0,-6.5
1219,-70.5,-6.5
1220,-70.0,-6.5
1221,-69.5,-6.5
1222,-69.0,-6.5
1223,-68.5,-6.5
1224,-68.0,-6.5
1225,-67.5,-6.5
1226,-67.0,-6.5
1227,-66.5,-6.5
1228,-66.0,-6.5
1229,-65.5,-6.5
1230,-65.0,-6.5
1231,-64.5,-6.5
1232,-64.0,-6.5
1233,-63.5,-6.5
1234,-63.0,-6.5
1235,-62.5,-6.5
1236,-62.0,-6.5
1237,-61.5,-6.5
1238,-61.0,-6.5
1239,-60.5,-6.5
1240,-60.0,-6.5
1241,-59.5,-6.5
1242,-59.0,-6.5
1243,-58.5,-6.5
1244,-58.0,-6.5
1245,-57.5,-6.5
1246,-57.0,-6.5
1247,-56.5,-6.5
1248,-56.0,-6.5
1249,-55.5,-6.5
1250,-55.0,-6.5
1251,-54.5,-6.5
1252,-54.0,-6.5
1253,-53.5,-6.5
1254,-53.0,-6.5
1255,-52.5,-6.5
1256,-52.0,-6.5
1257,-51.5,-6.5
1258,-51.0,-6.5
1259,-50.5,-6.5
1260,-50.0,-6.5
1261,-49.5,-6.5
1262,-49.0,-6.5
1263,-48.5,-6.5
1264,-48.0,-6.5
1265,-47.5,-6.5
1266,-47.0,-6.5
1267,-46.5,-6.5
1268,-46.0,-6.5
1269,-45.5,-6.5
1270,-45.0,-6.5
1271,-44.5,-6.5
1272,-44.0,-6.5
1273,-43.5,-6.5
1274,-43.0,-6.5
1275,-42.5,-6.5
1276,-42.0,-6.5
1277,-41.5,-6.5
1278,-41.0,-6.5
1279,-40.5,-6.5
1280,-40.0,-6.5
1281,-39.5,-6.5
1282,-39.0,-6.5
1283,-38.5,-6.5
1284,-38.0,-6.5
1285,-37.5,-6.5
1286,-37.0,-6.5
1287,-36.5,-6.5
1288,-36.0,-6.5
1289,-35.5,-6.5
1290,-35.0,-6.5
1291,-34.5,-6.5
1292,-34.0,-6.5
1293,-74.5,-7.0
1294,-74.0,-7.0
1295,-73.5,-7.0
1296,-73.0,-7.0
1297,-72.5,-7.0
1298,-72.0,-7.0
1299,-71.5,-7.0
1300,-71.0,-7.0
1301,-70.5,-7.0
1302,-70.0,-7.0
1303,-69.5,-7.0
1304,-69.0,-7.0
1305,-68.5,-7.0
1306,-68.0,-7.0
1307,-67.5,-7.0
1308,-67.0,-7.0
1309,-66.5,-7.0
1310,-66.0,-7.0
1311,-65.5,-7.0
1312,-65.0,-7.0
1313,-64.5,-7.0
1314,-64.0,-7.0
1315,-63.5,-7.0
1316,-63.0,-7.0
1317,-62.5,-7.0
1318,-62.0,-7.0
1319,-61.5,-7.0
1320,-61.0,-7.0
1321,-60.5,-7.0
1322,-60.0,-7.0
1323,-59.5,-7.0
1324,-59.0,-7.0
1325,-58.5,-7.0
1326,-58.0,-7.0
1327,-57.5,-7.0
1328,-57.0,-7.0
1329,-56.5,-7.0
1330,-56.0,-7.0
1331,-55.5,-7.0
1332,-55.0,-7.0
1333,-54.5,-7.0
1334,-54.0,-7.0
1335,-53.5,-7.0
1336,-53.0,-7.0
1337,-52.5,-7.0
1338,-52.0,-7.0
1339,-51.5,-7.0
1340,-51.0,-7.0
1341,-50.5,-7.0
1342,-50.0,-7.0
1343,-49.5,-7.0
1344,-49.0,-7.0
1345,-48.5,-7.0
1346,-48.0,-7.0
1347,-47.5,-7.0
1348,-47.0,-7.0
1349,-46.5,-7.0
1350,-46.0,-7.0
1351,-45.5,-7.0
1352,-45.0,-7.0
1353,-44.5,-7.0
1354,-44.0,-7.0
1355,-43.5,-7.0
1356,-43.0,-7.0
1357,-42.5,-7.0
1358,-42.0,-7.0
1359,-41.5,-7.0
1360,-41.0,-7.0
1361,-40.5,-7.0
1362,-40.0,-7.0
1363,-39.5,-7.0
1364,-39.0,-7.0
1365,-38.5,-7.0
1366,-38.0,-7.0
1367,-37.5,-7.0
1368,-37.0,-7.0
1369,-36.5,-7.0
1370,-36.0,-7.0
1371,-35.5,-7.0
1372,-35.0,-7.0
1373,-34.5,-7.0
1374,-34.0,-7.0
1375,-74.5,-7.5
1376,-74.0,-7.5
1377,-73.5,-7.5
1378,-73.0,-7.5
1379,-72.5,-7.5
1380,-72.0,-7.5
1381,-71.5,-7.5
1382,-71.0,-7.5
1383,-70.5,-7.5
1384,-70.0,-7.5
1385,-69.5,-7.5
1386,-69.0,-7.5
1387,-68.5,-7.5
1388,-68.0,-7.5
1389,-67.5,-7.5
1390,-67.0,-7.5
1391,-66.5,-7.5
1392,-66.0,-7.5
1393,-65.5,-7.5
1394,-65.0,-7.5
1395,-64.5,-7.5
1396,-64.0,-7.5
1397,-63.5,-7.5
1398,-63.0,-7.5
1399,-62.5,-7.5
1400,-62.0,-7.5
1401,-61.5,-7.5
1402,-61.0,-7.5
1403,-60.5,-7.5
1404,-60.0,-7.5
1405,-59.5,-7.5
1406,-59.0,-7.5
1407,-58.5,-7.5
1408,-58.0,-7.5
1409,-57.5,-7.5
1410,-57.0,-7.5
1411,-56.5,-7.5
1412,-56.0,-7.5
1413,-55.5,-7.5
1414,-55.0,-7.5
1415,-54.5,-7.5
1416,-54.0,-7.5
1417,-53.5,-7.5
1418,-53.0,-7.5
1419,-52.5,-7.5
1420,-52.0,-7.5
1421,-51.5,-7.5
1422,-51.0,-7.5
1423,-50.5,-7.5
1424,-50.0,-7.5
1425,-49.5,-7.5
1426,-49.0,-7.5
1427,-48.5,-7.5
1428,-48.0,-7.5
1429,-47.5,-7.5
1430,-47.0,-7.5
1431,-46.5,-7.5
1432,-46.0,-7.5
1433,-45.5,-7.5
1434,-45.0,-7.5
1435,-44.5,-7.5
1436,-44.0,-7.5
1437,-43.5,-7.5
1438,-43.0,-7.5
1439,-42.5,-7.5
1440,-42.0,-7.5
1441,-41.5,-7.5
1442,-41.0,-7.5
1443,-40.5,-7.5
1444,-40.0,-7.5
1445,-39.5,-7.5
1446,-39.0,-7.5
1447,-38.5,-7.5
1448,-38.0,-7.5
1449,-37.5,-7.5
1450,-37.0,-7.5
1451,-36.5,-7.5
1452,-36.0,-7.5
1453,-35.5,-7.5
1454,-35.0,-7.5
1455,-34.5,-7.5
1456,-34.0,-7.5
1457,-74.5,-8.0
1458,-74.0,-8.0
1459,-73.5,-8.0
1460,-73.0,-8.0
1461,-72.5,-8.0
1462,-72.0,-8.0
1463,-71.5,-8.0
1464,-71.0,-8.0
1465,-70.5,-8.0
1466,-70.0,-8.0
1467,-69.5,-8.0
1468,-69.0,-8.0
1469,-68.5,-8.0
1470,-68.0,-8.0
1471,-67.5,-8.0
1472,-67.0,-8.0
1473,-66.5,-8.0
1474,-66.0,-8.0
1475,-65.5,-8.0
1476,-65.0,-8.0
1477,-64.5,-8.0
1478,-64.0,-8.0
1479,-63.5,-8.0
1480,-63.0,-8.0
1481,-62.5,-8.0
1482,-62.0,-8.0
1483,-61.5,-8.0
1484,-61.0,-8.0
1485,-60.5,-8.0
1486,-60.0,-8.0
1487,-59.5,-8.0
1488,-59.0,-8.0
1489,-58.5,-8.0
1490,-58.0,-8.0
1491,-57.5,-8.0
1492,-57.0,-8.0
1493,-56.5,-8.0
1494,-56.0,-8.0
1495,-55.5,-8.0
1496,-55.0,-8.0
1497,-54.5,-8.0
1498,-54.0,-8.0
1499,-53.5,-8.0
1500,-53.0,-8.0
1501,-52.5,-8.0
1502,-52.0,-8.0
1503,-51.5,-8.0
1504,-51.0,-8.0
1505,-50.5,-8.0
1506,-50.0,-8.0
1507,-49.5,-8.0
1508,-49.0,-8.0
1509,-48.5,-8.0
1510,-48.0,-8.0
1511,-47.5,-8.0
1512,-47.0,-8.0
1513,-46.5,-8.0
1514,-46.0,-8.0
1515,-45.5,-8.0
1516,-45.0,-8.0
1517,-44.5,-8.0
1518,-44.0,-8.0
1519,-43.5,-8.0
1520,-43.0,-8.0
1521,-42.5,-8.0
1522,-42.0,-8.0
1523,-41.5,-8.0
1524,-41.0,-8.0
1525,-40.5,-8.0
1526,-40.0,-8.0
1527,-39.5,-8.0
1528,-39.0,-8.0
1529,-38.5,-8.0
1530,-38.0,-8.0
1531,-37.5,-8.0
1532,-37.0,-8.0
1533,-36.5,-8.0
1534,-36.0,-8.0
1535,-35.5,-8.0
1536,-35.0,-8.0
1537,-34.5,-8.0
1538,-34.0,-8.0
1539,-74.5,-8.5
1540,-74.0,-8.5
1541,-73.5,-8.5
1542,-73.0,-8.5
1543,-72.5,-8.5
1544,-72.0,-8.5
1545,-71.5,-8.5
1546,-71.0,-8.5
1547,-70.5,-8.5
1548,-70.0,-8.5
1549,-69.5,-8.5
1550,-69.0,-8.5
1551,-68.5,-8.5
1552,-68.0,-8.5
1553,-67.5,-8.5
1554,-67.0,-8.5
1555,-66.5,-8.5
1556,-66.0,-8.5
1557,-65.5,-8.5
1558,-65.0,-8.5
1559,-64.5,-8.5
1560,-64.0,-8.5
1561,-63.5,-8.5
1562,-63.0,-8.5
1563,-62.5,-8.5
1564,-62.0,-8.5
1565,-61.5,-8.5
1566,-61.0,-8.5
1567,-60.5,-8.5
1568,-60.0,-8.5
1569,-59.5,-8.5
1570,-59.0,-8.5
1571,-58.5,-8.5
1572,-58.0,-8.5
1573,-57.5,-8.5
1574,-57.0,-8.5
1575,-56.5,-8.5
1576,-56.0,-8.5
1577,-55.5,-8.5
1578,-55.0,-8.5
1579,-54.5,-8.5
1580,-54.0,-8.5
1581,-53.5,-8.5
1582,-53.0,-8.5
1583,-52.5,-8.5
1584,-52.0,-8.5
1585,-51.5,-8.5
1586,-51.0,-8.5
1587,-50.5,-8.5
1588,-50.0,-8.5
1589,-49.5,-8.5
1590,-49.0,-8.5
1591,-48.5,-8.5
1592,-48.0,-8.5
1593,-47.5,-8.5
1594,-47.0,-8.5
1595,-46.5,-8.5
1596,-46.0,-8.5
1597,-45.5,-8.5
1598,-45.0,-8.5
1599,-44.5,-8.5
1600,-44.0,-8.5
1601,-43.5,-8.5
1602,-43.0,-8.5
1603,-42.5,-8.5
1604,-42.0,-8.5
1605,-41.5,-8.5
1606,-41.0,-8.5
1607,-40.5,-8.5
1608,-40.0,-8.5
1609,-39.5,-8.5
1610,-39.0,-8.5
1611,-38.5,-8.5
1612,-38.0,-8.5
1613,-37.5,-8.5
1614,-37.0,-8.5
1615,-36.5,-8.5
1616,-36.0,-8.5
1617,-35.5,-8.5
1618,-35.0,-8.5
1619,-34.5,-8.5
1620,-34.0,-8.5
1621,-74.0,-9.0
1622,-73.5,-9.0
1623,-73.0,-9.0
1624,-72.5,-9.0
1625,-72.0,-9.0
1626,-71.5,-9.0
1627,-71.0,-9.0
1628,-70.5,-9.0
1629,-70.0,-9.0
1630,-69.5,-9.0
1631,-69.0,-9.0
1632,-68.5,-9.0
1633,-68.0,-9.0
1634,-67.5,-9.0
1635,-67.0,-9.0
1636,-66.5,-9.0
1637,-66.0,-9.0
1638,-65.5,-9.0
1639,-65.0,-9.0
1640,-64.5,-9.0
1641,-64.0,-9.0
1642,-63.5,-9.0
1643,-63.0,-9.0
1644,-62.5,-9.0
1645,-62.0,-9.0
1646,-61.5,-9.0
1647,-61.0,-9.0
1648,-60.5,-9.0
1649,-60.0,-9.0
1650,-59.5,-9.0
1651,-59.0,-9.0
1652,-58.5,-9.0
1653,-58.0,-9.0
1654,-57.5,-9.0
1655,-57.0,-9.0
1656,-56.5,-9.0
1657,-56.0,-9.0
1658,-55.5,-9.0
1659,-55.0,-9.0
1660,-54.5,-9.0
1661,-54.0,-9.0
1662,-53.5,-9.0
1663,-53.0,-9.0
1664,-52.5,-9.0
1665,-52.0,-9.0
1666,-51.5,-9.0
1667,-51.0,-9.0
1668,-50.5,-9.0
1669,-50.0,-9.0
1670,-49.5,-9.0
1671,-49.0,-9.0
1672,-48.5,-9.0
1673,-48.0,-9.0
1674,-47.5,-9.0
1675,-47.0,-9.0
1676,-46.5,-9.0
1677,-46.0,-9.0
1678,-45.5,-9.0
1679,-45.0,-9.0
1680,-44.5,-9.0
1681,-44.0,-9.0
1682,-43.5,-9.0
1683,-43.0,-9.0
1684,-42.5,-9.0
1685,-42.0,-9.0
1686,-41.5,-9.0
1687,-41.0,-9.0
1688,-40.5,-9.0
1689,-40.0,-9.0
1690,-39.5,-9.0
1691,-39.0,-9.0
1692,-38.5,-9.0
1693,-38.0,-9.0
1694,-37.5,-9.0
1695,-37.0,-9.0
1696,-36.5,-9.0
1697,-36.0,-9.0
1698,-35.5,-9.0
1699,-35.0,-9.0
1700,-34.5,-9.0
1701,-74.0,-9.5
1702,-73.5,-9.5
1703,-73.0,-9.5
1704,-72.5,-9.5
1705,-72.0,-9.5
1706,-71.5,-9.5
1707,-71.0,-9.5
1708,-70.5,-9.5
1709,-70.0,-9.5
1710,-69.5,-9.5
1711,-69.0,-9.5
1712,-68.5,-9.5
1713,-68.0,-9.5
1714,-67.5,-9.5
1715,-67.0,-9.5
1716,-66.5,-9.5
1717,-66.0,-9.5
1718,-65.5,-9.5
1719,-65.0,-9.5
1720,-64.5,-9.5
1721,-64.0,-9.5
1722,-63.5,-9.5
1723,-63.0,-9.5
1724,-62.5,-9.5
1725,-62.0,-9.5
1726,-61.5,-9.5
1727,-61.0,-9.5
1728,-60.5,-9.5
1729,-60.0,-9.5
1730,-59.5,-9.5
1731,-59.0,-9.5
1732,-58.5,-9.5
1733,-58.0,-9.5
1734,-57.5,-9.5
1735,-57.0,-9.5
1736,-56.5,-9.5
1737,-56.0,-9.5
1738,-55.5,-9.5
1739,-55.0,-9.5
1740,-54.5,-9.5
1741,-54.0,-9.5
1742,-53.5,-9.5
1743,-53.0,-9.5
1744,-52.5,-9.5
1745,-52.0,-9.5
1746,-51.5,-9.5
1747,-51.0,-9.5
1748,-50.5,-9.5
1749,-50.0,-9.5
1750,-49.5,-9.5
1751,-49.0,-9.5
1752,-48.5,-9.5
1753,-48.0,-9.5
1754,-47.5,-9.5
1755,-47.0,-9.5
1756,-46.5,-9.5
1757,-46.0,-9.5
1758,-45.5,-9.5
1759,-45.0,-9.5
1760,-44.5,-9.5
1761,-44.0,-9.5
1762,-43.5,-9.5
1763,-43.0,-9.5
1764,-42.5,-9.5
1765,-42.0,-9.5
1766,-41.5,-9.5
1767,-41.0,-9.5
1768,-40.5,-9.5
1769,-40.0,-9.5
1770,-39.5,-9.5
1771,-39.0,-9.5
1772,-38.5,-9.5
1773,-38.0,-9.5
1774,-37.5,-9.5
1775,-37.0,-9.5
1776,-36.5,-9.5
1777,-36.0,-9.5
1778,-35.5,-9.5
1779,-35.0,-9.5
1780,-34.5,-9.5
1781,-74.0,-10.0
1782,-73.5,-10.0
1783,-73.0,-10.0
1784,-72.5,-10.0
1785,-72.0,-10.0
1786,-71.5,-10.0
1787,-71.0,-10.0
1788,-70.5,-10.0
1789,-70.0,-10.0
1790,-69.5,-10.0
1791,-69.0,-10.0
1792,-68.5,-10.0
1793,-68.0,-10.0
1794,-67.5,-10.0
1795,-67.0,-10.0
1796,-66.5,-10.0
1797,-66.0,-10.0
1798,-65.5,-10.0
1799,-65.0,-10.0
1800,-64.5,-10.0
1801,-64.0,-10.0
1802,-63.5,-10.0
1803,-63.0,-10.0
1804,-62.5,-10.0
1805,-62.0,-10.0
1806,-61.5,-10.0
1807,-61.0,-10.0
1808,-60.5,-10.0
1809,-60.0,-10.0
1810,-59.5,-10.0
1811,-59.0,-10.0
1812,-58.5,-10.0
1813,-58.0,-10.0
1814,-57.5,-10.0
1815,-57.0,-10.0
1816,-56.5,-10.0
1817,-56.0,-10.0
1818,-55.5,-10.0
1819,-55.0,-10.0
1820,-54.5,-10.0
1821,-54.0,-10.0
1822,-53.5,-10.0
1823,-53.0,-10.0
1824,-52.5,-10.0
1825,-52.0,-10.0
1826,-51.5,-10.0
1827,-51.0,-10.0
1828,-50.5,-10.0
1829,-50.0,-10.0
1830,-49.5,-10.0
1831,-49.0,-10.0
1832,-48.5,-10.0
1833,-48.0,-10.0
1834,-47.5,-10.0
1835,-47.0,-10.0
1836,-46.5,-10.0
1837,-46.0,-10.0
1838,-45.5,-10.0
1839,-45.0,-10.0
1840,-44.5,-10.0
1841,-44.0,-10.0
1842,-43.5,-10.0
1843,-43.0,-10.0
1844,-42.5,-10.0
1845,-42.0,-10.0
1846,-41.5,-10.0
1847,-41.0,-10.0
1848,-40.5,-10.0
1849,-40.0,-10.0
1850,-39.5,-10.0
1851,-39.0,-10.0
1852,-38.5,-10.0
1853,-38.0,-10.0
1854,-37.5,-10.0
1855,-37.0,-10.0
1856,-36.5,-10.0
1857,-36.0,-10.0
1858,-35.5,-10.0
1859,-35.0,-10.0
1860,-73.0,-10.5
1861,-72.5,-10.5
1862,-72.0,-10.5
1863,-71.5,-10.5
1864,-71.0,-10.5
1865,-70.5,-10.5
1866,-70.0,-10.5
1867,-69.5,-10.5
1868,-69.0,-10.5
1869,-68.5,-10.5
1870,-68.0,-10.5
1871,-67.5,-10.5
1872,-67.0,-10.5
1873,-66.5,-10.5
1874,-66.0,-10.5
1875,-65.5,-10.5
1876,-65.0,-10.5
1877,-64.5,-10.5
1878,-64.0,-10.5
1879,-63.5,-10.5
1880,-63.0,-10.5
1881,-62.5,-10.5
1882,-62.0,-10.5
1883,-61.5,-10.5
1884,-61.0,-10.5
1885,-60.5,-10.5
1886,-60.0,-10.5
1887,-59.5,-10.5
1888,-59.0,-10.5
1889,-58.5,-10.5
1890,-58.0,-10.5
1891,-57.5,-10.5
1892,-57.0,-10.5
1893,-56.5,-10.5
1894,-56.0,-10.5
1895,-55.5,-10.5
1896,-55.0,-10.5
1897,-54.5,-10.5
1898,-54.0,-10.5
1899,-53.5,-10.5
1900,-53.0,-10.5
1901,-52.5,-10.5
1902,-52.0,-10.5
1903,-51.5,-10.5
1904,-51.0,-10.5
1905,-50.5,-10.5
1906,-50.0,-10.5
1907,-49.5,-10.5
1908,-49.0,-10.5
1909,-48.5,-10.5
1910,-48.0,-10.5
1911,-47.5,-10.5
1912,-47.0,-10.5
1913,-46.5,-10.5
1914,-46.0,-10.5
1915,-45.5,-10.5
1916,-45.0,-10.5
1917,-44.5,-10.5
1918,-44.0,-10.5
1919,-43.5,-10.5
1920,-43.0,-10.5
1921,-42.5,-10.5
1922,-42.0,-10.5
1923,-41.5,-10.5
1924,-41.0,-10.5
1925,-40.5,-10.5
1926,-40.0,-10.5
1927,-39.5,-10.5
1928,-39.0,-10.5
1929,-38.5,-10.5
1930,-38.0,-10.5
1931,-37.5,-10.5
1932,-37.0,-10.5
1933,-36.5,-10.5
1934,-36.0,-10.5
1935,-35.5,-10.5
1936,-71.5,-11.0
1937,-71.0,-11.0
1938,-70.5,-11.0
1939,-70.0,-11.0
1940,-69.5,-11.0
1941,-69.0,-11.0
1942,-68.5,-11.0
1943,-68.0,-11.0
1944,-67.5,-11.0
1945,-67.0,-11.0
1946,-66.5,-11.0
1947,-66.0,-11.0
1948,-65.5,-11.0
1949,-65.0,-11.0
1950,-64.5,-11.0
1951,-64.0,-11.0
1952,-63.5,-11.0
1953,-63.0,-11.0
1954,-62.5,-11.0
1955,-62.0,-11.0
1956,-61.5,-11.0
1957,-61.0,-11.0
1958,-60.5,-11.0
1959,-60.0,-11.0
1960,-59.5,-11.0
1961,-59.0,-11.0
1962,-58.5,-11.0
1963,-58.0,-11.0
1964,-57.5,-11.0
1965,-57.0,-11.0
1966,-56.5,-11.0
1967,-56.0,-11.0
1968,-55.5,-11.0
1969,-55.0,-11.0
1970,-54.5,-11.0
1971,-54.0,-11.0
1972,-53.5,-11.0
1973,-53.0,-11.0
1974,-52.5,-11.0
1975,-52.0,-11.0
1976,-51.5,-11.0
1977,-51.0,-11.0
1978,-50.5,-11.0
1979,-50.0,-11.0
1980,-49.5,-11.0
1981,-49.0,-11.0
1982,-48.5,-11.0
1983,-48.0,-11.0
1984,-47.5,-11.0
1985,-47.0,-11.0
1986,-46.5,-11.0
1987,-46.0,-11.0
1988,-45.5,-11.0
1989,-45.0,-11.0
1990,-44.5,-11.0
1991,-44.0,-11.0
1992,-43.5,-11.0
1993,-43.0,-11.0
1994,-42.5,-11.0
1995,-42.0,-11.0
1996,-41.5,-11.0
1997,-41.0,-11.0
1998,-40.5,-11.0
1999,-40.0,-11.0
2000,-39.5,-11.0
2001,-39.0,-11.0
2002,-38.5,-11.0
2003,-38.0,-11.0
2004,-37.5,-11.0
2005,-37.0,-11.0
2006,-36.5,-11.0
2007,-36.0,-11.0
2008,-71.0,-11.5
2009,-70.5,-11.5
2010,-70.0,-11.5
2011,-69.5,-11.5
2012,-69.0,-11.5
2013,-68.5,-11.5
2014,-68.0,-11.5
2015,-67.5,-11.5
2016,-66.0,-11.5
2017,-65.5,-11.5
2018,-65.0,-11.5
2019,-64.5,-11.5
2020,-64.0,-11.5
2021,-63.5,-11.5
2022,-63.0,-11.5
2023,-62.5,-11.5
2024,-62.0,-11.5
2025,-61.5,-11.5
2026,-61.0,-11.5
2027,-60.5,-11.5
2028,-60.0,-11.5
2029,-59.5,-11.5
2030,-59.0,-11.5
2031,-58.5,-11.5
2032,-58.0,-11.5
2033,-57.5,-11.5
2034,-57.0,-11.5
2035,-56.5,-11.5
2036,-56.0,-11.5
2037,-55.5,-11.5
2038,-55.0,-11.5
2039,-54.5,-11.5
2040,-54.0,-11.5
2041,-53.5,-11.5
2042,-53.0,-11.5
2043,-52.5,-11.5
2044,-52.0,-11.5
2045,-51.5,-11.5
2046,-51.0,-11.5
2047,-50.5,-11.5
2048,-50.0,-11.5
2049,-49.5,-11.5
2050,-49.0,-11.5
2051,-48.5,-11.5
2052,-48.0,-11.5
2053,-47.5,-11.5
2054,-47.0,-11.5
2055,-46.5,-11.5
2056,-46.0,-11.5
2057,-45.5,-11.5
2058,-45.0,-11.5
2059,-44.5,-11.5
2060,-44.0,-11.5
2061,-43.5,-11.5
2062,-43.0,-11.5
2063,-42.5,-11.5
2064,-42.0,-11.5
2065,-41.5,-11.5
2066,-41.0,-11.5
2067,-40.5,-11.5
2068,-40.0,-11.5
2069,-39.5,-11.5
2070,-39.0,-11.5
2071,-38.5,-11.5
2072,-38.0,-11.5
2073,-37.5,-11.5
2074,-37.0,-11.5
2075,-36.5,-11.5
2076,-70.5,-12.0
2077,-70.0,-12.0
2078,-69.0,-12.0
2079,-68.5,-12.0
2080,-66.0,-12.0
2081,-65.5,-12.0
2082,-65.0,-12.0
2083,-64.5,-12.0
2084,-64.0,-12.0
2085,-63.5,-12.0
2086,-63.0,-12.0
2087,-62.5,-12.0
2088,-62.0,-12.0
2089,-61.5,-12.0
2090,-61.0,-12.0
2091,-60.5,-12.0
2092,-60.0,-12.0
2093,-59.5,-12.0
2094,-59.0,-12.0
2095,-58.5,-12.0
2096,-58.0,-12.0
2097,-57.5,-12.0
2098,-57.0,-12.0
2099,-56.5,-12.0
2100,-56.0,-12.0
2101,-55.5,-12.0
2102,-55.0,-12.0
2103,-54.5,-12.0
2104,-54.0,-12.0
2105,-53.5,-12.0
2106,-53.0,-12.0
2107,-52.5,-12.0
2108,-52.0,-12.0
2109,-51.5,-12.0
2110,-51.0,-12.0
2111,-50.5,-12.0
2112,-50.0,-12.0
2113,-49.5,-12.0
2114,-49.0,-12.0
2115,-48.5,-12.0
2116,-48.0,-12.0
2117,-47.5,-12.0
2118,-47.0,-12.0
2119,-46.5,-12.0
2120,-46.0,-12.0
2121,-45.5,-12.0
2122,-45.0,-12.0
2123,-44.5,-12.0
2124,-44.0,-12.0
2125,-43.5,-12.0
2126,-43.0,-12.0
2127,-42.5,-12.0
2128,-42.0,-12.0
2129,-41.5,-12.0
2130,-41.0,-12.0
2131,-40.5,-12.0
2132,-40.0,-12.0
2133,-39.5,-12.0
2134,-39.0,-12.0
2135,-38.5,-12.0
2136,-38.0,-12.0
2137,-37.5,-12.0
2138,-37.0,-12.0
2139,-65.5,-12.5
2140,-65.0,-12.5
2141,-64.5,-12.5
2142,-64.0,-12.5
2143,-63.5,-12.5
2144,-63.0,-12.5
2145,-62.5,-12.5
2146,-62.0,-12.5
2147,-61.5,-12.5
2148,-61.0,-12.5
2149,-60.5,-12.5
2150,-60.0,-12.5
2151,-59.5,-12.5
2152,-59.0,-12.5
2153,-58.5,-12.5
2154,-58.0,-12.5
2155,-57.5,-12.5
2156,-57.0,-12.5
2157,-56.5,-12.5
2158,-56.0,-12.5
2159,-55.5,-12.5
2160,-55.0,-12.5
2161,-54.5,-12.5
2162,-54.0,-12.5
2163,-53.5,-12.5
2164,-53.0,-12.5
2165,-52.5,-12.5
2166,-52.0,-12.5
2167,-51.5,-12.5
2168,-51.0,-12.5
2169,-50.5,-12.5
2170,-50.0,-12.5
2171,-49.5,-12.5
2172,-49.0,-12.5
2173,-48.5,-12.5
2174,-48.0,-12.5
2175,-47.5,-12.5
2176,-47.0,-12.5
2177,-46.5,-12.5
2178,-46.0,-12.5
2179,-45.5,-12.5
2180,-45.0,-12.5
2181,-44.5,-12.5
2182,-44.0,-12.5
2183,-43.5,-12.5
2184,-43.0,-12.5
2185,-42.5,-12.5
2186,-42.0,-12.5
2187,-41.5,-12.5
2188,-41.0,-12.5
2189,-40.5,-12.5
2190,-40.0,-12.5
2191,-39.5,-12.5
2192,-39.0,-12.5
2193,-38.5,-12.5
2194,-38.0,-12.5
2195,-37.5,-12.5
2196,-37.0,-12.5
2197,-65.0,-13.0
2198,-64.5,-13.0
2199,-64.0,-13.0
2200,-63.5,-13.0
2201,-63.0,-13.0
2202,-62.5,-13.0
2203,-62.0,-13.0
2204,-61.5,-13.0
2205,-61.0,-13.0
2206,-60.5,-13.0
2207,-60.0,-13.0
2208,-59.5,-13.0
2209,-59.0,-13.0
2210,-58.5,-13.0
2211,-58.0,-13.0
2212,-57.5,-13.0
2213,-57.0,-13.0
2214,-56.5,-13.0
2215,-56.0,-13.0
2216,-55.5,-13.0
2217,-55.0,-13.0
2218,-54.5,-13.0
2219,-54.0,-13.0
2220,-53.5,-13.0
2221,-53.0,-13.0
2222,-52.5,-13.0
2223,-52.0,-13.0
2224,-51.5,-13.0
2225,-51.0,-13.0
2226,-50.5,-13.0
2227,-50.0,-13.0
2228,-49.5,-13.0
2229,-49.0,-13.0
2230,-48.5,-13.0
2231,-48.0,-13.0
2232,-47.5,-13.0
2233,-47.0,-13.0
2234,-46.5,-13.0
2235,-46.0,-13.0
2236,-45.5,-13.0
2237,-45.0,-13.0
2238,-44.5,-13.0
2239,-44.0,-13.0
2240,-43.5,-13.0
2241,-43.0,-13.0
2242,-42.5,-13.0
2243,-42.0,-13.0
2244,-41.5,-13.0
2245,-41.0,-13.0
2246,-40.5,-13.0
2247,-40.0,-13.0
2248,-39.5,-13.0
2249,-39.0,-13.0
2250,-38.5,-13.0
2251,-38.0,-13.0
2252,-37.5,-13.0
2253,-64.0,-13.5
2254,-63.5,-13.5
2255,-63.0,-13.5
