,estcodigo,estnome,orgsigla,estlongitude,estlatitude,estaltitude,t_med_medio,v_vento_medio,ini_temp,fim_temp,ini_vento,fim_vento
35,23055226,Paranavaí,Simepar,-52.4438,-23.0916,480.0,22.97737289260593,2.150011767532776,1997-06-01,2021-08-24,1997-06-01,2021-08-24
36,26075241,Pato Branco,Simepar,-52.6514,-26.1229,721.8,19.301985398892704,2.4367478611849083,1997-06-01,2021-08-24,1997-06-01,2021-08-24
37,24045415,Guaira,Simepar,-54.26151,-24.07487,227.9,21.96161107241337,2.0663438600185735,1997-08-10,2021-08-24,1997-08-10,2021-08-24
38,23005002,Cambará,Simepar,-50.0362,-23.0025,450.0,21.966956708388246,2.5090164132414645,1997-06-01,2021-08-24,1997-06-01,2021-08-24
39,23515154,Apucarana,Simepar,-51.5302,-23.5175,746.0,20.736575234970193,3.7277641343174164,1999-10-01,2021-08-24,1999-10-01,2021-08-24
40,26055305,Francisco Beltrão,Simepar,-53.06548,-26.0593,652.0,19.448418695148224,2.1318651266766038,2010-09-02,2021-08-24,2010-09-02,2021-08-24
41,25324831,Guaratuba,Simepar,-48.58049,-25.84536,0.0,21.213091911529503,1.922889417415165,1997-06-01,2021-08-24,1997-06-01,2021-08-24
42,26285158,Palmas,Simepar,-51.9762,-26.4682,1100.0,16.73952046002769,2.700673783065352,1998-04-29,2021-08-24,1998-04-29,2021-08-24
43,25444869,APPA Antonina,Simepar,-48.69434,-25.44716,2.0,21.513493364558926,1.626162503252668,2014-09-26,2021-08-24,2014-09-26,2021-08-24
44,24385115,Cândido de Abreu,Simepar,-51.2452,-24.6321,645.0,20.146618714587056,1.3723596778548146,1997-06-01,2021-08-24,1997-06-01,2021-08-24
45,24535333,Cascavel,Simepar,-53.5547,-24.8845,719.3,20.377975973383155,4.022137960323118,1997-06-01,2021-08-24,1997-06-01,2021-08-24
46,25135001,Ponta Grossa,Simepar,-50.1524,-25.0137,888.25,18.270424213985898,3.210167284390592,1997-06-01,2021-08-24,1997-06-01,2021-08-24
47,25115408,São Miguel do Iguaçu,Simepar,-54.2546,-25.3528,298.0,22.354183376659353,2.664968012730915,1997-06-01,2021-08-24,1997-06-01,2021-08-24
48,25254905,Pinhais,Simepar,-49.1299,-25.3907,930.0,17.190057875620074,1.8329284784768558,1998-07-10,2021-08-24,1998-07-10,2021-08-24
49,25534852,Paranaguá,Simepar,-48.5296,-25.5378,19.0,21.652710718622608,1.9166926337930437,2012-11-21,2021-08-24,2012-11-21,2021-08-24
50,25315329,Salto Caxias,Simepar,-53.49412,-25.52092,440.0,21.232158099167016,2.2180882753304343,1999-03-01,2021-08-24,1999-03-01,2021-08-24
51,24535213,Palmital,Simepar,-52.2186,-24.8644,783.0,20.4109807209659,2.524191806518501,1997-06-01,2021-08-24,1997-06-01,2021-08-24
52,24494915,Cerro Azul,Simepar,-49.2604,-24.8267,366.0,20.136583568939585,1.012334253979567,1997-06-01,2021-08-24,1997-06-01,2021-08-24
53,24505420,Santa Helena,Simepar,-54.3103,-24.9168,271.0,22.27485962421793,2.5802746693593095,1997-07-21,2021-08-24,1997-07-21,2021-08-24
54,25275035,Fernandes Pinheiro,Simepar,-50.5839,-25.4532,893.0,17.939233465908444,1.2579536943613923,1999-03-01,2021-08-24,1999-03-01,2021-08-24
55,15575438,Primavera do Leste,Inmet,-54.38111,-15.58,680.0,23.60519920318727,2.499382470119523,2018-12-31,2020-07-31,2018-12-31,2020-07-31
56,9366993,Parque Estadual Chandless,Inmet,-69.92626,-9.35835,184.51,25.047308905802748,0.6291830926359617,2012-10-12,2021-08-25,2012-10-11,2021-08-25
57,22234996,Marília,Inmet,-49.96511,-22.23522,660.0,22.847168488160293,1.8950122950819674,2017-05-24,2021-08-25,2017-05-24,2021-08-25
