idGrade,x,y,t_med_medio,v_vento_medio
699,-45.0,-4.5,27.569,1.335
700,-44.5,-4.5,27.542,1.413
701,-44.0,-4.5,27.391,1.625
702,-43.5,-4.5,27.378,1.578
703,-43.0,-4.5,27.525,1.654
704,-42.5,-4.5,27.655,1.8
705,-42.0,-4.5,27.844,1.882
706,-41.5,-4.5,27.518,2.067
707,-41.0,-4.5,26.957,2.328
708,-40.5,-4.5,26.99,2.364
709,-40.0,-4.5,26.871,2.425
710,-39.5,-4.5,26.24,2.551
711,-39.0,-4.5,23.939,2.904
712,-38.5,-4.5,26.126,2.73
713,-38.0,-4.5,27.283,2.737
714,-72.5,-5.0,25.626,1.066
715,-72.0,-5.0,25.616,1.041
716,-71.5,-5.0,25.624,1.013
717,-71.0,-5.0,25.606,0.988
718,-70.5,-5.0,25.594,0.962
719,-70.0,-5.0,25.626,0.95
720,-69.5,-5.0,25.658,0.943
721,-69.0,-5.0,25.69,0.948
722,-68.5,-5.0,25.758,0.949
723,-68.0,-5.0,25.833,0.968
724,-67.5,-5.0,25.95,0.98
725,-67.0,-5.0,26.039,0.982
726,-66.5,-5.0,26.212,0.97
727,-66.0,-5.0,26.331,0.942
728,-65.5,-5.0,26.424,0.95
729,-65.0,-5.0,26.525,0.964
730,-64.5,-5.0,26.653,0.984
731,-64.0,-5.0,26.761,1.024
732,-63.5,-5.0,26.838,1.052
733,-63.0,-5.0,26.871,1.055
734,-62.5,-5.0,26.869,1.024
735,-62.0,-5.0,26.843,0.975
736,-61.5,-5.0,26.867,0.948
737,-61.0,-5.0,26.852,0.932
738,-60.5,-5.0,26.874,0.922
739,-60.0,-5.0,26.865,0.879
740,-59.5,-5.0,26.864,0.836
741,-59.0,-5.0,26.846,0.807
742,-58.5,-5.0,26.83,0.804
743,-58.0,-5.0,26.817,0.807
744,-57.5,-5.0,26.842,0.818
745,-57.0,-5.0,26.902,0.862
746,-56.5,-5.0,27.019,0.912
747,-56.0,-5.0,27.1,0.958
748,-55.5,-5.0,26.963,0.971
749,-55.0,-5.0,26.766,0.978
750,-54.5,-5.0,26.627,0.979
751,-54.0,-5.0,26.552,0.999
752,-53.5,-5.0,26.492,1.028
753,-53.0,-5.0,26.453,1.082
754,-52.5,-5.0,26.444,1.123
755,-52.0,-5.0,26.468,1.157
756,-51.5,-5.0,26.519,1.178
757,-51.0,-5.0,26.58,1.176
758,-50.5,-5.0,26.612,1.211
759,-50.0,-5.0,26.633,1.244
760,-49.5,-5.0,26.62,1.272
761,-49.0,-5.0,26.597,1.291
762,-48.5,-5.0,26.62,1.316
763,-48.0,-5.0,26.473,1.267
764,-47.5,-5.0,26.782,1.342
765,-47.0,-5.0,26.876,1.465
766,-46.5,-5.0,26.957,1.609
767,-46.0,-5.0,27.067,1.598
768,-45.5,-5.0,27.238,1.528
769,-45.0,-5.0,27.337,1.495
770,-44.5,-5.0,27.337,1.549
771,-44.0,-5.0,27.348,1.593
772,-43.5,-5.0,27.333,1.454
773,-43.0,-5.0,27.914,1.417
774,-42.5,-5.0,27.875,1.603
775,-42.0,-5.0,27.88,1.757
776,-41.5,-5.0,27.436,2.075
777,-41.0,-5.0,27.499,2.217
778,-40.5,-5.0,27.667,2.242
779,-40.0,-5.0,27.176,2.364
780,-39.5,-5.0,27.359,2.226
781,-39.0,-5.0,27.175,2.378
782,-38.5,-5.0,27.714,2.569
783,-38.0,-5.0,27.719,2.692
784,-37.5,-5.0,27.577,3.239
785,-37.0,-5.0,27.501,3.178
786,-72.5,-5.5,25.653,1.071
787,-72.0,-5.5,25.626,1.054
788,-71.5,-5.5,25.623,1.016
789,-71.0,-5.5,25.595,0.979
790,-70.5,-5.5,25.576,0.937
791,-70.0,-5.5,25.602,0.911
792,-69.5,-5.5,25.614,0.909
793,-69.0,-5.5,25.647,0.926
794,-68.5,-5.5,25.726,0.952
795,-68.0,-5.5,25.799,0.966
796,-67.5,-5.5,25.883,0.972
797,-67.0,-5.5,26.015,0.981
798,-66.5,-5.5,26.161,0.981
799,-66.0,-5.5,26.308,0.934
800,-65.5,-5.5,26.402,0.941
801,-65.0,-5.5,26.485,0.945
802,-64.5,-5.5,26.546,0.952
803,-64.0,-5.5,26.625,0.971
804,-63.5,-5.5,26.706,0.988
805,-63.0,-5.5,26.752,0.984
806,-62.5,-5.5,26.755,0.973
807,-62.0,-5.5,26.769,0.954
808,-61.5,-5.5,26.729,0.928
809,-61.0,-5.5,26.728,0.906
810,-60.5,-5.5,26.727,0.876
811,-60.0,-5.5,26.736,0.871
812,-59.5,-5.5,26.724,0.854
813,-59.0,-5.5,26.718,0.848
814,-58.5,-5.5,26.719,0.854
815,-58.0,-5.5,26.718,0.862
816,-57.5,-5.5,26.739,0.875
817,-57.0,-5.5,26.774,0.894
818,-56.5,-5.5,26.818,0.919
819,-56.0,-5.5,26.824,0.949
820,-55.5,-5.5,26.771,0.983
821,-55.0,-5.5,26.666,1.007
822,-54.5,-5.5,26.594,1.031
823,-54.0,-5.5,26.539,1.051
824,-53.5,-5.5,26.497,1.103
825,-53.0,-5.5,26.447,1.156
826,-52.5,-5.5,26.436,1.212
827,-52.0,-5.5,26.431,1.24
828,-51.5,-5.5,26.441,1.243
829,-51.0,-5.5,26.476,1.255
830,-50.5,-5.5,26.526,1.273
831,-50.0,-5.5,26.582,1.287
832,-49.5,-5.5,26.582,1.29
833,-49.0,-5.5,26.525,1.277
834,-48.5,-5.5,26.834,1.387
835,-48.0,-5.5,27.123,1.476
836,-47.5,-5.5,27.384,0.851
837,-47.0,-5.5,27.032,1.281
838,-46.5,-5.5,27.08,1.499
839,-46.0,-5.5,27.184,1.541
840,-45.5,-5.5,27.385,1.429
841,-45.0,-5.5,27.429,1.413
842,-44.5,-5.5,27.289,1.481
843,-44.0,-5.5,27.318,1.526
844,-43.5,-5.5,27.382,1.615
845,-43.0,-5.5,27.502,1.604
846,-42.5,-5.5,27.494,1.708
847,-42.0,-5.5,27.468,1.916
848,-41.5,-5.5,27.384,2.098
849,-41.0,-5.5,27.466,2.22
850,-40.5,-5.5,27.532,2.285
851,-40.0,-5.5,27.3,2.371
852,-39.5,-5.5,27.409,2.323
853,-39.0,-5.5,27.575,2.446
854,-38.5,-5.5,27.826,2.61
855,-38.0,-5.5,27.873,2.665
856,-37.5,-5.5,27.642,2.714
857,-37.0,-5.5,27.588,1.863
858,-36.5,-5.5,27.465,3.033
859,-36.0,-5.5,26.888,3.158
860,-35.5,-5.5,26.564,3.445
861,-73.0,-6.0,25.71,1.085
862,-72.5,-6.0,25.694,1.075
863,-72.0,-6.0,25.655,1.061
864,-71.5,-6.0,25.623,1.028
865,-71.0,-6.0,25.584,0.973
866,-70.5,-6.0,25.557,0.901
867,-70.0,-6.0,25.562,0.847
868,-69.5,-6.0,25.571,0.855
869,-69.0,-6.0,25.615,0.907
870,-68.5,-6.0,25.677,0.948
871,-68.0,-6.0,25.768,0.967
872,-67.5,-6.0,25.859,0.975
873,-67.0,-6.0,25.997,0.973
874,-66.5,-6.0,26.144,0.974
875,-66.0,-6.0,26.281,0.953
876,-65.5,-6.0,26.393,0.918
877,-65.0,-6.0,26.465,0.911
878,-64.5,-6.0,26.49,0.921
879,-64.0,-6.0,26.528,0.93
880,-63.5,-6.0,26.579,0.945
881,-63.0,-6.0,26.629,0.941
882,-62.5,-6.0,26.64,0.951
883,-62.0,-6.0,26.622,0.946
884,-61.5,-6.0,26.602,0.928
885,-61.0,-6.0,26.569,0.9
886,-60.5,-6.0,26.542,0.866
887,-60.0,-6.0,26.535,0.86
888,-59.5,-6.0,26.54,0.86
889,-59.0,-6.0,26.559,0.874
890,-58.5,-6.0,26.573,0.887
891,-58.0,-6.0,26.582,0.901
892,-57.5,-6.0,26.62,0.907
893,-57.0,-6.0,26.63,0.927
894,-56.5,-6.0,26.647,0.951
895,-56.0,-6.0,26.631,0.973
896,-55.5,-6.0,26.616,1.0
897,-55.0,-6.0,26.574,1.037
898,-54.5,-6.0,26.533,1.062
899,-54.0,-6.0,26.493,1.098
900,-53.5,-6.0,26.459,1.15
901,-53.0,-6.0,26.427,1.224
902,-52.5,-6.0,26.397,1.313
903,-52.0,-6.0,26.355,1.369
904,-51.5,-6.0,26.312,1.327
905,-51.0,-6.0,26.316,1.305
906,-50.5,-6.0,26.425,1.314
907,-50.0,-6.0,26.512,1.324
908,-49.5,-6.0,26.568,1.328
909,-49.0,-6.0,26.641,1.33
910,-48.5,-6.0,26.804,1.366
911,-48.0,-6.0,26.945,1.374
912,-47.5,-6.0,26.937,1.223
913,-47.0,-6.0,26.924,1.322
914,-46.5,-6.0,27.086,1.491
915,-46.0,-6.0,27.225,1.544
916,-45.5,-6.0,27.194,1.51
917,-45.0,-6.0,27.238,1.486
918,-44.5,-6.0,27.278,1.252
919,-44.0,-6.0,27.305,1.237
920,-43.5,-6.0,27.355,1.615
921,-43.0,-6.0,27.11,1.465
922,-42.5,-6.0,27.032,1.475
923,-42.0,-6.0,27.447,1.94
924,-41.5,-6.0,27.45,2.086
925,-41.0,-6.0,27.34,2.245
926,-40.5,-6.0,27.434,2.399
927,-40.0,-6.0,27.373,2.418
928,-39.5,-6.0,27.391,2.453
929,-39.0,-6.0,27.804,2.559
930,-38.5,-6.0,28.673,2.727
931,-38.0,-6.0,27.613,2.632
932,-37.5,-6.0,27.5,2.689
933,-37.0,-6.0,27.444,2.66
934,-36.5,-6.0,26.961,2.794
935,-36.0,-6.0,26.385,3.046
936,-35.5,-6.0,26.352,3.552
937,-73.0,-6.5,25.771,1.08
938,-72.5,-6.5,25.758,1.072
939,-72.0,-6.5,25.699,1.07
940,-71.5,-6.5,25.634,1.047
941,-71.0,-6.5,25.571,0.99
942,-70.5,-6.5,25.54,0.878
943,-70.0,-6.5,25.537,0.77
944,-69.5,-6.5,25.545,0.802
945,-69.0,-6.5,25.587,0.893
946,-68.5,-6.5,25.652,0.95
947,-68.0,-6.5,25.734,0.978
948,-67.5,-6.5,25.839,0.982
949,-67.0,-6.5,25.976,0.977
950,-66.5,-6.5,26.108,0.968
951,-66.0,-6.5,26.266,0.948
952,-65.5,-6.5,26.412,0.887
953,-65.0,-6.5,26.48,0.862
954,-64.5,-6.5,26.493,0.871
955,-64.0,-6.5,26.471,0.898
956,-63.5,-6.5,26.467,0.922
957,-63.0,-6.5,26.506,0.927
958,-62.5,-6.5,26.539,0.93
959,-62.0,-6.5,26.505,0.942
960,-61.5,-6.5,26.49,0.924
961,-61.0,-6.5,26.443,0.876
962,-60.5,-6.5,26.377,0.823
963,-60.0,-6.5,26.316,0.784
964,-59.5,-6.5,26.348,0.812
965,-59.0,-6.5,26.417,0.865
966,-58.5,-6.5,26.446,0.899
967,-58.0,-6.5,26.461,0.925
968,-57.5,-6.5,26.47,0.942
969,-57.0,-6.5,26.484,0.965
970,-56.5,-6.5,26.494,0.994
971,-56.0,-6.5,26.47,1.01
972,-55.5,-6.5,26.459,1.036
973,-55.0,-6.5,26.444,1.068
974,-54.5,-6.5,26.453,1.093
975,-54.0,-6.5,26.441,1.144
976,-53.5,-6.5,26.433,1.204
977,-53.0,-6.5,26.412,1.285
978,-52.5,-6.5,26.341,1.413
979,-52.0,-6.5,26.26,1.589
980,-51.5,-6.5,26.114,1.368
981,-51.0,-6.5,25.942,1.257
982,-50.5,-6.5,26.289,1.336
983,-50.0,-6.5,26.4,1.383
984,-49.5,-6.5,26.486,1.361
985,-49.0,-6.5,26.56,1.319
986,-48.5,-6.5,26.572,1.269
987,-48.0,-6.5,26.597,1.236
988,-47.5,-6.5,26.421,1.157
989,-47.0,-6.5,26.699,1.304
990,-46.5,-6.5,26.892,1.442
991,-46.0,-6.5,26.984,1.505
992,-45.5,-6.5,27.029,1.535
993,-45.0,-6.5,27.087,1.533
994,-44.5,-6.5,27.157,1.467
995,-44.0,-6.5,27.257,1.52
996,-43.5,-6.5,27.531,1.654
997,-43.0,-6.5,28.012,1.581
998,-42.5,-6.5,27.5,1.77
999,-42.0,-6.5,27.65,1.976
1000,-41.5,-6.5,27.661,2.054
1001,-41.0,-6.5,27.344,2.259
1002,-40.5,-6.5,27.101,2.339
1003,-40.0,-6.5,27.105,2.391
1004,-39.5,-6.5,27.459,2.467
1005,-39.0,-6.5,27.482,2.476
1006,-38.5,-6.5,27.406,2.384
1007,-38.0,-6.5,27.292,2.483
1008,-37.5,-6.5,27.499,2.762
1009,-37.0,-6.5,28.753,2.985
1010,-36.5,-6.5,26.536,2.907
1011,-36.0,-6.5,25.435,3.095
1012,-35.5,-6.5,25.231,3.186
1013,-35.0,-6.5,25.768,3.013
1014,-73.5,-7.0,25.794,1.098
1015,-73.0,-7.0,25.857,1.055
1016,-72.5,-7.0,25.859,1.044
1017,-72.0,-7.0,25.764,1.071
1018,-71.5,-7.0,25.645,1.079
1019,-71.0,-7.0,25.556,1.049
1020,-70.5,-7.0,25.521,0.957
1021,-70.0,-7.0,25.53,0.829
1022,-69.5,-7.0,25.54,0.852
1023,-69.0,-7.0,25.573,0.928
1024,-68.5,-7.0,25.637,0.971
1025,-68.0,-7.0,25.722,0.993
1026,-67.5,-7.0,25.815,1.001
1027,-67.0,-7.0,25.935,0.995
1028,-66.5,-7.0,26.089,0.973
1029,-66.0,-7.0,26.265,0.938
1030,-65.5,-7.0,26.437,0.867
1031,-65.0,-7.0,26.54,0.81
1032,-64.5,-7.0,26.53,0.821
1033,-64.0,-7.0,26.461,0.883
1034,-63.5,-7.0,26.429,0.902
1035,-63.0,-7.0,26.436,0.899
1036,-62.5,-7.0,26.454,0.922
1037,-62.0,-7.0,26.404,0.94
1038,-61.5,-7.0,26.368,0.924
1039,-61.0,-7.0,26.31,0.873
1040,-60.5,-7.0,26.229,0.779
1041,-60.0,-7.0,26.144,0.682
1042,-59.5,-7.0,26.179,0.731
1043,-59.0,-7.0,26.261,0.857
1044,-58.5,-7.0,26.292,0.923
1045,-58.0,-7.0,26.293,0.971
1046,-57.5,-7.0,26.294,0.992
1047,-57.0,-7.0,26.343,1.011
1048,-56.5,-7.0,26.325,1.037
1049,-56.0,-7.0,26.335,1.057
1050,-55.5,-7.0,26.339,1.066
1051,-55.0,-7.0,26.352,1.078
1052,-54.5,-7.0,26.413,1.133
1053,-54.0,-7.0,26.405,1.172
1054,-53.5,-7.0,26.394,1.229
1055,-53.0,-7.0,26.387,1.302
1056,-52.5,-7.0,26.341,1.401
1057,-52.0,-7.0,26.27,1.496
1058,-51.5,-7.0,26.1,1.351
1059,-51.0,-7.0,25.958,1.269
1060,-50.5,-7.0,26.27,1.378
1061,-50.0,-7.0,26.173,1.497
1062,-49.5,-7.0,26.377,1.411
1063,-49.0,-7.0,26.481,1.307
1064,-48.5,-7.0,26.187,1.06
1065,-48.0,-7.0,26.128,0.989
1066,-47.5,-7.0,26.746,1.176
1067,-47.0,-7.0,26.747,1.312
1068,-46.5,-7.0,26.793,1.433
1069,-46.0,-7.0,26.828,1.443
1070,-45.5,-7.0,26.892,1.524
1071,-45.0,-7.0,26.959,1.53
1072,-44.5,-7.0,26.963,1.419
1073,-44.0,-7.0,27.113,1.552
1074,-43.5,-7.0,27.515,1.729
1075,-43.0,-7.0,28.209,1.652
1076,-42.5,-7.0,27.745,1.955
1077,-42.0,-7.0,27.973,2.036
1078,-41.5,-7.0,28.615,2.306
1079,-41.0,-7.0,27.528,2.317
1080,-40.5,-7.0,26.296,2.191
1081,-40.0,-7.0,26.731,2.335
1082,-39.5,-7.0,26.944,2.276
1083,-39.0,-7.0,27.003,2.297
1084,-38.5,-7.0,27.249,2.199
1085,-38.0,-7.0,27.178,2.348
1086,-37.5,-7.0,27.505,2.923
1087,-37.0,-7.0,27.23,2.975
1088,-36.5,-7.0,25.819,2.945
1089,-36.0,-7.0,24.149,3.305
1090,-35.5,-7.0,23.787,3.442
1091,-35.0,-7.0,25.969,2.486
1092,-73.5,-7.5,25.807,1.118
1093,-73.0,-7.5,25.937,1.017
1094,-72.5,-7.5,25.977,0.977
1095,-72.0,-7.5,25.799,1.085
1096,-71.5,-7.5,25.637,1.12
1097,-71.0,-7.5,25.517,1.147
1098,-70.5,-7.5,25.46,1.17
1099,-70.0,-7.5,25.468,1.096
1100,-69.5,-7.5,25.506,1.015
1101,-69.0,-7.5,25.549,0.997
1102,-68.5,-7.5,25.624,1.004
1103,-68.0,-7.5,25.72,1.017
1104,-67.5,-7.5,25.822,1.03
1105,-67.0,-7.5,25.913,1.019
1106,-66.5,-7.5,26.028,0.993
1107,-66.0,-7.5,26.21,0.948
1108,-65.5,-7.5,26.422,0.873
1109,-65.0,-7.5,26.536,0.812
1110,-64.5,-7.5,26.523,0.822
1111,-64.0,-7.5,26.441,0.887
1112,-63.5,-7.5,26.417,0.891
1113,-63.0,-7.5,26.426,0.873
1114,-62.5,-7.5,26.384,0.916
1115,-62.0,-7.5,26.358,0.949
1116,-61.5,-7.5,26.303,0.939
1117,-61.0,-7.5,26.239,0.906
1118,-60.5,-7.5,26.18,0.809
1119,-60.0,-7.5,26.142,0.703
1120,-59.5,-7.5,26.155,0.754
1121,-59.0,-7.5,26.184,0.869
1122,-58.5,-7.5,26.202,0.96
1123,-58.0,-7.5,26.184,1.002
1124,-57.5,-7.5,26.18,1.023
1125,-57.0,-7.5,26.18,1.053
1126,-56.5,-7.5,26.191,1.061
1127,-56.0,-7.5,26.213,1.082
1128,-55.5,-7.5,26.215,1.096
1129,-55.0,-7.5,26.286,1.14
1130,-54.5,-7.5,26.306,1.166
1131,-54.0,-7.5,26.346,1.199
1132,-53.5,-7.5,26.36,1.24
1133,-53.0,-7.5,26.364,1.289
1134,-52.5,-7.5,26.343,1.364
1135,-52.0,-7.5,26.33,1.388
1136,-51.5,-7.5,26.295,1.366
1137,-51.0,-7.5,26.314,1.369
1138,-50.5,-7.5,26.394,1.401
1139,-50.0,-7.5,26.376,1.437
1140,-49.5,-7.5,26.437,1.405
1141,-49.0,-7.5,26.48,1.34
1142,-48.5,-7.5,26.383,1.202
1143,-48.0,-7.5,26.495,1.164
1144,-47.5,-7.5,27.176,1.124
1145,-47.0,-7.5,26.789,1.391
1146,-46.5,-7.5,26.683,1.485
1147,-46.0,-7.5,26.747,1.227
1148,-45.5,-7.5,26.805,1.516
1149,-45.0,-7.5,26.863,1.524
1150,-44.5,-7.5,26.7,1.014
1151,-44.0,-7.5,26.926,1.415
1152,-43.5,-7.5,27.254,1.858
1153,-43.0,-7.5,27.427,2.037
1154,-42.5,-7.5,27.497,2.113
1155,-42.0,-7.5,27.559,2.202
1156,-41.5,-7.5,27.669,2.355
1157,-41.0,-7.5,27.354,2.462
1158,-40.5,-7.5,26.882,2.474
1159,-40.0,-7.5,26.896,2.557
1160,-39.5,-7.5,26.865,2.253
1161,-39.0,-7.5,26.898,2.278
1162,-38.5,-7.5,26.878,2.413
1163,-38.0,-7.5,26.986,2.374
1164,-37.5,-7.5,26.531,2.77
1165,-37.0,-7.5,26.065,2.895
1166,-36.5,-7.5,25.521,2.909
1167,-36.0,-7.5,24.825,3.034
1168,-35.5,-7.5,24.832,2.932
1169,-35.0,-7.5,25.645,2.481
1170,-73.5,-8.0,25.752,1.193
1171,-73.0,-8.0,25.805,1.211
1172,-72.5,-8.0,25.822,1.183
1173,-72.0,-8.0,25.74,1.159
1174,-71.5,-8.0,25.601,1.16
1175,-71.0,-8.0,25.466,1.223
1176,-70.5,-8.0,25.396,1.369
1177,-70.0,-8.0,25.402,1.298
1178,-69.5,-8.0,25.436,1.106
1179,-69.0,-8.0,25.51,1.031
1180,-68.5,-8.0,25.614,1.021
1181,-68.0,-8.0,25.742,1.038
1182,-67.5,-8.0,25.845,1.058
1183,-67.0,-8.0,25.897,1.05
1184,-66.5,-8.0,25.975,1.022
1185,-66.0,-8.0,26.13,0.98
1186,-65.5,-8.0,26.275,0.933
1187,-65.0,-8.0,26.396,0.895
1188,-64.5,-8.0,26.413,0.898
1189,-64.0,-8.0,26.353,0.929
1190,-63.5,-8.0,26.363,0.928
1191,-63.0,-8.0,26.38,0.912
1192,-62.5,-8.0,26.331,0.953
1193,-62.0,-8.0,26.279,0.992
1194,-61.5,-8.0,26.231,0.992
1195,-61.0,-8.0,26.175,0.96
1196,-60.5,-8.0,26.143,0.904
1197,-60.0,-8.0,26.118,0.865
1198,-59.5,-8.0,26.098,0.897
1199,-59.0,-8.0,26.082,0.959
1200,-58.5,-8.0,26.081,0.992
1201,-58.0,-8.0,26.107,1.027
1202,-57.5,-8.0,26.106,1.04
1203,-57.0,-8.0,26.103,1.069
1204,-56.5,-8.0,26.082,1.086
1205,-56.0,-8.0,26.067,1.116
1206,-55.5,-8.0,26.091,1.154
1207,-55.0,-8.0,26.142,1.168
1208,-54.5,-8.0,26.212,1.183
1209,-54.0,-8.0,26.264,1.208
1210,-53.5,-8.0,26.308,1.255
1211,-53.0,-8.0,26.333,1.303
1212,-52.5,-8.0,26.355,1.347
1213,-52.0,-8.0,26.382,1.378
1214,-51.5,-8.0,26.404,1.394
1215,-51.0,-8.0,26.427,1.401
1216,-50.5,-8.0,26.506,1.416
1217,-50.0,-8.0,26.638,1.396
1218,-49.5,-8.0,26.502,1.404
1219,-49.0,-8.0,26.507,1.374
1220,-48.5,-8.0,26.556,1.329
1221,-48.0,-8.0,26.613,1.326
1222,-47.5,-8.0,26.675,1.403
1223,-47.0,-8.0,26.467,1.683
1224,-46.5,-8.0,26.248,1.9
1225,-46.0,-8.0,26.632,1.588
1226,-45.5,-8.0,26.758,1.608
1227,-45.0,-8.0,26.854,1.627
1228,-44.5,-8.0,26.939,1.581
1229,-44.0,-8.0,27.147,1.675
1230,-43.5,-8.0,27.265,1.975
1231,-43.0,-8.0,27.606,2.567
1232,-42.5,-8.0,27.607,2.233
1233,-42.0,-8.0,27.62,2.274
1234,-41.5,-8.0,27.561,2.634
1235,-41.0,-8.0,27.866,2.995
1236,-40.5,-8.0,27.058,2.708
1237,-40.0,-8.0,27.072,2.939
1238,-39.5,-8.0,27.123,2.531
1239,-39.0,-8.0,27.875,2.368
1240,-38.5,-8.0,26.472,2.552
1241,-38.0,-8.0,26.308,2.62
1242,-37.5,-8.0,25.813,2.828
1243,-37.0,-8.0,25.244,3.014
1244,-36.5,-8.0,25.042,2.838
1245,-36.0,-8.0,24.24,2.959
1246,-35.5,-8.0,24.885,2.726
1247,-35.0,-8.0,25.824,1.639
1248,-73.0,-8.5,25.68,1.31
1249,-72.5,-8.5,25.689,1.303
1250,-72.0,-8.5,25.64,1.229
1251,-71.5,-8.5,25.552,1.174
1252,-71.0,-8.5,25.438,1.189
1253,-70.5,-8.5,25.382,1.276
1254,-70.0,-8.5,25.358,1.183
1255,-69.5,-8.5,25.355,1.028
1256,-69.0,-8.5,25.435,0.997
1257,-68.5,-8.5,25.595,1.017
1258,-68.0,-8.5,25.784,1.057
1259,-67.5,-8.5,25.9,1.087
1260,-67.0,-8.5,25.906,1.081
1261,-66.5,-8.5,25.931,1.049
1262,-66.0,-8.5,26.014,1.021
1263,-65.5,-8.5,26.152,0.992
1264,-65.0,-8.5,26.235,0.974
1265,-64.5,-8.5,26.253,0.991
1266,-64.0,-8.5,26.252,1.014
1267,-63.5,-8.5,26.258,1.024
1268,-63.0,-8.5,26.265,1.029
1269,-62.5,-8.5,26.219,1.051
1270,-62.0,-8.5,26.16,1.056
1271,-61.5,-8.5,26.134,1.05
1272,-61.0,-8.5,26.076,1.036
1273,-60.5,-8.5,26.043,1.007
1274,-60.0,-8.5,26.008,1.002
1275,-59.5,-8.5,25.984,1.006
1276,-59.0,-8.5,25.965,1.023
1277,-58.5,-8.5,25.991,1.036
1278,-58.0,-8.5,26.048,1.024
1279,-57.5,-8.5,26.101,1.02
1280,-57.0,-8.5,26.071,1.07
1281,-56.5,-8.5,25.982,1.129
1282,-56.0,-8.5,25.96,1.159
1283,-55.5,-8.5,25.94,1.181
1284,-55.0,-8.5,25.987,1.183
1285,-54.5,-8.5,26.074,1.203
1286,-54.0,-8.5,26.16,1.229
1287,-53.5,-8.5,26.227,1.269
1288,-53.0,-8.5,26.309,1.308
1289,-52.5,-8.5,26.33,1.368
1290,-52.0,-8.5,26.358,1.4
1291,-51.5,-8.5,26.417,1.4
1292,-51.0,-8.5,26.495,1.41
1293,-50.5,-8.5,26.541,1.446
1294,-50.0,-8.5,26.512,1.601
1295,-49.5,-8.5,26.497,1.463
1296,-49.0,-8.5,26.517,1.386
1297,-48.5,-8.5,26.618,1.286
1298,-48.0,-8.5,26.649,1.268
1299,-47.5,-8.5,26.564,1.462
1300,-47.0,-8.5,26.414,1.685
1301,-46.5,-8.5,26.362,1.772
1302,-46.0,-8.5,26.563,1.608
1303,-45.5,-8.5,26.68,1.647
1304,-45.0,-8.5,26.826,1.695
1305,-44.5,-8.5,27.068,1.662
1306,-44.0,-8.5,27.537,1.524
1307,-43.5,-8.5,27.244,1.88
1308,-43.0,-8.5,27.315,2.241
1309,-42.5,-8.5,27.84,2.191
1310,-42.0,-8.5,27.862,2.242
1311,-41.5,-8.5,27.294,2.57
1312,-41.0,-8.5,27.287,2.761
1313,-40.5,-8.5,26.932,2.711
1314,-40.0,-8.5,26.917,2.737
1315,-39.5,-8.5,27.2,2.642
1316,-39.0,-8.5,27.059,2.65
1317,-38.5,-8.5,27.121,2.973
1318,-38.0,-8.5,26.193,2.801
1319,-37.5,-8.5,25.785,2.914
1320,-37.0,-8.5,24.147,3.299
1321,-36.5,-8.5,24.387,2.627
1322,-36.0,-8.5,24.118,2.721
1323,-35.5,-8.5,24.82,2.295
1324,-72.5,-9.0,25.485,1.347
1325,-72.0,-9.0,25.551,1.248
1326,-71.5,-9.0,25.501,1.156
1327,-71.0,-9.0,25.391,1.078
1328,-70.5,-9.0,25.265,0.954
1329,-70.0,-9.0,25.143,0.766
1330,-69.5,-9.0,25.201,0.818
1331,-69.0,-9.0,25.347,0.925
1332,-68.5,-9.0,25.524,0.994
1333,-68.0,-9.0,25.759,1.054
1334,-67.5,-9.0,25.901,1.089
1335,-67.0,-9.0,25.899,1.085
1336,-66.5,-9.0,25.9,1.058
1337,-66.0,-9.0,25.952,1.045
1338,-65.5,-9.0,26.035,1.029
1339,-65.0,-9.0,26.075,1.042
1340,-64.5,-9.0,26.117,1.072
1341,-64.0,-9.0,26.153,1.117
1342,-63.5,-9.0,26.165,1.157
1343,-63.0,-9.0,26.139,1.194
1344,-62.5,-9.0,26.13,1.183
1345,-62.0,-9.0,26.081,1.145
1346,-61.5,-9.0,26.018,1.125
1347,-61.0,-9.0,25.98,1.101
1348,-60.5,-9.0,25.94,1.089
1349,-60.0,-9.0,25.907,1.074
1350,-59.5,-9.0,25.86,1.072
1351,-59.0,-9.0,25.841,1.076
1352,-58.5,-9.0,25.883,1.068
1353,-58.0,-9.0,26.065,1.032
1354,-57.5,-9.0,26.301,0.966
1355,-57.0,-9.0,26.165,1.034
1356,-56.5,-9.0,25.924,1.134
1357,-56.0,-9.0,25.793,1.165
1358,-55.5,-9.0,25.8,1.158
1359,-55.0,-9.0,25.884,1.14
1360,-54.5,-9.0,25.962,1.164
1361,-54.0,-9.0,26.059,1.235
1362,-53.5,-9.0,26.144,1.299
1363,-53.0,-9.0,26.203,1.358
1364,-52.5,-9.0,26.25,1.4
1365,-52.0,-9.0,26.32,1.4
1366,-51.5,-9.0,26.43,1.406
1367,-51.0,-9.0,26.559,1.379
1368,-50.5,-9.0,26.737,1.326
1369,-50.0,-9.0,26.564,1.557
1370,-49.5,-9.0,26.507,1.529
1371,-49.0,-9.0,26.528,1.413
1372,-48.5,-9.0,26.734,1.119
1373,-48.0,-9.0,26.861,0.938
1374,-47.5,-9.0,26.516,1.458
1375,-47.0,-9.0,26.406,1.629
1376,-46.5,-9.0,26.428,1.601
1377,-46.0,-9.0,26.621,1.066
