,index,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
332,2544.0,14393909.0,Ilhéus,Inmet,M,-39.18144,-14.6588,80.21,2003-01-22
334,2546.0,12074021.0,Macajuba,Inmet,M,-40.35422,-12.13169,338.85,2003-01-31
335,2554.0,12153858.0,Feira de Santana,Inmet,M,-38.96738,-12.1962,229.64,2007-05-25
336,2560.0,14534048.0,Vitória da Conquista,Inmet,M,-40.80133,-14.88643,879.38,2007-05-31
338,2573.0,13334461.0,Correntina,Inmet,M,-44.61738,-13.33239,551.71,2007-11-09
339,2575.0,11163747.0,Itabaianinha,Inmet,M,-37.795,-11.2725,204.8,2007-05-23
341,2587.0,9604210.0,Remanso,Inmet,M,-42.07721,-9.62569,397.4,2008-03-26
342,2588.0,12554138.0,Lençóis,Inmet,M,-41.38881,-12.55785,438.09,2008-04-05
343,2589.0,16383918.0,Porto Seguro,Inmet,M,-39.18239,-16.38898,86.36,2008-07-08
344,2590.0,10444014.0,Senhor do Bonfim,Inmet,M,-40.14824,-10.44307,532.09,2008-03-28
345,2591.0,26445383.0,São Miguel do Oeste,Inmet,M,-53.50454,-26.7767,654.51,2008-03-12
346,2595.0,11084313.0,Barra,Inmet,M,-43.139,-11.08486,407.5,2008-05-12
347,2597.0,13154177.0,Piatã,Inmet,M,-41.77413,-13.15568,1283.95,2008-05-04
348,2600.0,11813761.0,Conde,Inmet,M,-37.68389,-12.03583,31.9,2008-04-07
349,2612.0,10983961.0,Queimadas,Inmet,M,-39.61701,-10.98465,310.11,2008-05-23
350,2628.0,15283909.0,Una,Inmet,M,-39.09127,-15.28022,74.08,2008-06-25
351,2630.0,13903897.0,Maraú,Inmet,M,-38.97222,-13.90694,6.24,2008-06-22
352,2631.0,12194321.0,Ibotirama,Inmet,M,-43.21342,-12.19306,425.12,2008-04-28
353,2632.0,11204046.0,Jacobina,Inmet,M,-40.46498,-11.20514,440.78,2008-05-01
354,2634.0,11663902.0,Serrinha,Inmet,M,-39.02295,-11.66459,337.79,2008-05-10
355,2635.0,10533899.0,Euclides da Cunha,Inmet,M,-38.99661,-10.53723,431.96,2008-05-07
356,2642.0,10454120.0,Delfino,Inmet,M,-41.207,-10.45492,646.24,2008-07-18
357,2644.0,13343912.0,Valença,Inmet,M,-39.12667,-13.34361,93.12,2009-06-29
358,2645.0,14173969.0,Ipiaú,Inmet,M,-39.6925,-14.1713,132.11,2009-06-30
359,2646.0,15244022.0,Itapetinga,Inmet,M,-40.22955,-15.24462,271.48,2009-06-25
360,2647.0,16083921.0,Belmonte,Inmet,M,-39.21539,-16.08805,89.67,2009-07-02
361,2654.0,9003991.0,Curaçá,Inmet,M,-39.9124,-9.0013,370.0,2015-08-19
362,2659.0,11054550.0,Formosa do Rio Preto,Inmet,M,-45.20077,-11.05216,488.0,2016-06-02
363,2670.0,21134346.0,Barbacena,Inmet,M,-43.7677,-21.22837,1168.76,2002-12-05
364,2671.0,19364656.0,Araxá,Inmet,M,-46.94962,-19.6057,1018.32,2002-12-19
365,2672.0,16434353.0,Montes Claros,Inmet,M,-43.84376,-16.68632,645.87,2002-12-16
366,2673.0,18554815.0,Uberlândia,Inmet,M,-48.25566,-18.91707,874.77,2002-12-14
367,2674.0,16174041.0,Almenara,Inmet,M,-40.68776,-16.16677,189.11,2002-12-09
368,2675.0,22514602.0,Monte Verde,Inmet,M,-46.04337,-22.8616,1544.89,2004-12-19
369,2676.0,20464252.0,Viçosa,Inmet,M,-42.86401,-20.76261,697.64,2005-07-14
370,2677.0,19344238.0,Timóteo,Inmet,M,-42.62241,-19.57382,493.42,2006-02-22
371,2678.0,18574931.0,Ituiutaba,Inmet,M,-49.52507,-18.95291,540.08,2006-05-11
372,2679.0,21064223.0,Muriaé,Inmet,M,-42.3759,-21.10487,282.79,2006-08-28
373,2680.0,21464321.0,Juiz de Fora,Inmet,M,-43.36433,-21.76997,936.88,2007-05-26
374,2684.0,19324932.0,Campina Verde,Inmet,M,-49.51813,-19.53921,559.07,2006-07-14
375,2686.0,19594809.0,Conceição das Alagoas,Inmet,M,-48.15157,-19.98586,572.54,2006-07-16
376,2687.0,19534358.0,Belo Horizonte - Pampulha,Inmet,M,-43.9694,-19.88395,854.02,2006-10-10
377,2688.0,17484015.0,Serra dos Aimorés,Inmet,M,-40.24993,-17.7988,211.97,2006-08-21
378,2689.0,19004658.0,Patrocíonio,Inmet,M,-46.98594,-18.99668,978.11,2006-08-22
379,2691.0,20274527.0,Formiga,Inmet,M,-45.45383,-20.45493,878.14,2006-08-17
380,2695.0,19534726.0,Sacramento,Inmet,M,-47.4341,-19.87527,913.12,2006-08-18
381,2696.0,14244424.0,Montalvânia,Inmet,M,-44.40412,-14.40823,519.52,2007-07-26
382,2697.0,17544131.0,Teófilo Otoni,Inmet,M,-41.51542,-17.89284,467.17,2006-08-25
383,2700.0,18124528.0,Três Marias,Inmet,M,-45.45984,-18.20086,931.01,2006-08-25
384,2703.0,22234457.0,Passa Quatro,Inmet,M,-44.96191,-22.3958,1017.1,2007-05-30
385,2704.0,21554622.0,Caldas,Inmet,M,-46.383,-21.91807,1077.34,2006-11-28
386,2722.0,22184522.0,Maria da Fé,Inmet,M,-45.37305,-22.31457,1281.43,2006-12-02
387,2723.0,18474159.0,Governador Valadares,Inmet,M,-41.97701,-18.83035,198.24,2007-05-29
388,2724.0,18474256.0,Guanhães,Inmet,M,-42.94292,-18.78684,852.68,2007-06-02
389,2725.0,19304103.0,Aimorés,Inmet,M,-41.0908,-19.53277,287.74,2007-08-05
390,2726.0,19284535.0,Dores do Indaiá,Inmet,M,-45.59393,-19.48194,721.09,2007-06-01
391,2727.0,18134338.0,Diamantina,Inmet,M,-43.64827,-18.23105,1359.25,2007-06-05
392,2734.0,18444427.0,Curvelo,Inmet,M,-44.45379,-18.74771,669.48,2006-12-19
393,2736.0,15054402.0,Mocambinho,Inmet,M,-44.01604,-15.08596,454.0,2007-11-10
394,2739.0,15184537.0,Chapada Gaúcha,Inmet,M,-45.61743,-15.30016,873.2,2007-06-22
395,2743.0,20264218.0,Manhuaçu,Inmet,M,-42.18282,-20.26338,819.47,2010-10-02
396,2746.0,21544326.0,Coronel Pacheco,Inmet,M,-43.26103,-21.54673,411.14,2012-08-31
398,2751.0,19454417.0,Sete Lagoas,Inmet,M,-44.17338,-19.45529,719.0,2016-04-10
399,2753.0,22484341.0,Seropédica - Ecologia Agrícola,Inmet,M,-43.68484,-22.75787,34.64,2000-05-07
400,2757.0,23034336.0,Rio de Janeiro - Marambaia,Inmet,M,-43.59569,-23.05033,9.16,2002-10-07
401,2764.0,22354316.0,Duque de Caxias - Xerém,Inmet,M,-43.28223,-22.58981,24.35,2002-10-21
402,2765.0,21344157.0,Cambuci,Inmet,M,-41.95833,-21.58773,59.94,2002-11-20
404,2767.0,22584200.0,Arraial do Cabo,Inmet,M,-42.02145,-22.97547,3.34,2006-09-22
405,2768.0,21424121.0,Campos,Inmet,M,-41.34402,-21.71477,16.67,2006-09-22
406,2770.0,22234149.0,Macaé,Inmet,M,-41.81205,-22.37632,24.61,2006-09-22
407,2771.0,22274427.0,Resende,Inmet,M,-44.44479,-22.45092,438.83,2006-09-29
408,2781.0,22274317.0,Petrópolis - Pico do Couto,Inmet,M,-43.29151,-22.46489,1758.22,2006-10-22
409,2782.0,22214342.0,Valença,Inmet,M,-43.69566,-22.35809,367.21,2006-09-25
410,2786.0,20164018.0,Vitória,Inmet,M,-40.30607,-20.27109,9.0,2006-10-31
411,2787.0,19594035.0,Santa Teresa,Inmet,M,-40.57957,-19.98839,975.92,2007-08-09
412,2791.0,19214004.0,Linhares,Inmet,M,-40.06868,-19.35692,37.82,2006-10-27
413,2810.0,20384044.0,Alfredo Chaves,Inmet,M,-40.74182,-20.63653,14.19,2006-11-02
414,2811.0,18423950.0,São Mateus,Inmet,M,-39.86405,-18.6762,28.66,2006-10-25
415,2812.0,22264259.0,Teresópolis - Parque Nacional,Inmet,M,-42.98715,-22.44892,991.44,2006-11-01
416,2813.0,23134443.0,Paraty,Inmet,M,-44.72686,-23.22354,3.0,2006-12-06
417,2814.0,22374105.0,Campos - São Tomé,Inmet,M,-41.05187,-22.04165,7.18,2008-06-13
418,2815.0,22514324.0,Rio de Janeiro - Vila Militar,Inmet,M,-43.41141,-22.86132,30.43,2007-04-13
419,2816.0,21104103.0,Presidente Kennedy,Inmet,M,-41.0394,-21.10081,69.12,2008-06-17
420,2827.0,18694039.0,Nova Venécia,Inmet,M,-40.39057,-18.69527,156.02,2008-06-21
421,2828.0,22274252.0,Nova Friburgo-Salinas,Inmet,M,-42.67693,-22.33484,1065.08,2010-10-02
422,2829.0,22984319.0,Rio de Janeiro - Forte de Copacabana,Inmet,M,-43.19044,-22.98829,25.59,2007-05-18
424,2850.0,20104110.0,Afonso Cláudio,Inmet,M,-41.10686,-20.10419,507.48,2011-09-26
425,2851.0,22644260.0,Silva Jardim,Inmet,M,-42.41578,-22.64591,19.0,2015-08-28
426,2852.0,22874261.0,Saquarema - Sampaio Correia,Inmet,M,-42.60922,-22.87132,26.0,2015-09-02
427,2853.0,23304637.0,São Paulo (Mirante de Santana),Inmet,M,-46.62009,-23.49629,785.64,2006-07-25
428,2854.0,20275436.0,Campo Grande,Inmet,M,-54.72262,-20.4472,528.47,2001-09-11
429,2855.0,22325532.0,Ponta Porã,Inmet,M,-55.71632,-22.55245,668.0,2001-09-06
430,2856.0,23245155.0,Maringá,Inmet,M,-51.93283,-23.40536,548.51,2006-11-21
431,2860.0,20465142.0,Três Lagoas,Inmet,M,-51.7122,-20.79,328.94,2001-09-03
432,2861.0,22184942.0,Bauru,Inmet,M,-49.02888,-22.35805,636.17,2001-08-30
433,2863.0,22454536.0,Campos do Jordão,Inmet,M,-45.60384,-22.75023,1662.95,2002-03-14
434,2865.0,22075124.0,Presidente Prudente,Inmet,M,-51.40864,-22.11987,431.92,2003-02-03
435,2868.0,20344722.0,Franca,Inmet,M,-47.38255,-20.58448,1002.74,2002-12-10
436,2870.0,22185349.0,Ivinhema,Inmet,M,-53.8229,-22.30042,377.36,2003-02-10
437,2871.0,19415110.0,Paranaíba,Inmet,M,-51.18177,-19.69552,408.06,2006-11-13
438,2873.0,21574752.0,São Carlos,Inmet,M,-47.88393,-21.98035,859.29,2006-09-05
439,2874.0,24434733.0,Iguape,Inmet,M,-47.5459,-24.67165,2.7,2006-07-19
440,2875.0,23214740.0,Sorocaba,Inmet,M,-47.58555,-23.42604,609.33,2006-08-21
441,2876.0,23514809.0,São Miguel Arcanjo,Inmet,M,-48.16482,-23.85202,675.68,2006-08-16
442,2877.0,18585639.0,Nhumirim,Inmet,M,-56.62287,-18.98868,102.26,2006-08-03
443,2878.0,22125053.0,Rancharia,Inmet,M,-50.97471,-22.37283,398.75,2006-09-02
444,2880.0,20285547.0,Aquidauana,Inmet,M,-55.78401,-20.47542,151.35,2006-11-01
445,2881.0,18305444.0,Coxim,Inmet,M,-54.73612,-18.51215,251.48,2006-11-07
446,2901.0,22115454.0,Dourados,Inmet,M,-54.91136,-22.19392,463.3,2006-10-21
447,2902.0,20235625.0,Miranda,Inmet,M,-56.43174,-20.39553,132.49,2006-11-02
448,2903.0,21425753.0,Porto Murtinho,Inmet,M,-57.88655,-21.70585,78.56,2006-10-24
449,2904.0,18595738.0,Corumbá,Inmet,M,-57.6375,-18.99667,111.73,2006-10-27
450,2906.0,23044853.0,Avaré,Inmet,M,-48.941,-23.10175,776.36,2006-09-22
451,2908.0,22424737.0,Piracicaba,Inmet,M,-47.62332,-22.70313,566.46,2006-09-26
452,2909.0,21484945.0,Lins,Inmet,M,-49.73485,-21.66605,460.65,2006-09-20
453,2911.0,23024531.0,Taubaté,Inmet,M,-45.52084,-23.04167,582.26,2006-12-20
454,2913.0,20244957.0,Votuporanga,Inmet,M,-49.96603,-20.40322,510.37,2006-12-07
455,2916.0,18485236.0,Chapadão do Sul,Inmet,M,-52.60262,-18.80219,820.82,2006-12-19
457,2919.0,19255433.0,São Gabriel do Oeste,Inmet,M,-54.55309,-19.42032,646.0,2006-12-16
458,2920.0,20095035.0,Jales,Inmet,M,-50.59513,-20.16503,460.44,2007-08-23
459,2924.0,21195055.0,Valparaiso,Inmet,M,-50.93016,-21.31914,381.9,2007-08-30
460,2927.0,21054955.0,José Bonifácio,Inmet,M,-49.92039,-21.08568,408.35,2007-09-04
461,2928.0,21084850.0,Ariranha,Inmet,M,-48.84043,-21.13294,525.44,2007-11-13
462,2943.0,21514848.0,Ibitinga,Inmet,M,-48.79972,-21.85557,496.75,2007-11-09
463,2944.0,21464704.0,Casa Branca,Inmet,M,-47.07528,-21.78056,734.15,2007-06-28
464,2945.0,22254648.0,Itapira,Inmet,M,-46.80529,-22.41506,634.89,2007-11-07
465,2946.0,23144525.0,São Luis do Paraitinga,Inmet,M,-45.41706,-23.22836,862.3,2007-11-01
466,2947.0,22374855.0,Barra Bonita,Inmet,M,-48.55757,-22.47121,533.68,2008-05-02
467,2948.0,19315172.0,Cassilândia,Inmet,M,-51.72073,-19.12247,494.72,2008-03-08
468,2949.0,21775452.0,Rio Brilhante,Inmet,M,-54.52811,-21.77494,324.31,2008-06-23
471,2952.0,21354816.0,Pradópolis,Inmet,M,-48.11401,-21.33843,540.41,2008-04-25
472,2953.0,23005532.0,Amambaí,Inmet,M,-55.32936,-23.00253,433.59,2008-06-11
473,2954.0,23965502.0,Sete Quedas,Inmet,M,-55.02423,-23.96689,398.4,2008-06-11
474,2957.0,20944848.0,Bebedouro,Inmet,M,-48.48994,-20.9492,610.0,2016-10-27
475,2960.0,23445418.0,Itaquiraí,Inmet,M,-54.18186,-23.4495,337.82,2008-06-01
476,2961.0,20354777.0,Ituverava,Inmet,M,-47.77522,-20.35976,610.58,2008-07-16
477,2963.0,20985497.0,Sidrolândia,Inmet,M,-54.97187,-20.98164,471.43,2008-09-29
478,2964.0,23524686.0,Baruerí,Inmet,M,-46.86945,-23.52389,776.5,2011-03-23
479,2967.0,20445287.0,Água Clara,Inmet,M,-52.87583,-20.44444,323.63,2010-08-12
480,2973.0,22105654.0,Bela Vista,Inmet,M,-56.54076,-22.10154,206.09,2014-01-01
481,2990.0,21755247.0,Bataguassu,Inmet,M,-52.47129,-21.75012,392.13,2013-03-21
482,2991.0,19385445.0,Sonora,Inmet,M,-54.76047,-17.63528,495.25,2012-11-30
483,2992.0,30035110.0,Porto Alegre,Inmet,M,-51.17477,-30.05354,41.18,2000-09-18
484,2994.0,32015206.0,Rio Grande,Inmet,M,-52.16774,-32.07878,4.92,2001-09-06
485,2995.0,29425342.0,Santa Maria,Inmet,M,-53.72047,-29.72496,103.1,2001-09-03
486,2996.0,30505536.0,Santana do Livramento,Inmet,M,-55.61309,-30.84245,328.0,2001-11-21
487,2997.0,27515347.0,Santo Augusto,Inmet,M,-53.79118,-27.85435,489.67,2001-12-05
488,3002.0,27364836.0,Florianópolis-São José,Inmet,M,-48.6201,-27.60253,4.87,2003-01-22
489,3003.0,25264913.0,Curitiba,Inmet,M,-49.2306,-25.44869,922.91,2003-01-28
490,3004.0,29214943.0,Torres,Inmet,M,-49.73326,-29.35036,8.44,2006-06-01
491,3005.0,29505704.0,Uruguaiana,Inmet,M,-57.0819,-29.83987,74.29,2006-09-25
492,3007.0,27535428.0,Santa Rosa,Inmet,M,-54.48001,-27.89046,272.84,2006-11-15
493,3009.0,31245242.0,Canguçu,Inmet,M,-52.7007,-31.4033,446.81,2007-01-24
494,3010.0,30325328.0,Caçapava do Sul,Inmet,M,-53.46705,-30.54532,420.82,2006-06-22
495,3013.0,29525222.0,Rio Pardo,Inmet,M,-52.38198,-29.87211,106.99,2006-10-01
496,3016.0,28314919.0,Urussanga,Inmet,M,-49.31521,-28.53256,40.56,2002-07-01
497,3017.0,28184956.0,São Joaquim,Inmet,M,-49.93462,-28.27564,1400.06,1995-01-01
498,3018.0,26405285.0,Novo Horizonte,Inmet,M,-52.85037,-26.4065,943.57,2008-09-20
499,3019.0,26544916.0,Indaial,Inmet,M,-49.26798,-26.9137,72.24,2006-07-02
500,3037.0,24474959.0,Castro,Inmet,M,-49.99927,-24.78695,993.6,2006-07-09
501,3038.0,24325101.0,Marechal Cândido Rondon,Inmet,M,-54.01925,-24.5333,392.07,2006-11-18
502,3039.0,23304956.0,Joaquim Távora,Inmet,M,-49.94639,-23.50527,512.67,2006-11-23
503,3040.0,25335105.0,Inácio Martins,Inmet,M,-51.07795,-25.56788,1208.85,2006-10-16
504,3041.0,23235338.0,Icaraíma,Inmet,M,-53.63593,-23.39038,381.29,2006-11-15
505,3042.0,24115301.0,Goioerê,Inmet,M,-53.03059,-24.15846,452.34,2006-10-19
506,3043.0,29425531.0,Alegrete,Inmet,M,-55.52549,-29.70908,120.88,2006-09-29
507,3044.0,31205400.0,Bagé,Inmet,M,-54.01329,-31.3478,226.19,2007-01-04
508,3046.0,27395218.0,Erechim,Inmet,M,-52.30581,-27.65771,777.08,2006-11-25
509,3049.0,28455003.0,São José dos Ausentes,Inmet,M,-50.05787,-28.74862,1228.59,2006-10-26
510,3053.0,28385600.0,São Borja,Inmet,M,-56.01629,-28.65009,81.08,2007-07-21
511,3054.0,30235627.0,Quaraí,Inmet,M,-56.43712,-30.36858,113.05,2007-10-17
512,3071.0,30205419.0,São Gabriel,Inmet,M,-54.31091,-30.34144,114.89,2007-07-11
513,3072.0,29195447.0,Santiago,Inmet,M,-54.88565,-29.1916,390.03,2009-02-04
514,3082.0,30505013.0,Tramandaí,Inmet,M,-50.13589,-30.01027,4.56,2008-03-09
515,3083.0,32335322.0,Jaguarão,Inmet,M,-53.37586,-32.53483,31.48,2007-01-09
516,3084.0,28485255.0,Soledade,Inmet,M,-52.54239,-28.85921,660.44,2008-03-01
517,3085.0,30485150.0,Camaquã,Inmet,M,-51.83424,-30.80795,92.3,2006-12-12
518,3086.0,28135224.0,Passo Fundo,Inmet,M,-52.40358,-28.22681,680.67,2006-11-27
519,3087.0,29105132.0,Bento Gonçalves,Inmet,M,-51.5342,-29.16458,623.27,2006-12-01
520,3088.0,27105133.0,Joaçaba,Inmet,M,-51.55896,-27.16927,767.63,2007-09-20
521,3089.0,23245034.0,Nova Fátima,Inmet,M,-50.57774,-23.41528,664.31,2007-02-08
522,3090.0,25415305.0,Dois Vizinhos,Inmet,M,-53.09527,-25.69906,545.95,2007-03-29
523,3091.0,28135130.0,Lagoa Vemelha,Inmet,M,-51.51285,-28.22238,833.83,2007-03-02
524,3092.0,28074928.0,Morro da Igreja (Bom Jardim da Serra),Inmet,M,-49.47961,-28.12699,1790.38,2007-06-18
525,3093.0,23605449.0,Foz do Iguaçu,Inmet,M,-54.48307,-25.60183,235.09,2008-06-15
527,3097.0,26285363.0,Dionísio Cerqueira,Inmet,M,-53.63311,-26.28656,807.54,2008-06-02
528,3103.0,22375289.0,Diamante do Norte,Inmet,M,-52.89016,-22.63937,368.22,2008-03-06
529,3104.0,22505213.0,Paranapoema,Inmet,M,-52.13453,-22.65827,308.7,2008-03-03
530,3106.0,26084864.0,Itapoá,Inmet,M,-48.64177,-26.0813,6.18,2007-06-06
531,3107.0,28255457.0,São Luiz Gonzaga,Inmet,M,-54.9624,-28.41711,245.5,2007-07-25
532,3108.0,28365340.0,Cruz Alta,Inmet,M,-53.6736,-28.60344,426.69,2007-05-31
533,3110.0,27245326.0,Frederico Westphalen,Inmet,M,-53.42942,-27.39569,489.42,2007-12-14
534,3112.0,23435346.0,Planalto,Inmet,M,-53.74792,-25.72186,399.1,2007-11-07
535,3116.0,27915332.0,Palmeira das Missões,Inmet,M,-53.31805,-27.92038,614.11,2008-02-27
536,3130.0,26445242.0,Xanxerê,Inmet,M,-52.39809,-26.93867,878.74,2008-03-15
537,3131.0,26445084.0,Caçador,Inmet,M,-50.98552,-26.81916,944.26,2008-03-19
538,3132.0,27285061.0,Curitibanos,Inmet,M,-50.60428,-27.28862,978.1,2008-02-29
539,3133.0,26445015.0,Rio do Campo,Inmet,M,-50.14545,-26.93753,591.67,2008-03-11
540,3134.0,26434959.0,Rio Negrinho,Inmet,M,-49.58062,-26.24841,856.89,2008-03-22
541,3135.0,27414966.0,Ituporanga,Inmet,M,-49.64687,-27.41841,479.79,2008-03-05
542,3136.0,26395036.0,Major Vieira,Inmet,M,-50.36321,-26.39366,799.58,2009-02-10
543,3137.0,28604881.0,Santa Marta (Farol),Inmet,M,-48.81331,-28.60441,34.36,2008-06-02
544,3138.0,28934949.0,Araranguá,Inmet,M,-49.49792,-28.93135,2.0,2008-09-28
545,3139.0,26954876.0,Itajaí,Inmet,M,-48.76203,-26.95092,9.76,2010-06-24
546,3140.0,23385294.0,Cidade Gaúcha,Inmet,M,-52.93191,-23.35916,365.79,2008-03-11
547,3141.0,27674904.0,Rancho Queimado,Inmet,M,-49.04203,-27.67851,881.0,2016-06-01
548,3145.0,24825020.0,Ventania,Inmet,M,-50.21015,-24.28039,1093.41,2011-04-13
549,3179.0,23765018.0,Japira,Inmet,M,-50.18057,-23.77334,692.88,2008-02-29
550,3180.0,25424883.0,Morretes,Inmet,M,-48.80868,-25.50894,50.31,2008-03-13
551,3235.0,26445135.0,General Carneiro,Inmet,M,-51.35367,-26.39847,1009.01,2008-04-10
552,3449.0,26445235.0,Clevelândia,Inmet,M,-52.34874,-26.4172,966.06,2008-05-15
553,3452.0,22864311.0,Niterói,Inmet,M,-43.10206,-22.86739,6.0,2018-07-13
554,3550.0,10083834.0,Jeremoabo,Inmet,M,-38.3459,-10.0807,261.0,2015-08-13
555,3554.0,20904711.0,São Sebastião do Paraíso,Inmet,M,-47.11426,-20.90989,845.0,2015-08-14
556,3557.0,31525091.0,Mostardas,Inmet,M,-50.90628,-31.24828,3.82,2008-03-11
557,3561.0,29365082.0,Canela,Inmet,M,-50.82723,-29.36879,830.93,2008-08-23
558,3562.0,28485149.0,Vacaria,Inmet,M,-50.88274,-28.5136,969.89,1991-02-16
559,3646.0,30995481.0,Dom Pedrito,Inmet,M,-54.81527,-30.99248,156.73,2010-04-28
560,3647.0,29455182.0,Teutônia,Inmet,M,-51.82428,-29.45033,80.41,2012-10-04
561,3648.0,28655311.0,Ibirubá,Inmet,M,-53.11188,-28.65346,455.27,2012-12-13
562,3649.0,29675106.0,Campo Bom,Inmet,M,-51.06404,-29.67429,23.35,2013-12-01
563,3669.0,18495316.0,Costa Rica,Inmet,M,-53.17126,-18.49267,727.34,2012-12-04
565,3693.0,21455155.0,Dracena,Inmet,M,-51.55225,-21.4577,380.0,2016-11-03
566,3702.0,10474962.0,Pium,Inmet,M,-49.62948,-10.47694,161.0,2016-04-01
567,3705.0,11284721.0,Almas,Inmet,M,-47.21213,-11.2841,503.0,2016-04-01
568,3709.0,4153811.0,Guaramiranga,Inmet,M,-38.93107,-4.26135,865.53,2007-05-26
569,3711.0,14204274.0,Guanambi,Inmet,M,-42.74965,-14.20812,552.23,2008-04-24
570,3712.0,20034401.0,Ibirité (Rola Moça),Inmet,M,-44.01125,-20.03146,1198.82,2008-06-06
571,3715.0,22094321.0,Três Rios,Inmet,M,-43.20857,-22.09839,305.0,2016-06-07
572,3718.0,29085382.0,Tupanciretã,Inmet,M,-53.82665,-29.08938,462.0,2016-08-11
573,3720.0,28705187.0,Serafina Corrêa,Inmet,M,-51.87075,-28.70481,545.0,2016-04-07
574,3721.0,33565337.0,Chuí,Inmet,M,-53.37222,-33.7423,7.41,2008-03-15
575,3722.0,15375606.0,Cuiabá,Inmet,M,-56.06295,-15.5593,241.56,2002-12-07
576,3723.0,14395725.0,Tangará da Serra,Inmet,M,-57.43156,-14.65012,440.01,2002-10-12
577,3728.0,13275639.0,São José do Rio Claro,Inmet,M,-56.67732,-13.45398,339.59,2003-02-25
578,3731.0,16275434.0,Rondonópolis,Inmet,M,-54.58015,-16.46242,289.88,2003-11-17
579,3733.0,17115317.0,Alto Araguaia,Inmet,M,-53.22445,-17.33936,753.28,2011-10-24
580,3745.0,9335723.0,Apiacás,Inmet,M,-57.39358,-9.56339,217.75,2006-10-24
581,3758.0,13425945.0,Comodoro,Inmet,M,-59.76239,-13.70805,576.87,2006-11-28
582,3759.0,11165731.0,Juara,Inmet,M,-57.52664,-11.28016,263.43,2006-11-02
583,3760.0,14255402.0,Paranatinga,Inmet,M,-54.03554,-14.42133,476.91,2006-12-19
585,3769.0,12375213.0,Querência,Inmet,M,-52.22089,-12.62732,360.59,2007-07-20
586,3780.0,11585533.0,Sinop,Inmet,M,-55.56599,-11.98225,366.57,2006-10-29
588,3959.0,9545834.0,Cotriguaçu,Inmet,M,-58.57224,-9.9063,265.0,2007-05-27
589,4110.0,11225843.0,Juína,Inmet,M,-58.77479,-11.37513,365.39,2006-12-01
590,4114.0,11415053.0,São Félix do Araguaia,Inmet,M,-50.72786,-11.61902,201.37,2007-10-18
591,4490.0,15035952.0,Vila Bela da Santíssima Trindade,Inmet,M,-59.87292,-15.0627,213.0,2006-11-24
592,4593.0,10045645.0,Alta Floresta,Inmet,M,-56.17922,-10.07726,291.85,2006-05-23
594,4694.0,10005579.0,Carlinda,Inmet,M,-55.82754,-9.97059,293.71,2008-04-10
595,4696.0,12525823.0,Novo Mundo,Inmet,M,-58.2314,-12.5219,426.2,2008-02-29
596,4702.0,13035709.0,Nova Maringá,Inmet,M,-57.0922,-13.03864,334.36,2008-04-17
597,4703.0,13415475.0,Nova Ubiratã,Inmet,M,-54.75214,-13.41111,466.48,2008-04-13
598,4704.0,16345376.0,Guiratinga,Inmet,M,-53.76609,-16.34159,525.43,2008-01-25
599,4705.0,15255934.0,Pontes e Lacerda,Inmet,M,-59.34622,-15.23458,272.53,2008-01-30
600,4706.0,12736015.0,Vilhena,Inmet,M,-60.15778,-12.73486,583.3,2008-08-26
601,4707.0,11446143.0,Cacoal,Inmet,M,-61.43415,-11.44584,183.53,2008-07-20
602,4708.0,9946296.0,Ariquemes,Inmet,M,-62.96187,-9.949,128.44,2008-07-18
603,4709.0,24575280.0,Campina da Lagoa,Inmet,M,-52.80026,-24.57086,598.0,2016-08-04
604,4710.0,25365239.0,Laranjeiras do Sul,Inmet,M,-52.39194,-25.36894,835.0,2016-08-07
605,4711.0,25324915.0,Colombo,Inmet,M,-49.15773,-25.32246,950.0,2016-05-28
606,4720.0,20464040.0,Vila Velha,Inmet,M,-40.40405,-20.46707,25.0,2017-02-15
607,4723.0,23844615.0,Bertioga,Inmet,M,-46.14328,-23.84468,5.0,2017-02-01
