,estcodigo,estnome,orgsigla,estlongitude,estlatitude,estaltitude,t_med_medio,t_max_med,t_min_med,v_vento_medio,v_rajada_max,ini_serie,fim_serie
143,15524756,Águas Emendadas,Inmet,-47.6258,-15.59649,1030.36,21.27871531572557,34.77777777777778,6.611111111111111,2.0793281941191784,17.755555555555553,2008-10-03,2020-07-31
144,3124008,Acaraú,Inmet,-40.08729,-3.12107,67.15,26.76863153786106,37.0,20.3,3.193799993494664,16.85,2011-10-31,2020-02-19
145,6394173,Valença do Piauí,Inmet,-41.73995,-6.39927,313.39,27.810223132969032,40.55555555555556,17.766666666666666,1.8980026780293169,27.833333333333336,2011-10-31,2020-12-15
146,14234213,Brumado,Inmet,-41.67228,-14.18189,473.37,25.11133674863388,40.11999999999999,12.37,1.5010902398299932,20.27,2011-10-24,2021-09-01
147,19884441,Florestal,Inmet,-44.41688,-19.8854,753.5,20.644470690966585,36.408333333333324,3.7249999999999996,0.7997484187033369,16.325,2008-06-05,2021-09-01
148,20554854,Barretos,Inmet,-48.545,-20.55918,534.36,22.95282447425072,39.67272727272727,4.209090909090909,1.229317685047194,19.69090909090909,2010-06-19,2021-08-18
149,22855460,Juti,Inmet,-54.60563,-22.85721,375.18,23.15518902773001,38.40833333333334,2.733333333333333,1.4095397862610972,21.758333333333336,2008-06-17,2020-08-16
150,29705469,São Vicente do Sul,Inmet,-54.69432,-29.70211,134.0,19.507504553734066,38.21666666666667,-0.7999999999999999,3.189595173041893,29.416666666666668,2016-04-05,2021-09-01
151,10733810,Poço Verde,Inmet,-38.10839,-10.73802,367.01,24.2969722981178,37.89,14.24,2.2420031876138444,16.46,2011-11-25,2021-09-01
152,10393774,Carira,Inmet,-37.7475,-10.39972,289.92,24.674517098187163,38.32222222222222,14.933333333333334,2.607616456327523,20.233333333333334,2011-11-28,2021-04-12
153,10423647,Brejo Grande,Inmet,-36.48205,-10.47396,6.11,26.139064532917008,35.488888888888894,18.3625,1.6929288641686182,14.444444444444445,2011-12-15,2020-08-15
154,17963869,Abrolhos,Inmet,-38.70329,-17.96302,20.93,25.52614642423452,31.322222222222226,19.299999999999997,5.633694325179978,24.975,2011-11-28,2020-10-27
155,11324186,Irecê,Inmet,-41.8645,-11.329,768.42,24.02209729811778,36.86000000000001,12.69,2.7547011991499697,18.47,2011-12-15,2021-09-01
156,18464059,Mantena,Inmet,-40.98651,-18.78062,254.91,24.07234017894676,37.949999999999996,11.85714285714286,0.8820760623711443,19.47142857142857,2007-08-25,2021-09-01
157,6084272,Angical do Piaui,Inmet,-42.72739,-6.08941,183.0,26.64280054644809,39.8,14.8,1.11525956284153,47.3,2019-11-14,2020-12-28
158,17345236,Mineiros,Inmet,-52.59648,-17.56932,712.83,22.39064377281796,36.709090909090904,-3.1909090909090922,1.1760735842026817,20.381818181818183,2007-11-22,2020-07-31
159,22674500,Cachoeira Paulista,Inmet,-45.00544,-22.689,586.0,21.39722222222221,35.5,4.133333333333333,1.5075683060109286,31.766666666666666,2017-10-20,2020-08-31
160,8776733,Boca do Acre,Inmet,-67.33256,-8.7768,111.98,25.92465348252231,37.44285714285714,12.885714285714284,1.096594468297338,19.171428571428574,2011-12-15,2020-01-22
161,3296062,Manacapuru,Inmet,-60.6284,-3.29464,36.57,27.296070181715663,37.128571428571426,21.171428571428574,1.255872799028536,19.185714285714287,2011-12-15,2020-07-14
162,17424223,Capelinha,Inmet,-42.38926,-17.7055,932.06,20.045206354210443,35.03846153846153,7.515384615384617,2.0612095768530176,21.23846153846154,2000-01-01,2021-05-16
