,estcodigo,estnome,orgsigla,estlongitude,estlatitude,estaltitude,t_med_medio,t_max_med,t_min_med,v_vento_medio,v_rajada_max,ini_serie,fim_serie
163,22954653,Bragança Paulista,Inmet,-46.5305,-22.95197,891.0,20.2779463364293,33.699999999999996,4.533333333333333,1.6665005537098567,19.25,2017-12-19,2021-09-01
164,21934260,Carmo,Inmet,-42.60092,-21.93864,293.0,22.52346994535519,38.06666666666667,5.266666666666667,0.9085245901639344,15.133333333333333,2018-10-11,2021-09-01
165,21954201,Santa Madalena,Inmet,-42.01056,-21.95061,517.0,20.54902550091076,34.53333333333334,7.2,0.5197859744990889,14.699999999999998,2018-10-16,2021-08-11
166,16334652,Unaí,Inmet,-46.88194,-16.5541,640.85,23.767687920913342,38.59090909090909,9.299999999999999,1.6593046384398848,21.345454545454544,2007-06-16,2021-03-31
167,10434592,Mateiros,Inmet,-45.92194,-10.43444,791.0,24.01928311215197,36.528571428571425,11.542857142857143,3.4321900208170684,22.699999999999996,2012-11-09,2020-06-07
168,8154663,Campos Lindos,Inmet,-46.63932,-8.15467,426.56,26.04516566918208,37.375,15.962499999999999,2.0842315899037205,20.32,2012-11-09,2021-05-22
169,8957278,Marechal Thaumaturgo,Inmet,-72.78678,-8.95001,220.98,25.43156394743689,38.160000000000004,13.48,1.3794945355191248,43.75,2011-12-15,2021-01-21
170,8147034,Feijó,Inmet,-70.34359,-8.14265,157.17,25.3891490805794,36.487500000000004,13.525,1.4034272269928008,31.8375,2011-12-15,2021-07-07
171,15314626,Buritis,Inmet,-46.43554,-15.52426,894.0,22.708541228807643,36.65384615384615,10.96923076923077,2.663923792509858,21.715384615384615,2000-01-01,2021-06-02
172,19984395,Belo Horizonte - Cercadinho,Inmet,-43.9586,-19.98,1214.0,19.8434318891491,33.3875,7.687500000000001,5.287862509758001,28.714285714285715,2013-12-27,2021-09-01
173,16425114,Iporá,Inmet,-51.1488,-16.42306,610.41,24.51052686703097,39.4,11.200000000000001,1.6382172131147532,21.400000000000002,2013-06-23,2020-07-12
174,35108,Macapá,Inmet,-51.08876,0.03502,16.62,27.34346942492844,34.45,21.53333333333333,2.1192611891751247,23.816666666666666,2013-12-12,2020-07-31
175,17154450,Pirapora,Inmet,-44.8356,-17.25806,505.32,23.94682769583179,39.30909090909092,6.6090909090909085,1.3164028929479743,18.11818181818182,2007-07-23,2021-03-31
176,17334711,Guarda-Mor,Inmet,-47.19925,-17.56135,997.01,21.364885997426978,35.54615384615385,7.861538461538462,2.0825019720716456,21.26153846153846,2000-01-01,2021-04-07
177,16214507,São Romão,Inmet,-45.1238,-16.36275,490.29,24.43126506235113,40.25384615384616,7.653846153846154,1.332651974619188,20.06923076923077,2007-07-03,2021-09-01
178,15454127,Águas Vermelhas,Inmet,-41.45779,-15.75154,754.07,21.248996782361548,37.035714285714285,4.75,2.064484547328812,19.61428571428572,2007-09-08,2021-09-01
179,7114992,Xinguara,Inmet,-49.92607,-7.11052,245.0,26.13402185792349,40.260000000000005,15.2,1.513771689497718,45.4,2016-10-26,2021-09-01
180,10004247,Pilão Arcado,Inmet,-42.47364,-10.00226,400.0,27.576565573770505,38.43333333333334,15.533333333333331,2.4974494535519143,15.833333333333334,2016-05-27,2021-06-24
181,16344129,Itaobim,Inmet,-41.48559,-16.57567,271.63,25.700735603194595,40.81428571428571,12.192857142857141,1.6492467573410203,18.99285714285714,2007-09-04,2021-09-01
182,15434226,Rio Pardo de Minas,Inmet,-42.43575,-15.72314,850.06,21.395558257771388,35.95,6.907142857142858,2.137962003843152,19.164285714285715,2007-11-19,2021-09-01
183,17433955,Itamaraju,Inmet,-39.55086,-17.43667,110.0,24.18944899817852,36.04,12.68,2.437627504553733,16.360000000000003,2000-01-02,2020-10-30
184,16094218,Salinas,Inmet,-42.31027,-16.16033,487.14,24.24962201505233,39.30714285714286,8.364285714285716,1.3195634420224585,20.042857142857144,2007-09-13,2021-09-01
185,17474607,João Pinheiro,Inmet,-46.11939,-17.78477,877.05,22.69662686402849,35.23571428571429,10.414285714285715,1.955506145038932,21.55,2007-07-08,2021-09-01
186,19444208,Caratinga,Inmet,-42.13715,-19.73576,609.25,23.35541062398439,38.08461538461538,9.846153846153848,1.4431176355520616,19.923076923076923,2007-07-08,2021-09-01
187,27385120,Campos Novos,Inmet,-51.21606,-27.38386,963.0,17.315009107468132,32.833333333333336,-2.966666666666667,3.428747723132968,27.599999999999998,2019-02-14,2021-09-01
188,27075263,Chapecó,Inmet,-52.63571,-27.08531,679.0,19.911844262295087,35.06666666666666,-0.6666666666666666,3.4258014571949027,25.03333333333333,2019-02-18,2021-09-01
189,10203743,Nossa Senhora da Glória,Inmet,-37.43189,-10.20778,271.0,25.143055555555563,38.93333333333333,16.900000000000002,2.4314285714285715,,2019-03-17,2021-09-01
190,31805240,Capão do Leão (Pelotas),Inmet,-52.40722,-31.8025,13.0,18.24305555555556,37.6,0.8999999999999999,3.2393214936247725,26.1,2019-07-18,2021-09-01
191,20454129,Alegre,Inmet,-41.48885,-20.75041,128.68,23.95271287455712,39.8,10.73846153846154,1.4145833283292284,31.4,2006-12-04,2021-06-18
192,18294073,Ecoporanga,Inmet,-40.73641,-18.29152,224.0,24.869543260473595,38.260000000000005,12.38,1.999637978142077,26.7,2017-03-17,2021-09-01
193,19404053,Marilândia,Inmet,-40.53983,-19.40718,95.0,24.442788251366125,38.019999999999996,11.32,1.3177609289617482,16.859999999999996,2017-03-22,2021-09-01
194,22654404,Rio Claro (Passa Três),Inmet,-44.04092,-22.65358,516.0,21.0647349726776,37.38333333333333,6.460000000000001,1.6145502283105018,19.759999999999998,2016-06-02,2021-09-01
195,20384118,Venda Nova do Imigrante,Inmet,-41.18993,-20.38542,722.0,20.070114754098363,34.1,6.5200000000000005,1.1118237704918037,12.375,2017-02-10,2021-09-01
196,16075769,Cáceres,Inmet,-57.69305,-16.07474,123.53,26.560327652007985,40.71111111111111,9.988888888888889,1.3794602740914217,20.788888888888888,2012-03-30,2021-01-08
197,25835036,São Mateus do Sul,Inmet,-50.36899,-25.8356,780.21,17.34713274824751,34.61,-3.3,0.5962147430590052,17.729999999999997,2011-04-16,2021-05-30
198,10724365,Buritirama,Inmet,-43.6512,-10.72293,506.06,26.7717396348339,39.37500000000001,13.3625,1.4391447653742735,23.312499999999996,2011-12-15,2020-05-17
199,13003961,Amargosa,Inmet,-39.61688,-13.00947,397.8,23.09877534911961,36.230000000000004,15.52,1.7767191863995135,16.27,2011-11-28,2021-09-01
200,9833949,Uauá,Inmet,-39.49563,-9.83362,450.6,25.37193530444964,37.577777777777776,14.277777777777779,3.779500889062366,20.65555555555556,2011-12-15,2021-04-06
201,9575453,Guarantã do Norte,Inmet,-54.89783,-9.95259,283.58,25.87172874924105,38.666666666666664,14.844444444444443,0.7574445962355797,21.07777777777778,2011-10-23,2021-01-31
202,14005212,Água Boa,Inmet,-52.21169,-14.0165,440.0,26.038541059502144,38.7888888888889,12.955555555555554,2.377336412524936,24.466666666666665,2011-10-23,2021-07-27
203,15315508,Campo Verde,Inmet,-55.13565,-15.53143,748.27,23.819954256657116,35.8875,9.5625,2.8119301218665984,24.424999999999997,2011-10-23,2021-01-31
204,23594852,Itapeva,Inmet,-48.88582,-23.98192,743.33,19.798253002462012,34.92142857142857,3.521428571428572,2.320019230769233,23.728571428571424,2006-12-04,2021-09-01
205,22574951,Ourinhos,Inmet,-49.89455,-22.949,443.49,22.03323142476831,37.699999999999996,3.3846153846153846,1.1311606517344217,21.753846153846155,2000-01-01,2020-08-20
206,25005051,Ivaí,Inmet,-50.85385,-25.01076,803.58,18.89010952526527,34.15333333333333,0.38666666666666666,1.607807079305031,20.959999999999997,1991-02-18,2021-09-01
207,24265157,Nova Tebas,Inmet,-51.96302,-24.43735,656.24,20.89598579062105,34.785714285714285,1.8785714285714292,1.335302550364026,15.100000000000003,2000-01-01,2020-08-22
208,12335543,Sorriso,Inmet,-55.72286,-12.55511,379.31,26.04108232500653,39.0,12.266666666666666,1.078798247896609,19.566666666666666,2011-10-23,2021-01-31
209,17815328,Alto Taquari,Inmet,-53.28947,-17.84101,862.42,22.39806590987944,36.01111111111111,7.133333333333334,2.4101103738398835,26.422222222222224,2011-11-01,2020-07-31
210,15365721,Porto Estrela,Inmet,-57.22585,-15.32473,147.75,26.077718557550497,40.511111111111106,9.766666666666666,0.9400632318501172,17.71111111111111,2011-10-27,2021-09-01
211,15135811,Salto do Céu,Inmet,-58.12709,-15.12481,300.83,24.80620451687051,39.5,9.399999999999999,1.369619437939111,20.1375,2011-11-28,2020-07-22
212,27805033,Lages,Inmet,-50.33546,-27.80223,952.7,16.2642462919594,31.45714285714286,-2.5142857142857147,3.139118722352327,24.3,2014-11-06,2021-09-01
213,13475750,Campo Novo dos Parecis,Inmet,-57.83849,-13.78591,525.41,24.974638541937715,38.0,10.311111111111112,1.7332619914996967,20.34444444444445,2011-10-23,2021-04-15
214,14925388,Santo Antônio do Leste,Inmet,-53.88364,-14.92788,664.21,24.50309670179547,37.94444444444444,9.644444444444444,2.300673378988952,25.977777777777778,1999-12-31,2021-01-05
215,16164759,Luziânia,Inmet,-47.96696,-16.26054,1000.82,22.429428035989517,35.46153846153846,9.607692307692309,2.6481823595348177,21.33076923076923,2007-06-12,2021-09-01
216,15545214,Aragarças,Inmet,-52.24517,-15.90266,327.35,26.219306955794643,41.89999999999999,10.883333333333333,1.1970628642759784,20.400000000000002,2007-08-08,2021-05-15
217,15565008,Goiás,Inmet,-50.14143,-15.93973,512.86,25.653474373986658,41.75,13.3,1.124203772093116,20.32857142857143,2007-08-26,2021-09-01
218,14584932,Itapaci,Inmet,-49.53998,-14.97979,551.16,24.26672648617322,37.971428571428575,10.085714285714287,0.9759855399609496,18.892857142857142,2007-07-03,2021-09-01
219,17555143,Jataí,Inmet,-51.71747,-17.92362,670.08,23.002013971456584,38.05714285714286,4.15,1.5558069967373251,22.84285714285715,2007-07-03,2021-09-01
220,14054621,Posse,Inmet,-46.3665,-14.08921,830.0,24.59204834964672,37.05,14.685714285714287,2.250770541844312,22.32857142857143,2007-07-03,2021-09-01
221,12014833,Peixe,Inmet,-48.54452,-12.01538,250.87,26.72129779510104,39.79166666666667,14.883333333333333,1.247405431999695,21.45,1991-02-18,2020-07-31
222,11444902,Gurupi,Inmet,-49.0497,-11.74578,279.07,25.956076757941545,39.73076923076923,12.653846153846153,1.2112891821293454,20.200000000000003,2007-03-14,2020-06-23
223,8584811,Pedro Afonso,Inmet,-48.17726,-8.96868,189.71,26.957735257911494,39.99333333333334,16.72666666666667,0.7838138273384174,18.553333333333335,2007-03-14,2021-08-31
224,7064812,Araguaina,Inmet,-48.20123,-7.10395,230.76,25.739558549374117,37.85,13.816666666666665,0.8019710708235304,16.941666666666666,2007-03-14,2021-03-17
225,15134859,Goianésia,Inmet,-48.99011,-15.2202,667.01,24.60886494728709,37.766666666666666,12.566666666666666,1.1414442857537122,22.4,2007-07-03,2020-07-31
226,16585149,Caiapônia,Inmet,-51.81757,-16.96684,740.1,23.89701226505735,37.65000000000001,8.664285714285715,1.5605282031265624,21.978571428571428,2007-07-08,2021-09-01
227,14074731,Alto Paraíso de Goiás,Inmet,-47.52326,-14.13307,1264.7,20.58245714076451,33.9,8.807142857142859,2.092865465135957,19.299999999999994,2007-07-03,2021-08-29
228,17475057,Rio Verde,Inmet,-50.96487,-17.7853,780.11,23.2542690456174,38.16666666666667,6.616666666666666,1.8444146777630384,22.366666666666664,2007-07-03,2021-08-31
229,16285044,Paraúna,Inmet,-50.42545,-16.96254,678.74,24.392957887740685,38.25,9.178571428571429,1.1619617286174666,19.51428571428571,2008-03-27,2021-09-01
230,13144653,Monte Alegre de Goiás,Inmet,-46.89033,-13.25352,551.33,25.72121367415219,40.13636363636363,14.036363636363637,1.603877958865662,20.363636363636363,2000-01-01,2020-07-31
231,17184817,Pires do Rio,Inmet,-48.28413,-17.30415,757.27,23.293331706999748,37.73571428571428,7.185714285714286,0.9112527022158174,20.49285714285714,2007-10-30,2021-09-01
232,18154794,Catalão,Inmet,-47.92761,-18.15478,900.72,23.094919158710155,36.06428571428571,9.3,1.942540958586043,19.400000000000002,2008-02-25,2021-09-01
233,18254912,Itumbiara,Inmet,-49.19206,-18.40976,491.17,24.398696411057056,39.06153846153846,7.053846153846154,1.427203957244941,24.053846153846152,2000-01-01,2021-07-19
234,16474737,Cristalina,Inmet,-47.61297,-16.7849,1211.08,20.983667857643272,33.49999999999999,8.8,2.010242098520785,21.79285714285714,2007-12-11,2021-09-01
235,15934813,Gama (Ponte Alta),Inmet,-48.13738,-15.93514,990.0,22.147213505074152,35.67142857142857,7.042857142857144,2.2903930523028886,21.914285714285715,2014-09-30,2021-09-01
236,12594952,Araguaçu,Inmet,-49.52874,-12.59221,231.0,26.88320127504554,40.620000000000005,12.74,1.7859995446265933,28.450000000000003,2015-08-19,2020-12-01
237,7617268,Cruzeiro do Sul,Inmet,-72.68133,-7.61077,220.0,26.016758652094712,37.61666666666667,16.466666666666665,0.9426520947176684,16.250000000000004,2000-01-01,2020-11-19
238,7266478,Lábrea,Inmet,-64.7885,-7.26068,61.91,26.57063755529535,36.81428571428571,16.914285714285715,0.7898970530835283,16.571428571428573,2011-12-15,2020-07-31
239,7636307,Humaitá,Inmet,-63.07134,-7.55252,53.56,26.427913348946134,37.474999999999994,15.575,0.8722007546187873,20.4,2011-12-15,2020-07-31
240,7205988,Apui,Inmet,-59.88856,-7.20548,156.97,26.125469489981796,37.800000000000004,17.099999999999998,0.6568948737965138,19.8,2011-12-15,2020-11-23
241,4096314,Coari,Inmet,-63.14532,-4.09748,33.84,27.044110720791043,37.43333333333333,19.900000000000002,1.2050627439500396,21.98333333333333,2011-12-15,2020-01-13
242,3585912,Autazes,Inmet,-59.12944,-3.58333,19.9,27.10433569693816,37.224999999999994,20.671428571428574,0.3551599770144853,9.137500000000001,2011-12-15,2021-04-24
243,3135848,Itacoatiara,Inmet,-58.48278,-3.13333,41.54,27.18005242215281,36.271428571428565,20.814285714285713,0.884735178679851,16.45714285714286,2011-12-15,2020-07-07
244,3395767,Maués,Inmet,-57.67377,-3.39901,25.49,26.38357175383816,36.32857142857143,20.514285714285712,0.4692195875618006,15.642857142857142,2011-12-15,2020-05-24
245,2635675,Parintins,Inmet,-56.75618,-2.63915,18.72,27.529923052736574,37.028571428571425,21.55714285714286,0.5486562147627724,11.671428571428573,2011-12-15,2020-07-31
246,2535775,Urucará,Inmet,-57.7581,-2.53475,18.49,27.49883559935814,37.725,21.225,0.7342493386243389,15.45,2011-12-15,2020-01-31
247,2435956,Rio Urubu,Inmet,-59.60058,-2.63365,112.84,26.08662128111719,37.211111111111116,19.455555555555556,0.6975528883684613,18.111111111111107,2000-01-01,2020-09-30
248,2056002,Presidente Figueiredo,Inmet,-60.02576,-2.05656,60.99,26.55213782635094,37.5,19.677777777777777,0.6635410595021245,17.33333333333333,2011-12-15,2021-05-28
249,29045014,Cambará do Sul,Inmet,-50.14964,-29.04913,1017.0,15.378519125683065,31.3,-2.96,2.951793715846997,25.7,2016-11-23,2021-09-01
250,986292,Barcelos,Inmet,-62.92425,-0.98729,29.88,26.39980640124901,37.82000000000001,16.2,0.7057663283892796,17.360000000000003,2011-12-15,2020-01-07
251,126706,São Gabriel da Cachoeira,Inmet,-67.06125,-0.12521,79.67,25.8901564532917,35.85714285714286,19.928571428571427,0.7809061930783242,36.357142857142854,2011-12-01,2020-07-31
252,2806064,Boa Vista,Inmet,-60.69082,2.8169,82.35,27.798323566460866,38.08888888888889,20.755555555555556,1.8908952227189928,39.577777777777776,2000-01-01,2021-01-21
253,8267274,Porto Walter,Inmet,-72.74784,-8.2672,205.35,25.77018098924452,36.48571428571429,14.685714285714285,1.339863702402637,21.3,2000-01-01,2020-11-12
254,11026873,Epitaciolândia,Inmet,-68.73518,-11.02375,224.5,24.775094750195176,36.48571428571429,10.657142857142858,0.9722736143637782,17.6,2011-12-15,2020-04-26
255,1184755,Castanhal,Inmet,-47.94797,-1.30088,47.13,26.696377884031563,36.089999999999996,21.14,1.103817850637522,18.410000000000004,2011-10-23,2021-09-01
256,2324413,São Luís,Inmet,-44.21358,-2.52677,54.8,26.98635458409229,35.42,21.43,1.8853822100789328,14.929999999999998,2011-10-23,2021-09-01
257,5814616,Grajaú,Inmet,-46.1622,-5.81609,232.29,27.336543065313563,38.425000000000004,17.4,1.5687932604735888,25.075000000000003,2011-12-15,2021-02-06
258,3515296,Medicilandia,Inmet,-52.96345,-3.51094,251.68,25.999104302194485,35.32857142857143,20.357142857142858,0.5018982240437158,16.085714285714285,2011-12-15,2021-03-01
259,3845063,Pacajá,Inmet,-50.6381,-3.8437,89.02,27.012547998525463,37.12500000000001,19.2625,0.6675330145719488,15.875,2011-12-15,2020-05-13
260,3885424,Placas,Inmet,-54.21642,-3.86404,100.45,26.51504900685229,37.6875,18.6875,0.6878670634920642,17.6625,2012-02-11,2020-03-08
261,3014734,Paragominas,Inmet,-47.34312,-3.00993,84.89,26.802366965912057,36.74444444444444,18.055555555555554,1.0636865187787312,18.444444444444443,2011-12-14,2020-10-22
262,2414816,Tomé Açu,Inmet,-48.36059,-2.59261,42.95,26.59439670613238,36.099999999999994,19.355555555555554,0.9440424256223432,17.51111111111111,2011-12-15,2021-09-01
263,4784807,Rondon do Pará,Inmet,-48.07106,-4.78447,229.28,26.24581065140082,37.63333333333333,16.61111111111111,1.1861247831555206,19.522222222222222,2011-12-15,2021-03-17
264,614735,Salinópolis,Inmet,-47.3566,-0.61888,23.18,27.4564612607338,34.087500000000006,21.4125,1.9939756266805435,16.537499999999998,2011-12-15,2020-06-08
265,6635195,São Félix do Xingu,Inmet,-51.95697,-6.63962,211.0,26.2552773224044,37.475,16.475,1.620876593806922,22.65,2000-01-01,2021-09-01
266,2594270,Farol Preguiças,Inmet,-42.70755,-2.59234,4.62,27.429570311822367,32.028571428571425,18.17142857142857,2.6000606839274862,14.685714285714287,2000-02-13,2020-03-20
267,1664537,Turiaçu,Inmet,-45.37257,-1.66122,35.86,26.95860151574291,41.43750000000001,21.4375,2.27911820192558,17.887500000000003,2011-12-15,2020-04-22
268,4244479,Bacabal,Inmet,-44.79499,-4.24306,22.33,27.890182452944725,39.48,18.67,1.0726768366727388,18.169999999999998,2011-11-19,2021-09-01
269,5504523,Barra do Corda,Inmet,-45.23705,-5.50678,154.19,27.556779143898005,40.269999999999996,16.729999999999997,1.3345611718275645,18.509999999999998,2011-11-04,2021-09-01
270,6034423,Colinas,Inmet,-44.2334,-6.03317,175.37,27.314377515395964,40.21111111111111,15.799999999999999,0.9855081750368642,19.6,2011-12-15,2021-01-15
271,9104593,Alto Parnaíba,Inmet,-45.93202,-9.1082,283.69,26.65013163741238,40.35,13.52,0.9365278674725388,19.580000000000002,2000-01-01,2021-08-28
272,6654741,Estreito,Inmet,-47.41824,-6.65327,182.96,26.28557847601702,38.611111111111114,13.333333333333334,1.1047727686703093,20.83333333333333,2011-12-15,2021-05-14
273,5554745,Imperatriz,Inmet,-47.45979,-5.55572,117.96,27.41499658469946,38.980000000000004,16.470000000000002,0.81850410920288,19.94,2011-12-15,2021-09-01
274,1074678,Bragança,Inmet,-46.78579,-1.04726,41.0,26.996525500910742,35.58888888888888,16.566666666666666,1.5737955481828432,17.711111111111112,2012-01-02,2021-01-19
275,814851,Soure,Inmet,-48.5158,-0.72783,12.54,27.62030976233843,32.95,21.55,2.304281811085089,16.537499999999998,2012-02-02,2020-02-19
276,3824967,Tucuruí,Inmet,-49.67496,-3.82276,137.94,26.760788711667825,35.925,20.487499999999997,0.6024502785465901,17.9,2000-01-01,2021-05-11
277,4275599,Itaituba,Inmet,-55.99309,-4.27698,24.46,27.64532409575856,36.85,21.133333333333336,0.99484683190216,17.366666666666667,2011-12-15,2020-07-31
278,1885551,Óbidos,Inmet,-55.51986,-1.88079,89.64,26.51341779425794,37.862500000000004,20.337500000000002,0.1379863279555903,12.475000000000001,2012-07-03,2021-04-05
279,9335035,Santana do Araguaia,Inmet,-50.35028,-9.33861,176.75,27.077722580015596,40.14444444444444,15.399999999999999,1.109955470986209,22.78888888888889,2011-12-15,2021-02-21
280,6745114,Tucumã,Inmet,-51.1419,-6.74321,320.93,25.704433515482705,37.95,16.35,1.2008584474885844,29.2,2015-12-31,2021-02-24
281,4254992,Novo Repartimento,Inmet,-49.93931,-4.24399,100.76,26.56651645849597,35.75,18.82,1.400936410356493,28.485714285714288,2011-11-17,2021-09-01
282,2244949,Cametá,Inmet,-49.49983,-2.23965,9.92,27.675594457455105,35.48888888888889,21.633333333333333,1.8148785128805611,18.2,2012-02-14,2020-10-07
283,4824334,Caxias,Inmet,-43.34366,-4.82135,84.85,27.22543965218147,39.725,16.7,1.303779870327002,45.0,2011-11-03,2020-02-22
284,5164937,Marabá,Inmet,-49.05117,-5.36645,116.58,26.492598599184667,36.74444444444444,17.655555555555555,1.2668608400555128,39.31111111111112,2011-12-15,2021-06-21
285,2005407,Monte Alegre,Inmet,-54.07648,-2.00005,100.53,27.66705997918293,35.31428571428572,20.985714285714288,2.9739939500390307,30.6,2000-01-01,2020-12-13
286,8254927,Conceição do Araguaia,Inmet,-49.28277,-8.30361,175.74,26.46139472200537,39.6,14.64,1.3648710967993765,26.25,2011-12-15,2021-08-30
287,705142,Porto Grande,Inmet,-51.42778,0.70278,74.09,26.309287145459265,35.63333333333333,20.583333333333332,1.5775437158469945,29.279999999999994,2011-12-15,2021-08-31
288,1734705,Capitão Poço,Inmet,-47.0575,-1.73477,79.1,26.00418031702664,36.51111111111111,19.57777777777778,1.932337583485124,18.400000000000002,2011-12-15,2021-05-25
289,2505472,Santarém,Inmet,-54.72028,-2.50257,137.0,26.528275956284155,34.575,20.674999999999997,1.2805232240437163,22.0,2015-09-02,2020-01-22
290,8033457,Recife,Inmet,-34.95924,-8.05928,11.3,25.864699984820916,34.28,18.340000000000003,1.5682443186746475,16.422222222222224,2011-10-23,2021-09-01
291,9403542,Maceió,Inmet,-35.7702,-9.55117,84.12,25.43098204527713,34.84444444444444,17.7,2.64985340228988,27.033333333333335,2011-10-23,2021-09-01
292,5543512,Natal,Inmet,-35.20792,-5.83719,47.46,26.74116454159078,32.39,20.67,4.189979280510018,23.349999999999998,2011-10-18,2021-09-01
293,3463833,Fortaleza,Inmet,-38.53779,-3.8157,29.55,27.43104280510017,34.04,21.17,2.5671384335154817,18.51,2011-10-24,2021-09-01
294,3434020,Sobral,Inmet,-40.34572,-3.74818,92.07,27.84660481177896,39.68888888888889,18.133333333333336,1.8606798724954456,19.700000000000003,2011-10-24,2021-02-25
295,9234029,Petrolina,Inmet,-40.52326,-9.38832,372.72,27.39543480570735,39.220000000000006,17.86,3.559298952641164,17.729999999999997,2011-10-23,2021-09-01
296,3054147,Parnaíba,Inmet,-41.78314,-3.08666,52.11,27.306863572295946,40.010000000000005,19.240000000000002,3.186789389799637,20.740000000000002,2011-10-24,2021-09-01
297,8263703,Arco Verde,Inmet,-37.05548,-8.43354,683.95,23.945223284760186,36.8,12.955555555555554,3.411649199843871,18.833333333333332,2011-10-24,2021-08-27
298,6583542,Areia,Inmet,-35.71813,-6.97545,573.45,22.46964336672738,32.91,16.71,3.926358758348514,16.839999999999996,2011-10-24,2021-09-01
299,6464301,Floriano,Inmet,-43.0034,-6.76144,126.39,28.9251026433342,42.1625,18.8375,1.430999924104431,19.45,2000-01-17,2020-04-11
300,5044248,Teresina,Inmet,-42.80134,-5.03477,75.23,28.30696828649495,39.95,17.509999999999998,1.2668526867030971,18.87,2011-12-15,2021-09-01
301,7133554,Campina Grande,Inmet,-35.90483,-7.22557,546.17,23.711078020643598,34.67999999999999,16.75,3.314720682626417,18.2,2011-10-29,2021-09-01
302,7183916,Barbalha,Inmet,-39.27111,-7.30093,409.41,26.658043227946905,38.2625,16.025,1.7545026129759744,18.925,2011-10-24,2021-08-07
303,6273706,Caicó,Inmet,-37.08493,-6.46747,171.26,29.02117089513399,39.32000000000001,19.39,3.0113680501344438,24.5,2011-10-29,2021-09-01
304,5463637,Macau,Inmet,-36.57314,-5.15104,17.37,28.138630280163056,37.666666666666664,19.055555555555554,4.629946667100358,19.055555555555557,2011-10-02,2020-12-03
305,5123718,Mossoró,Inmet,-37.36694,-4.90409,29.44,27.541937342787755,36.4125,18.3625,3.5873991131060787,18.025000000000002,2011-10-23,2020-04-02
306,6233916,Iguatu,Inmet,-39.26895,-6.39638,221.56,27.85850175644028,38.46,18.03,2.5304105516523547,35.62,2000-01-01,2021-09-01
307,7083451,João Pessoa,Inmet,-34.81563,-7.16541,33.5,26.562511373492946,32.9875,19.6875,2.136804503859832,26.737499999999997,2011-10-24,2021-05-20
308,7043716,Patos,Inmet,-37.27282,-7.07984,263.66,28.321291514875533,38.96666666666667,18.08888888888889,3.252842972070432,20.722222222222218,2011-10-24,2021-08-01
309,7843575,Surubim,Inmet,-35.80106,-7.83963,421.44,24.732565877352748,35.58,16.009999999999998,3.121571038251365,17.85,2011-11-04,2021-09-01
310,6753822,São Gonçalo,Inmet,-38.31158,-6.83578,237.04,27.562262902246506,38.419999999999995,15.199999999999998,1.8564998482088648,19.5,2011-11-09,2021-09-01
311,8444386,Alvorada do Gurguéia,Inmet,-43.86544,-8.4416,261.26,27.696662188828192,40.47777777777778,15.200000000000001,1.4315670157862792,15.666666666666666,2011-10-31,2021-07-24
312,9284332,Caracol,Inmet,-43.32444,-9.28588,515.3,26.224286885245903,38.78999999999999,13.34,2.258328551912569,21.560000000000002,2011-10-31,2021-09-01
313,4783777,Jaguaruana,Inmet,-37.77719,-4.85351,16.57,28.069034532483297,37.85000000000001,19.29,2.6635109289617507,18.640000000000004,2011-11-01,2021-09-01
314,8293596,Caruaru,Inmet,-35.98555,-8.23607,570.05,22.674795266285027,34.63333333333334,13.822222222222221,3.1115984582357554,18.27777777777778,2011-12-15,2021-01-25
315,9034270,São Raimundo Nonato,Inmet,-42.70111,-9.03321,383.13,27.684182452944768,39.79,13.84,2.084587887067395,19.579999999999995,2011-11-14,2021-09-01
316,7474434,Uruçui,Inmet,-44.34506,-7.44142,398.83,26.605033545840914,39.733333333333334,17.144444444444446,0.814527625986643,13.600000000000001,2011-11-27,2021-05-07
317,7483628,Cabaceiras,Inmet,-36.28647,-7.48321,391.96,25.62306322100789,37.12222222222222,13.766666666666667,2.918868321190044,21.87777777777778,2011-11-17,2021-02-08
318,8503771,Ibimirim,Inmet,-37.71159,-8.50955,434.23,26.06753339404979,38.82,14.529999999999998,3.07329447480267,29.909999999999997,2011-12-15,2021-09-01
319,7953829,Serra Talhada,Inmet,-38.29508,-7.95428,499.02,26.128771512943636,38.22222222222222,16.244444444444447,2.5198551774576354,28.422222222222224,2000-01-01,2021-09-01
320,6974214,Oeiras,Inmet,-42.14683,-6.97414,154.03,28.12943392748722,41.75,13.6875,2.0014790961922118,28.4625,2011-12-15,2020-12-14
321,10123628,Coruripe,Inmet,-36.28635,-10.12848,82.39,26.43689261861394,36.611111111111114,18.98888888888889,2.346950461878741,19.377777777777776,2011-12-15,2020-12-03
322,9283556,São Luis do Quitunde,Inmet,-35.56588,-9.28748,13.69,25.42304265330904,35.58,17.270000000000003,1.964402777777779,18.85,2011-10-31,2021-09-01
323,8663556,Palmares,Inmet,-35.56792,-8.66667,164.01,24.76591638476884,38.95,17.209999999999997,2.101398321623729,25.18888888888889,2011-10-31,2021-09-01
324,5903862,Jaguaribe,Inmet,-38.62779,-5.90559,149.31,29.2790196461098,39.875,20.837500000000002,2.815584124815682,31.375,2011-10-31,2020-07-27
325,9874534,Gilbués,Inmet,-45.34581,-9.8752,425.1,28.235336108942672,40.47777777777778,17.577777777777776,2.349252591291528,20.84444444444445,2011-10-31,2020-08-02
