idGrade,x,y,t_med_medio,v_vento_medio
714,-51.5,-3.0,26.437,1.079
715,-51.0,-3.0,26.669,1.103
716,-50.5,-3.0,26.774,1.128
717,-50.0,-3.0,26.846,1.191
718,-49.5,-3.0,26.895,1.254
719,-49.0,-3.0,26.832,1.251
720,-48.5,-3.0,26.726,1.177
721,-48.0,-3.0,26.733,1.239
722,-47.5,-3.0,26.794,1.121
723,-47.0,-3.0,26.804,1.28
724,-46.5,-3.0,26.869,1.522
725,-46.0,-3.0,26.944,1.628
726,-45.5,-3.0,27.048,1.682
727,-45.0,-3.0,27.138,1.734
728,-44.5,-3.0,27.164,1.806
729,-44.0,-3.0,27.208,1.874
730,-43.5,-3.0,27.33,1.99
731,-43.0,-3.0,27.366,2.227
732,-42.5,-3.0,27.323,2.408
733,-42.0,-3.0,27.25,2.916
734,-41.5,-3.0,27.055,2.879
735,-41.0,-3.0,26.545,2.67
736,-40.5,-3.0,26.711,2.759
737,-40.0,-3.0,26.773,3.094
738,-39.5,-3.0,26.728,2.723
739,-39.0,-3.0,26.674,2.648
740,-38.5,-3.0,26.744,2.652
741,-38.0,-3.0,26.825,2.677
742,-34.0,-3.0,26.442,2.886
743,-33.5,-3.0,26.363,2.887
744,-71.5,-3.5,25.635,1.019
745,-71.0,-3.5,25.63,1.006
746,-70.5,-3.5,25.682,0.982
747,-70.0,-3.5,25.76,0.983
748,-69.5,-3.5,25.811,0.963
749,-69.0,-3.5,25.868,0.952
750,-68.5,-3.5,25.91,0.947
751,-68.0,-3.5,25.981,0.924
752,-67.5,-3.5,26.094,0.938
753,-67.0,-3.5,26.258,0.937
754,-66.5,-3.5,26.337,0.938
755,-66.0,-3.5,26.426,0.937
756,-65.5,-3.5,26.564,0.959
757,-65.0,-3.5,26.646,0.981
758,-64.5,-3.5,26.766,0.993
759,-64.0,-3.5,26.866,1.056
760,-63.5,-3.5,26.947,1.105
761,-63.0,-3.5,26.981,1.116
762,-62.5,-3.5,26.966,1.057
763,-62.0,-3.5,27.002,1.019
764,-61.5,-3.5,27.074,1.05
765,-61.0,-3.5,27.209,1.155
766,-60.5,-3.5,27.285,1.209
767,-60.0,-3.5,27.376,1.144
768,-59.5,-3.5,27.11,0.702
769,-59.0,-3.5,27.091,0.43
770,-58.5,-3.5,27.055,0.756
771,-58.0,-3.5,26.716,0.618
772,-57.5,-3.5,26.511,0.523
773,-57.0,-3.5,26.93,0.697
774,-56.5,-3.5,27.085,0.794
775,-56.0,-3.5,27.088,0.884
776,-55.5,-3.5,26.94,0.946
777,-55.0,-3.5,26.756,0.987
778,-54.5,-3.5,26.605,0.907
779,-54.0,-3.5,26.529,0.875
780,-53.5,-3.5,26.307,0.848
781,-53.0,-3.5,26.0,0.506
782,-52.5,-3.5,25.615,0.833
783,-52.0,-3.5,25.913,0.944
784,-51.5,-3.5,26.456,1.032
785,-51.0,-3.5,26.761,0.956
786,-50.5,-3.5,26.851,0.908
787,-50.0,-3.5,26.765,0.979
788,-49.5,-3.5,26.76,0.946
789,-49.0,-3.5,26.758,1.18
790,-48.5,-3.5,26.733,1.288
791,-48.0,-3.5,26.692,1.358
792,-47.5,-3.5,26.713,1.378
793,-47.0,-3.5,26.776,1.463
794,-46.5,-3.5,26.867,1.609
795,-46.0,-3.5,26.964,1.645
796,-45.5,-3.5,27.113,1.636
797,-45.0,-3.5,27.264,1.615
798,-44.5,-3.5,27.322,1.685
799,-44.0,-3.5,27.369,1.807
800,-43.5,-3.5,27.571,1.905
801,-43.0,-3.5,27.487,1.995
802,-42.5,-3.5,27.347,2.199
803,-42.0,-3.5,27.173,2.51
804,-41.5,-3.5,26.481,2.684
805,-41.0,-3.5,24.605,3.063
806,-40.5,-3.5,26.901,2.377
807,-40.0,-3.5,26.928,2.59
808,-39.5,-3.5,26.531,2.643
809,-39.0,-3.5,26.366,2.665
810,-38.5,-3.5,26.897,2.631
811,-38.0,-3.5,26.851,2.685
812,-37.5,-3.5,26.929,2.748
813,-34.5,-3.5,26.52,2.893
814,-34.0,-3.5,26.436,2.879
815,-33.5,-3.5,26.349,2.882
816,-72.5,-4.0,25.648,1.047
817,-72.0,-4.0,25.639,1.035
818,-71.5,-4.0,25.629,1.021
819,-71.0,-4.0,25.665,0.996
820,-70.5,-4.0,25.663,0.982
821,-70.0,-4.0,25.691,0.98
822,-69.5,-4.0,25.709,0.974
823,-69.0,-4.0,25.792,0.956
824,-68.5,-4.0,25.835,0.953
825,-68.0,-4.0,25.889,0.951
826,-67.5,-4.0,26.025,0.946
827,-67.0,-4.0,26.214,0.984
828,-66.5,-4.0,26.316,0.961
829,-66.0,-4.0,26.423,0.945
830,-65.5,-4.0,26.527,0.959
831,-65.0,-4.0,26.653,0.992
832,-64.5,-4.0,26.761,1.018
833,-64.0,-4.0,26.892,1.082
834,-63.5,-4.0,27.007,1.169
835,-63.0,-4.0,27.037,1.195
836,-62.5,-4.0,26.981,1.108
837,-62.0,-4.0,26.971,1.029
838,-61.5,-4.0,27.033,1.022
839,-61.0,-4.0,27.11,1.05
840,-60.5,-4.0,27.162,1.054
841,-60.0,-4.0,27.134,0.948
842,-59.5,-4.0,27.066,0.718
843,-59.0,-4.0,27.043,0.598
844,-58.5,-4.0,26.967,0.698
845,-58.0,-4.0,26.837,0.686
846,-57.5,-4.0,26.793,0.677
847,-57.0,-4.0,26.952,0.769
848,-56.5,-4.0,27.213,0.886
849,-56.0,-4.0,27.48,0.97
850,-55.5,-4.0,27.162,0.955
851,-55.0,-4.0,26.785,0.932
852,-54.5,-4.0,26.562,0.786
853,-54.0,-4.0,26.518,0.757
854,-53.5,-4.0,26.377,0.866
855,-53.0,-4.0,26.18,0.798
856,-52.5,-4.0,26.125,0.897
857,-52.0,-4.0,26.271,1.006
858,-51.5,-4.0,26.54,1.04
859,-51.0,-4.0,26.811,0.901
860,-50.5,-4.0,26.914,0.806
861,-50.0,-4.0,26.664,1.137
862,-49.5,-4.0,26.729,0.872
863,-49.0,-4.0,26.706,1.184
864,-48.5,-4.0,26.657,1.33
865,-48.0,-4.0,26.511,1.473
866,-47.5,-4.0,26.323,1.647
867,-47.0,-4.0,26.692,1.656
868,-46.5,-4.0,26.839,1.943
869,-46.0,-4.0,26.963,1.765
870,-45.5,-4.0,27.199,1.579
871,-45.0,-4.0,27.59,1.33
872,-44.5,-4.0,27.555,1.423
873,-44.0,-4.0,27.423,1.707
874,-43.5,-4.0,27.564,1.845
875,-43.0,-4.0,27.512,1.884
876,-42.5,-4.0,27.48,1.991
877,-42.0,-4.0,27.636,2.044
878,-41.5,-4.0,26.944,2.307
879,-41.0,-4.0,25.025,2.905
880,-40.5,-4.0,26.957,2.283
881,-40.0,-4.0,26.946,2.363
882,-39.5,-4.0,26.035,2.623
883,-39.0,-4.0,24.093,2.909
884,-38.5,-4.0,26.811,2.639
885,-38.0,-4.0,26.884,2.713
886,-37.5,-4.0,27.084,2.81
887,-37.0,-4.0,27.101,2.894
888,-34.5,-4.0,26.464,2.917
889,-34.0,-4.0,26.393,2.884
890,-33.5,-4.0,26.348,2.864
891,-73.5,-4.5,25.646,1.087
892,-73.0,-4.5,25.653,1.078
893,-72.5,-4.5,25.654,1.054
894,-72.0,-4.5,25.641,1.039
895,-71.5,-4.5,25.593,1.02
896,-71.0,-4.5,25.617,0.993
897,-70.5,-4.5,25.611,0.976
898,-70.0,-4.5,25.66,0.97
899,-69.5,-4.5,25.699,0.961
900,-69.0,-4.5,25.751,0.952
901,-68.5,-4.5,25.798,0.953
902,-68.0,-4.5,25.857,0.954
903,-67.5,-4.5,25.981,0.98
904,-67.0,-4.5,26.14,0.985
905,-66.5,-4.5,26.246,0.954
906,-66.0,-4.5,26.363,0.946
907,-65.5,-4.5,26.51,0.958
908,-65.0,-4.5,26.6,0.98
909,-64.5,-4.5,26.738,1.011
910,-64.0,-4.5,26.864,1.066
911,-63.5,-4.5,26.969,1.136
912,-63.0,-4.5,26.992,1.155
913,-62.5,-4.5,26.946,1.083
914,-62.0,-4.5,26.924,1.007
915,-61.5,-4.5,26.959,0.981
916,-61.0,-4.5,27.007,0.971
917,-60.5,-4.5,27.003,0.962
918,-60.0,-4.5,26.997,0.894
919,-59.5,-4.5,26.972,0.799
920,-59.0,-4.5,26.942,0.745
921,-58.5,-4.5,26.9,0.751
922,-58.0,-4.5,26.86,0.754
923,-57.5,-4.5,26.868,0.77
924,-57.0,-4.5,26.969,0.826
925,-56.5,-4.5,27.249,0.92
926,-56.0,-4.5,27.54,0.983
927,-55.5,-4.5,27.203,0.965
928,-55.0,-4.5,26.823,0.947
929,-54.5,-4.5,26.626,0.906
930,-54.0,-4.5,26.539,0.901
931,-53.5,-4.5,26.45,0.949
932,-53.0,-4.5,26.374,0.979
933,-52.5,-4.5,26.357,1.027
934,-52.0,-4.5,26.432,1.078
935,-51.5,-4.5,26.555,1.101
936,-51.0,-4.5,26.673,1.077
937,-50.5,-4.5,26.695,1.12
938,-50.0,-4.5,26.62,1.284
939,-49.5,-4.5,26.658,1.21
940,-49.0,-4.5,26.661,1.257
941,-48.5,-4.5,26.573,1.315
942,-48.0,-4.5,26.402,1.357
943,-47.5,-4.5,26.254,1.661
944,-47.0,-4.5,26.703,1.669
945,-46.5,-4.5,26.829,2.116
946,-46.0,-4.5,26.974,1.782
947,-45.5,-4.5,27.223,1.564
948,-45.0,-4.5,27.569,1.335
949,-44.5,-4.5,27.542,1.413
950,-44.0,-4.5,27.391,1.625
951,-43.5,-4.5,27.378,1.578
952,-43.0,-4.5,27.525,1.654
953,-42.5,-4.5,27.655,1.8
954,-42.0,-4.5,27.844,1.882
955,-41.5,-4.5,27.518,2.067
956,-41.0,-4.5,26.957,2.328
957,-40.5,-4.5,26.99,2.364
958,-40.0,-4.5,26.871,2.425
959,-39.5,-4.5,26.24,2.551
960,-39.0,-4.5,23.939,2.904
961,-38.5,-4.5,26.126,2.73
962,-38.0,-4.5,27.283,2.737
963,-37.5,-4.5,27.434,2.953
964,-37.0,-4.5,27.326,3.072
965,-36.5,-4.5,27.247,3.171
966,-36.0,-4.5,27.011,3.104
967,-35.5,-4.5,26.752,3.039
968,-35.0,-4.5,26.585,3.004
969,-34.5,-4.5,26.42,2.97
970,-34.0,-4.5,26.339,2.915
971,-33.5,-4.5,26.307,2.868
972,-73.5,-5.0,25.677,1.092
973,-73.0,-5.0,25.671,1.082
974,-72.5,-5.0,25.626,1.066
975,-72.0,-5.0,25.616,1.041
976,-71.5,-5.0,25.624,1.013
977,-71.0,-5.0,25.606,0.988
978,-70.5,-5.0,25.594,0.962
979,-70.0,-5.0,25.626,0.95
980,-69.5,-5.0,25.658,0.943
981,-69.0,-5.0,25.69,0.948
982,-68.5,-5.0,25.758,0.949
983,-68.0,-5.0,25.833,0.968
984,-67.5,-5.0,25.95,0.98
985,-67.0,-5.0,26.039,0.982
986,-66.5,-5.0,26.212,0.97
987,-66.0,-5.0,26.331,0.942
988,-65.5,-5.0,26.424,0.95
989,-65.0,-5.0,26.525,0.964
990,-64.5,-5.0,26.653,0.984
991,-64.0,-5.0,26.761,1.024
992,-63.5,-5.0,26.838,1.052
993,-63.0,-5.0,26.871,1.055
994,-62.5,-5.0,26.869,1.024
995,-62.0,-5.0,26.843,0.975
996,-61.5,-5.0,26.867,0.948
997,-61.0,-5.0,26.852,0.932
998,-60.5,-5.0,26.874,0.922
999,-60.0,-5.0,26.865,0.879
1000,-59.5,-5.0,26.864,0.836
1001,-59.0,-5.0,26.846,0.807
1002,-58.5,-5.0,26.83,0.804
1003,-58.0,-5.0,26.817,0.807
1004,-57.5,-5.0,26.842,0.818
1005,-57.0,-5.0,26.902,0.862
1006,-56.5,-5.0,27.019,0.912
1007,-56.0,-5.0,27.1,0.958
1008,-55.5,-5.0,26.963,0.971
1009,-55.0,-5.0,26.766,0.978
1010,-54.5,-5.0,26.627,0.979
1011,-54.0,-5.0,26.552,0.999
1012,-53.5,-5.0,26.492,1.028
1013,-53.0,-5.0,26.453,1.082
1014,-52.5,-5.0,26.444,1.123
1015,-52.0,-5.0,26.468,1.157
1016,-51.5,-5.0,26.519,1.178
1017,-51.0,-5.0,26.58,1.176
1018,-50.5,-5.0,26.612,1.211
1019,-50.0,-5.0,26.633,1.244
1020,-49.5,-5.0,26.62,1.272
1021,-49.0,-5.0,26.597,1.291
1022,-48.5,-5.0,26.62,1.316
1023,-48.0,-5.0,26.473,1.267
1024,-47.5,-5.0,26.782,1.342
1025,-47.0,-5.0,26.876,1.465
1026,-46.5,-5.0,26.957,1.609
1027,-46.0,-5.0,27.067,1.598
1028,-45.5,-5.0,27.238,1.528
1029,-45.0,-5.0,27.337,1.495
1030,-44.5,-5.0,27.337,1.549
1031,-44.0,-5.0,27.348,1.593
1032,-43.5,-5.0,27.333,1.454
1033,-43.0,-5.0,27.914,1.417
1034,-42.5,-5.0,27.875,1.603
1035,-42.0,-5.0,27.88,1.757
1036,-41.5,-5.0,27.436,2.075
1037,-41.0,-5.0,27.499,2.217
1038,-40.5,-5.0,27.667,2.242
1039,-40.0,-5.0,27.176,2.364
1040,-39.5,-5.0,27.359,2.226
1041,-39.0,-5.0,27.175,2.378
1042,-38.5,-5.0,27.714,2.569
1043,-38.0,-5.0,27.719,2.692
1044,-37.5,-5.0,27.577,3.239
1045,-37.0,-5.0,27.501,3.178
1046,-36.5,-5.0,27.889,4.164
1047,-36.0,-5.0,27.121,3.278
1048,-35.5,-5.0,26.694,3.161
1049,-35.0,-5.0,26.507,3.153
1050,-34.5,-5.0,26.347,3.059
1051,-74.0,-5.5,25.687,1.105
1052,-73.5,-5.5,25.7,1.096
1053,-73.0,-5.5,25.668,1.083
1054,-72.5,-5.5,25.653,1.071
1055,-72.0,-5.5,25.626,1.054
1056,-71.5,-5.5,25.623,1.016
1057,-71.0,-5.5,25.595,0.979
1058,-70.5,-5.5,25.576,0.937
1059,-70.0,-5.5,25.602,0.911
1060,-69.5,-5.5,25.614,0.909
1061,-69.0,-5.5,25.647,0.926
1062,-68.5,-5.5,25.726,0.952
1063,-68.0,-5.5,25.799,0.966
1064,-67.5,-5.5,25.883,0.972
1065,-67.0,-5.5,26.015,0.981
1066,-66.5,-5.5,26.161,0.981
1067,-66.0,-5.5,26.308,0.934
1068,-65.5,-5.5,26.402,0.941
1069,-65.0,-5.5,26.485,0.945
1070,-64.5,-5.5,26.546,0.952
1071,-64.0,-5.5,26.625,0.971
1072,-63.5,-5.5,26.706,0.988
1073,-63.0,-5.5,26.752,0.984
1074,-62.5,-5.5,26.755,0.973
1075,-62.0,-5.5,26.769,0.954
1076,-61.5,-5.5,26.729,0.928
1077,-61.0,-5.5,26.728,0.906
1078,-60.5,-5.5,26.727,0.876
1079,-60.0,-5.5,26.736,0.871
1080,-59.5,-5.5,26.724,0.854
1081,-59.0,-5.5,26.718,0.848
1082,-58.5,-5.5,26.719,0.854
1083,-58.0,-5.5,26.718,0.862
1084,-57.5,-5.5,26.739,0.875
1085,-57.0,-5.5,26.774,0.894
1086,-56.5,-5.5,26.818,0.919
1087,-56.0,-5.5,26.824,0.949
1088,-55.5,-5.5,26.771,0.983
1089,-55.0,-5.5,26.666,1.007
1090,-54.5,-5.5,26.594,1.031
1091,-54.0,-5.5,26.539,1.051
1092,-53.5,-5.5,26.497,1.103
1093,-53.0,-5.5,26.447,1.156
1094,-52.5,-5.5,26.436,1.212
1095,-52.0,-5.5,26.431,1.24
1096,-51.5,-5.5,26.441,1.243
1097,-51.0,-5.5,26.476,1.255
1098,-50.5,-5.5,26.526,1.273
1099,-50.0,-5.5,26.582,1.287
1100,-49.5,-5.5,26.582,1.29
1101,-49.0,-5.5,26.525,1.277
1102,-48.5,-5.5,26.834,1.387
1103,-48.0,-5.5,27.123,1.476
1104,-47.5,-5.5,27.384,0.851
1105,-47.0,-5.5,27.032,1.281
1106,-46.5,-5.5,27.08,1.499
1107,-46.0,-5.5,27.184,1.541
1108,-45.5,-5.5,27.385,1.429
1109,-45.0,-5.5,27.429,1.413
1110,-44.5,-5.5,27.289,1.481
1111,-44.0,-5.5,27.318,1.526
1112,-43.5,-5.5,27.382,1.615
1113,-43.0,-5.5,27.502,1.604
1114,-42.5,-5.5,27.494,1.708
1115,-42.0,-5.5,27.468,1.916
1116,-41.5,-5.5,27.384,2.098
1117,-41.0,-5.5,27.466,2.22
1118,-40.5,-5.5,27.532,2.285
1119,-40.0,-5.5,27.3,2.371
1120,-39.5,-5.5,27.409,2.323
1121,-39.0,-5.5,27.575,2.446
1122,-38.5,-5.5,27.826,2.61
1123,-38.0,-5.5,27.873,2.665
1124,-37.5,-5.5,27.642,2.714
1125,-37.0,-5.5,27.588,1.863
1126,-36.5,-5.5,27.465,3.033
1127,-36.0,-5.5,26.888,3.158
1128,-35.5,-5.5,26.564,3.445
1129,-35.0,-5.5,26.501,3.569
1130,-34.5,-5.5,26.285,3.177
1131,-74.0,-6.0,25.717,1.111
1132,-73.5,-6.0,25.706,1.096
1133,-73.0,-6.0,25.71,1.085
1134,-72.5,-6.0,25.694,1.075
1135,-72.0,-6.0,25.655,1.061
1136,-71.5,-6.0,25.623,1.028
1137,-71.0,-6.0,25.584,0.973
1138,-70.5,-6.0,25.557,0.901
1139,-70.0,-6.0,25.562,0.847
1140,-69.5,-6.0,25.571,0.855
1141,-69.0,-6.0,25.615,0.907
1142,-68.5,-6.0,25.677,0.948
1143,-68.0,-6.0,25.768,0.967
1144,-67.5,-6.0,25.859,0.975
1145,-67.0,-6.0,25.997,0.973
1146,-66.5,-6.0,26.144,0.974
1147,-66.0,-6.0,26.281,0.953
1148,-65.5,-6.0,26.393,0.918
1149,-65.0,-6.0,26.465,0.911
1150,-64.5,-6.0,26.49,0.921
1151,-64.0,-6.0,26.528,0.93
1152,-63.5,-6.0,26.579,0.945
1153,-63.0,-6.0,26.629,0.941
1154,-62.5,-6.0,26.64,0.951
1155,-62.0,-6.0,26.622,0.946
1156,-61.5,-6.0,26.602,0.928
1157,-61.0,-6.0,26.569,0.9
1158,-60.5,-6.0,26.542,0.866
1159,-60.0,-6.0,26.535,0.86
1160,-59.5,-6.0,26.54,0.86
1161,-59.0,-6.0,26.559,0.874
1162,-58.5,-6.0,26.573,0.887
1163,-58.0,-6.0,26.582,0.901
1164,-57.5,-6.0,26.62,0.907
1165,-57.0,-6.0,26.63,0.927
1166,-56.5,-6.0,26.647,0.951
1167,-56.0,-6.0,26.631,0.973
1168,-55.5,-6.0,26.616,1.0
1169,-55.0,-6.0,26.574,1.037
1170,-54.5,-6.0,26.533,1.062
1171,-54.0,-6.0,26.493,1.098
1172,-53.5,-6.0,26.459,1.15
1173,-53.0,-6.0,26.427,1.224
1174,-52.5,-6.0,26.397,1.313
1175,-52.0,-6.0,26.355,1.369
1176,-51.5,-6.0,26.312,1.327
1177,-51.0,-6.0,26.316,1.305
1178,-50.5,-6.0,26.425,1.314
1179,-50.0,-6.0,26.512,1.324
1180,-49.5,-6.0,26.568,1.328
1181,-49.0,-6.0,26.641,1.33
1182,-48.5,-6.0,26.804,1.366
1183,-48.0,-6.0,26.945,1.374
1184,-47.5,-6.0,26.937,1.223
1185,-47.0,-6.0,26.924,1.322
1186,-46.5,-6.0,27.086,1.491
1187,-46.0,-6.0,27.225,1.544
1188,-45.5,-6.0,27.194,1.51
1189,-45.0,-6.0,27.238,1.486
1190,-44.5,-6.0,27.278,1.252
1191,-44.0,-6.0,27.305,1.237
1192,-43.5,-6.0,27.355,1.615
1193,-43.0,-6.0,27.11,1.465
1194,-42.5,-6.0,27.032,1.475
1195,-42.0,-6.0,27.447,1.94
1196,-41.5,-6.0,27.45,2.086
1197,-41.0,-6.0,27.34,2.245
1198,-40.5,-6.0,27.434,2.399
1199,-40.0,-6.0,27.373,2.418
1200,-39.5,-6.0,27.391,2.453
1201,-39.0,-6.0,27.804,2.559
1202,-38.5,-6.0,28.673,2.727
1203,-38.0,-6.0,27.613,2.632
1204,-37.5,-6.0,27.5,2.689
1205,-37.0,-6.0,27.444,2.66
1206,-36.5,-6.0,26.961,2.794
1207,-36.0,-6.0,26.385,3.046
1208,-35.5,-6.0,26.352,3.552
1209,-35.0,-6.0,26.469,3.752
1210,-34.5,-6.0,26.132,3.132
1211,-74.5,-6.5,25.709,1.129
1212,-74.0,-6.5,25.718,1.114
1213,-73.5,-6.5,25.749,1.098
1214,-73.0,-6.5,25.771,1.08
1215,-72.5,-6.5,25.758,1.072
1216,-72.0,-6.5,25.699,1.07
1217,-71.5,-6.5,25.634,1.047
1218,-71.0,-6.5,25.571,0.99
1219,-70.5,-6.5,25.54,0.878
1220,-70.0,-6.5,25.537,0.77
1221,-69.5,-6.5,25.545,0.802
1222,-69.0,-6.5,25.587,0.893
1223,-68.5,-6.5,25.652,0.95
1224,-68.0,-6.5,25.734,0.978
1225,-67.5,-6.5,25.839,0.982
1226,-67.0,-6.5,25.976,0.977
1227,-66.5,-6.5,26.108,0.968
1228,-66.0,-6.5,26.266,0.948
1229,-65.5,-6.5,26.412,0.887
1230,-65.0,-6.5,26.48,0.862
1231,-64.5,-6.5,26.493,0.871
1232,-64.0,-6.5,26.471,0.898
1233,-63.5,-6.5,26.467,0.922
1234,-63.0,-6.5,26.506,0.927
1235,-62.5,-6.5,26.539,0.93
1236,-62.0,-6.5,26.505,0.942
1237,-61.5,-6.5,26.49,0.924
1238,-61.0,-6.5,26.443,0.876
1239,-60.5,-6.5,26.377,0.823
1240,-60.0,-6.5,26.316,0.784
1241,-59.5,-6.5,26.348,0.812
1242,-59.0,-6.5,26.417,0.865
1243,-58.5,-6.5,26.446,0.899
1244,-58.0,-6.5,26.461,0.925
1245,-57.5,-6.5,26.47,0.942
1246,-57.0,-6.5,26.484,0.965
1247,-56.5,-6.5,26.494,0.994
1248,-56.0,-6.5,26.47,1.01
1249,-55.5,-6.5,26.459,1.036
1250,-55.0,-6.5,26.444,1.068
1251,-54.5,-6.5,26.453,1.093
1252,-54.0,-6.5,26.441,1.144
1253,-53.5,-6.5,26.433,1.204
1254,-53.0,-6.5,26.412,1.285
1255,-52.5,-6.5,26.341,1.413
1256,-52.0,-6.5,26.26,1.589
1257,-51.5,-6.5,26.114,1.368
1258,-51.0,-6.5,25.942,1.257
1259,-50.5,-6.5,26.289,1.336
1260,-50.0,-6.5,26.4,1.383
1261,-49.5,-6.5,26.486,1.361
1262,-49.0,-6.5,26.56,1.319
1263,-48.5,-6.5,26.572,1.269
1264,-48.0,-6.5,26.597,1.236
1265,-47.5,-6.5,26.421,1.157
1266,-47.0,-6.5,26.699,1.304
1267,-46.5,-6.5,26.892,1.442
1268,-46.0,-6.5,26.984,1.505
1269,-45.5,-6.5,27.029,1.535
1270,-45.0,-6.5,27.087,1.533
1271,-44.5,-6.5,27.157,1.467
1272,-44.0,-6.5,27.257,1.52
1273,-43.5,-6.5,27.531,1.654
1274,-43.0,-6.5,28.012,1.581
1275,-42.5,-6.5,27.5,1.77
1276,-42.0,-6.5,27.65,1.976
1277,-41.5,-6.5,27.661,2.054
1278,-41.0,-6.5,27.344,2.259
1279,-40.5,-6.5,27.101,2.339
1280,-40.0,-6.5,27.105,2.391
1281,-39.5,-6.5,27.459,2.467
1282,-39.0,-6.5,27.482,2.476
1283,-38.5,-6.5,27.406,2.384
1284,-38.0,-6.5,27.292,2.483
1285,-37.5,-6.5,27.499,2.762
1286,-37.0,-6.5,28.753,2.985
1287,-36.5,-6.5,26.536,2.907
1288,-36.0,-6.5,25.435,3.095
1289,-35.5,-6.5,25.231,3.186
1290,-35.0,-6.5,25.768,3.013
1291,-34.5,-6.5,25.923,2.846
1292,-34.0,-6.5,25.925,2.791
1293,-74.5,-7.0,25.692,1.137
1294,-74.0,-7.0,25.738,1.125
1295,-73.5,-7.0,25.794,1.098
1296,-73.0,-7.0,25.857,1.055
1297,-72.5,-7.0,25.859,1.044
1298,-72.0,-7.0,25.764,1.071
1299,-71.5,-7.0,25.645,1.079
1300,-71.0,-7.0,25.556,1.049
1301,-70.5,-7.0,25.521,0.957
1302,-70.0,-7.0,25.53,0.829
1303,-69.5,-7.0,25.54,0.852
1304,-69.0,-7.0,25.573,0.928
1305,-68.5,-7.0,25.637,0.971
1306,-68.0,-7.0,25.722,0.993
1307,-67.5,-7.0,25.815,1.001
1308,-67.0,-7.0,25.935,0.995
1309,-66.5,-7.0,26.089,0.973
1310,-66.0,-7.0,26.265,0.938
1311,-65.5,-7.0,26.437,0.867
1312,-65.0,-7.0,26.54,0.81
1313,-64.5,-7.0,26.53,0.821
1314,-64.0,-7.0,26.461,0.883
1315,-63.5,-7.0,26.429,0.902
1316,-63.0,-7.0,26.436,0.899
1317,-62.5,-7.0,26.454,0.922
1318,-62.0,-7.0,26.404,0.94
1319,-61.5,-7.0,26.368,0.924
1320,-61.0,-7.0,26.31,0.873
1321,-60.5,-7.0,26.229,0.779
1322,-60.0,-7.0,26.144,0.682
1323,-59.5,-7.0,26.179,0.731
1324,-59.0,-7.0,26.261,0.857
1325,-58.5,-7.0,26.292,0.923
1326,-58.0,-7.0,26.293,0.971
1327,-57.5,-7.0,26.294,0.992
1328,-57.0,-7.0,26.343,1.011
1329,-56.5,-7.0,26.325,1.037
1330,-56.0,-7.0,26.335,1.057
1331,-55.5,-7.0,26.339,1.066
1332,-55.0,-7.0,26.352,1.078
1333,-54.5,-7.0,26.413,1.133
1334,-54.0,-7.0,26.405,1.172
1335,-53.5,-7.0,26.394,1.229
1336,-53.0,-7.0,26.387,1.302
1337,-52.5,-7.0,26.341,1.401
1338,-52.0,-7.0,26.27,1.496
1339,-51.5,-7.0,26.1,1.351
1340,-51.0,-7.0,25.958,1.269
1341,-50.5,-7.0,26.27,1.378
1342,-50.0,-7.0,26.173,1.497
1343,-49.5,-7.0,26.377,1.411
1344,-49.0,-7.0,26.481,1.307
1345,-48.5,-7.0,26.187,1.06
1346,-48.0,-7.0,26.128,0.989
1347,-47.5,-7.0,26.746,1.176
1348,-47.0,-7.0,26.747,1.312
1349,-46.5,-7.0,26.793,1.433
1350,-46.0,-7.0,26.828,1.443
1351,-45.5,-7.0,26.892,1.524
1352,-45.0,-7.0,26.959,1.53
1353,-44.5,-7.0,26.963,1.419
1354,-44.0,-7.0,27.113,1.552
1355,-43.5,-7.0,27.515,1.729
1356,-43.0,-7.0,28.209,1.652
1357,-42.5,-7.0,27.745,1.955
1358,-42.0,-7.0,27.973,2.036
1359,-41.5,-7.0,28.615,2.306
1360,-41.0,-7.0,27.528,2.317
1361,-40.5,-7.0,26.296,2.191
1362,-40.0,-7.0,26.731,2.335
1363,-39.5,-7.0,26.944,2.276
1364,-39.0,-7.0,27.003,2.297
1365,-38.5,-7.0,27.249,2.199
1366,-38.0,-7.0,27.178,2.348
1367,-37.5,-7.0,27.505,2.923
1368,-37.0,-7.0,27.23,2.975
1369,-36.5,-7.0,25.819,2.945
1370,-36.0,-7.0,24.149,3.305
1371,-35.5,-7.0,23.787,3.442
1372,-35.0,-7.0,25.969,2.486
1373,-34.5,-7.0,26.056,2.474
1374,-34.0,-7.0,25.847,2.651
1375,-74.5,-7.5,25.689,1.156
1376,-74.0,-7.5,25.737,1.148
1377,-73.5,-7.5,25.807,1.118
1378,-73.0,-7.5,25.937,1.017
1379,-72.5,-7.5,25.977,0.977
1380,-72.0,-7.5,25.799,1.085
1381,-71.5,-7.5,25.637,1.12
1382,-71.0,-7.5,25.517,1.147
1383,-70.5,-7.5,25.46,1.17
1384,-70.0,-7.5,25.468,1.096
1385,-69.5,-7.5,25.506,1.015
1386,-69.0,-7.5,25.549,0.997
1387,-68.5,-7.5,25.624,1.004
1388,-68.0,-7.5,25.72,1.017
1389,-67.5,-7.5,25.822,1.03
1390,-67.0,-7.5,25.913,1.019
1391,-66.5,-7.5,26.028,0.993
1392,-66.0,-7.5,26.21,0.948
