,index,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
0,529,26575249,PCH Ludesa Barramento,Ludesa,H,-52.4914,-26.5778,0.0,2012-02-09
1,787,26585247,PCH Ludesa Jusante,Ludesa,H,-52.4744,-26.5867,0.0,2012-02-15
