,index,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
742,1280,22734343,NOVA IGUAÇU - Caioaba,CEMADEN,P,-43.437,-22.734,,2014-08-06
743,1281,22744613,CAMANDUCAIA - Av. Targino Vargas,CEMADEN,P,-46.132,-22.74,,2014-08-04
744,1282,21144426,SÃO JOÃO DEL REI - Bonfim,CEMADEN,P,-44.257,-21.142,,2014-08-04
745,1283,21414268,CATAGUASES - Santa Clara,CEMADEN,P,-42.682,-21.413,,2014-08-04
746,1284,21324282,DONA EUSÉBIA - Vale dos Ipes,CEMADEN,P,-42.815,-21.316,,2014-08-04
747,1285,19624404,PEDRO LEOPOLDO - Centro,CEMADEN,P,-44.04,-19.62,,2014-08-04
748,1286,20024403,IBIRITÉ - Aguia Dourada,CEMADEN,P,-44.033,-20.025,,2014-08-04
749,1287,20004403,BELO HORIZONTE - Vila Pinho,CEMADEN,P,-44.026,-19.999,,2014-08-04
750,1288,22794605,CAMANDUCAIA - Ponte Nova,CEMADEN,P,-46.053,-22.793,,2014-08-04
751,1289,20424292,PONTE NOVA - São Pedro,CEMADEN,P,-42.924,-20.42,,2014-08-04
752,1290,21804342,JUIZ DE FORA - Passos del Rei,CEMADEN,P,-43.415,-21.797,,2014-08-04
753,1291,21204379,BARBACENA - João PauloII,CEMADEN,P,-43.792,-21.196,,2014-08-04
754,1292,19874394,BELO HORIZONTE - AC Jaragua,CEMADEN,P,-43.93811,-19.86609,,2014-08-04
755,1293,25544855,PARANAGUÁ- Vila do Povo,CEMADEN,P,-48.547,-25.542,,2014-08-13
756,1294,14065216,ÁGUA BOA - Sede da Prefeitura Municipal,CEMADEN,P,-52.16182,-14.05706,,2016-07-06
757,1295,20374351,OURO PRETO - Morro São Sebastião,CEMADEN,P,-43.513,-20.37,,2014-08-04
758,1296,20374342,MARIANA - Centro,CEMADEN,P,-43.415,-20.374,,2014-08-04
759,1297,22724339,BELFORD ROXO - Nova Aurora,CEMADEN,P,-43.398,-22.721,,2014-08-06
760,1298,21194397,BARROSO - Josefino Coelho,CEMADEN,P,-43.966,-21.193,,2014-08-04
761,1299,26394909,SCHROEDER- Centro,CEMADEN,P,-49.09,-26.392,,2014-07-25
762,1300,26414908,SCHROEDER- Centro2,CEMADEN,P,-49.075,-26.412,,2014-07-25
763,1301,26414909,SCHROEDER- Centro2,CEMADEN,P,-49.077,-26.412,,2014-07-25
764,1302,26394906,SCHROEDER- Rua Cândido Tomaselli,CEMADEN,P,-49.06,-26.386,,2014-07-25
765,1305,29054971,SOMBRIO - Garuva de Cima,CEMADEN,P,-49.71132,-29.04585,,2015-03-06
766,1306,26745353,SÃO MIGUEL DO OESTE - São Luiz,CEMADEN,P,-53.52583,-26.73799,,2015-02-22
767,1307,29605219,VENÂNCIO AIRES - ,CEMADEN,P,-52.1951,-29.6001,,2014-12-17
768,1308,20424046,VIANA - ,CEMADEN,P,-40.4611,-20.4277,,2014-12-16
769,1309,21144428,SÃO JOÃO DEL REI - Tijuco2,CEMADEN,P,-44.275,-21.141,,2014-08-04
770,1310,21134240,MURIAÉ - Aeroporto,CEMADEN,P,-42.395,-21.126,,2014-08-04
771,1311,20044406,IBIRITÉ - Novo Horizonte,CEMADEN,P,-44.064,-20.038,,2014-08-04
772,1312,23034417,ANGRA DOS REIS - Praia de Garatucaia,CEMADEN,P,-44.177,-23.037,,2014-08-06
773,1313,30055114,PORTO ALEGRE - Prot sio Alves,CEMADEN,P,-51.136,-30.048,,2014-07-29
774,1314,7813493,IGARASSU - Alto do Céu,CEMADEN,P,-34.933,-7.807,,2015-02-05
775,1315,22154329,PARAÍBA DO SUL - Limoeiro,CEMADEN,P,-43.288,-22.154,,2015-02-05
776,1316,22814364,SEROPÉDICA - Dom Bosco,CEMADEN,P,-43.637,-22.806,,2015-02-05
777,1317,22704343,NOVA IGUAÇU - Miguel Couto,CEMADEN,P,-43.431,-22.702,,2014-08-06
778,1318,22794334,SÃO JOÃO DE MERITI - Parque Novo Rio,CEMADEN,P,-43.344,-22.793,,2014-08-06
779,1319,22154292,SÃO JOSÉ DO VALE DO RIO PRETO - Centro,CEMADEN,P,-42.924,-22.15,,2014-08-06
780,1320,19874396,BELO HORIZONTE - Pampulha,CEMADEN,P,-43.956,-19.866,,2014-08-04
781,1321,21244378,BARBACENA - Fatima,CEMADEN,P,-43.772,-21.239,,2014-08-04
782,1322,21134294,UBÁ - Av. Amadeu Schiavon,CEMADEN,P,-42.939,-21.129,,2014-08-04
783,1323,19924388,BELO HORIZONTE - Taquaril,CEMADEN,P,-43.881,-19.922,,2014-08-04
784,1324,19874386,SABARÁ - Nossa Senhora Senhora de Fátima,CEMADEN,P,-43.864,-19.87,,2014-08-04
785,1325,20664379,CONSELHEIRO LAFAIETE - Centro,CEMADEN,P,-43.791,-20.66,,2014-08-04
786,1326,21134237,MURIAÉ - Centro,CEMADEN,P,-42.37,-21.128,,2014-08-04
787,1327,21174397,BARROSO - Jardim Europa,CEMADEN,P,-43.969,-21.166,,2014-08-04
788,1328,21394270,CATAGUASES - COPASA,CEMADEN,P,-42.703,-21.387,,2014-08-04
789,1329,23984648,SÃO VICENTE - Jardim Rio Branco,CEMADEN,P,-46.477,-23.976,,2014-07-30
790,1330,19974421,BETIM - Brasileia,CEMADEN,P,-44.207,-19.969,,2014-08-04
791,1331,20564382,CONGONHAS - Joaquim Murtinho,CEMADEN,P,-43.816,-20.557,,2014-08-04
792,1332,29695196,VENÂNCIO AIRES - ,CEMADEN,P,-51.9685,-29.6983,,2014-12-17
793,1333,30095101,VIAMÃO - ,CEMADEN,P,-51.0198,-30.0953,,2014-12-08
794,1334,30045108,VIAMÃO - ,CEMADEN,P,-51.084,-30.0485,,2014-12-10
795,1335,21734334,JUIZ DE FORA - Santa Rita de Cássia,CEMADEN,P,-43.34192,-21.73333,,2014-08-04
796,1336,22774610,CAMANDUCAIA - camanducaia04,CEMADEN,P,-46.095,-22.772,,2014-08-04
797,1337,23724543,SÃO SEBASTIÃO - Enseada,CEMADEN,P,-45.43,-23.723,,2014-07-25
798,1338,20364042,VIANA - Areinha,CEMADEN,P,-40.429,-20.367,,2014-08-06
799,1339,7653531,VICÊNCIA - vicência01,CEMADEN,P,-35.319,-7.656,,2014-08-22
800,1340,20744282,VIÇOSA - ,CEMADEN,P,-42.8252,-20.7498,,2014-12-18
801,1341,20764289,VIÇOSA - ,CEMADEN,P,-42.8964,-20.7677,,2014-12-21
802,1342,26944884,ILHOTA- Minas,CEMADEN,P,-48.845,-26.939,,2014-07-25
803,1343,20144411,BRUMADINHO - C¢rrego Feijão,CEMADEN,P,-44.107,-20.135,,2014-08-04
804,1344,20004405,IBIRITÉ - Marilândia,CEMADEN,P,-44.047,-20.001,,2014-08-04
805,1345,23804554,SÃO SEBASTIÃO - Pauba,CEMADEN,P,-45.541,-23.797,,2015-08-13
806,1346,22594329,DUQUE DE CAXIAS - Xerem2,CEMADEN,P,-43.299,-22.596,,2014-08-06
807,1347,27165004,TAIÓ- Margem Esquerda,CEMADEN,P,-50.037,-27.157,,2014-07-25
808,1348,27075003,TAIÓ- Santo Antonio,CEMADEN,P,-50.034,-27.067,,2014-07-25
809,1349,19984385,NOVA LIMA - Retiro,CEMADEN,P,-43.854,-19.98,,2015-06-30
810,1350,24594859,IPORANGA - Centro,CEMADEN,P,-48.594,-24.585,,2015-02-05
811,1351,20754287,VIÇOSA - ,CEMADEN,P,-42.8793,-20.7561,,2014-12-19
812,1352,20364029,VILA VELHA - Coqueiral de Itaparica,CEMADEN,P,-40.299,-20.36,,2014-08-06
813,1353,21485152,DRACENA - Jardim Europa,CEMADEN,P,-51.522,-21.478,,2015-02-05
814,1354,22734273,TANGUÁ - Centro,CEMADEN,P,-42.733,-22.736,,2014-08-06
815,1355,20124423,BRUMADINHO - Inhotim,CEMADEN,P,-44.227,-20.12,,2014-08-04
816,1356,21104423,SÃO JOÃO DEL REI - Tijuco,CEMADEN,P,-44.232,-21.095,,2014-08-04
817,1357,14834085,VITÓRIA DA CONQUISTA - Barcelar,CEMADEN,P,-40.856,-14.838,,2014-08-06
818,1358,8123529,VITÓRIA DE SANTO ANTÃO - Livramento,CEMADEN,P,-35.298,-8.121,,2014-08-26
819,1359,29124964,SOMBRIO - Prefeitura Municipal,CEMADEN,P,-49.63667,-29.11587,,2015-03-06
820,1360,21874333,MATIAS BARBOSA - N. S. da Penha,CEMADEN,P,-43.326,-21.872,,2014-08-04
821,1361,8093488,RECIFE - Pina,CEMADEN,P,-34.887,-8.099,,2014-08-21
822,1362,8033488,RECIFE - Torreão,CEMADEN,P,-34.884,-8.037,,2014-08-21
823,1363,27244864,TIJUCAS- CREAS,CEMADEN,P,-48.6427,-27.238,,2015-02-23
824,1364,21134235,MURIAÉ - Rua Antônio P. Galvão,CEMADEN,P,-42.351,-21.133,,2014-08-04
825,1365,27105125,TANGARÁ- Centro,CEMADEN,P,-51.24585,-27.10531,,2015-03-03
826,1366,21874331,MATIAS BARBOSA - Centro,CEMADEN,P,-43.313,-21.868,,2014-08-04
827,1367,19944411,BETIM - São Caetano,CEMADEN,P,-44.112,-19.938,,2014-08-04
828,1368,5813523,NATAL - N. S. do Nazaré/ Lagoa Nova,CEMADEN,P,-35.231,-5.815,,2014-08-11
829,1369,20054169,CHALÉ - Centro,CEMADEN,P,-41.685,-20.045,,2015-02-05
830,1370,22894330,RIO DE JANEIRO - Abolição,CEMADEN,P,-43.29775,-22.88591,,2015-02-05
831,1371,22444294,TERESÓPOLIS - Meudon,CEMADEN,P,-42.943,-22.436,,2015-02-05
832,1372,23614680,TABOÃO DA SERRA - Parque Laguna,CEMADEN,P,-46.798,-23.611,,2015-02-05
833,1373,23554745,VOTORANTIM - Centro,CEMADEN,P,-47.447,-23.545,,2015-02-05
834,1374,27284870,TIJUCAS- Porto do Itinga,CEMADEN,P,-48.70088,-27.28061,,2015-02-25
835,1375,23154432,ANGRA DOS REIS - Praia de Araçatiba,CEMADEN,P,-44.327,-23.155,,2014-08-06
836,1376,22434295,TERESÓPOLIS - Jardim Meudon,CEMADEN,P,-42.952,-22.437,,2014-08-06
837,1377,21124236,MURIAÉ - Gavea,CEMADEN,P,-42.365,-21.123,,2014-08-04
838,1378,20364343,MARIANA - Rosário,CEMADEN,P,-43.43,-20.365,,2014-08-04
839,1379,20934382,CARANDAÍ - Herculano Pena,CEMADEN,P,-43.819,-20.933,,2014-08-04
840,1380,21134292,UBÁ - Rua Lilina Rinaldi,CEMADEN,P,-42.925,-21.126,,2014-08-04
841,1381,22794600,CAMANDUCAIA - camanducaia06,CEMADEN,P,-46.003,-22.794,,2014-08-04
842,1382,19924408,CONTAGEM - Centro,CEMADEN,P,-44.08,-19.917,,2014-08-04
843,1383,21244377,BARBACENA - Carmo,CEMADEN,P,-43.769,-21.243,,2014-08-04
844,1384,21144238,MURIAÉ - Rua Nicodemos Cardoso Silva,CEMADEN,P,-42.371,-21.145,,2014-08-04
845,1385,20664380,CONSELHEIRO LAFAIETE - São Sebastião,CEMADEN,P,-43.801,-20.658,,2014-08-04
846,1386,22864628,EXTREMA - Forjos,CEMADEN,P,-46.284,-22.863,,2014-08-04
847,1387,20424291,PONTE NOVA - Centro MG,CEMADEN,P,-42.91,-20.419,,2014-08-04
848,1388,21684340,JUIZ DE FORA - Represa,CEMADEN,P,-43.404,-21.684,,2014-08-04
849,1389,20314371,OURO PRETO - Amarantina,CEMADEN,P,-43.711,-20.314,,2014-08-04
850,1390,23034697,VINHEDO - CASA DE AGRICULTURA DE VINHEDO,CEMADEN,P,-46.9736,-23.0348,,2015-05-12
851,1391,21104295,UBÁ - Jardim Primavera,CEMADEN,P,-42.954,-21.101,,2014-08-04
852,1392,21374268,CATAGUASES - Pampulha,CEMADEN,P,-42.677,-21.37,,2014-08-04
853,1393,22864603,CAMANDUCAIA - COPASA,CEMADEN,P,-46.03,-22.855,,2014-08-04
854,1394,24494786,REGISTRO - Registro,CEMADEN,P,-47.8468,-24.4945,,2014-07-25
855,1395,19984386,NOVA LIMA - Centro,CEMADEN,P,-43.847,-19.985,,2014-08-04
856,1396,22324233,NOVA FRIBURGO - São Pedro da Serra,CEMADEN,P,-42.331,-22.318,,2015-02-05
857,1397,27394936,VIDAL RAMOS- Centro,CEMADEN,P,-49.362,-27.391,,2014-07-25
858,1398,19944396,BELO HORIZONTE - Av. Silva Lobo,CEMADEN,P,-43.964,-19.943,,2014-08-04
859,1399,19954416,BETIM - Jardim Alterosas,CEMADEN,P,-44.161,-19.948,,2014-08-04
860,1400,20004385,NOVA LIMA - Oswaldo Barbosa Penna II,CEMADEN,P,-43.853,-19.999,,2014-08-04
861,1401,28444902,TUBARÃO - São Martinho,CEMADEN,P,-49.01939,-28.4444,,2016-02-19
862,1402,28834985,TIMBÉ DO SUL - Centro,CEMADEN,P,-49.85072,-28.8312,,2016-02-17
863,1403,26814927,TIMBÓ - Bairro das Naçཞs,CEMADEN,P,-49.268,-26.806,,2014-07-25
864,1404,26834929,TIMBÓ - Martinho Stein,CEMADEN,P,-49.287,-26.83,,2014-07-25
865,1405,26844925,TIMBÓ - Vila Gemer,CEMADEN,P,-49.253,-26.842,,2014-07-25
866,1406,26824925,TIMBÓ - Pomerodes,CEMADEN,P,-49.251,-26.816,,2014-07-25
867,1407,26804930,TIMBÓ - Tiroleses,CEMADEN,P,-49.299,-26.799,,2014-07-25
868,1408,8003491,RECIFE - Dois Unidos,CEMADEN,P,-34.90917,-7.99628,,2014-08-11
869,1409,19884390,SABARÁ - Ana Lucia,CEMADEN,P,-43.904,-19.881,,2014-08-04
870,1410,20684379,CONSELHEIRO LAFAIETE - Santa Matilde,CEMADEN,P,-43.793,-20.681,,2014-08-04
871,1411,22254306,PETRÓPOLIS - Estrada do Brejal,CEMADEN,P,-43.063,-22.255,,2014-08-06
872,1412,5633542,CEARÁ-MIRIM - Rua Felipe Camarão,CEMADEN,P,-35.421,-5.632,,2014-08-11
873,1413,21524302,SÃO JOÃO NEPOMUCENO - São Cristovão,CEMADEN,P,-43.015,-21.524,,2014-08-04
874,1414,21944261,CARMO - Reta,CEMADEN,P,-42.607,-21.94,,2015-02-05
875,1415,8293598,CARUARU - Centro,CEMADEN,P,-35.976,-8.285,,2015-02-05
876,1416,22844294,SÃO GONÇALO - Quinta Dom Ricardo,CEMADEN,P,-42.942,-22.845,,2014-08-06
877,1417,22964444,ANGRA DOS REIS - Frade,CEMADEN,P,-44.44,-22.966,,2014-08-06
878,1418,22434294,TERESÓPOLIS - Meudon,CEMADEN,P,-42.943,-22.436,,2014-08-06
879,1419,22394297,TERESÓPOLIS - Quinta da Barra,CEMADEN,P,-42.973,-22.398,,2014-08-06
880,1420,22684335,DUQUE DE CAXIAS - Jardim Mariana,CEMADEN,P,-43.355,-22.684,,2014-08-06
881,1421,22694355,QUEIMADOS - Estrada Rio do Ouro,CEMADEN,P,-43.556,-22.698,,2014-08-06
882,1422,22924325,RIO DE JANEIRO - Andaraí,CEMADEN,P,-43.25032,-22.92189,,2014-08-06
883,1423,20404350,OURO PRETO - Bauxita,CEMADEN,P,-43.502,-20.396,,2014-08-04
884,1424,21204380,BARBACENA - Nove de Março,CEMADEN,P,-43.802,-21.201,,2014-08-04
885,1425,21134427,SÃO JOÃO DEL REI - Senhor dos Montes,CEMADEN,P,-44.267,-21.13,,2014-08-04
886,1426,20404342,MARIANA - Santa Rita de Cássia,CEMADEN,P,-43.423,-20.402,,2014-08-04
887,1427,21784341,JUIZ DE FORA - São Pedro,CEMADEN,P,-43.408,-21.777,,2014-08-04
888,1428,21304363,BARBACENA - Correia de Almeida,CEMADEN,P,-43.627,-21.3,,2014-08-04
889,1429,22864616,CAMANDUCAIA - Santa Terezinha,CEMADEN,P,-46.163,-22.858,,2014-08-04
890,1430,20364367,OURO PRETO - Vila alegre,CEMADEN,P,-43.669,-20.359,,2014-08-04
891,1431,21454353,SANTOS DUMONT - Corrégo do Ouro,CEMADEN,P,-43.531,-21.449,,2014-08-04
892,1432,21794338,JUIZ DE FORA - Aeroporto,CEMADEN,P,-43.384,-21.793,,2014-08-04
893,1433,23674657,SÃO BERNARDO DO CAMPO - Vila Mussolini,CEMADEN,P,-46.567,-23.667,,2014-07-25
894,1434,27414939,VIDAL RAMOS- SC110-km08,CEMADEN,P,-49.39,-27.408,,2014-07-25
895,1435,24014628,GUARUJÁ - Jardim das Palmas,CEMADEN,P,-46.27559,-24.0069,,2014-07-25
896,1436,19894410,CONTAGEM - Bairro Praia,CEMADEN,P,-44.095,-19.894,,2014-08-04
897,1437,8023499,CAMARAGIBE - Timbi,CEMADEN,P,-34.993,-8.026,,2014-08-11
898,1438,20494077,MARECHAL FLORIANO - Araguaia,CEMADEN,P,-40.77155,-20.4907,,2020-05-12
899,1439,21674344,JUIZ DE FORA - Distrito Industrial,CEMADEN,P,-43.444,-21.674,,2015-07-31
900,1440,22604301,GUAPIMIRIM - Rua Hilton de Araujo,CEMADEN,P,-43.007,-22.596,,2015-02-05
901,1441,20904383,CARANDAÍ - Pedra do Sino,CEMADEN,P,-43.826,-20.903,,2014-08-04
902,1442,19884391,SABARÁ - Ravena,CEMADEN,P,-43.906,-19.885,,2014-08-04
903,1443,21414267,CATAGUASES - Taquara Preta,CEMADEN,P,-42.672,-21.407,,2014-08-04
904,1444,21114417,TIRADENTES - Parque das Abelhas,CEMADEN,P,-44.166,-21.107,,2014-08-04
905,1445,20414349,OURO PRETO - Rodovia Melo Frando,CEMADEN,P,-43.49,-20.407,,2014-08-04
906,1446,20954381,CARANDAÍ - Centro,CEMADEN,P,-43.807,-20.953,,2014-08-04
907,1447,26924979,WITMARSUM - Vila Nova,CEMADEN,P,-49.788,-26.918,,2014-07-25
908,1448,21454357,SANTOS DUMONT - Nossa Senhora da Gloria,CEMADEN,P,-43.566,-21.454,,2014-08-04
909,1449,20784168,GUAÇUÍ - Antonio E. Moreira,CEMADEN,P,-41.685,-20.78,,2014-08-06
910,1450,29965172,SÃO JERÔNIMO - Centro,CEMADEN,P,-51.716,-29.959,,2014-07-29
911,1451,20514386,CONGONHAS - Alto do Cruzeiro,CEMADEN,P,-43.858,-20.513,,2014-08-04
912,1452,22344232,NOVA FRIBURGO - Lumiar,CEMADEN,P,-42.327,-22.348,,2014-08-06
913,1453,21874270,ALÉM PARAÍBA - Jardim Paraíso,CEMADEN,P,-42.698,-21.872,,2014-08-04
914,1454,8803563,XEXÉU - Centro,CEMADEN,P,-35.627,-8.805,,2015-02-05
915,1455,12893834,LAURO DE FREITAS - Itinga,CEMADEN,P,-38.336,-12.892,,2015-02-05
916,1456,22174291,SÃO JOSÉ DO VALE DO RIO PRETO - Estrada do Oirindi,CEMADEN,P,-42.907,-22.172,,2015-02-05
917,1457,22804363,SEROPÉDICA - Dom Bosco,CEMADEN,P,-43.637,-22.806,,2014-08-06
918,1458,21844257,CARMO - RJ 158 km10,CEMADEN,P,-42.579,-21.844,,2014-08-06
919,1459,22664328,DUQUE DE CAXIAS - São Judas Tadeu,CEMADEN,P,-43.285,-22.661,,2014-08-06
920,1460,22784302,SÃO GONÇALO - Fazenda dos Mineiros,CEMADEN,P,-43.027,-22.781,,2014-08-06
921,1461,22544320,PETRÓPOLIS - Independência2,CEMADEN,P,-43.209,-22.548,,2014-08-06
922,1462,22754284,ITABORAÍ - Nova Cidade,CEMADEN,P,-42.847,-22.755,,2014-08-06
923,1463,22424305,PETRÓPOLIS - Estrada Petrópolis/Teresópolis,CEMADEN,P,-43.058,-22.428,,2014-08-06
924,1464,21684344,JUIZ DE FORA - Ponte Preta,CEMADEN,P,-43.436,-21.677,,2014-08-04
925,1465,23744534,ILHABELA - Armação,CEMADEN,P,-45.345,-23.74,,2014-07-27
926,1466,20014422,BETIM - Casa Amarela,CEMADEN,P,-44.222,-20.013,,2014-08-04
927,1467,21264381,BARBACENA - Rodrigo Silva,CEMADEN,P,-43.806,-21.256,,2014-08-04
928,1468,19854365,CAETÉ - Penedia,CEMADEN,P,-43.649,-19.846,,2014-08-04
929,1469,22764628,EXTREMA - extrema02,CEMADEN,P,-46.284,-22.765,,2014-08-04
930,1470,20004409,IBIRITÉ - Jardim das Rosas,CEMADEN,P,-44.091,-19.996,,2014-08-04
931,1471,21104297,UBÁ - Otacilio Coutinho,CEMADEN,P,-42.971,-21.096,,2014-08-04
932,1472,22744561,CAMPOS DO JORDÃO - Vila Abernessia,CEMADEN,P,-45.595,-22.742,,2014-07-25
933,1473,29465181,TEUTÔNIA - Arroio Boa Vista,CEMADEN,H,-51.80812,-29.46732,,2016-08-21
934,1474,12893835,LAURO DE FREITAS - Itinga2,CEMADEN,P,-38.353,-12.89,,2015-04-07
935,1475,22704603,CAMANDUCAIA - São Mateus,CEMADEN,P,-46.03481,-22.70473,,2015-02-05
936,1476,23324659,MAIRIPORÃ - Vila Nova Juqueri,CEMADEN,P,-46.58595,-23.32171,,2015-02-05
937,1477,23594630,SUZANO - TabaMarajoara,CEMADEN,P,-46.30472,-23.58781,,2015-02-05
938,1478,8093497,JABOATÃO DOS GUARARAPES - Cavaleiro,CEMADEN,P,-34.971,-8.096,,2014-08-11
939,1479,8523572,BONITO - BONITO 2 - APAC,CEMADEN,P,-35.72354,-8.5272,,2020-05-12
940,1481,19824026,ARACRUZ - Rod. Primo Bitti,CEMADEN,P,-40.263,-19.826,,2014-08-06
941,1482,23324623,SANTA ISABEL - Recanto imperial,CEMADEN,P,-46.225,-23.315,,2015-02-05
942,1483,23344613,GUARAREMA - Lambari,CEMADEN,P,-46.13111,-23.3384,,2015-02-05
943,1484,22714345,NOVA IGUAÇU - Jardim Ocidental,CEMADEN,P,-43.455,-22.709,,2015-02-05
944,1485,20774168,GUAÇUÍ - Morro do Cristo,CEMADEN,P,-41.672,-20.772,,2014-08-06
945,1486,15853887,BELMONTE - Centro,CEMADEN,P,-38.877,-15.858,,2014-08-06
946,1487,22934312,NITERÓI - Jurujuba,CEMADEN,P,-43.116,-22.932,,2015-02-05
947,1488,4853780,JAGUARUANA - Cardeais,CEMADEN,P,-37.804,-4.851,,2014-08-12
948,1489,21194780,RIBEIRÃO PRETO - Ribeirao Preto,CEMADEN,H,-47.79766,-21.19022,,2016-11-10
949,1490,6343537,VÁRZEA - Varzea,CEMADEN,P,-35.376,-6.347,,2014-08-11
950,1491,22724373,SEROPÉDICA - Santa Sofia,CEMADEN,P,-43.731,-22.721,,2014-08-06
951,1492,22364311,PETRÓPOLIS - Itaipava2,CEMADEN,P,-43.112,-22.369,,2014-08-06
952,1493,20264042,CARIACICA - Areinha,CEMADEN,P,-40.425,-20.262,,2014-08-07
953,1494,20824114,CACHOEIRO DE ITAPEMIRIM - Coramara,CEMADEN,P,-41.142,-20.828,,2014-08-07
954,1495,22804329,DUQUE DE CAXIAS - Parque Duque,CEMADEN,P,-43.293,-22.801,,2014-08-11
955,1496,22654299,GUAPIMIRIM - Vale das Pedrinhas,CEMADEN,P,-42.993,-22.655,,2014-08-06
956,1497,22814299,SÃO GONÇALO - Vila Três,CEMADEN,P,-42.996,-22.818,,2014-08-06
957,1498,22464265,CACHOEIRAS DE MACACU - Centro,CEMADEN,P,-42.654,-22.463,,2014-08-06
958,1499,22404309,PETRÓPOLIS - Vila Constância,CEMADEN,P,-43.097,-22.401,,2014-08-06
959,1500,22064206,TRAJANO DE MORAES - Sede Defesa Civil,CEMADEN,P,-42.068,-22.064,,2014-08-06
960,1501,22404295,TERESÓPOLIS - Fonte Santa,CEMADEN,P,-42.955,-22.4,,2014-08-06
961,1502,22764290,ITABORAÍ - Vale do Sol,CEMADEN,P,-42.904,-22.761,,2014-08-06
962,1503,10883706,ARACAJU - Aracaju04,CEMADEN,P,-37.05567,-10.88691,,2017-03-01
963,1504,20314032,VITÓRIA - Romão,CEMADEN,P,-40.322,-20.313,,2015-07-08
964,1506,23514678,OSASCO - Rochdale,CEMADEN,P,-46.776,-23.507,,2015-02-05
965,1507,22284250,NOVA FRIBURGO - Nova Suiça,CEMADEN,P,-42.498,-22.279,,2015-02-05
966,1508,22734295,ITABORAÍ - Itambi,CEMADEN,P,-42.946,-22.728,,2015-02-05
967,1509,4054447,SÃO MATEUS DO MARANHÃO - Casa particular,CEMADEN,P,-44.47239,-4.05466,,2016-06-24
968,1510,23484744,SOROCABA - Sorocaba,CEMADEN,H,-47.4519,-23.5015,,2014-10-16
969,1511,7973487,OLINDA - Tabajara,CEMADEN,P,-34.868,-7.973,,2015-02-05
970,1512,23704811,ITAPETININGA - Conceição,CEMADEN,P,-48.106,-23.704,,2014-12-03
971,1513,23484796,ITAPETININGA - Bairro do Alto,CEMADEN,P,-47.957,-23.482,,2014-12-03
972,1516,8763567,PALMARES - SANTO ANTÔNIO DOS PALMARES - APAC,CEMADEN,P,-35.675,-8.76139,,2020-05-12
973,1517,20144421,BRUMADINHO - Centro,CEMADEN,P,-44.198,-20.142,,2014-08-05
974,1518,23054424,ANGRA DOS REIS - Ponta Leste,CEMADEN,P,-44.243,-23.052,,2014-08-06
975,1519,20214028,SERRA - Carapina Grande,CEMADEN,P,-40.281,-20.219,,2014-08-06
976,1520,12933848,SALVADOR - EMBASA-Alto do Peru,CEMADEN,P,-38.485,-12.938,,2014-08-06
977,1521,23094623,PIRACAIA - Pião,CEMADEN,P,-46.236,-23.095,,2014-08-13
978,1522,20074112,AFONSO CLÁUDIO - Afonso Cláudio,CEMADEN,P,-41.12405,-20.07828,,2014-08-06
979,1523,22354294,TERESÓPOLIS - Tres Corregos,CEMADEN,P,-42.944,-22.353,,2014-08-06
980,1524,9643573,MACEIÓ - Farol,CEMADEN,P,-35.735,-9.641,,2014-08-11
981,1525,22274295,TERESÓPOLIS - Est.RioBahia,CEMADEN,P,-42.958,-22.273,,2014-08-06
982,1526,23324472,PARATY - BR101 - km588,CEMADEN,P,-44.727,-23.32,,2014-08-06
983,1527,22724272,TANGUÁ - CEDAE,CEMADEN,P,-42.727,-22.725,,2014-08-10
984,1528,18434098,ÁGUA DOCE DO NORTE - Bom destino,CEMADEN,P,-40.984,-18.431,,2014-08-11
985,1529,22884312,NITERÓI - Visconde de Itaboraí,CEMADEN,P,-43.123,-22.882,,2014-08-06
986,1530,22294258,NOVA FRIBURGO - Cardinot,CEMADEN,P,-42.588,-22.297,,2014-08-06
987,1531,22734283,ITABORAÍ - Venda das Pedras,CEMADEN,P,-42.83,-22.732,,2014-08-06
988,1532,22054252,DUAS BARRAS - EMATER,CEMADEN,P,-42.522,-22.051,,2014-08-06
989,1533,22284272,TERESÓPOLIS - Vieira2,CEMADEN,P,-42.723,-22.282,,2014-08-06
990,1534,22554321,PETRÓPOLIS - Independência,CEMADEN,P,-43.21,-22.55,,2014-08-06
991,1535,22624323,DUQUE DE CAXIAS - Taquara,CEMADEN,P,-43.235,-22.621,,2014-08-06
992,1536,22644365,JAPERI - Estrada Ary Schivo,CEMADEN,P,-43.65,-22.64,,2014-08-06
993,1537,21134236,MURIAÉ - Centro4,CEMADEN,P,-42.361,-21.132,,2014-08-04
994,1540,5494746,IMPERATRIZ - Unidade de Saude da Vila Cafeteira,CEMADEN,P,-47.46031,-5.49248,,2016-07-14
995,1541,18894199,GOVERNADOR VALADARES - Caravelas,CEMADEN,P,-41.988,-18.89,,2014-12-02
996,1545,21124235,MURIAÉ - Rua Coronel P. Sobrinho,CEMADEN,P,-42.352,-21.127,,2014-08-04
997,1546,21394271,CATAGUASES - Dico Leite,CEMADEN,P,-42.706,-21.394,,2014-08-04
998,1550,29815116,SAPUCAIA DO SUL - Colonial,CEMADEN,H,-51.162,-29.8126,,2014-08-12
999,1552,20554124,CASTELO - Garage,CEMADEN,P,-41.249,-20.555,,2014-08-06
