,index,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
0,28,25615165,Guarapuavinha,ELEJOR,H,-51.67591,-25.59652,866.0,2006-07-13
1,198,25495200,Barragem Usina Fundão,ELEJOR,H,-52.00288,-25.70366,713.0,2006-08-11
2,199,25385156,Barragem Usina Santa Clara,ELEJOR,H,-51.9553,-25.64386,817.0,2006-08-24
3,1547,25325149,Salto Curucaca,ELEJOR,H,-51.81917,-25.53636,762.0,2006-07-27
4,1958,23365141,Guarapuavinha Novo,ELEJOR,H,-51.65317,-25.61192,866.0,2014-05-22
5,3282,25485173,Fazenda Aurora,ELEJOR,H,-51.73786,-25.4879,,2015-04-10
