,index,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
0,685,25385201,Cavernoso em Vau dos Ribeiros,PCH Cavernoso II,H,-52.02561,-25.3803,0.0,2012-05-23
1,721,25495223,PCH Cavernoso II - Barragem Nível Aux,PCH Cavernoso II,H,-52.21747,-25.49008,567.0,2014-03-13
2,764,25495221,PCH Cavernoso II - Barragem,PCH Cavernoso II,H,-52.21747,-25.49008,567.0,2012-10-03
3,1548,25495222,PCH Cavernoso II - Jusante,PCH Cavernoso II,H,-52.22731,-25.495,0.0,2012-05-30
4,3960,25505222,Sitio Laranjal,PCH Cavernoso II,H,-52.22975,-25.50973,,2016-10-04
