,index,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
0,883,25564936,REPAR,Simepar CampoE,M,-49.3636,-25.5627,897.0,2014-01-01
1,3552,25654927,Fazenda Gralha Azul-PUC,Simepar CampoE,M,-49.27852,-25.65457,911.73,2009-09-03
