,index,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
0,616,25004862,PCH Novo Horizonte Barramento,PCH Novo Horizonte,H,-48.62167,-25.0,,2012-09-12
1,1965,25004863,PCH Novo Horizonte Montante,PCH Novo Horizonte,H,-48.63881,-25.00428,529.0,2013-09-03
