,index,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
0,326,20674151,Santa Fé Montante,Santa Fé,H,-41.51245,-20.67606,,2008-07-17
1,773,20454167,Fazenda Itauquena,Santa Fé,H,-41.67535,-20.45793,,2008-07-23
2,774,20714150,Santa Fé Jusante,Santa Fé,H,-41.507,-20.71167,,2008-07-15
