,index,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
0,87,25644907,Reservatório Miringuava,SANEPAR,P,-49.07424,-25.64231,944.0,2020-12-08
1,387,25424911,Iraí Iguaçu- Barragem Iraí,SANEPAR,H,-49.1129,-25.42566,,2015-01-01
2,647,23385167,Eta Maringá Montante,SANEPAR,H,-51.6727,-23.38768,474.0,2018-07-31
3,740,25484909,Iraí Iguaçu- Barragem Piraquara II,SANEPAR,H,-49.09388,-25.48855,,2015-01-01
4,790,25534939,Passaúna- Barragem Passaúna,SANEPAR,H,-49.39117,-25.53133,,2015-01-01
5,794,25504902,Iraí Iguaçu- Barragem Piraquara I,SANEPAR,H,-49.02783,-25.50607,,2015-01-01
