,index,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
0,580,25354855,BR 277 - KM 48,ECOVIA,P,-48.9489,-25.5889,895.0,2008-01-03
1,684,25524874,BR 277 - KM 24,ECOVIA,P,-48.7456,-25.5286,0.0,2012-05-07
2,796,25354852,BR 277 - KM 41,ECOVIA,M,-48.8811,-25.5794,374.0,2008-01-05
3,2010,25344849,BR 277 - KM 35,ECOVIA,P,-48.8303,-25.5739,240.0,2007-12-28
4,3595,25564862,BR 277 - KM 10,ECOVIA,P,-48.6269,-25.5692,403.0,2012-05-07
5,3949,25524875,PR 408 - Ponte Sagrado,ECOVIA,H,-48.75134,-25.52629,8.48,2014-10-09
