,index,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
0,422,10995576,Dissipação_direita,Lactec,H,-55.76926,-10.97871,,2020-09-30
1,533,10995577,Dissipação_pilar,Lactec,H,-55.76915,-10.97894,,2020-09-30
2,629,10995677,Jusante_Dissipação_Direita,Lactec,H,-55.77151,-10.97884,,2020-09-30
3,631,10995578,Dissipação_esquerda,Lactec,H,-55.76892,-10.97936,,2020-09-30
4,646,10995579,Jusante_Dissipação_Esquerda,Lactec,H,-55.77063,-10.98096,,2020-09-30
5,770,10975570,AMCLR- Reservatório Colíder,Lactec,O,-10.97307,-55.7699,,
