,index,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
0,27,22714326,Reduc,PETROBRAS,M,-43.2667,-22.7167,,
1,590,23655248,RECAP,PETROBRAS,M,-52.48302,-23.65404,780.0,
2,649,22434706,Replan,PETROBRAS,M,-47.1,-22.73,608.28,2007-06-05
3,771,25894894,Oleoduto,PETROBRAS,P,-48.9489,-25.8902,,2011-03-18
