,index,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
0,75,26015237,PCH Arturo Andreoli Porto Palmeirinha,PCH Arturo Andreoli,H,-52.6283,-26.0291,0.0,2002-08-30
1,289,25345306,PCH Arturo Andreoli Barramento,PCH Arturo Andreoli,H,-53.11301,-25.57138,351.0,2002-08-28
2,1538,25405259,PCH Arturo Andreoli Flor da Serra,PCH Arturo Andreoli,H,-52.5901,-25.4055,382.0,2015-09-01
3,1539,25525251,PCH Arturo Andreoli Rio Santana,PCH Arturo Andreoli,H,-52.5146,-25.5256,438.0,2015-09-01
