,index,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
0,123,24775376,PCH São Francisco Montante 2,PCH São Francisco,H,-53.76094,-24.77915,,2015-10-28
1,767,24715394,PCH São Francisco Jusante,PCH São Francisco,H,-53.94421,-24.71884,,2011-02-09
2,4507,24745386,PCH São Francisco Montante 1,PCH São Francisco,H,-53.85557,-24.74298,,2011-02-10
3,4508,24735389,PCH São Francisco Barramento,PCH São Francisco,H,-53.89309,-24.73323,,2011-02-05
