data,v_vento,t_med,v_rajada,t_max,t_min
1999-07-22,0.70,13.62,3.00,21.00,6.60
1999-07-23,0.75,13.60,2.90,20.40,8.50
1999-07-24,0.83,17.79,2.50,26.10,12.50
1999-07-25,1.10,19.40,4.40,29.50,12.90
1999-07-26,1.52,20.40,6.20,28.00,14.60
1999-07-27,1.53,16.99,7.30,22.90,14.00
1999-07-28,1.02,16.60,4.90,23.30,12.40
1999-07-29,2.00,19.79,5.70,28.70,14.20
1999-07-30,1.72,16.95,7.80,22.70,10.20
1999-07-31,1.70,11.48,5.50,21.80,4.40
1999-08-01,1.33,14.17,4.20,23.10,8.10
1999-08-02,0.77,15.02,2.40,24.40,8.20
1999-08-03,0.85,16.30,3.60,27.10,8.90
1999-08-04,1.28,17.27,4.70,28.30,9.50
1999-08-05,1.24,17.38,3.90,28.30,9.10
1999-08-06,2.32,21.07,8.50,27.90,14.70
1999-08-07,2.73,17.91,11.50,23.80,10.30
1999-08-08,1.31,10.62,4.20,19.10,4.40
1999-08-09,0.88,13.52,3.30,25.30,4.90
1999-08-10,1.14,17.30,3.60,29.70,9.00
1999-08-11,1.02,20.37,5.70,32.10,11.80
1999-08-12,1.75,20.88,6.60,31.60,13.30
1999-08-13,1.66,16.93,7.80,22.00,11.40
1999-08-14,3.30,7.69,10.10,11.60,3.90
1999-08-15,1.59,5.75,7.20,14.20,-1.30
1999-08-16,1.52,9.58,7.10,20.10,0.70
1999-08-17,1.75,14.38,6.60,23.20,7.50
1999-08-18,1.52,17.10,4.50,25.40,11.20
1999-08-19,1.45,19.14,4.80,30.00,11.70
1999-08-20,1.73,20.98,5.70,31.10,13.00
1999-08-21,2.31,22.36,10.50,31.00,14.30
1999-08-22,1.21,21.16,5.10,30.50,13.40
1999-08-23,1.17,21.12,4.40,31.60,13.40
1999-08-24,1.67,22.08,5.30,31.30,15.80
1999-08-25,1.80,21.28,7.10,30.70,13.50
1999-08-26,0.99,21.07,3.30,28.40,14.90
1999-08-27,0.96,22.05,6.40,30.40,16.60
1999-08-28,1.03,21.80,3.60,28.30,15.90
1999-08-29,0.97,20.11,3.20,29.70,13.20
1999-08-30,1.91,23.88,7.70,34.60,16.20
1999-08-31,3.23,26.89,11.50,34.90,18.90
1999-09-01,2.25,27.84,9.40,34.50,21.60
1999-09-02,1.27,25.44,8.00,35.30,16.30
1999-09-03,1.38,24.05,8.40,34.60,15.10
1999-09-04,1.48,24.25,5.90,34.10,18.20
1999-09-05,1.48,21.06,6.90,25.20,18.00
1999-09-06,1.52,22.52,8.00,31.70,15.50
1999-09-07,2.57,27.31,10.40,33.60,20.60
1999-09-08,3.39,26.28,11.80,32.80,18.60
1999-09-09,0.97,16.01,5.90,18.70,14.70
1999-09-10,1.30,16.42,6.90,23.70,11.60
1999-09-11,1.90,17.71,8.00,26.30,11.70
1999-09-12,1.26,18.56,5.50,27.30,12.60
1999-09-13,2.00,20.83,6.50,29.40,13.40
1999-09-14,1.55,16.91,11.40,22.50,14.30
1999-09-15,1.11,15.73,5.90,22.00,12.30
1999-09-16,0.68,15.07,5.30,26.40,6.20
1999-09-17,1.15,19.10,3.70,31.60,9.70
1999-09-18,1.30,20.61,5.30,29.10,12.60
1999-09-19,1.10,23.16,3.90,31.70,16.80
1999-09-20,1.40,22.00,5.50,30.30,14.80
1999-09-21,0.88,21.70,3.80,30.70,13.70
1999-09-22,0.63,22.41,3.30,30.80,15.00
1999-09-23,1.92,19.57,8.00,26.50,13.20
1999-09-24,1.64,17.12,6.60,26.70,7.60
1999-09-25,1.75,17.53,7.80,27.10,9.50
1999-09-26,0.88,19.98,3.40,30.70,10.70
1999-09-27,0.73,22.19,4.00,32.00,13.80
1999-09-28,1.24,21.35,5.20,27.30,15.80
1999-09-29,0.73,20.71,10.80,26.50,17.60
1999-09-30,0.88,20.21,5.10,28.70,14.10
1999-10-01,2.02,24.77,12.20,33.90,18.00
1999-10-02,1.98,17.15,10.50,27.60,11.20
1999-10-03,1.72,13.43,6.80,21.30,8.60
