data,v_vento,t_med,v_rajada,t_max,t_min
1999-03-01,2.76,25.56,7.40,31.30,21.70
1999-03-02,2.89,24.88,10.10,29.80,19.90
1999-03-03,2.09,26.16,5.50,31.70,21.70
1999-03-04,3.43,26.16,10.90,31.70,21.40
1999-03-05,2.78,25.63,9.90,31.60,20.10
1999-03-06,2.41,25.80,7.70,32.10,19.80
1999-03-07,3.14,25.99,10.90,31.80,21.10
1999-03-08,3.46,25.76,9.80,30.90,21.30
1999-03-09,3.00,23.31,10.40,29.30,20.10
1999-03-10,1.39,24.00,4.90,29.50,20.60
1999-03-11,1.94,23.38,8.30,28.70,19.80
1999-03-12,2.35,23.47,8.80,27.90,21.10
1999-03-13,3.40,23.65,10.20,29.20,17.60
1999-03-14,3.83,23.07,11.60,29.70,17.00
1999-03-15,4.03,23.79,11.70,31.40,18.90
1999-03-16,3.88,24.46,12.00,31.70,19.30
1999-03-17,4.09,25.38,11.30,31.60,19.90
1999-03-18,4.03,25.55,9.70,31.50,20.30
1999-03-19,2.95,26.20,10.10,31.90,20.60
1999-03-20,2.20,27.49,7.00,33.30,23.00
1999-03-21,2.27,26.98,8.80,32.90,23.40
1999-03-22,2.98,23.37,10.20,28.20,20.50
1999-03-23,2.01,22.93,6.10,28.40,19.90
1999-03-24,1.97,24.92,5.90,30.10,21.80
1999-03-25,1.80,25.48,6.80,31.00,21.40
1999-03-26,1.90,25.66,6.10,32.80,21.50
1999-03-27,1.86,26.20,5.40,33.80,19.50
1999-03-28,3.33,28.70,10.20,34.30,24.40
1999-03-29,4.03,25.80,14.00,32.40,19.00
1999-03-30,1.97,23.10,7.90,28.70,20.00
1999-03-31,1.63,23.73,6.90,28.10,19.90
1999-04-01,2.46,25.83,7.60,32.80,20.40
1999-04-02,3.15,27.81,6.90,33.30,22.60
1999-04-03,1.95,27.89,7.10,34.10,23.90
1999-04-04,2.27,27.48,7.80,32.70,22.50
1999-04-05,2.43,26.44,7.00,32.70,21.80
1999-04-06,2.15,26.53,6.10,32.20,20.80
1999-04-07,2.28,25.43,6.80,32.10,20.60
1999-04-08,1.98,24.12,11.20,30.70,19.10
1999-04-09,2.71,23.11,7.90,29.70,17.50
