data,v_vento,t_med,v_rajada,t_max,t_min
1997-07-21,1.54,16.50,4.90,16.80,16.10
1997-07-22,1.17,17.23,3.90,22.60,12.80
1997-07-23,1.20,17.96,5.40,25.50,11.90
1997-07-24,0.31,18.21,7.20,24.50,11.70
1997-07-25,1.92,20.08,9.00,27.30,13.60
1997-07-26,3.31,21.52,9.00,26.40,16.50
1997-07-27,1.96,20.13,6.60,26.20,13.40
1997-07-28,2.23,20.58,7.60,26.70,15.10
1997-07-29,3.72,22.12,9.50,28.10,16.90
1997-07-30,3.24,22.98,10.20,29.10,17.20
1997-07-31,3.96,23.30,8.60,28.40,19.10
1997-08-01,2.90,23.49,9.60,28.00,19.50
1997-08-02,2.61,21.16,9.10,25.20,19.20
1997-08-03,2.78,19.82,9.80,23.30,16.70
1997-08-04,7.53,14.99,8.90,16.30,12.90
1997-08-05,1.40,13.24,8.00,19.70,7.60
1997-08-06,1.34,15.62,6.70,17.80,14.20
1997-08-07,3.01,15.08,8.60,15.60,13.20
1997-08-08,3.59,14.28,9.40,19.20,11.80
1997-08-09,1.86,14.44,6.10,20.90,8.40
1997-08-10,0.56,14.89,5.60,21.40,8.80
1997-08-11,0.98,15.21,6.80,23.70,7.90
1997-08-12,0.83,17.65,3.80,28.10,9.70
1997-08-13,2.08,19.86,7.40,27.90,12.50
1997-08-14,2.67,21.98,8.20,28.60,15.40
1997-08-15,4.66,24.60,10.00,30.50,19.30
1997-08-16,4.35,25.33,11.10,30.60,21.20
1997-08-17,4.81,26.40,10.80,31.80,21.10
1997-08-18,4.53,25.80,9.70,31.70,21.30
1997-08-19,4.10,26.08,8.10,31.70,22.30
1997-08-20,3.26,21.17,10.20,27.60,16.40
1997-08-21,2.30,15.24,6.20,17.30,14.10
1997-08-22,2.09,15.78,4.70,17.30,14.90
1997-08-23,2.00,16.60,5.70,20.00,14.70
1997-08-24,1.80,14.47,6.20,19.90,10.80
1997-08-25,1.65,16.15,3.60,25.80,8.90
1997-08-26,1.39,18.59,5.70,27.00,11.30
1997-08-27,1.47,18.49,3.80,26.30,15.10
1997-08-28,0.85,28.18,2.90,33.10,12.40
1997-08-29,1.72,23.31,5.40,31.50,15.60
1997-08-30,1.77,23.38,6.00,31.60,16.40
1997-08-31,1.88,24.17,5.30,31.80,17.10
1997-09-01,2.03,24.03,7.40,32.00,16.60
1997-09-02,2.17,20.65,10.00,24.50,16.90
1997-09-03,2.36,20.38,6.20,24.00,18.50
1997-09-04,2.80,20.29,12.10,24.00,18.40
1997-09-05,2.90,21.30,11.50,24.90,18.30
1997-09-06,1.63,22.65,3.80,29.40,16.90
1997-09-07,3.18,25.07,10.10,28.70,22.40
1997-09-08,3.25,26.30,7.00,32.50,20.30
1997-09-09,2.80,28.38,7.40,34.70,24.60
1997-09-10,3.18,21.52,8.90,25.30,18.80
1997-09-11,3.56,16.92,8.90,21.80,11.60
1997-09-12,2.45,20.67,10.50,29.10,12.70
1997-09-13,3.19,27.56,8.50,35.00,22.10
1997-09-14,3.05,24.05,8.70,27.50,19.50
1997-09-15,3.00,19.60,8.50,24.90,16.00
1997-09-16,1.74,18.39,6.10,27.10,8.90
1997-09-17,1.22,21.33,3.20,29.30,15.50
1997-09-18,1.32,21.20,4.20,24.00,18.80
1997-09-19,2.78,20.06,8.60,23.70,17.30
1997-09-20,2.52,19.62,11.70,22.00,17.60
1997-09-21,1.07,19.45,4.00,25.10,16.80
1997-09-22,1.30,20.08,4.40,27.90,13.50
1997-09-23,2.49,22.22,6.50,30.50,14.80
1997-09-24,2.37,23.45,7.70,30.60,18.80
1997-09-25,2.15,21.38,7.40,24.10,20.00
1997-09-26,1.51,21.65,6.70,25.00,19.40
1997-09-27,2.98,22.88,8.60,27.30,20.20
1997-09-28,3.03,25.67,9.40,30.10,22.50
1997-09-29,2.40,22.65,10.80,25.30,19.10
1997-09-30,2.66,23.42,7.80,28.90,19.00
1997-10-01,4.41,21.59,15.30,23.80,18.70
1997-10-02,3.27,18.49,7.60,22.20,15.70
1997-10-03,2.95,20.78,8.70,28.90,12.90
1997-10-04,6.17,24.92,13.70,31.30,19.20
1997-10-05,4.67,23.67,12.70,32.40,14.10
1997-10-06,3.33,16.63,10.20,22.00,13.80
1997-10-07,2.56,18.94,6.30,26.70,12.40
1997-10-08,3.04,21.92,7.90,25.50,18.60
1997-10-09,4.03,25.22,11.80,31.30,21.20
1997-10-10,3.92,20.05,12.60,24.00,7.50
1997-10-11,3.95,25.13,10.80,29.90,22.80
1997-10-12,2.77,27.83,7.00,34.30,22.10
1997-10-13,3.00,28.70,7.40,32.60,24.90
1997-10-14,3.01,28.15,8.00,32.80,23.30
1997-10-15,3.91,27.57,12.20,32.30,24.30
1997-10-16,1.82,21.06,17.30,24.50,19.50
1997-10-17,3.29,21.54,8.50,27.90,15.80
1997-10-18,1.90,21.24,7.60,23.60,18.30
1997-10-19,1.79,21.95,6.30,26.20,18.30
1997-10-20,2.96,24.00,8.00,29.80,19.10
1997-10-21,2.44,23.11,6.90,29.00,19.10
1997-10-22,1.52,24.35,4.20,31.20,18.60
1997-10-23,3.10,25.44,9.30,31.60,19.90
1997-10-24,2.29,24.62,7.90,27.60,22.30
1997-10-25,2.28,22.28,7.00,24.00,20.40
1997-10-26,2.35,22.81,7.60,27.50,18.70
1997-10-27,4.15,25.27,11.80,30.50,20.70
1997-10-28,4.19,28.55,9.10,33.40,24.00
1997-10-29,3.45,27.27,8.60,30.70,23.90
1997-10-30,2.16,25.86,5.70,30.80,21.90
1997-10-31,2.98,25.03,12.20,31.30,22.20
1997-11-01,1.84,24.17,5.10,28.40,21.80
1997-11-02,2.65,25.80,11.50,31.30,22.40
1997-11-03,1.71,22.93,8.60,24.30,21.80
1997-11-04,2.08,24.88,6.70,29.90,20.90
1997-11-05,2.53,26.99,7.70,30.50,23.90
1997-11-06,3.68,24.22,11.80,27.90,21.10
1997-11-07,1.63,24.20,5.20,28.10,20.40
1997-11-08,2.03,27.56,6.10,34.50,21.80
1997-11-09,2.38,28.24,15.70,35.50,24.10
1997-11-10,2.05,28.98,6.60,35.60,22.50
1997-11-11,2.54,29.15,7.10,35.70,24.50
1997-11-12,4.28,28.08,9.90,33.50,24.70
1997-11-13,2.22,21.51,20.10,25.60,20.30
1997-11-14,3.29,21.64,7.90,26.60,16.40
1997-11-15,2.03,23.29,5.30,30.20,16.70
1997-11-16,2.20,23.22,5.30,24.90,21.90
