data,v_vento,t_med,v_rajada,t_max,t_min
2014-09-26,2.58,23.64,12.20,27.00,21.40
2014-09-27,1.59,19.83,7.70,22.40,17.70
2014-09-28,,,,,
2014-09-29,,,,,
2014-09-30,2.96,23.10,6.60,26.20,20.40
2014-10-01,2.60,22.90,12.80,29.30,19.50
2014-10-02,3.09,19.37,9.60,22.40,16.40
2014-10-03,2.65,18.08,8.60,21.00,15.10
2014-10-04,2.41,18.05,9.30,21.50,14.80
2014-10-05,1.97,18.67,7.60,22.80,15.30
2014-10-06,2.15,19.40,8.20,24.50,15.10
2014-10-07,2.11,20.21,8.10,25.70,15.30
2014-10-08,2.06,21.80,7.30,26.40,16.80
2014-10-09,2.16,21.94,8.10,27.80,17.00
2014-10-10,1.85,22.36,5.40,29.40,17.50
2014-10-11,2.27,22.65,7.10,24.50,20.20
2014-10-12,2.26,23.65,7.30,29.00,20.10
2014-10-13,2.47,23.46,11.80,30.20,19.80
2014-10-14,2.25,24.14,9.30,30.30,21.40
2014-10-15,2.36,22.42,7.00,24.20,21.00
2014-10-16,1.97,23.51,9.70,27.20,21.00
2014-10-17,2.32,24.05,11.70,31.10,21.20
2014-10-18,2.09,23.09,15.50,29.00,18.50
2014-10-19,2.25,22.80,12.30,30.60,18.60
2014-10-20,1.68,21.05,7.00,23.20,18.40
2014-10-21,1.94,19.05,8.90,23.80,15.30
2014-10-22,1.59,19.64,7.20,23.40,16.70
2014-10-23,1.49,20.40,6.60,25.60,15.70
2014-10-24,1.86,22.18,7.80,26.50,19.30
2014-10-25,1.98,23.29,7.30,28.20,20.40
2014-10-26,2.33,23.90,8.50,28.60,21.00
2014-10-27,2.96,23.85,9.40,27.60,19.80
2014-10-28,2.48,22.71,9.70,29.40,17.00
2014-10-29,2.48,22.17,8.80,27.90,16.90
2014-10-30,2.44,24.18,12.30,32.40,18.90
2014-10-31,2.43,24.90,8.20,28.30,21.80
2014-11-01,2.28,25.38,7.90,30.20,21.40
2014-11-02,1.68,23.85,6.10,25.40,22.30
2014-11-03,2.05,25.29,7.40,30.70,22.30
2014-11-04,1.62,25.14,6.20,28.30,22.50
2014-11-05,1.98,21.03,9.30,25.00,18.70
2014-11-06,1.74,21.53,6.70,26.10,18.40
2014-11-07,1.81,23.27,9.90,28.10,20.30
2014-11-08,2.47,23.36,10.00,28.60,19.40
2014-11-09,2.42,24.08,9.10,29.30,18.70
2014-11-10,2.53,23.74,10.00,29.60,18.00
2014-11-11,2.50,23.15,9.30,28.20,18.30
2014-11-12,1.75,23.09,6.80,29.30,18.20
2014-11-13,2.26,23.78,10.30,28.90,20.40
2014-11-14,1.53,18.76,8.00,21.80,17.20
2014-11-15,2.13,20.41,7.30,25.30,16.30
2014-11-16,2.40,20.79,9.40,27.00,13.90
2014-11-17,2.55,21.58,8.50,26.30,15.70
2014-11-18,2.28,20.68,10.70,26.90,14.40
2014-11-19,2.15,22.06,7.40,26.90,16.80
2014-11-20,1.00,22.46,3.80,27.20,20.40
2014-11-21,1.83,23.91,6.30,28.70,20.10
2014-11-22,1.01,24.85,3.70,31.50,21.70
2014-11-23,1.62,23.65,6.30,25.90,20.50
2014-11-24,1.79,23.12,6.80,27.00,20.20
2014-11-25,1.83,24.16,6.70,28.60,22.00
2014-11-26,2.48,25.09,9.60,29.30,22.70
2014-11-27,2.67,24.92,7.90,30.00,19.80
2014-11-28,2.50,24.67,9.00,28.90,20.40
2014-11-29,1.94,22.93,8.50,27.60,19.20
2014-11-30,1.58,23.40,6.10,26.70,20.80
2014-12-01,2.16,24.96,7.90,31.00,20.80
2014-12-02,2.55,26.17,9.50,30.70,22.00
2014-12-03,1.70,28.85,8.70,37.20,21.50
2014-12-04,2.15,23.10,8.80,29.00,19.80
2014-12-05,2.88,23.37,8.50,27.80,19.80
2014-12-06,1.69,23.01,5.80,26.70,19.40
2014-12-07,2.44,24.84,8.90,29.80,20.30
2014-12-08,2.16,25.70,8.90,31.30,21.80
2014-12-09,1.59,26.24,6.20,31.60,22.70
2014-12-10,1.43,24.90,8.00,31.70,21.60
2014-12-11,1.89,26.46,6.50,32.90,21.40
2014-12-12,2.39,26.97,7.50,31.30,23.20
2014-12-13,1.98,26.37,8.10,32.00,22.40
2014-12-14,2.35,23.88,10.50,26.50,21.50
2014-12-15,2.34,23.17,9.00,27.00,20.20
2014-12-16,2.58,23.54,9.80,28.40,18.70
2014-12-17,2.30,23.81,8.30,29.30,18.00
2014-12-18,2.27,25.28,8.60,31.70,20.00
2014-12-19,2.30,25.21,11.10,30.10,21.90
2014-12-20,2.10,26.06,7.70,32.20,20.90
2014-12-21,1.29,29.21,11.00,37.30,23.60
2014-12-22,1.66,23.86,10.90,28.30,20.10
2014-12-23,1.13,20.66,7.10,22.60,18.80
2014-12-24,1.67,19.55,8.20,22.10,18.00
2014-12-25,1.71,22.53,6.50,26.70,19.10
2014-12-26,1.84,25.17,7.60,31.20,21.00
2014-12-27,1.68,26.70,6.70,32.00,23.80
2014-12-28,1.36,27.36,14.70,35.90,23.80
2014-12-29,1.38,25.62,10.10,30.70,22.80
2014-12-30,1.76,25.91,19.40,31.30,21.50
2014-12-31,1.31,25.83,16.90,33.70,21.40
2015-01-01,1.37,28.36,10.70,38.90,22.00
2015-01-02,2.18,28.59,12.80,38.90,23.70
2015-01-03,1.84,22.81,6.60,24.40,21.20
2015-01-04,1.40,23.66,5.30,27.00,21.40
2015-01-05,2.05,24.47,7.00,27.70,22.80
2015-01-06,2.36,26.51,8.50,31.10,22.60
2015-01-07,1.44,26.12,9.20,33.40,22.80
2015-01-08,1.39,27.02,11.10,34.50,23.60
2015-01-09,1.93,27.33,8.80,35.40,22.50
2015-01-10,1.42,28.40,7.30,36.50,22.80
2015-01-11,1.70,27.17,18.00,34.90,23.20
2015-01-12,2.33,29.14,17.50,39.90,23.00
2015-01-13,1.83,27.10,6.90,33.40,22.50
2015-01-14,2.12,26.70,13.00,34.00,21.20
2015-01-15,2.66,27.48,10.70,32.30,22.50
2015-01-16,2.24,28.68,7.80,33.80,24.90
2015-01-17,2.12,29.97,9.60,36.70,25.70
2015-01-18,2.66,28.60,9.10,34.90,23.70
2015-01-19,1.83,25.85,11.60,33.10,23.00
2015-01-20,2.40,26.60,15.00,32.90,21.70
2015-01-21,2.03,24.69,9.90,30.40,21.70
2015-01-22,2.16,23.47,10.90,27.60,20.80
2015-01-23,2.12,24.30,7.60,29.70,19.20
2015-01-24,2.23,25.51,8.60,31.10,20.80
2015-01-25,2.08,25.80,9.40,31.80,22.20
2015-01-26,1.74,25.98,5.30,31.70,20.40
2015-01-27,1.86,27.44,9.30,34.40,22.40
2015-01-28,1.43,28.44,6.70,35.80,23.50
2015-01-29,1.69,29.41,9.60,37.10,24.20
2015-01-30,1.58,22.44,13.30,28.40,20.80
2015-01-31,1.45,22.77,7.70,26.90,20.10
2015-02-01,1.31,24.04,5.90,28.90,21.10
2015-02-02,2.01,25.49,8.00,30.10,21.50
2015-02-03,2.19,25.92,11.20,32.60,19.50
2015-02-04,1.67,23.22,8.60,29.60,19.70
2015-02-05,1.80,23.57,10.70,27.80,20.90
2015-02-06,2.10,24.58,8.20,29.90,19.60
2015-02-07,2.14,25.27,10.10,30.40,21.30
2015-02-08,2.46,26.07,8.60,30.30,22.00
2015-02-09,2.33,26.84,8.60,31.70,21.50
2015-02-10,2.29,27.87,9.20,33.00,23.20
2015-02-11,2.22,28.59,8.10,35.10,23.90
2015-02-12,1.77,28.27,12.20,36.80,24.50
2015-02-13,1.70,26.54,12.30,32.60,23.20
2015-02-14,1.37,23.84,7.30,27.90,22.00
2015-02-15,0.84,22.44,4.30,24.50,20.80
2015-02-16,1.42,22.71,8.30,27.00,20.30
2015-02-17,1.21,22.07,4.20,24.50,20.40
2015-02-18,1.58,23.33,8.10,29.00,20.50
2015-02-19,1.82,26.67,7.30,32.40,22.20
2015-02-20,1.52,27.78,7.50,36.80,22.80
2015-02-21,2.09,26.37,8.90,31.00,23.20
2015-02-22,2.06,27.43,7.00,31.80,24.20
2015-02-23,1.66,26.88,6.30,32.70,23.00
2015-02-24,1.65,25.26,10.50,30.20,22.00
2015-02-25,1.33,24.07,5.50,30.30,19.10
2015-02-26,1.97,26.41,8.00,32.70,21.70
2015-02-27,1.89,27.19,10.60,38.80,21.60
2015-02-28,1.18,24.49,8.80,28.40,22.20
2015-03-01,2.20,24.17,8.60,28.70,19.50
2015-03-02,1.28,24.03,3.80,29.00,19.40
2015-03-03,2.12,25.35,8.00,30.50,20.10
2015-03-04,2.21,26.09,8.70,30.40,21.50
2015-03-05,1.46,26.22,6.70,32.40,22.10
2015-03-06,1.48,24.82,7.30,28.80,22.90
2015-03-07,1.62,24.96,10.20,29.00,23.00
2015-03-08,1.23,24.33,6.30,29.70,21.90
2015-03-09,1.25,23.72,9.40,29.00,21.50
2015-03-10,1.57,24.93,9.10,31.10,21.40
2015-03-11,1.79,24.95,7.00,33.40,20.50
2015-03-12,2.27,25.60,8.70,30.80,21.20
2015-03-13,1.77,25.41,7.50,30.60,21.80
2015-03-14,1.39,26.02,5.20,31.10,22.20
2015-03-15,1.31,26.32,11.90,32.90,23.40
2015-03-16,1.38,25.18,7.70,29.80,21.90
2015-03-17,2.14,23.94,8.80,28.00,21.40
2015-03-18,1.10,22.86,4.60,25.90,20.90
2015-03-19,1.19,22.98,4.10,27.90,20.10
2015-03-20,1.04,23.31,4.00,27.40,21.50
2015-03-21,1.31,24.24,13.70,31.40,20.60
2015-03-22,1.24,22.13,5.60,25.30,20.20
2015-03-23,2.08,22.31,7.00,27.30,18.90
2015-03-24,2.01,23.49,7.60,27.70,19.40
2015-03-25,1.85,23.66,7.10,29.00,19.10
2015-03-26,1.68,24.64,6.50,32.00,19.20
2015-03-27,1.97,24.40,7.60,28.20,21.80
2015-03-28,1.34,22.81,6.20,24.60,21.80
2015-03-29,1.64,21.43,10.30,22.30,20.00
2015-03-30,1.45,23.14,6.60,29.30,20.10
2015-03-31,1.83,24.93,8.00,31.70,19.20
2015-04-01,1.99,23.93,7.80,29.10,19.70
2015-04-02,1.96,23.77,6.70,30.40,18.30
2015-04-03,1.87,23.09,7.10,29.60,18.30
2015-04-04,1.93,22.96,6.90,28.50,17.70
2015-04-05,1.24,24.06,4.60,29.80,20.90
2015-04-06,2.22,23.24,14.10,28.00,19.10
2015-04-07,1.46,19.83,7.00,24.60,15.90
2015-04-08,1.54,20.40,5.40,25.60,15.00
2015-04-09,1.94,22.23,6.70,27.90,17.50
2015-04-10,1.86,23.14,7.30,28.40,18.50
2015-04-11,1.93,23.10,6.40,28.60,18.30
2015-04-12,1.90,23.38,7.10,29.00,18.40
2015-04-13,1.78,22.98,8.70,28.50,17.70
2015-04-14,1.67,23.30,5.80,28.80,18.80
2015-04-15,0.98,23.38,3.10,27.90,21.10
2015-04-16,1.49,24.31,7.30,27.90,21.90
2015-04-17,1.59,23.80,6.50,27.40,21.60
2015-04-18,1.49,24.17,6.90,30.20,20.70
2015-04-19,1.57,24.26,5.50,27.90,22.70
2015-04-20,1.45,25.59,5.50,30.40,22.90
2015-04-21,1.75,23.81,8.20,28.80,21.10
2015-04-22,1.34,20.59,8.60,22.10,19.50
2015-04-23,2.40,20.48,9.90,22.80,19.00
2015-04-24,1.56,22.68,7.80,29.10,19.40
2015-04-25,2.11,21.80,8.50,26.50,17.70
2015-04-26,1.08,20.51,5.50,25.10,17.20
2015-04-27,1.82,22.25,6.90,26.80,18.90
2015-04-28,2.19,22.99,9.70,27.70,19.20
2015-04-29,2.02,20.25,11.40,24.30,17.50
2015-04-30,0.97,18.85,3.80,23.00,16.60
2015-05-01,1.88,19.76,7.40,25.90,14.30
