data,v_vento,t_med,v_rajada,t_max,t_min
2006-12-04,0.96,27.21,6.00,32.10,22.10
2006-12-05,1.59,25.37,11.00,34.00,20.20
2006-12-06,2.02,26.96,8.50,34.70,21.20
2006-12-07,1.69,26.84,11.70,34.30,22.70
2006-12-08,1.44,22.98,7.40,28.10,20.90
2006-12-09,1.61,23.75,7.50,29.70,20.70
2006-12-10,1.32,22.08,6.40,24.60,20.90
2006-12-11,0.71,21.81,3.70,24.00,20.30
2006-12-12,1.18,23.12,7.70,28.70,20.70
2006-12-13,0.93,25.30,8.00,31.10,21.30
2006-12-14,0.80,24.09,3.90,26.80,22.60
2006-12-15,0.96,24.58,4.70,28.90,21.40
2006-12-16,1.25,24.80,8.40,29.60,22.10
2006-12-17,1.48,25.51,9.10,31.70,20.20
2006-12-18,1.10,24.05,8.50,31.60,20.00
2006-12-19,1.73,26.72,11.20,34.10,20.40
2006-12-20,1.50,27.69,8.20,35.30,21.90
2006-12-21,1.47,28.41,9.80,36.50,22.40
2006-12-22,1.43,29.15,10.30,38.00,22.90
2006-12-23,1.46,27.50,7.40,34.70,21.90
2006-12-24,1.28,27.55,5.70,32.60,22.00
2006-12-25,1.52,26.05,8.80,31.20,22.20
2006-12-26,1.33,27.71,7.00,34.90,24.40
2006-12-27,1.53,24.62,10.10,30.50,22.20
2006-12-28,0.95,24.49,5.80,28.30,22.80
2006-12-29,1.23,22.38,6.80,25.00,19.80
2006-12-30,1.57,22.70,7.90,28.50,19.10
2006-12-31,1.38,23.75,9.20,30.50,20.90
2007-01-01,1.06,23.23,6.20,27.20,21.10
2007-01-02,1.11,22.39,5.40,24.50,21.30
2007-01-03,1.16,21.77,4.90,23.70,20.90
2007-01-04,0.78,21.11,4.60,21.90,20.20
2007-01-05,1.18,24.73,7.80,30.60,20.60
2007-01-06,1.14,26.48,8.30,32.90,22.50
2007-01-07,1.17,27.43,7.30,35.20,22.60
2007-01-08,1.06,26.81,6.00,33.90,22.00
2007-01-09,1.23,25.32,10.50,32.80,22.00
2007-01-10,1.47,25.46,8.80,31.80,20.80
2007-01-11,1.18,26.11,9.40,33.10,22.10
2007-01-12,1.70,28.59,10.10,36.30,23.50
2007-01-13,1.50,26.94,7.70,29.50,24.30
2007-01-14,1.62,26.08,8.40,31.00,23.60
2007-01-15,1.37,23.85,5.60,26.90,22.60
2007-01-16,1.47,22.94,6.90,25.10,21.10
2007-01-17,1.27,25.56,6.90,33.00,20.70
2007-01-18,1.68,27.49,9.90,34.80,21.20
2007-01-19,1.25,29.00,7.00,36.60,23.30
2007-01-20,1.78,28.82,8.00,35.70,22.40
2007-01-21,1.31,27.42,7.20,36.50,20.00
2007-01-22,1.16,23.81,6.10,27.80,22.00
2007-01-23,1.25,23.25,6.50,27.90,21.30
2007-01-24,0.84,23.88,4.20,27.50,21.50
2007-01-25,1.25,25.94,11.00,32.90,22.70
2007-01-26,1.30,26.10,8.10,34.10,22.60
2007-01-27,1.04,25.30,14.70,33.70,21.90
2007-01-28,1.48,26.19,7.80,32.00,22.50
2007-01-29,1.65,27.29,10.60,33.90,23.10
2007-01-30,1.28,27.04,12.00,32.60,22.70
2007-01-31,1.16,24.37,7.40,31.40,22.20
2007-02-01,0.98,24.98,7.60,29.40,22.40
2007-02-02,1.40,27.48,7.40,34.30,23.60
2007-02-03,1.18,25.38,10.40,32.50,22.20
2007-02-04,1.48,24.57,7.90,31.60,21.20
2007-02-05,1.55,25.36,9.80,31.70,20.40
2007-02-06,1.57,26.42,9.20,32.10,23.10
2007-02-07,1.39,26.09,9.20,31.80,22.00
2007-02-08,1.56,26.23,7.10,33.40,20.50
2007-02-09,1.30,26.48,6.90,33.70,20.60
2007-02-10,,,,,
2007-02-11,1.26,24.64,8.60,31.30,21.10
2007-02-12,,,,,
2007-02-13,,,,,
2007-02-14,,,,,
2007-02-15,0.70,23.52,3.20,24.70,22.90
2007-02-16,1.19,25.15,6.50,32.30,21.90
2007-02-17,,,,,
2007-02-18,,,,,
2007-02-19,,,,,
2007-02-20,,,,,
2007-02-21,,,,,
2007-02-22,,,,,
2007-02-23,,,,,
2007-02-24,,,,,
2007-02-25,,,,,
2007-02-26,,,,,
2007-02-27,,,,,
2007-02-28,,,,,
2007-03-01,,,,,
2007-03-02,,,,,
2007-03-03,,,,,
2007-03-04,,,,,
2007-03-05,,,,,
2007-03-06,,,,,
2007-03-07,2.38,30.16,8.50,33.70,23.90
2007-03-08,1.35,26.34,6.50,33.80,21.20
2007-03-09,1.26,25.95,5.90,33.90,19.50
2007-03-10,1.58,25.39,9.60,34.30,18.20
2007-03-11,1.78,26.52,8.50,34.60,20.00
2007-03-12,1.48,26.76,7.20,34.80,20.50
2007-03-13,1.48,26.30,6.30,34.30,20.10
2007-03-14,1.46,25.78,7.60,33.20,20.10
2007-03-15,1.38,26.55,7.20,34.40,20.10
2007-03-16,1.23,27.10,7.10,36.70,20.30
2007-03-17,1.45,26.90,10.10,34.90,21.40
2007-03-18,1.71,27.75,10.90,35.00,23.40
2007-03-19,1.36,27.75,10.10,36.30,22.80
2007-03-20,1.58,28.25,9.90,37.60,22.60
2007-03-21,1.66,29.01,7.50,37.60,22.50
2007-03-22,1.62,28.67,7.30,35.80,23.10
2007-03-23,1.39,27.78,9.30,36.30,21.40
2007-03-24,1.57,27.61,6.40,36.80,21.30
2007-03-25,1.48,27.08,13.70,36.70,22.10
2007-03-26,1.39,27.01,9.40,33.70,22.90
2007-03-27,1.47,27.36,9.10,35.20,21.00
2007-03-28,1.37,26.93,8.30,36.20,20.60
2007-03-29,1.58,26.21,9.10,35.00,19.80
2007-03-30,1.48,26.67,8.70,33.80,21.10
2007-03-31,1.22,26.29,6.90,34.30,20.40
2007-04-01,1.49,26.42,6.60,34.40,20.00
2007-04-02,1.73,26.48,7.50,33.40,20.90
2007-04-03,1.49,26.67,8.00,34.80,21.20
2007-04-04,1.46,27.30,7.20,36.00,20.80
2007-04-05,1.72,26.53,9.20,33.70,20.70
2007-04-06,1.19,24.15,6.90,27.00,22.00
2007-04-07,1.26,24.42,6.90,30.10,21.60
2007-04-08,1.60,26.92,9.20,33.30,22.30
2007-04-09,0.95,24.58,5.90,28.50,22.20
2007-04-10,1.46,23.72,12.40,31.30,19.60
2007-04-11,1.42,23.99,9.80,31.10,19.20
2007-04-12,1.44,25.14,7.40,33.20,19.20
2007-04-13,1.58,25.85,8.90,33.60,19.40
2007-04-14,1.49,24.33,9.50,32.40,18.80
2007-04-15,1.50,25.17,9.80,31.30,21.20
2007-04-16,1.60,24.37,12.50,32.30,20.30
2007-04-17,1.61,23.13,7.90,30.70,19.70
2007-04-18,1.51,24.27,6.80,30.70,19.90
2007-04-19,1.31,24.11,9.00,28.50,21.20
2007-04-20,1.17,24.37,5.30,28.60,21.10
2007-04-21,1.20,25.03,5.40,29.90,21.90
2007-04-22,0.94,24.89,5.50,29.90,22.60
2007-04-23,1.30,25.25,6.60,31.20,21.80
2007-04-24,1.25,25.12,8.80,31.70,20.40
2007-04-25,1.49,25.13,9.80,31.80,20.50
2007-04-26,1.64,24.62,9.90,31.80,19.00
2007-04-27,1.37,26.07,10.20,34.70,20.20
2007-04-28,1.25,21.55,11.40,26.40,19.70
2007-04-29,0.84,21.62,4.90,26.40,19.50
2007-04-30,1.39,23.88,7.80,29.90,20.40
2007-05-01,1.34,22.75,6.50,28.50,17.40
2007-05-02,1.12,21.04,5.00,28.90,15.90
2007-05-03,1.41,21.66,6.00,30.60,15.90
2007-05-04,0.62,19.75,8.60,23.60,16.70
2007-05-05,1.17,20.80,6.50,26.80,16.00
2007-05-06,1.12,22.84,6.40,30.70,17.20
2007-05-07,0.53,18.77,2.10,23.20,16.90
2007-05-08,0.98,24.02,6.10,33.50,17.40
2007-05-09,1.67,23.55,9.00,32.00,18.10
2007-05-10,1.60,19.24,10.00,23.00,16.60
2007-05-11,1.35,18.60,6.60,24.80,14.20
2007-05-12,1.18,19.20,6.00,28.50,13.40
2007-05-13,1.52,21.04,5.40,29.00,15.30
2007-05-14,1.16,21.58,7.10,31.70,14.60
2007-05-15,1.59,22.06,7.50,27.30,17.70
2007-05-16,1.18,23.23,7.00,30.10,19.00
2007-05-17,1.34,23.20,7.00,32.20,16.70
2007-05-18,1.15,23.00,6.90,31.60,17.10
2007-05-19,1.22,21.73,5.90,28.50,16.00
2007-05-20,0.88,21.68,6.60,26.60,18.30
2007-05-21,0.90,23.02,6.20,28.00,20.50
2007-05-22,1.34,22.23,8.20,29.30,17.80
2007-05-23,1.77,24.00,8.20,31.10,17.80
2007-05-24,1.15,19.84,8.80,25.10,18.30
2007-05-25,1.27,18.75,6.10,24.00,14.70
2007-05-26,1.05,17.35,4.70,25.20,11.70
2007-05-27,1.46,19.07,7.90,27.80,12.10
2007-05-28,1.56,21.87,6.70,27.60,17.40
2007-05-29,1.44,22.63,9.30,29.20,17.70
2007-05-30,1.83,18.93,7.40,23.10,16.90
2007-05-31,1.16,17.81,5.90,21.60,13.50
2007-06-01,1.90,19.11,10.20,26.20,13.00
2007-06-02,1.92,23.15,9.10,32.30,15.60
2007-06-03,1.52,23.82,7.70,29.50,19.40
2007-06-04,2.32,19.97,7.30,23.90,15.20
2007-06-05,1.11,16.83,6.60,24.80,10.70
2007-06-06,1.30,18.84,5.70,27.30,12.40
2007-06-07,1.23,20.19,5.50,28.70,14.60
2007-06-08,1.29,21.33,6.50,30.60,14.80
2007-06-09,1.30,21.65,6.20,29.50,15.70
2007-06-10,1.15,21.35,6.10,29.30,15.50
2007-06-11,1.43,21.40,5.70,30.10,16.10
2007-06-12,1.04,20.23,5.50,31.40,13.40
2007-06-13,1.45,20.70,7.40,30.80,14.40
2007-06-14,1.38,21.94,5.80,31.80,14.60
2007-06-15,1.49,22.26,7.60,31.20,14.70
2007-06-16,1.21,22.85,7.10,34.30,14.10
2007-06-17,1.58,23.00,6.90,27.80,18.90
2007-06-18,1.35,21.34,5.50,30.60,16.40
2007-06-19,1.61,20.27,8.40,29.50,13.20
2007-06-20,1.47,19.67,6.70,27.70,12.90
2007-06-21,1.27,20.92,7.30,29.50,14.50
2007-06-22,1.40,20.23,6.00,28.30,14.30
2007-06-23,1.19,20.65,7.80,30.40,13.50
2007-06-24,0.89,20.85,6.10,31.10,14.10
2007-06-25,1.31,20.84,8.00,27.00,15.70
2007-06-26,0.91,20.70,5.30,23.10,19.00
2007-06-27,1.09,21.82,6.00,28.80,17.60
2007-06-28,1.10,20.66,7.30,30.50,13.40
2007-06-29,1.77,21.00,6.60,28.40,14.10
2007-06-30,1.20,22.47,5.80,28.80,18.70
2007-07-01,1.58,21.05,7.40,28.70,14.80
2007-07-02,1.88,22.15,7.50,26.80,19.90
2007-07-03,1.49,22.10,6.40,27.60,18.40
2007-07-04,0.88,19.73,7.00,29.10,13.40
2007-07-05,1.40,20.38,7.30,29.50,14.00
2007-07-06,1.30,21.14,8.30,29.60,14.70
