data,v_vento,t_med,v_rajada,t_max,t_min
1999-03-01,1.12,23.07,3.70,29.80,18.50
1999-03-02,0.96,22.67,3.10,30.50,17.40
1999-03-03,1.39,23.09,4.90,29.80,18.00
1999-03-04,1.53,22.25,5.30,28.70,17.00
1999-03-05,1.75,20.47,5.00,26.40,16.60
1999-03-06,1.74,21.79,6.30,28.30,18.80
1999-03-07,1.62,21.71,5.80,28.80,16.70
1999-03-08,1.24,22.14,4.60,29.10,18.10
1999-03-09,1.42,20.44,7.80,25.40,18.20
1999-03-10,1.21,21.66,4.80,28.10,18.00
1999-03-11,1.46,21.87,7.20,29.10,18.30
1999-03-12,2.05,19.43,10.10,24.60,15.70
1999-03-13,1.91,18.51,7.10,25.90,13.60
1999-03-14,2.17,18.29,6.20,25.70,12.70
1999-03-15,1.65,19.28,6.70,26.60,14.20
1999-03-16,1.67,20.31,6.10,27.40,14.90
1999-03-17,1.55,20.64,5.80,27.50,15.40
1999-03-18,1.87,20.39,5.40,28.10,14.80
1999-03-19,1.32,20.37,4.00,28.60,15.30
1999-03-20,1.30,22.38,5.60,30.60,16.50
1999-03-21,1.34,20.82,4.80,25.50,17.40
1999-03-22,1.31,18.43,4.30,20.00,17.70
1999-03-23,1.16,19.05,6.10,22.90,17.30
1999-03-24,1.03,20.68,3.70,27.30,17.70
1999-03-25,1.31,22.66,6.00,29.50,16.20
1999-03-26,1.25,22.56,5.80,28.00,18.60
1999-03-27,1.08,22.33,4.80,30.70,18.20
1999-03-28,1.53,22.90,10.20,30.40,17.70
1999-03-29,1.63,21.60,7.40,26.80,18.40
1999-03-30,1.75,18.91,7.10,24.00,17.10
1999-03-31,1.64,19.39,5.70,23.30,17.30
1999-04-01,1.38,20.59,5.60,26.60,17.60
1999-04-02,1.30,22.72,7.40,29.30,19.00
1999-04-03,1.25,23.78,3.90,30.70,18.40
1999-04-04,1.47,22.32,4.10,28.30,18.40
1999-04-05,1.40,21.23,3.70,28.60,17.60
1999-04-06,1.52,20.67,6.80,27.70,17.00
1999-04-07,1.63,20.45,9.80,26.80,16.10
1999-04-08,1.70,17.43,5.30,24.30,13.80
1999-04-09,2.34,17.25,7.20,21.50,15.10
1999-04-10,2.04,16.72,5.60,20.90,14.30
1999-04-11,2.00,18.16,8.70,24.30,14.40
1999-04-12,1.58,18.89,8.00,25.50,14.60
1999-04-13,1.23,19.17,5.00,24.70,16.90
1999-04-14,1.13,18.38,6.00,21.50,17.10
1999-04-15,1.57,16.90,17.20,19.30,14.90
1999-04-16,1.89,15.30,10.80,18.40,9.20
1999-04-17,3.20,7.20,8.80,14.80,1.60
1999-04-18,1.96,8.83,5.60,18.60,0.70
1999-04-19,1.11,12.36,4.90,22.80,4.20
1999-04-20,1.02,14.48,3.80,22.40,8.30
1999-04-21,0.85,14.59,2.70,19.90,11.60
