data,v_vento,t_med,v_rajada,t_max,t_min
1998-07-10,0.60,9.10,3.30,9.20,9.00
1998-07-11,,,,,
1998-07-12,,,,,
1998-07-13,3.14,12.39,7.00,14.50,10.60
1998-07-14,1.80,10.92,5.80,16.50,7.10
1998-07-15,1.14,11.54,2.80,18.20,8.00
1998-07-16,0.99,9.72,3.40,20.40,4.00
1998-07-17,1.58,13.76,5.50,24.00,5.10
1998-07-18,2.74,14.64,9.80,24.60,9.80
1998-07-19,1.85,12.62,5.90,15.00,11.70
1998-07-20,1.93,13.69,4.80,18.70,11.30
1998-07-21,1.91,15.32,6.40,22.80,11.70
1998-07-22,2.67,13.77,5.90,15.80,11.50
1998-07-23,2.29,13.33,6.70,15.90,11.50
1998-07-24,2.61,14.84,6.70,18.30,13.40
1998-07-25,3.33,16.91,12.80,23.30,12.80
1998-07-26,2.18,18.40,6.60,23.20,14.90
1998-07-27,1.60,14.40,5.50,24.60,5.80
1998-07-28,2.06,16.88,6.60,26.00,10.30
1998-07-29,1.55,14.84,9.50,19.20,10.60
1998-07-30,2.59,10.35,8.00,12.80,7.60
1998-07-31,2.54,9.92,6.10,11.70,9.10
1998-08-01,2.49,17.64,8.60,21.80,13.80
1998-08-02,2.36,13.47,6.90,17.50,11.60
1998-08-03,1.45,13.85,4.80,21.20,7.70
1998-08-04,2.84,12.78,8.30,17.40,9.80
1998-08-05,2.12,13.17,7.20,15.90,11.90
1998-08-06,1.71,13.55,5.40,20.00,10.00
1998-08-07,1.84,11.82,6.70,18.40,6.50
1998-08-08,2.12,12.36,6.40,15.20,9.30
1998-08-09,2.28,14.46,8.00,17.40,12.80
1998-08-10,2.33,14.93,5.70,17.90,13.60
1998-08-11,1.80,16.76,7.40,23.60,12.50
1998-08-12,2.96,15.24,7.70,18.20,13.50
1998-08-13,2.31,14.67,12.40,18.60,12.80
1998-08-14,3.75,17.98,11.10,21.70,14.30
1998-08-15,2.93,20.87,12.20,25.90,16.20
1998-08-16,2.96,15.79,6.40,19.40,13.90
1998-08-17,2.53,16.90,5.40,21.20,13.10
1998-08-18,2.19,15.43,10.10,18.80,13.10
1998-08-19,1.81,16.95,6.90,23.40,13.40
1998-08-20,2.35,16.41,14.30,22.10,12.30
1998-08-21,2.38,15.19,5.60,17.20,14.10
1998-08-22,2.17,13.35,7.20,14.40,12.20
1998-08-23,2.92,15.10,7.40,21.40,11.90
1998-08-24,2.79,19.58,10.10,27.00,13.70
1998-08-25,1.66,21.05,6.30,29.40,14.30
1998-08-26,3.41,19.03,10.90,27.00,14.10
1998-08-27,3.59,16.22,10.10,20.20,11.80
1998-08-28,1.96,11.68,5.70,19.30,6.50
1998-08-29,1.99,13.85,7.30,20.80,10.50
1998-08-30,2.59,10.60,7.30,13.70,8.70
1998-08-31,2.96,9.93,7.40,13.70,7.80
1998-09-01,2.23,13.76,6.00,20.70,9.00
1998-09-02,1.99,16.52,7.10,24.10,10.60
1998-09-03,2.80,17.67,12.20,26.10,9.30
1998-09-04,2.72,17.58,8.00,22.10,14.70
1998-09-05,2.19,14.27,5.80,15.90,12.90
1998-09-06,1.98,13.70,6.50,16.30,12.40
1998-09-07,2.65,14.52,8.00,17.70,13.20
1998-09-08,2.10,16.33,9.60,20.50,14.90
1998-09-09,1.88,12.52,5.70,15.10,10.40
1998-09-10,2.17,11.63,7.10,16.20,8.20
1998-09-11,2.50,17.64,7.40,26.70,12.20
1998-09-12,3.80,21.65,12.90,28.60,15.40
1998-09-13,2.23,17.36,8.80,21.50,15.10
1998-09-14,3.14,12.45,7.40,15.40,11.20
1998-09-15,2.12,12.82,13.50,16.60,11.80
1998-09-16,1.75,14.35,6.20,19.60,12.10
1998-09-17,2.39,16.30,8.80,26.00,12.00
1998-09-18,3.13,17.11,10.90,20.30,14.60
1998-09-19,2.37,12.49,6.20,13.40,11.90
1998-09-20,2.43,11.84,8.70,12.80,10.90
1998-09-21,2.42,13.18,7.00,19.10,11.00
1998-09-22,2.36,12.08,6.00,15.80,9.40
1998-09-23,3.11,11.99,8.90,15.30,10.20
1998-09-24,2.64,13.45,8.40,20.20,8.40
1998-09-25,2.03,14.16,7.70,18.60,11.70
1998-09-26,2.37,17.30,6.10,24.70,12.40
1998-09-27,3.67,15.46,10.30,16.40,14.90
1998-09-28,1.92,15.43,5.20,17.80,13.40
1998-09-29,1.62,13.52,4.70,16.80,11.40
1998-09-30,2.24,11.90,5.30,13.70,10.90
1998-10-01,2.22,13.06,5.90,17.10,11.60
1998-10-02,2.16,14.65,7.50,18.30,12.40
1998-10-03,3.07,14.41,7.20,16.70,13.10
1998-10-04,2.32,19.38,6.50,27.80,13.80
1998-10-05,3.92,18.83,18.90,23.40,14.10
1998-10-06,1.95,14.70,6.30,17.00,13.10
1998-10-07,2.39,13.55,7.20,14.20,12.80
1998-10-08,2.42,14.62,9.10,18.40,12.90
1998-10-09,2.36,14.89,7.30,21.00,12.50
1998-10-10,2.43,14.41,6.80,19.60,10.00
1998-10-11,2.67,14.71,12.20,21.50,11.60
1998-10-12,1.98,17.16,6.20,24.60,12.60
1998-10-13,1.77,16.07,5.90,19.40,14.00
1998-10-14,1.90,16.99,5.60,22.40,14.50
1998-10-15,1.94,16.80,5.20,23.70,12.80
1998-10-16,2.35,16.12,6.20,18.60,14.30
1998-10-17,2.73,17.03,10.50,19.60,13.70
1998-10-18,2.83,14.64,8.90,20.60,11.10
1998-10-19,2.65,13.51,7.40,18.00,12.00
1998-10-20,2.32,13.95,7.20,18.10,10.80
1998-10-21,2.33,16.17,4.70,20.10,13.40
1998-10-22,3.00,18.65,6.70,26.40,13.60
1998-10-23,3.08,21.59,8.50,29.40,14.20
1998-10-24,3.58,14.42,8.20,16.90,12.20
1998-10-25,3.06,12.27,8.00,13.90,11.00
1998-10-26,2.33,15.16,6.40,17.40,13.40
1998-10-27,1.30,15.53,3.10,16.00,15.10
1998-10-28,2.12,17.68,5.90,21.50,15.00
1998-10-29,2.17,18.31,6.70,25.90,12.50
1998-10-30,3.09,15.30,7.70,18.00,14.00
1998-10-31,1.75,16.06,5.80,21.30,12.00
1998-11-01,2.73,15.02,7.00,18.50,11.40
1998-11-02,2.72,12.90,6.30,16.50,11.20
1998-11-03,2.22,13.83,6.60,19.00,10.00
1998-11-04,1.56,14.69,6.00,24.60,7.80
1998-11-05,1.85,19.07,7.00,27.60,14.60
1998-11-06,1.92,19.43,7.40,26.70,15.30
1998-11-07,3.37,21.04,12.20,29.90,15.80
1998-11-08,2.13,18.84,8.40,24.80,15.10
1998-11-09,2.29,15.68,7.50,21.50,12.60
1998-11-10,2.40,15.76,5.70,19.10,14.10
1998-11-11,3.17,14.01,8.40,17.60,12.10
1998-11-12,2.73,14.82,9.40,21.00,11.70
1998-11-13,2.41,15.65,6.90,19.40,13.10
1998-11-14,2.26,16.11,6.80,19.10,14.20
1998-11-15,2.36,17.70,7.50,24.30,11.90
1998-11-16,2.63,20.39,8.40,29.30,14.00
1998-11-17,2.05,22.29,9.00,29.20,14.70
1998-11-18,2.35,18.84,7.30,24.10,12.60
1998-11-19,2.42,13.61,7.30,16.50,11.80
1998-11-20,2.01,17.17,5.70,24.90,12.70
1998-11-21,2.02,15.65,6.00,20.90,14.20
1998-11-22,2.28,16.52,7.00,22.60,14.20
1998-11-23,2.57,16.67,7.40,22.80,13.30
1998-11-24,2.78,17.95,7.60,28.00,10.60
1998-11-25,2.36,20.75,6.70,27.50,14.00
1998-11-26,2.40,20.20,7.90,25.60,17.00
1998-11-27,2.18,17.22,6.00,22.10,14.70
1998-11-28,2.17,19.70,5.10,27.00,15.20
1998-11-29,2.08,21.58,8.30,29.90,16.10
1998-11-30,2.07,18.47,6.50,21.60,17.00
1998-12-01,2.22,18.48,5.50,28.80,10.50
1998-12-02,1.90,21.03,7.30,32.50,10.90
1998-12-03,2.27,22.48,6.70,30.90,16.60
1998-12-04,2.88,17.23,9.30,17.90,16.70
1998-12-05,2.29,20.73,7.80,27.30,16.90
1998-12-06,1.63,19.50,5.70,25.50,16.30
1998-12-07,2.33,17.86,6.00,21.60,15.30
1998-12-08,2.63,21.60,7.60,31.00,16.70
1998-12-09,2.95,21.14,13.40,28.10,17.80
1998-12-10,1.91,18.46,5.20,20.00,17.40
1998-12-11,2.88,22.43,8.80,25.40,19.60
1998-12-12,2.80,21.57,9.90,27.90,14.90
1998-12-13,2.12,22.17,6.10,29.90,15.30
1998-12-14,2.02,22.88,7.80,30.50,19.00
1998-12-15,2.36,20.60,6.60,25.50,17.50
1998-12-16,1.57,21.67,10.80,28.50,17.80
1998-12-17,3.29,21.00,15.50,27.10,17.10
1998-12-18,4.54,18.35,12.50,23.90,13.30
1998-12-19,1.87,18.60,6.40,26.60,12.70
1998-12-20,2.46,19.09,6.60,24.20,15.90
1998-12-21,2.98,21.01,10.50,27.50,15.90
1998-12-22,2.04,19.34,8.40,23.90,17.20
1998-12-23,2.32,14.69,7.00,17.40,13.20
1998-12-24,2.89,15.91,7.30,18.90,13.50
1998-12-25,2.33,17.62,6.20,21.50,15.20
1998-12-26,2.24,18.03,7.70,22.10,15.40
1998-12-27,2.05,19.51,6.70,26.30,15.20
1998-12-28,2.38,20.60,8.00,27.50,16.10
1998-12-29,3.25,19.78,11.60,24.20,16.70
1998-12-30,2.83,21.60,10.30,27.60,16.90
1998-12-31,1.64,20.01,6.00,29.00,12.40
1999-01-01,2.26,19.58,9.70,26.00,15.40
1999-01-02,1.87,21.31,5.40,27.70,17.20
1999-01-03,2.04,21.47,5.80,27.10,17.40
1999-01-04,2.95,20.65,7.40,25.50,17.80
1999-01-05,2.21,20.67,7.40,26.30,17.60
1999-01-06,2.61,17.78,7.10,20.10,16.00
1999-01-07,3.18,16.91,7.30,19.70,14.90
1999-01-08,2.38,16.62,7.30,18.30,14.90
1999-01-09,1.94,18.11,6.30,20.40,16.90
1999-01-10,1.51,17.94,4.80,19.80,17.20
1999-01-11,1.82,17.82,4.70,20.00,16.20
1999-01-12,1.69,15.62,5.00,17.90,14.90
1999-01-13,2.27,18.38,5.80,22.50,15.00
1999-01-14,1.76,19.74,6.20,25.70,16.30
1999-01-15,2.16,20.86,9.10,27.90,17.40
1999-01-16,1.99,19.44,8.10,23.90,17.10
1999-01-17,2.38,19.49,6.90,22.40,17.30
1999-01-18,2.41,22.19,12.30,28.20,18.40
1999-01-19,1.62,22.12,9.60,29.90,17.10
1999-01-20,2.52,23.18,10.10,30.90,16.70
1999-01-21,1.60,21.94,8.60,31.40,16.00
1999-01-22,2.04,21.39,8.20,28.60,17.00
1999-01-23,1.34,19.11,6.20,22.80,17.80
1999-01-24,2.15,21.41,6.90,26.70,18.50
1999-01-25,1.50,22.74,5.10,29.30,19.10
1999-01-26,1.38,23.19,5.00,30.50,19.70
1999-01-27,,,,,
1999-01-28,1.60,22.96,5.40,28.20,19.50
1999-01-29,2.93,21.92,9.00,27.00,18.20
1999-01-30,2.45,23.08,9.00,27.50,18.60
1999-01-31,1.59,21.30,6.30,27.30,18.40
1999-02-01,2.34,21.49,7.00,24.80,18.40
1999-02-02,2.61,19.97,11.40,26.60,16.30
1999-02-03,1.62,20.95,6.40,28.80,14.10
1999-02-04,1.74,22.64,8.60,30.50,17.60
1999-02-05,2.02,22.54,7.00,29.00,17.60
1999-02-06,1.87,22.00,8.20,28.20,17.20
1999-02-07,2.31,22.28,9.30,30.00,18.20
1999-02-08,1.85,20.84,9.40,25.60,18.40
1999-02-09,2.32,20.64,9.40,27.40,17.90
1999-02-10,2.30,18.55,7.70,21.90,17.00
1999-02-11,2.26,21.52,8.00,27.80,17.30
1999-02-12,1.97,18.84,7.20,24.10,14.90
1999-02-13,2.88,19.88,7.40,27.80,15.90
1999-02-14,2.58,19.73,6.80,24.90,17.60
1999-02-15,1.93,19.73,5.90,23.80,16.90
1999-02-16,2.02,21.18,5.60,26.50,18.70
1999-02-17,2.11,21.06,8.90,27.90,16.70
1999-02-18,1.43,20.46,8.50,26.70,18.00
1999-02-19,2.07,19.54,7.30,22.90,17.20
1999-02-20,2.23,19.70,6.30,24.90,17.40
1999-02-21,1.86,19.99,8.20,26.00,16.80
1999-02-22,1.50,19.17,6.50,24.20,17.40
1999-02-23,1.80,20.65,5.50,27.10,16.90
1999-02-24,2.38,19.36,7.00,24.70,17.60
1999-02-25,1.53,20.17,6.40,26.60,15.60
1999-02-26,1.68,21.12,13.00,27.80,16.40
1999-02-27,1.91,21.27,6.60,28.10,17.20
1999-02-28,1.70,21.15,6.70,27.60,17.20
1999-03-01,1.87,21.00,9.20,27.00,17.10
1999-03-02,1.58,21.54,5.10,28.40,17.80
1999-03-03,1.91,21.49,8.00,27.70,17.20
1999-03-04,2.52,20.61,7.40,24.70,16.90
1999-03-05,1.84,19.51,5.70,24.00,16.60
1999-03-06,2.35,19.92,7.20,24.50,18.10
1999-03-07,2.10,20.16,7.40,25.30,17.60
1999-03-08,1.91,20.60,6.40,28.40,16.10
1999-03-09,1.78,21.70,7.40,28.00,18.50
1999-03-10,1.12,22.75,5.80,29.20,18.50
1999-03-11,1.94,21.21,9.20,27.90,18.00
1999-03-12,2.82,17.86,6.90,23.00,15.20
1999-03-13,1.81,16.29,6.70,21.20,14.60
1999-03-14,2.32,17.30,8.00,21.50,14.30
1999-03-15,2.40,18.14,7.50,23.40,15.40
1999-03-16,2.30,18.64,6.70,23.50,15.00
1999-03-17,2.47,19.11,7.50,23.90,16.00
1999-03-18,2.22,19.00,6.70,24.70,15.60
1999-03-19,2.14,19.90,6.10,26.50,16.50
1999-03-20,1.24,21.60,9.10,29.40,16.70
1999-03-21,1.55,21.43,6.40,27.10,18.20
1999-03-22,1.11,19.38,4.50,21.10,18.00
1999-03-23,1.41,19.22,5.40,22.80,17.40
1999-03-24,1.10,21.13,5.30,26.20,17.90
1999-03-25,1.65,22.39,7.90,29.50,17.10
