data,v_vento,t_med,v_rajada,t_max,t_min
1997-08-10,4.83,22.08,9.30,24.20,20.20
1997-08-11,5.70,19.95,11.10,20.30,19.70
1997-08-12,,,,,
1997-08-13,,,,,
1997-08-14,,,,,
1997-08-15,,,,,
1997-08-16,,,,,
1997-08-17,,,,,
1997-08-18,,,,,
1997-08-19,,,,,
1997-08-20,,,,,
1997-08-21,,,,,
1997-08-22,,,,,
1997-08-23,,,,,
1997-08-24,,,,,
1997-08-25,,,,,
1997-08-26,,,,,
1997-08-27,,,,,
1997-08-28,,,,,
1997-08-29,,,,,
1997-08-30,,,,,
1997-08-31,,,,,
1997-09-01,,,,,
1997-09-02,,,,,
1997-09-03,,,,,
1997-09-04,,,,,
1997-09-05,,,,,
1997-09-06,,,,,
1997-09-07,,,,,
1997-09-08,,,,,
1997-09-09,,,,,
1997-09-10,6.46,19.29,10.70,19.80,18.80
1997-09-11,,,,,
1997-09-12,,,,,
1997-09-13,,,,,
1997-09-14,,,,,
1997-09-15,,,,,
1997-09-16,,,,,
1997-09-17,1.81,20.81,4.80,30.00,12.70
1997-09-18,2.02,20.10,6.00,27.10,15.90
1997-09-19,2.46,18.09,8.80,20.40,15.80
1997-09-20,2.78,17.95,13.30,19.50,15.90
1997-09-21,1.46,18.20,6.00,24.50,13.90
1997-09-22,1.75,19.13,5.50,27.10,11.50
1997-09-23,2.56,20.41,6.80,29.80,12.10
1997-09-24,2.86,22.31,9.10,31.50,16.50
1997-09-25,1.66,20.02,7.60,21.70,18.80
1997-09-26,2.59,20.12,8.90,24.40,17.30
1997-09-27,3.88,21.30,10.80,27.40,17.50
1997-09-28,3.80,24.66,9.70,32.10,19.90
1997-09-29,2.91,21.60,10.00,25.60,17.50
1997-09-30,3.73,22.26,10.40,28.50,17.60
1997-10-01,4.80,20.73,12.00,23.90,17.20
1997-10-02,2.63,16.72,9.80,21.90,13.00
1997-10-03,3.76,19.32,11.10,27.30,11.50
1997-10-04,7.05,22.71,15.70,30.40,16.20
1997-10-05,6.91,24.48,19.30,34.10,13.20
1997-10-06,3.23,16.00,10.30,21.90,13.30
1997-10-07,2.17,18.99,6.50,25.50,12.30
1997-10-08,4.31,19.31,9.30,24.20,16.70
1997-10-09,6.26,23.82,14.70,32.10,18.80
1997-10-10,6.90,19.96,16.50,26.00,10.10
1997-10-11,5.12,22.14,17.70,26.90,19.10
1997-10-12,4.31,26.62,9.30,33.80,19.70
1997-10-13,4.72,27.20,10.80,32.90,22.80
1997-10-14,3.79,26.84,10.40,33.40,22.00
1997-10-15,6.18,27.17,13.90,33.20,23.00
1997-10-16,1.56,19.87,13.80,23.10,17.80
1997-10-17,2.33,21.40,10.20,29.20,15.00
1997-10-18,3.13,19.94,7.60,23.10,17.10
1997-10-19,3.20,21.28,8.20,27.30,17.40
1997-10-20,3.77,22.62,10.50,28.10,16.90
1997-10-21,3.33,21.02,9.30,27.70,16.70
1997-10-22,1.79,22.67,4.80,30.30,16.40
1997-10-23,4.25,23.30,10.00,30.00,16.50
1997-10-24,3.06,22.27,10.00,25.90,19.20
1997-10-25,2.79,19.80,9.40,21.80,18.30
