data,v_vento,t_med,v_rajada,t_max,t_min
1997-06-01,3.70,10.58,7.90,15.90,7.00
1997-06-02,1.75,10.70,6.50,15.90,6.70
1997-06-03,3.62,12.71,7.20,15.10,11.10
1997-06-04,2.80,14.15,6.90,15.20,13.20
1997-06-05,2.60,14.10,8.20,16.30,11.90
1997-06-06,3.49,15.53,9.40,19.40,12.80
1997-06-07,5.32,9.27,12.10,12.80,6.10
1997-06-08,3.70,7.57,11.20,12.70,4.80
1997-06-09,1.70,9.67,5.80,18.00,4.70
1997-06-10,1.72,10.11,6.20,18.10,6.50
1997-06-11,2.83,9.99,7.50,12.00,8.10
1997-06-12,2.07,14.48,4.30,19.40,11.80
1997-06-13,2.96,16.75,14.20,21.90,14.00
1997-06-14,3.27,15.56,18.40,20.90,12.00
1997-06-15,4.36,12.18,18.20,17.40,8.30
1997-06-16,5.46,11.00,12.90,14.90,8.50
1997-06-17,2.26,11.27,5.90,20.20,6.00
1997-06-18,3.36,11.58,7.40,19.50,6.80
1997-06-19,3.61,14.68,11.00,20.50,11.70
1997-06-20,2.96,15.77,12.00,23.00,11.00
1997-06-21,5.97,22.15,13.10,25.80,20.10
1997-06-22,4.89,22.02,16.80,25.00,18.60
1997-06-23,5.14,22.68,13.50,26.00,20.20
1997-06-24,4.19,21.49,11.90,26.30,17.50
1997-06-25,7.04,20.70,10.90,23.90,17.70
1997-06-26,2.98,18.95,10.20,22.00,17.40
1997-06-27,2.87,14.30,8.70,17.50,10.40
1997-06-28,2.90,9.45,7.30,12.50,5.50
1997-06-29,3.61,8.83,8.20,10.90,6.80
1997-06-30,2.41,9.76,6.60,15.70,7.00
1997-07-01,4.20,7.39,7.60,13.70,4.20
1997-07-02,2.68,13.56,5.10,17.30,10.60
1997-07-03,3.47,18.42,10.70,22.00,15.60
1997-07-04,3.77,17.32,11.70,20.30,11.10
1997-07-05,3.15,11.57,6.80,19.70,6.50
1997-07-06,1.71,12.16,4.40,20.70,7.20
1997-07-07,1.67,15.07,5.00,22.00,11.40
1997-07-08,3.00,17.22,7.10,24.00,13.60
1997-07-09,2.92,15.94,5.90,22.30,13.30
1997-07-10,1.60,15.33,5.30,25.10,11.20
1997-07-11,1.03,15.35,3.00,24.40,10.40
1997-07-12,2.13,13.48,7.10,19.40,10.20
1997-07-13,2.66,15.23,8.40,23.80,11.70
1997-07-14,1.64,16.13,8.30,23.50,10.50
1997-07-15,1.27,18.33,8.10,25.00,14.60
1997-07-16,2.16,16.19,10.30,25.10,10.80
1997-07-17,2.79,15.92,11.00,18.30,13.80
1997-07-18,3.99,15.32,9.70,16.20,14.30
1997-07-19,3.95,15.60,9.60,18.50,14.00
1997-07-20,2.50,14.24,8.10,16.20,12.90
1997-07-21,2.28,14.05,7.80,17.30,12.40
1997-07-22,1.72,14.03,5.30,18.90,10.80
1997-07-23,3.38,10.60,9.50,15.30,8.40
1997-07-24,4.62,13.80,10.20,18.80,11.10
1997-07-25,4.33,13.01,7.90,16.40,11.00
1997-07-26,3.33,14.42,7.30,19.50,11.60
1997-07-27,1.77,13.14,4.40,22.90,9.40
1997-07-28,4.67,12.90,4.10,23.80,9.70
1997-07-29,1.17,13.98,3.20,26.10,9.10
1997-07-30,1.92,14.70,8.10,25.90,9.70
1997-07-31,1.43,14.94,5.50,23.90,9.30
1997-08-01,2.28,18.60,11.70,22.80,15.50
1997-08-02,2.73,15.60,8.20,16.40,14.90
1997-08-03,2.58,15.65,12.10,17.20,14.40
1997-08-04,1.75,14.42,7.10,17.70,12.40
1997-08-05,5.58,10.55,12.90,12.70,9.10
1997-08-06,5.43,9.72,12.70,11.80,8.20
1997-08-07,1.63,12.39,7.20,14.60,11.30
1997-08-08,2.46,12.05,9.50,16.40,9.80
1997-08-09,3.85,11.07,9.60,15.20,8.50
1997-08-10,3.03,10.05,7.90,17.30,5.40
1997-08-11,3.18,11.45,8.20,19.50,7.70
1997-08-12,1.25,12.68,4.80,22.40,8.00
1997-08-13,2.72,13.71,6.40,22.60,8.90
1997-08-14,3.67,14.01,6.80,22.20,10.00
1997-08-15,3.32,15.83,7.20,25.80,11.30
1997-08-16,3.34,18.22,10.70,27.50,12.00
1997-08-17,3.11,17.80,8.40,28.60,10.70
1997-08-18,4.09,18.02,14.50,29.30,0.00
1997-08-19,3.25,20.03,11.30,29.90,12.60
1997-08-20,2.43,17.32,6.40,21.20,15.10
1997-08-21,2.24,16.62,8.70,19.10,14.30
1997-08-22,2.99,14.55,5.90,17.10,13.00
1997-08-23,1.18,16.55,4.30,21.60,14.50
1997-08-24,1.84,13.32,6.30,20.00,9.20
1997-08-25,2.84,11.62,7.00,20.60,7.80
1997-08-26,2.68,14.70,5.60,24.40,9.60
1997-08-27,2.11,16.49,5.10,26.60,11.20
1997-08-28,1.64,17.64,3.60,28.80,12.10
1997-08-29,1.97,16.79,5.90,27.10,10.40
1997-08-30,2.44,17.17,6.90,29.50,9.80
1997-08-31,1.51,17.73,8.00,30.40,11.20
1997-09-01,1.02,17.75,5.30,29.80,10.50
1997-09-02,1.14,17.08,6.50,28.30,9.80
1997-09-03,2.12,18.48,8.40,25.30,13.20
1997-09-04,2.09,14.98,16.10,18.20,12.80
1997-09-05,1.88,15.79,13.30,19.50,13.70
1997-09-06,1.89,16.71,5.00,25.00,14.00
1997-09-07,3.33,17.21,6.80,24.20,15.30
1997-09-08,3.74,21.09,11.50,30.40,14.80
1997-09-09,3.89,24.77,14.10,31.10,17.50
1997-09-10,2.65,17.30,8.60,24.90,12.50
1997-09-11,1.80,13.56,6.70,22.20,6.80
1997-09-12,4.42,13.57,9.60,19.00,10.20
1997-09-13,4.05,20.93,14.60,30.00,13.50
