data,v_vento,t_med,v_rajada,t_max,t_min
2018-08-16,4.02,18.74,9.90,21.40,15.10
2018-08-17,4.58,16.68,12.20,24.30,11.30
2018-08-18,3.96,17.79,11.40,26.10,12.30
2018-08-19,3.22,19.58,9.70,28.60,12.40
2018-08-20,2.46,22.83,7.70,30.40,16.60
2018-08-21,2.41,21.99,6.50,27.70,15.50
2018-08-22,2.35,18.56,9.50,23.30,15.20
2018-08-23,2.33,19.02,6.60,25.50,15.20
2018-08-24,4.56,19.55,21.60,24.50,16.90
2018-08-25,3.29,18.46,14.20,24.10,14.80
2018-08-26,2.77,14.90,10.10,22.00,9.20
2018-08-27,4.29,13.87,13.50,22.20,8.00
2018-08-28,4.84,16.98,13.10,26.70,10.10
2018-08-29,3.25,20.51,9.10,28.10,14.10
2018-08-30,2.82,23.00,8.70,31.60,15.90
2018-08-31,2.94,24.53,9.00,32.60,16.90
2018-09-01,2.87,25.65,10.50,33.40,19.00
2018-09-02,4.02,20.61,13.50,27.10,17.40
2018-09-03,4.35,13.38,11.10,17.40,10.70
2018-09-04,3.62,15.55,9.00,22.90,11.20
2018-09-05,3.39,15.21,10.60,22.40,9.30
2018-09-06,3.46,16.10,12.00,25.60,8.60
2018-09-07,3.33,19.36,10.70,29.80,10.60
2018-09-08,2.95,22.16,9.40,30.80,14.30
2018-09-09,3.60,21.30,10.50,30.50,13.30
2018-09-10,4.49,19.54,12.80,27.70,12.90
2018-09-11,5.05,19.19,13.60,27.30,12.50
2018-09-12,6.28,18.49,15.30,26.00,12.30
2018-09-13,4.97,19.31,13.40,26.10,13.50
2018-09-14,3.56,17.64,13.10,21.30,15.30
2018-09-15,1.84,19.20,6.30,25.90,15.30
2018-09-16,3.15,18.76,10.40,23.30,13.90
2018-09-17,3.42,16.56,15.40,19.60,13.60
2018-09-18,1.77,21.49,8.30,27.50,17.50
2018-09-19,2.44,22.48,20.60,31.60,17.40
2018-09-20,4.10,16.39,17.70,18.50,15.50
2018-09-21,2.03,19.91,5.10,27.30,14.40
2018-09-22,2.39,23.87,8.80,31.40,17.20
2018-09-23,2.42,24.93,6.50,33.50,17.50
2018-09-24,2.12,26.55,6.90,35.20,19.30
2018-09-25,3.35,24.14,12.00,31.60,17.20
2018-09-26,2.86,22.73,10.10,28.10,18.00
2018-09-27,2.41,20.93,13.60,24.50,17.70
2018-09-28,2.76,22.34,10.60,28.70,17.80
2018-09-29,3.89,22.77,11.20,29.60,17.60
2018-09-30,2.07,21.16,7.00,23.00,19.20
2018-10-01,1.97,23.35,7.80,30.20,18.40
2018-10-02,2.24,24.29,13.30,30.70,20.30
2018-10-03,2.86,23.13,13.60,31.60,20.00
2018-10-04,2.60,22.58,14.10,30.30,18.20
2018-10-05,4.15,20.31,11.40,26.60,15.60
2018-10-06,5.12,18.32,12.50,25.90,14.00
2018-10-07,4.48,20.11,13.40,28.10,14.20
2018-10-08,3.29,19.90,8.90,21.70,17.70
2018-10-09,2.64,22.27,8.20,27.90,18.00
2018-10-10,2.12,22.97,7.00,27.30,20.20
2018-10-11,5.41,19.91,13.60,23.60,17.00
2018-10-12,4.22,21.50,13.50,30.30,15.20
2018-10-13,2.40,24.64,16.00,32.20,21.10
2018-10-14,1.96,23.27,13.70,30.30,19.70
