data,v_vento,t_med,v_rajada,t_max,t_min
1997-06-01,4.00,16.57,10.20,22.00,11.30
1997-06-02,3.62,14.65,8.30,17.50,11.50
1997-06-03,3.95,14.23,11.90,15.70,12.60
1997-06-04,4.09,14.73,9.30,15.30,14.30
1997-06-05,4.48,16.02,10.10,17.60,14.70
1997-06-06,1.55,17.53,6.60,22.20,14.90
1997-06-07,1.67,12.19,7.40,16.70,7.50
1997-06-08,1.42,9.44,5.50,16.20,4.80
1997-06-09,2.82,11.58,6.70,18.80,5.80
1997-06-10,5.03,15.18,9.60,21.90,9.50
1997-06-11,5.03,14.97,10.20,17.90,13.70
1997-06-12,5.00,17.08,9.30,22.30,14.40
1997-06-13,6.67,20.45,13.40,26.90,17.10
1997-06-14,2.31,16.36,12.80,20.90,14.10
1997-06-15,1.60,14.68,8.20,21.00,10.70
1997-06-16,1.79,13.70,7.30,20.00,8.50
1997-06-17,2.53,14.27,6.20,17.20,11.10
1997-06-18,4.33,17.10,9.60,22.50,13.10
1997-06-19,6.95,21.53,15.60,28.80,16.60
1997-06-20,5.41,23.64,11.50,28.40,20.00
1997-06-21,6.18,23.52,14.80,29.20,19.50
1997-06-22,6.54,23.62,13.00,29.00,20.00
1997-06-23,6.10,24.08,15.20,29.40,19.60
1997-06-24,5.11,23.19,10.50,29.20,18.90
1997-06-25,5.16,23.20,12.30,29.20,18.60
1997-06-26,3.84,21.51,7.80,24.60,18.60
1997-06-27,1.80,18.45,6.60,22.20,13.30
1997-06-28,1.14,13.05,4.50,15.40,11.80
1997-06-29,1.22,11.28,5.50,12.20,9.80
1997-06-30,3.81,11.95,4.00,17.30,9.70
1997-07-01,2.98,12.51,7.50,16.20,9.20
1997-07-02,5.73,19.71,11.40,25.40,14.40
1997-07-03,3.66,19.99,10.60,24.30,17.60
1997-07-04,1.17,19.27,4.60,23.80,16.70
1997-07-05,4.49,18.12,11.00,24.60,13.10
1997-07-06,4.57,20.04,10.40,26.60,15.70
1997-07-07,4.62,21.83,8.90,27.40,17.90
1997-07-08,4.69,22.24,9.90,27.70,17.70
1997-07-09,4.11,22.21,9.40,28.20,18.10
1997-07-10,3.75,22.46,7.50,28.40,18.10
1997-07-11,2.57,22.42,5.40,28.40,16.10
1997-07-12,4.10,21.23,10.00,25.80,16.50
1997-07-13,4.10,21.22,8.20,27.40,17.10
1997-07-14,3.66,22.01,7.90,27.60,17.20
1997-07-15,4.90,22.90,10.30,28.40,18.70
1997-07-16,5.11,21.96,10.90,28.10,18.50
1997-07-17,3.65,22.25,10.10,27.90,18.60
1997-07-18,3.12,20.02,8.90,26.40,16.60
1997-07-19,4.71,21.38,11.40,28.00,16.30
1997-07-20,2.16,16.93,8.40,22.90,12.90
1997-07-21,1.50,14.25,4.50,17.60,12.20
1997-07-22,1.72,17.35,5.50,23.10,13.60
1997-07-23,3.19,17.91,6.80,24.70,11.90
1997-07-24,3.37,17.94,7.60,23.80,11.50
1997-07-25,4.30,20.09,9.10,26.00,15.50
1997-07-26,4.06,19.63,8.70,25.60,13.90
1997-07-27,3.54,20.58,8.30,26.10,15.60
1997-07-28,4.09,21.40,8.00,27.00,16.10
1997-07-29,5.18,21.73,9.80,28.00,16.70
1997-07-30,5.06,21.72,10.90,28.10,16.40
1997-07-31,6.17,22.46,12.80,29.30,17.20
1997-08-01,4.43,23.20,10.20,27.90,19.90
1997-08-02,3.61,22.35,8.20,28.20,18.90
1997-08-03,4.22,21.73,12.30,28.60,17.10
1997-08-04,1.24,15.55,6.50,18.30,13.70
1997-08-05,2.38,14.90,8.30,23.30,9.10
1997-08-06,3.75,15.43,9.90,19.60,12.20
1997-08-07,1.22,16.62,5.80,21.10,14.10
1997-08-08,1.42,13.85,7.90,20.10,8.60
1997-08-09,2.26,14.57,6.70,21.50,9.20
1997-08-10,3.42,14.77,8.80,20.60,9.00
1997-08-11,2.60,16.42,7.70,23.40,10.10
1997-08-12,2.33,19.90,5.10,27.60,12.00
1997-08-13,3.90,21.36,8.50,28.10,14.80
1997-08-14,4.66,22.69,8.40,29.90,16.10
1997-08-15,6.07,23.99,12.90,30.40,18.80
1997-08-16,6.04,24.51,12.50,30.30,18.90
1997-08-17,5.37,24.65,11.30,31.10,19.30
1997-08-18,6.22,25.11,12.50,31.90,19.40
1997-08-19,5.77,25.50,10.90,31.80,20.00
1997-08-20,3.20,22.16,8.90,26.50,19.80
1997-08-21,1.08,16.55,5.70,19.80,15.10
1997-08-22,1.00,15.17,4.20,16.20,14.60
1997-08-23,1.50,15.56,5.10,18.70,14.30
1997-08-24,1.40,13.21,4.10,19.50,10.50
1997-08-25,2.00,17.96,5.00,27.20,11.60
1997-08-26,3.47,21.60,7.10,28.50,12.50
1997-08-27,3.48,23.93,8.60,30.80,18.10
1997-08-28,3.55,25.61,7.00,32.90,18.10
1997-08-29,3.73,26.53,7.30,31.70,20.40
1997-08-30,5.12,26.43,10.10,32.50,20.70
1997-08-31,4.73,26.64,9.00,32.30,21.10
1997-09-01,4.24,26.88,8.20,32.70,21.20
1997-09-02,3.40,25.28,8.20,30.60,19.80
1997-09-03,3.29,18.87,9.70,21.70,16.90
1997-09-04,4.82,19.77,8.80,23.20,17.40
1997-09-05,4.97,19.57,12.60,22.50,17.10
1997-09-06,2.47,22.56,6.20,30.40,16.40
1997-09-07,5.54,22.73,10.90,28.20,18.90
1997-09-08,6.28,26.62,10.30,33.70,21.10
1997-09-09,5.57,29.11,13.80,34.60,23.50
1997-09-10,1.44,23.13,7.30,28.70,18.40
1997-09-11,1.32,19.21,6.10,26.00,14.40
1997-09-12,5.16,21.57,11.20,28.80,16.30
1997-09-13,5.63,26.40,9.80,33.10,21.50
1997-09-14,3.71,26.84,13.00,31.60,21.30
1997-09-15,1.40,21.53,5.20,27.50,18.00
1997-09-16,2.55,20.21,7.60,27.70,13.80
1997-09-17,2.31,24.19,5.60,31.10,18.30
1997-09-18,2.05,22.18,5.30,25.50,19.10
1997-09-19,3.65,19.56,11.80,20.90,18.60
1997-09-20,3.53,18.45,10.80,19.70,16.80
1997-09-21,1.16,19.51,5.50,25.60,15.60
1997-09-22,1.35,21.10,5.70,28.30,15.40
1997-09-23,3.53,23.90,8.50,29.90,17.80
1997-09-24,3.97,24.14,10.40,30.90,20.40
1997-09-25,1.84,19.52,6.40,21.20,18.50
1997-09-26,2.50,19.89,7.30,22.10,17.90
1997-09-27,4.62,21.77,10.20,27.50,17.50
1997-09-28,4.39,25.13,9.50,32.60,19.40
1997-09-29,4.71,24.16,10.90,28.20,20.90
1997-09-30,5.41,22.35,10.50,26.90,19.20
1997-10-01,4.66,20.85,11.50,23.70,18.70
1997-10-02,1.72,18.09,6.50,24.90,13.40
1997-10-03,3.84,20.70,8.70,26.70,15.30
1997-10-04,7.37,22.50,14.40,30.20,15.60
1997-10-05,6.18,26.79,16.80,33.60,17.90
1997-10-06,2.40,16.87,14.30,19.30,15.10
1997-10-07,3.07,20.55,8.10,27.50,16.30
1997-10-08,4.01,19.23,10.80,22.80,16.40
1997-10-09,5.97,25.49,13.20,32.60,18.50
1997-10-10,5.69,23.64,11.50,29.70,19.50
1997-10-11,5.28,23.93,11.50,31.50,20.50
1997-10-12,5.27,25.27,9.90,33.60,20.20
1997-10-13,4.07,27.19,8.60,31.60,22.70
1997-10-14,5.37,28.08,11.80,32.40,24.10
1997-10-15,4.72,29.42,11.40,34.00,23.70
1997-10-16,2.61,20.26,12.30,23.50,17.90
1997-10-17,1.93,22.53,6.70,27.10,18.90
1997-10-18,3.31,20.61,9.60,24.30,17.00
