data,v_vento,t_med,v_rajada,t_max,t_min
1999-01-01,1.09,24.97,5.00,32.00,20.00
1999-01-02,0.50,25.00,3.60,32.20,21.00
1999-01-03,0.81,25.89,6.00,33.60,0.00
1999-01-04,0.52,25.21,3.90,32.00,20.70
1999-01-05,0.45,24.20,3.30,30.70,21.90
1999-01-06,0.43,22.44,2.80,24.30,20.50
1999-01-07,0.83,21.42,5.00,25.00,0.00
1999-01-08,0.46,20.52,2.90,21.70,19.70
1999-01-09,0.60,21.86,3.20,23.90,20.50
1999-01-10,0.45,22.38,2.20,26.00,0.00
1999-01-11,0.42,21.37,2.60,23.70,20.00
1999-01-12,0.48,20.31,2.80,23.30,18.30
1999-01-13,0.81,22.16,3.50,28.50,0.00
1999-01-14,0.60,24.33,3.40,30.40,19.40
1999-01-15,0.95,24.74,5.00,33.00,20.10
1999-01-16,0.45,23.07,2.50,27.90,20.80
1999-01-17,0.43,22.61,2.60,25.20,20.70
1999-01-18,0.55,25.80,9.70,33.20,22.10
1999-01-19,0.77,26.83,5.20,37.80,0.00
1999-01-20,0.94,28.38,6.00,40.50,20.40
1999-01-21,0.66,24.13,2.90,35.10,19.60
1999-01-22,,,,,
1999-01-23,,,,,
1999-01-24,,,,,
1999-01-25,,,,,
1999-01-26,,,,,
1999-01-27,,,,,
1999-01-28,1.22,29.48,3.50,34.40,24.70
1999-01-29,0.57,27.08,7.50,34.90,23.00
1999-01-30,0.70,25.72,8.90,34.40,21.90
1999-01-31,0.92,25.83,7.40,35.40,22.30
1999-02-01,1.03,25.07,4.10,32.00,21.70
1999-02-02,0.82,22.88,7.00,30.10,20.10
1999-02-03,0.93,25.02,3.40,33.20,18.20
1999-02-04,0.79,27.97,2.90,36.90,21.30
1999-02-05,0.95,27.30,3.50,34.50,21.60
1999-02-06,1.01,26.85,4.40,34.20,20.90
1999-02-07,0.65,25.49,4.20,38.10,20.70
1999-02-08,0.35,24.05,2.40,26.60,22.90
1999-02-09,0.45,23.25,3.30,26.30,0.00
1999-02-10,0.47,22.43,3.00,25.80,20.80
1999-02-11,0.76,24.61,3.00,32.30,0.00
1999-02-12,0.70,23.35,2.70,31.00,0.00
1999-02-13,0.52,25.22,3.40,33.70,0.00
1999-02-14,0.82,24.12,6.30,30.30,21.60
1999-02-15,0.63,22.98,3.00,26.60,0.00
1999-02-16,0.48,24.99,3.20,31.60,22.10
1999-02-17,0.60,24.90,4.70,33.00,20.10
