data,v_vento,t_med,v_rajada,t_max,t_min
1997-06-01,1.65,13.05,6.20,20.50,7.00
1997-06-02,1.38,13.29,6.30,19.70,8.10
1997-06-03,1.47,13.40,5.20,15.80,11.60
1997-06-04,0.96,13.94,2.80,15.10,12.80
1997-06-05,1.61,14.58,7.30,17.10,13.40
1997-06-06,1.95,16.29,8.80,22.10,11.30
1997-06-07,2.34,11.68,13.00,17.10,4.20
1997-06-08,1.52,7.70,6.80,16.50,0.60
1997-06-09,1.43,9.98,5.20,19.40,1.60
1997-06-10,1.27,12.59,5.30,22.40,5.70
1997-06-11,1.35,10.32,7.30,14.80,6.80
1997-06-12,1.08,14.63,5.50,19.30,11.50
1997-06-13,2.08,19.57,11.80,26.30,15.00
1997-06-14,2.11,16.27,14.10,22.00,13.80
1997-06-15,1.41,14.50,9.00,20.60,9.80
1997-06-16,1.58,10.54,7.60,17.70,4.20
1997-06-17,1.12,9.67,5.30,16.00,4.30
1997-06-18,1.60,14.31,5.00,23.50,6.40
1997-06-19,2.15,18.38,13.20,27.00,12.80
1997-06-20,1.71,15.15,9.40,22.10,11.60
1997-06-21,1.26,20.00,7.50,28.10,14.60
1997-06-22,2.00,21.33,9.10,28.10,15.40
1997-06-23,1.58,20.35,9.20,28.50,15.10
1997-06-24,1.41,19.52,6.90,27.70,13.20
1997-06-25,1.23,18.90,9.10,27.70,13.40
1997-06-26,0.93,18.21,5.70,21.60,16.50
1997-06-27,1.88,16.53,8.60,18.80,10.80
1997-06-28,1.77,11.76,7.00,14.60,9.80
1997-06-29,1.65,11.70,6.10,12.90,10.70
1997-06-30,1.60,10.77,7.40,13.50,9.30
1997-07-01,2.25,9.12,7.20,11.70,6.90
1997-07-02,1.60,18.67,5.60,23.50,12.70
1997-07-03,1.12,16.72,5.70,22.60,12.20
1997-07-04,1.70,17.87,7.20,23.70,12.70
1997-07-05,1.91,14.71,5.40,23.50,8.90
1997-07-06,1.62,14.73,5.60,22.70,10.30
1997-07-07,1.45,18.60,5.00,27.00,13.50
1997-07-08,1.57,17.88,5.10,27.00,13.20
1997-07-09,1.73,18.47,5.90,26.80,14.10
