data,v_vento,t_med,v_rajada,t_max,t_min
2008-03-27,0.18,23.54,3.10,24.80,21.90
2008-03-28,1.13,24.69,6.20,31.00,20.20
2008-03-29,1.38,25.06,7.80,30.70,19.90
2008-03-30,1.38,25.02,9.30,31.60,19.80
2008-03-31,1.52,24.77,7.60,30.20,19.90
2008-04-01,1.25,24.73,6.80,30.60,20.50
2008-04-02,1.02,23.49,7.50,28.70,20.50
2008-04-03,1.21,23.32,5.80,29.00,20.50
2008-04-04,1.70,21.86,8.00,25.40,19.30
2008-04-05,1.05,22.96,6.90,26.50,21.00
2008-04-06,1.63,23.23,10.40,28.50,20.60
2008-04-07,1.40,22.80,8.40,27.40,20.10
2008-04-08,1.14,23.63,9.00,29.20,19.80
2008-04-09,0.57,22.00,3.20,25.40,20.70
2008-04-10,,,,,
2008-04-11,,,,,
2008-04-12,,,,,
2008-04-13,,,,,
2008-04-14,,,,,
2008-04-15,,,,,
2008-04-16,,,,,
2008-04-17,,,,,
2008-04-18,1.67,26.96,15.80,30.10,19.50
2008-04-19,1.35,23.07,13.50,29.80,19.60
2008-04-20,1.72,22.42,8.90,28.10,18.20
2008-04-21,1.43,22.52,10.30,27.90,19.70
2008-04-22,1.03,22.10,12.20,27.90,19.40
2008-04-23,0.89,23.17,5.50,29.80,18.90
2008-04-24,0.91,23.60,4.90,30.80,18.20
2008-04-25,1.12,23.88,7.10,29.70,18.30
2008-04-26,1.17,24.27,7.00,30.90,18.90
2008-04-27,1.37,24.35,6.40,31.10,19.50
2008-04-28,1.80,25.17,8.20,31.10,19.90
2008-04-29,1.61,25.29,8.60,31.80,20.10
2008-04-30,1.63,24.61,8.80,30.00,21.00
2008-05-01,1.23,22.87,7.20,29.10,20.10
2008-05-02,1.71,23.03,8.20,30.00,19.40
2008-05-03,2.20,18.11,8.00,21.20,14.90
2008-05-04,2.03,17.85,7.90,24.00,14.00
2008-05-05,1.14,20.72,5.10,28.40,14.30
2008-05-06,1.51,21.03,7.40,26.60,16.00
2008-05-07,1.02,21.46,6.20,28.30,15.70
2008-05-08,1.08,21.29,6.20,28.20,15.30
2008-05-09,0.98,21.88,5.20,28.50,16.70
2008-05-10,0.90,23.30,5.10,29.90,19.00
2008-05-11,1.21,23.17,6.30,28.90,18.00
2008-05-12,1.00,22.07,5.60,28.20,17.90
2008-05-13,0.84,22.50,6.40,28.50,17.40
2008-05-14,0.78,22.00,5.60,28.50,17.20
2008-05-15,1.10,21.94,5.20,28.90,17.10
2008-05-16,1.44,22.03,6.70,29.20,17.60
2008-05-17,1.65,22.03,9.10,29.40,16.30
2008-05-18,1.23,23.01,7.10,30.20,17.10
2008-05-19,0.96,23.15,6.10,30.40,17.20
2008-05-20,1.49,22.40,7.40,30.10,16.50
2008-05-21,1.30,21.73,7.60,29.50,15.60
2008-05-22,1.39,21.85,5.40,29.50,15.30
2008-05-23,1.54,21.60,6.60,28.90,15.20
2008-05-24,1.15,21.24,4.90,29.60,15.00
2008-05-25,1.62,21.22,6.90,28.90,14.90
2008-05-26,1.33,21.50,17.30,30.20,15.10
2008-05-27,1.54,22.57,7.30,30.30,16.10
2008-05-28,1.57,23.25,7.20,30.70,17.30
2008-05-29,1.70,23.67,12.50,31.50,18.60
2008-05-30,1.80,20.61,7.60,26.30,18.00
2008-05-31,1.97,18.42,7.60,23.40,15.40
2008-06-01,1.60,19.85,6.40,25.40,17.00
2008-06-02,1.18,20.75,6.40,27.70,16.20
2008-06-03,1.23,21.66,8.20,28.80,16.80
2008-06-04,1.32,21.66,7.30,28.80,15.60
2008-06-05,1.59,21.91,9.20,30.20,15.10
2008-06-06,1.26,22.14,6.60,30.10,16.00
2008-06-07,1.62,22.55,10.20,29.50,17.00
2008-06-08,2.25,23.57,11.40,30.40,18.30
2008-06-09,1.58,23.10,9.30,30.50,17.10
2008-06-10,1.45,22.99,8.10,31.60,16.40
2008-06-11,1.43,21.87,7.90,30.20,15.50
2008-06-12,1.48,22.32,7.70,30.40,16.10
2008-06-13,1.29,22.42,8.00,30.10,16.20
2008-06-14,1.46,22.35,8.60,30.40,15.90
2008-06-15,1.25,23.08,5.80,30.30,16.60
2008-06-16,1.78,20.02,7.80,23.70,18.30
2008-06-17,1.31,19.30,5.60,27.50,12.80
2008-06-18,0.93,21.55,6.60,30.10,14.70
2008-06-19,1.89,22.55,8.40,30.60,16.10
2008-06-20,1.53,22.80,6.20,31.10,15.10
2008-06-21,1.21,22.70,5.70,31.10,16.00
2008-06-22,1.77,21.71,7.70,27.10,17.50
2008-06-23,1.14,21.55,6.70,29.30,16.00
2008-06-24,0.78,21.99,6.20,29.60,15.30
2008-06-25,1.21,21.75,9.20,29.10,15.40
2008-06-26,1.24,21.55,9.70,29.20,14.90
2008-06-27,1.63,21.92,7.70,29.20,15.60
2008-06-28,1.28,21.17,7.50,29.30,14.80
2008-06-29,0.98,21.39,8.60,29.90,14.60
2008-06-30,0.73,22.37,6.70,29.80,16.20
2008-07-01,1.41,23.33,8.20,30.00,18.90
2008-07-02,1.40,21.42,8.10,28.90,15.70
2008-07-03,1.26,21.87,6.60,29.00,16.00
2008-07-04,1.59,20.81,10.00,27.60,13.70
2008-07-05,1.88,20.82,8.90,29.60,13.80
2008-07-06,1.75,22.90,8.90,30.40,17.00
2008-07-07,1.00,23.10,9.80,29.70,16.90
2008-07-08,1.50,21.49,7.80,29.20,15.10
2008-07-09,1.74,19.49,8.40,26.90,12.70
2008-07-10,1.30,18.68,8.20,27.00,11.10
2008-07-11,1.63,19.87,9.10,28.80,12.80
2008-07-12,1.90,21.04,10.50,29.00,15.20
2008-07-13,1.70,21.28,8.80,28.20,14.30
2008-07-14,1.67,19.05,8.80,26.40,12.30
2008-07-15,2.20,19.04,10.20,27.20,12.00
2008-07-16,2.20,19.41,11.70,27.00,13.60
2008-07-17,1.96,20.30,9.70,28.60,13.20
2008-07-18,1.57,21.40,7.50,30.00,13.50
2008-07-19,1.33,22.93,6.20,30.50,15.40
2008-07-20,1.46,22.93,6.20,31.80,15.60
2008-07-21,1.64,23.24,9.90,31.80,16.00
2008-07-22,1.77,22.89,13.40,31.20,15.50
2008-07-23,1.72,22.65,8.90,31.40,14.40
