data,v_vento,t_med,v_rajada,t_max,t_min
2007-07-03,2.23,23.63,6.60,28.70,17.60
2007-07-04,1.17,18.88,11.40,29.80,8.80
2007-07-05,1.04,19.00,8.20,30.40,8.40
2007-07-06,0.81,20.06,5.80,31.20,10.00
2007-07-07,1.30,20.80,8.30,30.70,11.70
2007-07-08,1.02,20.42,9.70,31.00,11.10
2007-07-09,1.14,20.34,8.40,31.80,9.70
2007-07-10,1.40,20.26,9.20,31.20,10.30
2007-07-11,1.77,16.58,6.10,24.50,11.90
2007-07-12,1.30,17.92,6.70,29.10,8.70
2007-07-13,0.96,22.69,7.60,30.70,13.50
2007-07-14,0.55,21.22,7.10,32.00,11.80
2007-07-15,0.53,22.79,6.00,32.20,13.70
2007-07-16,1.38,22.91,8.80,32.20,14.40
2007-07-17,1.64,21.80,12.30,31.90,14.00
2007-07-18,1.18,20.34,8.70,26.70,16.40
2007-07-19,1.57,17.91,6.60,25.80,9.50
2007-07-20,0.60,17.67,7.20,32.40,4.50
2007-07-21,1.19,20.69,9.40,34.10,8.70
2007-07-22,2.59,23.62,14.50,32.70,13.10
2007-07-23,2.50,22.98,12.70,29.40,17.80
2007-07-24,1.90,23.36,12.80,31.20,17.70
2007-07-25,1.30,17.37,12.20,24.00,13.50
2007-07-26,3.22,12.54,9.60,18.50,6.30
2007-07-27,1.51,12.88,6.10,17.10,10.10
2007-07-28,2.00,16.66,8.10,26.40,9.90
2007-07-29,2.88,16.92,7.80,26.00,11.20
2007-07-30,1.30,19.50,7.70,31.10,11.40
2007-07-31,1.20,21.54,7.30,31.40,13.70
2007-08-01,1.88,21.48,8.70,31.10,12.10
2007-08-02,1.92,20.13,9.40,30.20,9.60
2007-08-03,0.81,19.55,7.60,31.00,8.30
2007-08-04,0.71,20.02,5.90,32.00,8.90
2007-08-05,1.85,20.77,8.90,31.60,10.80
2007-08-06,1.83,22.27,10.90,32.40,11.20
2007-08-07,1.23,21.48,9.50,33.10,10.50
2007-08-08,2.58,21.89,12.60,32.00,11.10
2007-08-09,3.99,24.88,12.90,32.20,16.00
2007-08-10,3.52,24.65,11.00,31.70,18.50
2007-08-11,2.67,21.60,13.20,30.70,11.20
2007-08-12,3.14,20.65,14.20,30.10,9.80
2007-08-13,3.35,22.94,13.30,32.30,13.20
2007-08-14,5.34,24.35,15.50,31.30,18.10
2007-08-15,4.41,23.34,12.40,30.40,14.90
2007-08-16,1.89,20.81,12.00,30.10,11.50
2007-08-17,1.62,20.67,9.70,30.00,10.70
2007-08-18,1.80,21.14,12.50,31.00,11.20
2007-08-19,1.05,21.47,7.70,32.40,10.40
2007-08-20,1.88,19.25,7.60,29.20,9.70
2007-08-21,1.83,20.78,10.10,31.80,11.60
2007-08-22,1.62,22.05,9.60,32.80,11.00
2007-08-23,1.78,22.35,8.70,32.70,11.60
2007-08-24,1.80,24.41,10.20,33.50,15.50
2007-08-25,1.56,23.00,10.00,34.10,11.50
2007-08-26,2.01,23.89,10.60,34.60,12.20
2007-08-27,2.60,21.29,9.50,27.90,15.90
2007-08-28,2.29,18.81,7.40,29.60,10.70
2007-08-29,2.47,21.90,8.40,32.20,14.90
2007-08-30,3.17,23.78,10.40,33.90,15.60
2007-08-31,4.73,24.92,15.00,31.70,18.10
2007-09-01,2.01,23.24,10.30,33.40,13.10
2007-09-02,1.91,23.20,8.90,33.40,11.10
2007-09-03,2.60,24.45,11.00,34.40,13.60
2007-09-04,3.23,23.98,14.90,33.30,13.30
2007-09-05,5.55,26.25,16.40,31.90,21.40
2007-09-06,2.40,23.67,14.20,32.60,13.70
2007-09-07,3.75,26.35,10.00,33.00,18.40
2007-09-08,2.66,24.16,12.60,33.10,13.30
2007-09-09,2.46,23.65,12.70,33.80,13.10
2007-09-10,3.93,25.94,12.50,34.20,16.50
2007-09-11,2.80,25.95,10.60,34.80,17.10
2007-09-12,1.68,24.89,8.00,35.90,12.70
2007-09-13,2.29,26.85,11.60,35.60,17.50
2007-09-14,3.55,28.21,11.20,34.50,23.70
2007-09-15,1.25,25.36,6.30,35.80,14.80
2007-09-16,0.99,26.32,6.50,35.70,15.90
2007-09-17,2.21,27.27,11.10,37.00,16.50
2007-09-18,2.47,27.94,16.60,37.40,19.00
2007-09-19,3.16,26.75,22.70,35.30,19.70
2007-09-20,1.76,25.52,13.90,34.40,18.90
2007-09-21,2.13,26.23,11.40,37.20,16.40
2007-09-22,1.62,26.55,9.30,36.90,15.20
2007-09-23,1.95,26.71,10.50,37.30,15.50
2007-09-24,3.14,24.05,11.10,29.80,19.30
2007-09-25,3.15,20.33,10.60,29.30,13.90
2007-09-26,2.57,24.83,10.20,35.70,15.90
2007-09-27,1.58,25.55,11.80,33.40,20.10
2007-09-28,1.48,26.26,7.40,35.40,18.60
2007-09-29,2.55,26.85,9.70,35.40,19.10
2007-09-30,2.05,26.40,11.50,35.60,18.40
2007-10-01,2.91,25.74,10.70,32.80,18.50
2007-10-02,1.56,25.86,9.40,34.40,19.40
2007-10-03,1.60,26.35,8.30,36.20,16.10
2007-10-04,1.55,26.94,7.50,36.70,15.50
2007-10-05,2.26,28.41,12.10,36.50,20.70
2007-10-06,2.58,25.01,15.30,32.60,19.10
2007-10-07,2.52,23.37,17.70,30.70,18.60
2007-10-08,1.69,25.56,10.40,36.10,15.90
2007-10-09,3.95,29.68,13.00,36.90,22.00
2007-10-10,3.49,28.61,13.40,36.50,20.00
2007-10-11,1.98,27.52,11.40,36.90,15.80
2007-10-12,2.43,26.43,12.40,35.60,20.50
2007-10-13,1.58,24.02,5.00,26.80,21.40
2007-10-14,1.90,25.35,9.80,33.10,19.20
2007-10-15,1.67,26.14,7.60,32.20,21.00
2007-10-16,1.58,25.33,12.30,37.00,18.20
2007-10-17,1.73,26.34,10.60,36.30,19.10
2007-10-18,1.86,24.74,17.70,34.70,19.60
2007-10-19,2.03,25.04,10.10,33.50,18.60
2007-10-20,1.55,25.01,14.50,34.70,18.70
2007-10-21,1.88,22.75,14.80,32.60,18.80
2007-10-22,1.61,22.89,10.70,32.30,17.70
2007-10-23,1.60,22.92,11.90,30.80,18.40
2007-10-24,1.90,21.11,6.70,26.20,19.20
2007-10-25,1.05,20.29,12.70,22.20,18.80
2007-10-26,1.64,22.35,10.70,31.00,17.90
2007-10-27,1.44,23.78,9.00,34.60,17.60
2007-10-28,1.00,26.77,14.50,35.60,21.10
2007-10-29,1.59,26.43,16.00,36.80,20.00
2007-10-30,2.54,23.22,16.00,26.80,20.20
2007-10-31,2.27,23.98,27.30,34.40,18.20
2007-11-01,2.93,24.25,16.00,30.10,20.00
2007-11-02,3.06,25.50,15.10,33.10,20.50
2007-11-03,2.37,25.16,12.80,32.00,20.50
2007-11-04,2.47,23.79,10.90,29.50,19.80
2007-11-05,1.63,23.15,6.80,28.70,19.20
2007-11-06,1.28,22.52,9.90,28.60,20.40
2007-11-07,1.37,23.69,13.00,30.90,20.20
2007-11-08,1.47,22.42,8.00,27.80,19.50
2007-11-09,1.77,22.56,10.80,26.50,20.20
2007-11-10,2.67,23.17,15.90,27.00,19.50
2007-11-11,3.03,23.57,20.60,29.50,20.60
2007-11-12,1.80,22.97,7.80,30.50,19.30
2007-11-13,2.83,23.07,13.10,30.80,18.40
2007-11-14,2.86,24.96,12.10,32.50,19.30
2007-11-15,0.66,21.02,8.60,28.10,19.50
2007-11-16,3.70,29.90,6.90,30.10,29.10
2007-11-17,2.00,26.20,8.40,32.90,19.90
2007-11-18,1.10,26.85,6.20,34.00,19.80
2007-11-19,1.21,25.03,5.40,27.90,18.70
2007-11-20,1.72,23.71,17.30,31.90,19.40
2007-11-21,1.53,24.52,7.20,31.50,18.40
2007-11-22,1.70,25.60,8.40,32.00,19.60
2007-11-23,1.49,24.80,13.10,33.20,17.30
2007-11-24,2.95,23.45,14.10,29.10,20.00
2007-11-25,0.82,22.45,12.70,28.00,20.00
2007-11-26,1.22,24.22,10.30,30.70,20.90
2007-11-27,1.40,24.59,15.60,32.00,20.50
2007-11-28,1.70,25.28,10.10,32.00,19.80
2007-11-29,1.43,25.70,7.50,32.60,19.90
2007-11-30,1.55,25.41,8.20,32.70,18.20
2007-12-01,1.20,25.09,6.50,33.30,16.70
2007-12-02,1.67,25.08,11.20,31.30,20.40
2007-12-03,1.38,25.29,15.30,31.30,21.80
2007-12-04,0.78,22.34,9.20,26.60,20.60
2007-12-05,2.53,24.24,11.20,30.60,20.40
2007-12-06,3.06,24.13,16.00,30.00,20.30
2007-12-07,1.48,22.85,15.30,28.10,19.80
2007-12-08,1.62,24.35,9.40,30.30,20.80
2007-12-09,1.74,24.46,11.40,31.90,21.10
2007-12-10,2.27,23.54,11.20,28.50,21.10
2007-12-11,3.12,23.41,13.30,29.00,20.10
2007-12-12,1.41,23.73,11.10,30.70,20.40
2007-12-13,1.11,23.26,18.50,32.20,18.80
2007-12-14,1.63,22.92,11.00,28.90,19.60
2007-12-15,2.09,22.36,13.50,28.90,19.30
2007-12-16,0.70,23.84,7.40,29.50,20.70
2007-12-17,0.88,25.23,5.70,31.70,21.10
2007-12-18,1.41,24.40,12.70,31.80,19.20
2007-12-19,2.68,21.99,11.20,27.50,19.80
2007-12-20,3.60,21.00,12.20,26.90,17.80
2007-12-21,,,,,
2007-12-22,1.37,24.30,4.60,29.20,23.30
2007-12-23,2.44,23.98,9.60,30.90,18.50
2007-12-24,1.91,23.11,11.10,31.10,18.10
2007-12-25,1.93,23.36,9.30,30.30,17.40
2007-12-26,2.11,23.46,9.70,28.70,19.50
2007-12-27,1.44,21.74,10.80,29.30,19.30
2007-12-28,1.01,23.88,7.50,31.20,16.90
2007-12-29,1.58,23.69,12.60,31.60,16.70
2007-12-30,2.05,23.10,17.70,30.50,17.70
2007-12-31,1.50,23.48,8.10,30.70,17.30
2008-01-01,1.21,23.97,5.00,30.90,20.00
2008-01-02,1.51,25.25,13.30,32.20,19.00
2008-01-03,1.99,22.31,13.10,26.60,18.50
2008-01-04,0.80,23.65,8.80,31.90,18.90
2008-01-05,1.27,24.58,7.40,31.20,20.00
2008-01-06,1.46,24.34,14.20,31.20,19.10
2008-01-07,2.35,23.74,12.10,29.10,20.60
2008-01-08,2.76,23.74,10.00,29.90,19.90
2008-01-09,2.08,23.95,9.30,30.10,19.50
2008-01-10,2.15,23.77,12.80,29.90,19.40
2008-01-11,2.52,23.30,10.70,29.50,20.80
2008-01-12,2.03,23.21,15.90,30.30,18.90
2008-01-13,0.79,22.65,14.00,29.40,20.40
2008-01-14,0.93,22.78,13.50,29.70,20.30
2008-01-15,2.41,21.46,10.30,23.40,20.00
2008-01-16,2.38,23.32,16.10,30.20,17.00
2008-01-17,3.72,23.04,13.40,28.20,19.40
2008-01-18,2.17,23.26,10.70,30.60,19.10
2008-01-19,2.73,23.77,14.30,30.20,19.50
2008-01-20,2.01,23.08,12.30,28.40,21.10
2008-01-21,1.03,21.80,8.40,26.00,19.60
