data,v_vento,t_med
2018-12-31,1.90,21.40
2019-01-01,1.61,21.75
2019-01-02,1.62,23.05
2019-01-03,1.72,24.35
2019-01-04,2.17,23.11
2019-01-05,2.61,23.41
2019-01-06,2.29,23.70
2019-01-07,3.61,23.61
2019-01-08,2.62,23.83
2019-01-09,2.40,24.59
2019-01-10,2.91,24.24
2019-01-11,3.19,24.15
2019-01-12,2.33,23.80
2019-01-13,2.95,23.73
2019-01-14,2.72,23.71
2019-01-15,1.84,23.92
2019-01-16,3.03,25.15
2019-01-17,3.38,25.02
2019-01-18,3.33,24.27
2019-01-19,2.62,23.45
2019-01-20,3.66,24.45
2019-01-21,1.52,24.23
2019-01-22,2.65,25.12
2019-01-23,2.54,25.61
2019-01-24,2.54,24.34
2019-01-25,3.46,25.04
2019-01-26,2.98,26.06
2019-01-27,2.93,23.92
2019-01-28,5.07,22.15
2019-01-29,3.97,21.25
2019-01-30,1.53,23.25
2019-01-31,3.26,24.55
2019-02-01,2.90,23.83
2019-02-02,2.77,23.14
2019-02-03,2.72,25.22
2019-02-04,2.09,24.74
2019-02-05,3.37,23.28
2019-02-06,2.21,25.16
2019-02-07,2.67,25.12
2019-02-08,2.29,24.42
2019-02-09,2.63,24.96
2019-02-10,3.42,25.02
2019-02-11,3.44,25.20
2019-02-12,2.08,24.67
2019-02-13,2.50,25.23
2019-02-14,3.68,22.52
2019-02-15,2.94,24.75
2019-02-16,4.32,23.65
2019-02-17,4.73,24.09
2019-02-18,3.87,25.15
2019-02-19,3.15,23.51
2019-02-20,2.91,24.31
2019-02-21,2.54,24.41
2019-02-22,2.85,23.55
2019-02-23,2.53,23.53
2019-02-24,3.89,24.62
2019-02-25,3.70,23.55
2019-02-26,2.94,22.55
2019-02-27,1.99,23.08
2019-02-28,2.30,23.80
2019-03-01,3.03,23.58
2019-03-02,2.91,24.43
2019-03-03,2.03,24.27
2019-03-04,3.04,24.74
2019-03-05,3.80,23.75
2019-03-06,3.44,24.08
2019-03-07,3.33,24.26
2019-03-08,3.65,24.46
2019-03-09,1.84,24.18
2019-03-10,2.17,24.36
2019-03-11,2.42,23.04
