data,v_vento,t_med
2006-12-06,2.80,31.30
2006-12-07,,
2006-12-08,,
2006-12-09,,
2006-12-10,,
2006-12-11,,
2006-12-12,,
2006-12-13,,
2006-12-14,,
2006-12-15,,
2006-12-16,,
2006-12-17,,
2006-12-18,,
2006-12-19,,
2006-12-20,,
2006-12-21,,
2006-12-22,,
2006-12-23,,
2006-12-24,,
2006-12-25,,
2006-12-26,,
2006-12-27,,
2006-12-28,,
2006-12-29,,
2006-12-30,,
2006-12-31,,
2007-01-01,,
2007-01-02,,
2007-01-03,,
2007-01-04,,
2007-01-05,,
2007-01-06,,
2007-01-07,,
2007-01-08,,
2007-01-09,,
2007-01-10,,
2007-01-11,,
2007-01-12,,
2007-01-13,,
2007-01-14,,
2007-01-15,,
2007-01-16,,
2007-01-17,,
2007-01-18,,
2007-01-19,,
2007-01-20,,
2007-01-21,,
2007-01-22,,
2007-01-23,,
2007-01-24,,
2007-01-25,,
2007-01-26,,
2007-01-27,,
2007-01-28,,
2007-01-29,,
2007-01-30,,
2007-01-31,,
2007-02-01,,
2007-02-02,,
2007-02-03,,
2007-02-04,,
2007-02-05,,
2007-02-06,,
2007-02-07,,
2007-02-08,,
2007-02-09,,
2007-02-10,,
2007-02-11,,
2007-02-12,,
2007-02-13,,
2007-02-14,,
2007-02-15,,
2007-02-16,,
2007-02-17,,
2007-02-18,,
2007-02-19,,
2007-02-20,,
2007-02-21,,
2007-02-22,,
2007-02-23,,
2007-02-24,,
2007-02-25,,
2007-02-26,,
2007-02-27,,
2007-02-28,,
2007-03-01,,
2007-03-02,,
2007-03-03,,
2007-03-04,,
2007-03-05,,
2007-03-06,,
2007-03-07,,
2007-03-08,,
2007-03-09,,
2007-03-10,,
2007-03-11,,
2007-03-12,,
2007-03-13,,
2007-03-14,,
2007-03-15,,
2007-03-16,,
2007-03-17,,
2007-03-18,,
2007-03-19,,
2007-03-20,,
2007-03-21,,
2007-03-22,,
2007-03-23,,
2007-03-24,,
2007-03-25,,
2007-03-26,,
2007-03-27,,
2007-03-28,,
2007-03-29,,
2007-03-30,,
2007-03-31,,
2007-04-01,,
2007-04-02,,
2007-04-03,,
2007-04-04,,
2007-04-05,,
2007-04-06,,
2007-04-07,,
2007-04-08,,
2007-04-09,,
2007-04-10,,
2007-04-11,,
2007-04-12,,
2007-04-13,,
2007-04-14,,
2007-04-15,,
2007-04-16,,
2007-04-17,,
2007-04-18,,
2007-04-19,,
2007-04-20,,
2007-04-21,,
2007-04-22,,
2007-04-23,,
2007-04-24,,
2007-04-25,,
2007-04-26,,
2007-04-27,,
2007-04-28,,
2007-04-29,0.00,12.00
2007-04-30,,
2007-05-01,,
2007-05-02,,
2007-05-03,,
2007-05-04,,
2007-05-05,,
2007-05-06,,
2007-05-07,,
2007-05-08,,
2007-05-09,,
2007-05-10,,
2007-05-11,,
2007-05-12,,
2007-05-13,,
2007-05-14,,
2007-05-15,,
2007-05-16,,
2007-05-17,,
2007-05-18,,
2007-05-19,,
2007-05-20,,
2007-05-21,,
2007-05-22,,
2007-05-23,,
2007-05-24,,
2007-05-25,,
2007-05-26,,
2007-05-27,,
2007-05-28,,
2007-05-29,,
2007-05-30,,
2007-05-31,,
2007-06-01,,
2007-06-02,,
2007-06-03,,
2007-06-04,,
2007-06-05,,
2007-06-06,,
2007-06-07,,
2007-06-08,,
2007-06-09,,
2007-06-10,,
2007-06-11,,
2007-06-12,,
2007-06-13,,
2007-06-14,,
2007-06-15,,
2007-06-16,,
2007-06-17,,
2007-06-18,,
2007-06-19,,
2007-06-20,,
2007-06-21,,
2007-06-22,,
2007-06-23,,
2007-06-24,,
2007-06-25,,
2007-06-26,,
2007-06-27,,
2007-06-28,,
2007-06-29,,
2007-06-30,,
2007-07-01,,
2007-07-02,,
2007-07-03,,
2007-07-04,,
2007-07-05,,
2007-07-06,,
2007-07-07,,
2007-07-08,,
2007-07-09,,
2007-07-10,,
2007-07-11,,
2007-07-12,,
2007-07-13,,
2007-07-14,,
2007-07-15,,
2007-07-16,,
2007-07-17,,
2007-07-18,,
2007-07-19,,
2007-07-20,,
2007-07-21,,
2007-07-22,,
2007-07-23,,
2007-07-24,,
2007-07-25,,
2007-07-26,,
2007-07-27,,
2007-07-28,,
2007-07-29,,
2007-07-30,,
2007-07-31,,
2007-08-01,,
2007-08-02,,
2007-08-03,,
2007-08-04,,
2007-08-05,,
2007-08-06,,
2007-08-07,,
2007-08-08,,
2007-08-09,,
2007-08-10,,
2007-08-11,,
2007-08-12,,
2007-08-13,,
2007-08-14,,
2007-08-15,,
2007-08-16,,
2007-08-17,,
2007-08-18,,
2007-08-19,,
2007-08-20,,
2007-08-21,,
2007-08-22,,
2007-08-23,,
2007-08-24,,
2007-08-25,,
2007-08-26,,
2007-08-27,,
2007-08-28,,
2007-08-29,,
2007-08-30,,
2007-08-31,,
2007-09-01,,
2007-09-02,,
2007-09-03,,
2007-09-04,,
2007-09-05,,
2007-09-06,,
2007-09-07,,
2007-09-08,,
2007-09-09,,
2007-09-10,,
2007-09-11,,
2007-09-12,,
2007-09-13,,
2007-09-14,,
2007-09-15,,
2007-09-16,,
2007-09-17,,
2007-09-18,,
2007-09-19,,
2007-09-20,,
2007-09-21,,
2007-09-22,,
2007-09-23,,
2007-09-24,,
2007-09-25,,
2007-09-26,,
2007-09-27,,
2007-09-28,,
2007-09-29,,
2007-09-30,,
2007-10-01,,
2007-10-02,,
2007-10-03,,
2007-10-04,,
2007-10-05,,
2007-10-06,,
2007-10-07,,
2007-10-08,,
2007-10-09,,
2007-10-10,,
2007-10-11,,
2007-10-12,,
2007-10-13,,
2007-10-14,,
2007-10-15,,
2007-10-16,,
2007-10-17,,
2007-10-18,,
2007-10-19,,
2007-10-20,,
2007-10-21,,
2007-10-22,,
2007-10-23,,
2007-10-24,,
2007-10-25,,
2007-10-26,,
2007-10-27,,
2007-10-28,,
2007-10-29,,
2007-10-30,,
2007-10-31,,
2007-11-01,,
2007-11-02,,
2007-11-03,,
2007-11-04,,
2007-11-05,,
2007-11-06,,
2007-11-07,,
2007-11-08,,
2007-11-09,,
2007-11-10,5.63,30.77
2007-11-11,3.65,28.70
2007-11-12,3.87,28.43
2007-11-13,3.42,25.99
2007-11-14,3.37,26.70
2007-11-15,3.04,24.94
2007-11-16,4.93,27.70
2007-11-17,3.72,26.03
2007-11-18,2.32,25.95
2007-11-19,4.38,28.71
2007-11-20,3.37,27.75
2007-11-21,2.12,25.28
2007-11-22,2.00,24.10
2007-11-23,1.52,22.67
2007-11-24,2.10,25.94
2007-11-25,2.83,26.40
2007-11-26,2.47,24.95
2007-11-27,1.92,24.15
2007-11-28,1.62,23.32
2007-11-29,1.45,21.93
2007-11-30,1.14,22.36
2007-12-01,0.79,23.08
2007-12-02,2.42,25.00
2007-12-03,2.56,26.68
2007-12-04,2.61,27.21
2007-12-05,3.15,27.97
2007-12-06,3.15,27.12
2007-12-07,2.18,26.87
2007-12-08,2.15,24.95
2007-12-09,2.97,25.94
2007-12-10,2.88,26.17
2007-12-11,2.96,26.08
2007-12-12,2.72,26.75
2007-12-13,3.05,26.58
2007-12-14,2.72,27.27
2007-12-15,2.82,25.93
2007-12-16,1.52,24.96
2007-12-17,2.23,26.07
2007-12-18,1.65,25.53
2007-12-19,1.48,25.19
2007-12-20,3.31,29.52
2007-12-21,1.60,26.30
2007-12-22,1.42,26.62
2007-12-23,2.59,26.37
2007-12-24,3.05,26.49
2007-12-25,2.65,25.45
2007-12-26,2.44,26.48
2007-12-27,2.25,24.82
2007-12-28,2.09,25.46
2007-12-29,2.08,24.89
2007-12-30,2.37,24.70
2007-12-31,2.13,26.28
2008-01-01,2.55,26.20
2008-01-02,3.05,26.15
2008-01-03,2.63,25.86
2008-01-04,2.25,26.10
2008-01-05,2.49,26.82
2008-01-06,2.94,27.72
2008-01-07,3.46,26.81
2008-01-08,1.60,24.52
2008-01-09,1.54,26.00
2008-01-10,2.49,26.34
2008-01-11,2.47,25.91
2008-01-12,2.88,26.83
2008-01-13,2.64,26.07
2008-01-14,2.04,24.40
2008-01-15,1.83,23.94
2008-01-16,2.29,25.51
2008-01-17,2.30,24.65
2008-01-18,2.02,25.97
2008-01-19,2.00,26.50
2008-01-20,2.10,27.86
2008-01-21,1.94,26.39
2008-01-22,1.66,25.28
2008-01-23,1.63,25.51
2008-01-24,1.54,25.26
2008-01-25,1.62,25.47
2008-01-26,1.46,25.62
2008-01-27,1.41,24.52
2008-01-28,1.76,25.19
2008-01-29,1.71,26.51
2008-01-30,1.73,25.10
2008-01-31,1.62,24.93
2008-02-01,1.72,23.74
2008-02-02,1.78,26.56
2008-02-03,1.35,26.45
2008-02-04,1.45,26.92
2008-02-05,1.90,26.73
2008-02-06,1.86,26.51
2008-02-07,2.33,26.78
2008-02-08,1.70,25.47
2008-02-09,1.62,27.19
2008-02-10,2.32,27.04
2008-02-11,2.11,26.67
2008-02-12,2.05,25.77
2008-02-13,2.42,26.43
2008-02-14,2.00,26.36
2008-02-15,1.79,25.15
2008-02-16,1.46,25.10
2008-02-17,1.74,25.62
2008-02-18,1.85,26.41
2008-02-19,1.49,26.99
2008-02-20,2.01,27.08
2008-02-21,1.71,25.85
2008-02-22,1.23,25.44
2008-02-23,1.44,27.75
2008-02-24,1.60,28.31
2008-02-25,2.16,28.23
2008-02-26,1.40,26.21
2008-02-27,2.64,26.01
2008-02-28,2.01,25.90
2008-02-29,1.30,26.17
2008-03-01,1.24,24.20
2008-03-02,1.72,25.32
2008-03-03,1.40,24.81
2008-03-04,1.07,24.95
2008-03-05,1.50,25.68
2008-03-06,1.30,24.55
2008-03-07,1.71,26.76
2008-03-08,1.90,26.61
2008-03-09,1.42,26.42
2008-03-10,1.52,25.96
2008-03-11,1.63,26.59
2008-03-12,1.87,27.02
2008-03-13,1.66,27.30
2008-03-14,1.46,27.15
2008-03-15,2.17,27.47
2008-03-16,1.49,25.65
2008-03-17,1.19,24.58
2008-03-18,1.40,23.90
2008-03-19,1.35,23.52
2008-03-20,1.09,23.73
2008-03-21,1.43,24.41
2008-03-22,1.32,24.94
2008-03-23,1.62,25.52
2008-03-24,1.52,25.90
2008-03-25,1.69,26.26
2008-03-26,1.77,25.90
2008-03-27,1.27,25.66
2008-03-28,1.14,24.74
2008-03-29,1.06,26.26
2008-03-30,2.09,25.45
2008-03-31,1.66,24.91
2008-04-01,1.66,25.13
2008-04-02,1.25,25.16
2008-04-03,1.30,26.33
2008-04-04,1.52,26.51
2008-04-05,1.11,26.85
2008-04-06,1.86,26.64
2008-04-07,1.44,26.40
2008-04-08,1.89,27.41
2008-04-09,1.34,24.67
2008-04-10,,
2008-04-11,,
2008-04-12,,
2008-04-13,,
2008-04-14,,
2008-04-15,,
