data,v_vento,t_med
2007-07-03,0.64,24.66
2007-07-04,1.40,20.87
2007-07-05,0.95,20.08
2007-07-06,1.50,19.96
2007-07-07,0.99,21.46
2007-07-08,1.04,21.98
2007-07-09,1.58,22.84
2007-07-10,0.88,22.29
2007-07-11,1.23,22.48
2007-07-12,1.83,22.48
2007-07-13,1.46,22.30
2007-07-14,0.92,19.89
2007-07-15,0.87,19.63
2007-07-16,0.59,18.71
2007-07-17,0.95,21.12
2007-07-18,1.24,21.24
2007-07-19,1.69,21.08
2007-07-20,1.46,21.92
2007-07-21,1.66,22.96
2007-07-22,1.15,21.23
2007-07-23,1.08,20.58
2007-07-24,0.99,21.73
2007-07-25,1.16,21.38
2007-07-26,1.49,22.18
2007-07-27,1.66,23.29
2007-07-28,1.73,22.78
2007-07-29,2.05,20.55
2007-07-30,1.93,20.89
2007-07-31,1.69,16.83
2007-08-01,1.68,16.88
2007-08-02,1.53,18.17
2007-08-03,1.57,19.68
2007-08-04,1.44,20.44
2007-08-05,1.46,20.78
2007-08-06,1.94,21.82
2007-08-07,1.17,19.96
2007-08-08,1.89,19.74
2007-08-09,2.63,22.58
2007-08-10,2.29,22.10
2007-08-11,2.40,21.07
2007-08-12,2.32,21.73
2007-08-13,2.51,21.71
2007-08-14,2.70,21.40
2007-08-15,3.38,22.12
2007-08-16,2.96,21.05
2007-08-17,2.21,20.55
2007-08-18,2.00,20.75
2007-08-19,1.54,20.18
2007-08-20,1.35,20.38
2007-08-21,1.46,20.93
2007-08-22,2.16,22.10
2007-08-23,2.20,22.48
2007-08-24,1.80,21.24
2007-08-25,1.25,20.51
2007-08-26,1.31,22.61
2007-08-27,0.95,24.29
2007-08-28,1.43,24.61
2007-08-29,3.52,26.27
2007-08-30,3.18,22.17
2007-08-31,3.22,22.98
2007-09-01,2.04,22.54
2007-09-02,2.02,23.43
2007-09-03,2.88,24.62
2007-09-04,3.08,24.35
2007-09-05,3.35,24.03
2007-09-06,2.31,24.21
2007-09-07,1.76,23.49
2007-09-08,1.95,22.92
2007-09-09,1.90,22.64
2007-09-10,1.98,22.42
2007-09-11,1.78,23.75
2007-09-12,2.42,24.49
2007-09-13,2.70,24.68
2007-09-14,1.86,23.95
2007-09-15,1.62,22.85
2007-09-16,1.13,23.32
2007-09-17,1.20,24.93
2007-09-18,2.45,26.20
2007-09-19,1.73,25.54
2007-09-20,1.78,25.12
2007-09-21,1.54,23.21
2007-09-22,1.59,23.68
2007-09-23,1.07,24.28
2007-09-24,1.23,25.48
2007-09-25,2.69,27.07
2007-09-26,3.53,25.28
2007-09-27,3.36,24.67
2007-09-28,1.77,25.11
2007-09-29,1.53,25.35
2007-09-30,2.57,27.18
2007-10-01,2.71,25.78
2007-10-02,2.82,24.86
2007-10-03,2.05,24.51
2007-10-04,1.59,24.84
2007-10-05,2.38,25.48
2007-10-06,1.92,26.02
2007-10-07,2.46,27.84
2007-10-08,2.53,26.12
2007-10-09,3.01,25.25
2007-10-10,1.89,24.86
2007-10-11,1.33,24.27
2007-10-12,1.38,25.55
2007-10-13,1.76,26.96
2007-10-14,1.92,28.08
2007-10-15,1.87,26.82
2007-10-16,1.40,27.00
2007-10-17,1.24,26.63
2007-10-18,1.16,28.20
2007-10-19,2.04,29.94
2007-10-20,2.04,28.72
2007-10-21,2.27,24.68
2007-10-22,1.63,26.49
2007-10-23,1.82,28.00
2007-10-24,1.86,28.21
2007-10-25,1.87,28.05
2007-10-26,1.48,27.94
2007-10-27,1.20,28.49
2007-10-28,1.26,30.03
2007-10-29,1.40,30.98
2007-10-30,1.43,30.45
2007-10-31,1.53,29.53
2007-11-01,1.24,28.96
2007-11-02,2.78,27.03
2007-11-03,1.54,28.16
2007-11-04,1.86,26.65
2007-11-05,2.61,27.48
2007-11-06,2.10,27.40
2007-11-07,1.84,27.48
2007-11-08,1.74,29.08
2007-11-09,1.89,28.13
2007-11-10,2.11,28.78
2007-11-11,2.46,29.38
2007-11-12,2.05,29.43
2007-11-13,2.11,28.99
2007-11-14,2.07,28.41
2007-11-15,1.01,24.79
2007-11-16,2.77,29.18
2007-11-17,3.06,28.52
2007-11-18,2.22,27.37
2007-11-19,1.48,29.59
2007-11-20,2.14,28.29
2007-11-21,1.55,27.07
2007-11-22,2.14,25.16
2007-11-23,1.30,23.19
2007-11-24,1.52,26.40
2007-11-25,1.46,25.27
2007-11-26,1.49,24.16
2007-11-27,1.19,24.10
2007-11-28,1.30,24.88
2007-11-29,1.38,25.11
2007-11-30,2.07,24.44
2007-12-01,1.21,24.93
2007-12-02,1.33,26.23
2007-12-03,1.39,27.44
2007-12-04,1.65,26.01
2007-12-05,2.22,25.80
2007-12-06,1.07,27.49
2007-12-07,1.55,28.20
2007-12-08,1.98,23.84
2007-12-09,1.16,24.80
2007-12-10,1.26,22.90
2007-12-11,1.44,22.92
2007-12-12,1.25,25.70
2007-12-13,1.28,27.95
2007-12-14,1.67,25.84
2007-12-15,1.80,25.61
2007-12-16,1.36,24.17
2007-12-17,1.51,25.78
2007-12-18,1.83,25.60
2007-12-19,2.07,25.05
2007-12-20,1.45,24.88
2007-12-21,1.38,23.55
2007-12-22,1.52,22.12
2007-12-23,1.31,22.70
2007-12-24,1.29,24.74
2007-12-25,1.83,25.10
2007-12-26,2.23,24.98
2007-12-27,1.63,24.40
2007-12-28,1.60,25.37
2007-12-29,1.23,25.08
2007-12-30,1.79,25.97
2007-12-31,1.24,25.35
2008-01-01,1.54,26.51
2008-01-02,1.55,26.02
2008-01-03,1.82,26.31
2008-01-04,1.59,25.57
2008-01-05,1.10,25.64
2008-01-06,1.90,26.21
2008-01-07,2.06,25.60
2008-01-08,1.74,24.47
2008-01-09,0.98,24.60
2008-01-10,1.91,24.03
2008-01-11,1.17,24.77
2008-01-12,1.38,26.76
2008-01-13,1.77,27.05
2008-01-14,2.52,25.48
2008-01-15,2.13,25.91
2008-01-16,2.08,26.42
2008-01-17,1.87,23.98
2008-01-18,1.19,25.66
2008-01-19,1.22,26.09
2008-01-20,1.68,26.44
2008-01-21,2.30,25.67
2008-01-22,1.08,23.62
2008-01-23,1.67,25.21
2008-01-24,1.35,24.07
2008-01-25,1.53,25.32
2008-01-26,2.22,23.95
2008-01-27,1.64,22.01
2008-01-28,1.23,23.71
2008-01-29,1.09,23.98
2008-01-30,1.60,23.59
2008-01-31,1.99,22.92
2008-02-01,1.25,25.21
2008-02-02,2.08,24.42
2008-02-03,1.04,23.60
2008-02-04,1.34,25.30
2008-02-05,1.97,23.90
2008-02-06,1.88,23.76
2008-02-07,1.05,25.02
2008-02-08,1.33,25.58
2008-02-09,0.89,25.95
2008-02-10,0.95,25.50
2008-02-11,0.95,25.78
2008-02-12,1.57,26.05
2008-02-13,1.09,25.04
2008-02-14,1.17,25.93
2008-02-15,1.24,25.28
2008-02-16,1.02,24.34
2008-02-17,1.34,25.37
2008-02-18,1.05,25.40
2008-02-19,1.99,22.73
2008-02-20,1.21,25.07
2008-02-21,1.42,23.86
2008-02-22,0.93,25.06
2008-02-23,1.69,25.62
2008-02-24,1.36,25.33
2008-02-25,1.09,25.50
2008-02-26,2.16,24.89
2008-02-27,1.40,25.08
2008-02-28,1.37,24.22
2008-02-29,1.45,23.82
2008-03-01,1.69,22.92
2008-03-02,1.26,23.46
2008-03-03,1.32,22.25
2008-03-04,1.28,22.92
2008-03-05,1.13,24.51
2008-03-06,1.17,24.83
2008-03-07,1.18,24.58
2008-03-08,0.79,22.55
2008-03-09,1.32,23.55
2008-03-10,1.39,24.94
2008-03-11,1.15,24.68
2008-03-12,1.27,25.25
2008-03-13,1.53,25.00
2008-03-14,1.20,24.42
2008-03-15,1.20,24.42
2008-03-16,1.38,24.85
2008-03-17,1.65,24.50
2008-03-18,1.55,23.85
2008-03-19,1.58,23.53
