data,v_vento,t_med
2011-12-15,4.22,29.51
2011-12-16,3.41,27.20
2011-12-17,3.14,27.62
2011-12-18,2.90,26.84
2011-12-19,2.93,27.27
2011-12-20,3.21,27.55
2011-12-21,2.43,26.09
2011-12-22,3.16,27.30
2011-12-23,3.01,26.61
2011-12-24,2.60,26.54
2011-12-25,2.63,26.48
2011-12-26,2.57,26.04
2011-12-27,2.53,27.26
2011-12-28,3.11,27.19
2011-12-29,2.82,27.51
2011-12-30,2.65,27.62
2011-12-31,2.60,27.10
2012-01-01,3.57,27.01
2012-01-02,3.82,28.08
2012-01-03,3.12,27.48
2012-01-04,2.50,26.62
2012-01-05,1.60,25.30
2012-01-06,2.86,26.91
2012-01-07,2.80,27.52
2012-01-08,2.40,27.44
2012-01-09,2.45,27.13
2012-01-10,2.80,27.41
2012-01-11,2.08,26.18
2012-01-12,2.88,27.25
2012-01-13,3.43,26.83
2012-01-14,3.06,27.45
2012-01-15,2.36,25.67
2012-01-16,1.65,23.52
2012-01-17,2.34,25.92
2012-01-18,2.17,26.99
2012-01-19,2.00,25.00
2012-01-20,2.16,25.73
2012-01-21,1.94,25.19
2012-01-22,2.12,26.17
2012-01-23,1.81,24.34
2012-01-24,1.65,25.20
2012-01-25,2.00,26.30
2012-01-26,1.93,26.52
2012-01-27,2.35,26.06
2012-01-28,1.99,25.31
2012-01-29,2.70,26.00
2012-01-30,2.92,26.40
2012-01-31,2.38,25.77
2012-02-01,2.54,26.21
2012-02-02,3.12,27.15
2012-02-03,2.67,26.22
2012-02-04,2.20,26.56
2012-02-05,2.21,25.96
2012-02-06,2.24,25.83
2012-02-07,2.65,26.19
2012-02-08,2.30,24.82
2012-02-09,1.83,25.38
2012-02-10,1.40,25.58
2012-02-11,2.18,24.62
2012-02-12,1.85,23.59
2012-02-13,1.65,23.76
2012-02-14,2.00,24.84
2012-02-15,1.21,23.33
2012-02-16,1.35,24.45
2012-02-17,1.92,23.87
2012-02-18,1.48,24.38
2012-02-19,1.36,25.18
2012-02-20,1.57,24.30
2012-02-21,1.68,24.57
2012-02-22,1.90,24.46
2012-02-23,1.80,24.55
2012-02-24,2.09,25.83
2012-02-25,1.67,25.20
2012-02-26,1.52,24.31
2012-02-27,1.65,24.78
2012-02-28,1.64,24.45
2012-02-29,1.87,24.88
2012-03-01,1.92,24.47
2012-03-02,1.67,25.25
2012-03-03,1.85,24.70
2012-03-04,2.18,24.57
2012-03-05,2.19,24.73
2012-03-06,1.90,25.19
2012-03-07,1.65,24.25
2012-03-08,2.00,24.50
2012-03-09,1.77,24.23
2012-03-10,2.17,24.77
2012-03-11,1.62,25.29
2012-03-12,1.66,25.33
2012-03-13,1.51,24.63
2012-03-14,1.88,23.78
2012-03-15,1.64,25.05
2012-03-16,2.22,26.02
2012-03-17,2.47,26.69
2012-03-18,1.77,25.17
2012-03-19,1.45,24.45
2012-03-20,1.53,24.82
2012-03-21,1.35,24.29
2012-03-22,1.58,25.35
2012-03-23,1.85,25.41
2012-03-24,1.70,24.78
2012-03-25,1.55,24.69
2012-03-26,1.60,24.95
2012-03-27,1.78,25.01
2012-03-28,1.90,23.98
2012-03-29,1.92,24.75
2012-03-30,1.80,25.65
2012-03-31,1.75,25.64
2012-04-01,1.94,26.05
