data,v_vento,t_med
2011-10-23,0.00,24.60
2011-10-24,1.08,24.86
2011-10-25,1.18,23.38
2011-10-26,,
2011-10-27,0.15,29.75
2011-10-28,0.00,31.40
2011-10-29,0.00,23.30
2011-10-30,0.43,24.07
2011-10-31,0.03,23.59
2011-11-01,0.18,22.25
2011-11-02,0.43,22.32
2011-11-03,0.06,21.34
2011-11-04,0.03,22.10
2011-11-05,1.12,22.75
2011-11-06,0.88,22.98
2011-11-07,0.60,22.87
2011-11-08,0.36,18.98
2011-11-09,0.37,19.41
2011-11-10,0.69,20.36
2011-11-11,0.79,22.37
2011-11-12,0.71,23.35
2011-11-13,2.32,23.79
2011-11-14,3.12,23.63
2011-11-15,2.20,22.55
2011-11-16,2.91,23.00
2011-11-17,1.45,23.98
2011-11-18,2.17,23.27
2011-11-19,2.51,22.98
2011-11-20,3.07,23.01
2011-11-21,2.55,22.80
2011-11-22,2.55,24.16
2011-11-23,3.05,21.70
2011-11-24,1.60,21.72
2011-11-25,2.01,21.93
2011-11-26,2.98,21.14
2011-11-27,1.94,22.58
2011-11-28,3.11,22.04
2011-11-29,2.78,22.19
2011-11-30,2.58,23.22
2011-12-01,2.79,20.92
2011-12-02,1.45,22.68
2011-12-03,2.23,20.91
2011-12-04,2.13,19.49
2011-12-05,2.35,22.42
2011-12-06,3.36,23.76
2011-12-07,3.19,23.45
2011-12-08,2.40,23.58
2011-12-09,1.94,24.45
2011-12-10,3.50,23.78
2011-12-11,3.18,22.95
2011-12-12,2.12,21.73
2011-12-13,2.54,22.55
2011-12-14,2.66,21.74
2011-12-15,2.26,21.92
2011-12-16,1.77,21.95
2011-12-17,2.16,21.11
2011-12-18,1.82,22.48
2011-12-19,2.44,24.28
2011-12-20,2.78,24.33
2011-12-21,2.35,25.50
2011-12-22,2.88,22.01
2011-12-23,3.18,22.54
2011-12-24,2.80,24.32
2011-12-25,2.73,24.71
2011-12-26,1.89,24.81
2011-12-27,2.33,24.29
2011-12-28,2.34,23.72
2011-12-29,2.34,21.98
2011-12-30,2.47,23.30
2011-12-31,2.38,22.05
2012-01-01,2.70,22.11
2012-01-02,2.69,22.11
2012-01-03,2.33,21.52
2012-01-04,2.42,20.83
2012-01-05,1.35,23.26
2012-01-06,2.53,23.81
2012-01-07,2.04,22.26
2012-01-08,2.50,23.02
2012-01-09,3.82,22.27
2012-01-10,4.10,23.44
2012-01-11,3.29,22.92
2012-01-12,3.60,22.00
2012-01-13,3.25,23.25
2012-01-14,3.05,24.13
2012-01-15,2.35,23.67
2012-01-16,2.57,23.36
2012-01-17,2.78,21.87
2012-01-18,2.21,21.51
2012-01-19,2.44,21.19
2012-01-20,2.28,22.15
2012-01-21,2.21,22.42
2012-01-22,2.41,22.63
2012-01-23,1.99,21.49
2012-01-24,2.42,22.90
2012-01-25,2.62,23.55
2012-01-26,2.53,23.88
2012-01-27,2.41,23.27
2012-01-28,2.27,22.45
2012-01-29,2.46,22.61
2012-01-30,1.94,21.05
2012-01-31,2.72,21.06
2012-02-01,2.40,20.61
2012-02-02,3.75,22.50
2012-02-03,4.30,23.77
2012-02-04,3.94,23.45
2012-02-05,4.14,24.03
2012-02-06,2.89,24.27
2012-02-07,2.42,24.43
2012-02-08,2.22,23.55
2012-02-09,2.72,22.05
2012-02-10,2.21,22.53
2012-02-11,2.16,21.98
2012-02-12,2.01,22.21
2012-02-13,2.40,22.51
2012-02-14,2.68,23.09
2012-02-15,3.68,23.45
2012-02-16,4.25,21.94
2012-02-17,3.90,22.89
2012-02-18,3.24,22.80
2012-02-19,3.06,23.22
2012-02-20,2.53,23.13
2012-02-21,2.69,22.73
2012-02-22,2.01,23.12
2012-02-23,2.33,24.00
2012-02-24,2.55,22.44
2012-02-25,2.09,23.09
2012-02-26,2.34,22.83
2012-02-27,2.16,22.77
2012-02-28,2.59,23.56
2012-02-29,2.58,23.10
2012-03-01,2.47,24.64
2012-03-02,2.46,24.74
2012-03-03,3.01,25.22
2012-03-04,2.81,24.54
2012-03-05,2.88,23.66
2012-03-06,2.12,23.67
2012-03-07,2.45,22.87
2012-03-08,2.90,24.27
2012-03-09,3.21,24.54
2012-03-10,2.22,24.45
2012-03-11,1.80,24.71
2012-03-12,2.89,25.79
2012-03-13,2.70,25.03
2012-03-14,2.52,23.17
2012-03-15,2.58,23.45
2012-03-16,2.25,24.50
2012-03-17,2.90,24.67
2012-03-18,2.33,21.30
2012-03-19,2.28,22.01
2012-03-20,2.10,22.72
2012-03-21,2.22,20.89
2012-03-22,1.85,23.95
2012-03-23,2.24,23.31
2012-03-24,2.21,24.55
2012-03-25,2.61,24.95
2012-03-26,2.66,25.24
2012-03-27,2.79,24.10
2012-03-28,2.67,24.47
2012-03-29,2.26,24.31
2012-03-30,3.30,25.65
2012-03-31,2.89,25.26
2012-04-01,2.28,24.95
2012-04-02,2.39,24.71
2012-04-03,3.81,24.98
2012-04-04,2.93,25.35
2012-04-05,3.08,25.78
2012-04-06,2.66,25.45
2012-04-07,2.51,25.79
2012-04-08,3.60,23.20
2012-04-09,2.19,23.45
2012-04-10,2.64,24.23
2012-04-11,3.30,24.83
2012-04-12,3.74,24.48
2012-04-13,3.08,24.55
2012-04-14,2.48,24.34
2012-04-15,2.22,24.74
2012-04-16,2.52,24.45
2012-04-17,2.25,22.04
2012-04-18,1.73,23.35
2012-04-19,4.25,25.02
2012-04-20,3.00,24.61
2012-04-21,2.64,24.96
2012-04-22,2.29,25.62
2012-04-23,2.39,24.44
2012-04-24,2.37,25.10
2012-04-25,2.61,24.95
2012-04-26,1.89,24.49
2012-04-27,2.72,24.64
2012-04-28,2.61,25.04
2012-04-29,2.49,24.71
2012-04-30,2.41,23.76
2012-05-01,2.57,23.62
2012-05-02,3.33,24.47
2012-05-03,4.77,24.10
2012-05-04,5.55,22.66
2012-05-05,4.32,22.55
2012-05-06,3.71,23.26
2012-05-07,4.27,24.22
2012-05-08,4.78,23.34
2012-05-09,4.42,23.88
2012-05-10,3.16,24.84
2012-05-11,2.20,24.83
2012-05-12,1.82,24.32
2012-05-13,2.22,23.77
2012-05-14,3.03,24.80
2012-05-15,2.71,24.67
2012-05-16,3.03,22.82
2012-05-17,3.75,21.66
2012-05-18,3.52,22.50
2012-05-19,3.44,21.40
2012-05-20,4.22,22.90
2012-05-21,4.84,21.73
2012-05-22,4.32,21.24
2012-05-23,3.76,23.04
2012-05-24,3.57,23.05
2012-05-25,1.98,23.55
2012-05-26,2.00,23.72
2012-05-27,2.49,24.36
2012-05-28,2.74,24.59
2012-05-29,3.36,23.92
2012-05-30,2.45,23.71
2012-05-31,1.98,23.95
2012-06-01,2.43,24.35
2012-06-02,2.21,23.77
2012-06-03,2.21,23.53
2012-06-04,1.75,22.45
2012-06-05,2.16,23.60
2012-06-06,3.08,24.28
2012-06-07,3.53,23.48
2012-06-08,3.80,23.54
2012-06-09,3.42,22.99
2012-06-10,4.85,23.39
2012-06-11,4.17,22.37
2012-06-12,4.01,22.46
2012-06-13,4.00,23.34
2012-06-14,4.00,22.77
2012-06-15,3.27,22.20
2012-06-16,2.33,21.74
2012-06-17,2.21,22.17
2012-06-18,2.02,23.29
2012-06-19,1.99,24.18
2012-06-20,1.84,23.61
2012-06-21,2.33,24.51
2012-06-22,1.78,22.95
2012-06-23,2.57,23.43
2012-06-24,3.94,23.26
2012-06-25,4.41,22.15
2012-06-26,4.69,22.01
2012-06-27,5.52,21.51
2012-06-28,4.53,22.06
2012-06-29,4.49,22.75
2012-06-30,4.43,22.57
2012-07-01,3.65,21.22
2012-07-02,3.85,20.88
2012-07-03,3.81,20.71
2012-07-04,4.40,21.35
2012-07-05,5.03,21.74
2012-07-06,5.07,21.80
2012-07-07,3.81,22.67
2012-07-08,2.81,21.70
2012-07-09,4.52,22.07
2012-07-10,3.91,21.74
2012-07-11,2.60,23.20
2012-07-12,2.01,22.18
2012-07-13,1.92,23.47
2012-07-14,3.10,24.41
2012-07-15,3.78,23.91
2012-07-16,4.44,22.52
2012-07-17,3.94,21.91
2012-07-18,2.05,21.80
2012-07-19,2.74,21.85
2012-07-20,2.97,23.49
2012-07-21,2.99,22.96
2012-07-22,3.42,23.48
2012-07-23,4.85,23.35
2012-07-24,3.53,22.70
2012-07-25,2.36,21.25
2012-07-26,2.06,21.23
2012-07-27,2.07,21.61
2012-07-28,2.38,22.01
2012-07-29,3.13,21.92
2012-07-30,4.51,22.21
2012-07-31,5.78,21.75
2012-08-01,5.97,21.40
2012-08-02,4.76,21.19
2012-08-03,4.68,20.99
2012-08-04,4.65,21.40
2012-08-05,3.09,21.42
2012-08-06,1.94,22.37
2012-08-07,2.78,23.12
2012-08-08,5.29,23.06
2012-08-09,4.63,21.55
2012-08-10,4.17,21.24
2012-08-11,4.98,21.18
2012-08-12,4.90,21.60
2012-08-13,3.79,21.67
2012-08-14,4.72,21.69
2012-08-15,4.67,22.30
2012-08-16,4.13,22.01
2012-08-17,5.50,22.60
