data,v_vento,t_med
2019-12-31,0.00,24.80
2020-01-01,0.99,24.53
2020-01-02,0.64,24.27
2020-01-03,1.45,24.66
2020-01-04,2.52,23.99
2020-01-05,1.34,23.79
2020-01-06,1.45,24.79
2020-01-07,1.18,25.11
2020-01-08,0.35,26.02
2020-01-09,0.64,25.56
2020-01-10,0.47,27.19
2020-01-11,1.03,27.48
2020-01-12,0.71,27.18
2020-01-13,1.66,25.95
2020-01-14,0.68,27.79
2020-01-15,0.73,28.36
2020-01-16,0.51,28.85
2020-01-17,0.93,26.13
2020-01-18,0.75,27.02
2020-01-19,0.62,27.82
2020-01-20,1.08,25.97
2020-01-21,1.11,26.06
2020-01-22,1.45,24.09
2020-01-23,1.47,23.84
2020-01-24,2.90,23.90
2020-01-25,1.31,23.82
2020-01-26,1.46,25.05
2020-01-27,1.64,25.13
2020-01-28,1.40,24.34
2020-01-29,0.90,24.82
2020-01-30,1.24,27.27
2020-01-31,1.06,28.96
2020-02-01,0.77,28.97
2020-02-02,1.10,28.09
2020-02-03,1.10,26.63
2020-02-04,0.76,25.31
2020-02-05,0.62,25.26
2020-02-06,0.73,24.41
2020-02-07,1.39,23.61
2020-02-08,2.14,22.70
2020-02-09,1.69,22.32
2020-02-10,0.88,25.60
2020-02-11,1.00,27.23
2020-02-12,1.62,26.05
2020-02-13,1.12,25.86
2020-02-14,0.71,27.11
2020-02-15,1.20,27.34
2020-02-16,0.66,26.57
2020-02-17,1.29,25.65
2020-02-18,1.00,26.73
2020-02-19,1.19,26.16
2020-02-20,1.46,25.62
2020-02-21,0.89,26.48
2020-02-22,1.18,25.53
2020-02-23,0.79,26.44
2020-02-24,1.00,25.48
2020-02-25,1.02,26.21
2020-02-26,0.79,25.27
2020-02-27,1.00,27.65
2020-02-28,0.68,25.76
2020-02-29,0.80,24.90
2020-03-01,0.91,25.85
2020-03-02,0.86,25.81
2020-03-03,1.20,24.88
2020-03-04,0.91,24.86
2020-03-05,0.90,25.68
2020-03-06,1.19,23.75
2020-03-07,0.76,24.17
2020-03-08,1.04,25.18
2020-03-09,0.82,25.25
2020-03-10,0.56,25.50
2020-03-11,0.61,25.27
2020-03-12,0.87,23.81
2020-03-13,0.73,26.40
2020-03-14,0.99,26.54
2020-03-15,0.93,25.66
2020-03-16,0.48,24.50
2020-03-17,0.71,26.02
2020-03-18,0.77,27.10
2020-03-19,0.55,26.42
2020-03-20,1.36,24.18
2020-03-21,1.42,24.56
2020-03-22,1.08,25.62
2020-03-23,0.63,26.69
2020-03-24,0.57,24.05
2020-03-25,1.11,24.99
2020-03-26,0.80,24.93
2020-03-27,1.15,25.79
2020-03-28,1.32,26.52
2020-03-29,1.50,27.43
2020-03-30,0.87,28.08
2020-03-31,0.69,28.23
2020-04-01,0.81,27.86
2020-04-02,0.68,28.02
2020-04-03,0.45,28.39
2020-04-04,0.54,28.75
2020-04-05,0.49,28.98
2020-04-06,0.87,28.24
2020-04-07,0.92,26.40
2020-04-08,1.31,27.71
2020-04-09,1.06,27.16
2020-04-10,0.41,25.70
2020-04-11,0.63,24.05
