data,v_vento,t_med
2007-07-03,2.26,24.10
2007-07-04,3.15,22.01
2007-07-05,3.50,21.95
2007-07-06,3.72,21.64
2007-07-07,2.38,22.08
2007-07-08,2.61,22.87
2007-07-09,2.65,23.05
2007-07-10,2.53,23.91
2007-07-11,3.20,23.60
2007-07-12,3.22,23.15
2007-07-13,2.27,23.44
2007-07-14,2.25,22.55
2007-07-15,1.40,23.40
2007-07-16,1.67,23.87
2007-07-17,2.25,24.50
2007-07-18,2.20,25.29
2007-07-19,1.50,25.42
2007-07-20,2.57,25.46
2007-07-21,3.92,24.62
2007-07-22,2.69,24.38
2007-07-23,2.68,25.51
2007-07-24,2.68,26.49
2007-07-25,2.70,25.72
2007-07-26,1.50,25.05
2007-07-27,2.67,25.55
2007-07-28,3.58,24.22
2007-07-29,3.85,23.47
2007-07-30,3.86,22.12
2007-07-31,3.30,20.36
2007-08-01,2.92,20.53
2007-08-02,2.90,20.86
2007-08-03,2.87,22.29
2007-08-04,2.86,23.21
2007-08-05,2.95,23.60
2007-08-06,3.10,22.73
2007-08-07,3.13,23.13
2007-08-08,3.44,23.15
2007-08-09,3.78,22.78
2007-08-10,3.88,22.67
2007-08-11,3.55,22.08
2007-08-12,3.57,22.56
2007-08-13,4.67,22.27
2007-08-14,4.10,21.73
2007-08-15,4.03,21.42
2007-08-16,4.08,21.20
2007-08-17,3.70,21.35
2007-08-18,3.12,22.16
2007-08-19,2.59,22.83
2007-08-20,2.13,24.27
2007-08-21,2.48,24.75
2007-08-22,3.53,24.18
2007-08-23,3.86,23.15
2007-08-24,2.83,23.27
2007-08-25,1.93,25.11
2007-08-26,1.58,27.25
2007-08-27,2.01,28.21
2007-08-28,2.12,29.43
2007-08-29,4.26,26.20
2007-08-30,4.70,22.56
2007-08-31,3.52,22.64
2007-09-01,2.99,23.51
2007-09-02,3.10,23.94
2007-09-03,4.47,24.19
2007-09-04,4.54,23.50
2007-09-05,4.76,23.13
2007-09-06,3.50,23.55
2007-09-07,3.00,24.24
2007-09-08,2.97,24.15
2007-09-09,3.14,24.08
2007-09-10,3.07,24.38
2007-09-11,3.38,24.89
2007-09-12,4.11,24.97
2007-09-13,4.30,24.44
2007-09-14,3.78,24.48
2007-09-15,2.72,25.32
2007-09-16,2.28,27.04
2007-09-17,2.40,29.07
2007-09-18,3.75,27.57
2007-09-19,3.48,27.38
2007-09-20,3.69,27.32
2007-09-21,3.55,26.26
2007-09-22,3.56,27.22
2007-09-23,2.50,28.11
2007-09-24,2.62,29.78
2007-09-25,2.18,29.70
2007-09-26,5.16,26.26
2007-09-27,4.33,23.87
2007-09-28,3.95,24.21
2007-09-29,2.98,26.06
2007-09-30,4.43,27.01
2007-10-01,4.12,25.98
2007-10-02,2.93,24.10
2007-10-03,3.05,25.47
2007-10-04,3.47,26.22
2007-10-05,3.38,26.19
2007-10-06,3.29,26.36
2007-10-07,3.56,27.07
2007-10-08,3.80,26.65
2007-10-09,4.39,25.25
2007-10-10,3.84,25.12
2007-10-11,2.92,26.27
2007-10-12,2.75,27.80
2007-10-13,2.93,26.52
2007-10-14,2.63,27.13
2007-10-15,3.20,28.04
2007-10-16,2.85,28.23
2007-10-17,2.34,29.95
2007-10-18,2.34,30.62
2007-10-19,2.40,27.35
2007-10-20,2.05,27.01
2007-10-21,1.45,23.95
2007-10-22,2.17,25.96
2007-10-23,2.20,23.85
2007-10-24,2.39,27.18
2007-10-25,2.90,28.39
2007-10-26,2.02,28.86
2007-10-27,1.77,28.98
2007-10-28,1.42,30.26
2007-10-29,2.37,31.27
2007-10-30,1.99,30.03
2007-10-31,1.90,26.18
2007-11-01,1.52,26.58
2007-11-02,1.44,24.24
2007-11-03,1.48,26.64
2007-11-04,1.86,25.18
2007-11-05,2.49,25.72
2007-11-06,1.64,26.96
2007-11-07,1.61,27.97
2007-11-08,3.03,29.59
2007-11-09,2.86,29.33
2007-11-10,1.32,26.46
2007-11-11,1.52,25.67
2007-11-12,1.60,26.86
2007-11-13,2.20,23.53
2007-11-14,2.06,24.40
2007-11-15,2.13,25.06
2007-11-16,3.40,33.10
2007-11-17,4.45,27.75
2007-11-18,3.85,27.35
2007-11-19,1.20,30.54
2007-11-20,1.43,29.06
2007-11-21,1.94,26.80
2007-11-22,2.16,26.63
2007-11-23,2.16,22.09
2007-11-24,2.19,24.09
2007-11-25,1.47,23.83
2007-11-26,1.68,22.95
2007-11-27,2.86,23.70
2007-11-28,2.69,22.17
2007-11-29,2.89,23.62
2007-11-30,1.96,24.06
2007-12-01,1.75,23.33
2007-12-02,1.50,22.95
2007-12-03,1.75,23.67
2007-12-04,1.10,24.79
2007-12-05,1.07,22.02
2007-12-06,1.25,25.11
2007-12-07,1.34,26.70
2007-12-08,2.26,23.52
2007-12-09,1.72,24.77
2007-12-10,1.93,21.30
2007-12-11,1.55,22.33
2007-12-12,1.63,25.69
2007-12-13,2.12,27.93
2007-12-14,2.69,26.16
2007-12-15,2.19,25.29
2007-12-16,1.67,25.13
2007-12-17,1.89,23.08
2007-12-18,2.47,23.00
2007-12-19,2.50,21.10
2007-12-20,3.33,27.02
2007-12-21,,
2007-12-22,1.62,19.50
2007-12-23,1.63,20.27
2007-12-24,1.48,23.32
2007-12-25,2.66,25.21
2007-12-26,3.88,25.45
2007-12-27,3.64,25.62
2007-12-28,2.86,26.15
2007-12-29,2.73,25.88
2007-12-30,2.97,25.85
2007-12-31,2.82,26.99
2008-01-01,1.80,27.19
2008-01-02,2.25,26.70
2008-01-03,2.05,26.41
2008-01-04,3.37,26.42
2008-01-05,1.86,27.36
2008-01-06,1.53,28.37
2008-01-07,2.20,25.00
2008-01-08,1.70,22.48
2008-01-09,1.92,23.59
2008-01-10,2.27,22.11
2008-01-11,1.22,22.08
2008-01-12,1.10,23.70
2008-01-13,1.72,25.99
2008-01-14,3.73,25.98
2008-01-15,2.95,25.02
2008-01-16,3.19,24.11
2008-01-17,1.35,21.68
2008-01-18,1.91,24.34
2008-01-19,2.04,23.93
2008-01-20,1.98,25.77
2008-01-21,1.90,23.23
2008-01-22,1.33,22.76
2008-01-23,1.62,22.83
2008-01-24,2.34,24.36
2008-01-25,2.22,25.71
2008-01-26,1.73,26.00
2008-01-27,1.66,23.28
2008-01-28,1.30,21.59
2008-01-29,1.30,22.28
2008-01-30,2.13,22.08
2008-01-31,2.47,20.55
2008-02-01,2.69,21.75
2008-02-02,2.64,21.20
2008-02-03,2.96,22.71
2008-02-04,1.29,24.81
2008-02-05,1.94,23.03
2008-02-06,1.62,22.32
2008-02-07,1.95,23.77
2008-02-08,1.49,25.01
2008-02-09,1.18,26.19
2008-02-10,1.33,24.90
2008-02-11,1.75,24.12
2008-02-12,2.08,25.56
2008-02-13,1.40,25.93
2008-02-14,1.98,23.14
2008-02-15,1.92,24.54
2008-02-16,2.79,23.88
2008-02-17,1.54,22.59
2008-02-18,1.23,21.80
2008-02-19,1.76,21.01
2008-02-20,1.10,23.41
2008-02-21,1.97,22.32
2008-02-22,1.18,23.31
2008-02-23,1.28,23.00
2008-02-24,1.43,23.62
2008-02-25,1.30,23.26
2008-02-26,1.65,22.62
2008-02-27,1.71,23.46
2008-02-28,1.88,22.51
2008-02-29,2.53,21.68
2008-03-01,3.06,21.64
2008-03-02,2.82,22.19
2008-03-03,2.23,22.36
2008-03-04,1.41,22.17
2008-03-05,1.28,23.93
2008-03-06,1.60,23.26
2008-03-07,1.48,21.88
2008-03-08,1.10,22.79
2008-03-09,1.35,22.37
2008-03-10,1.39,21.97
2008-03-11,1.54,22.47
2008-03-12,1.71,21.98
2008-03-13,1.58,22.45
2008-03-14,1.49,23.93
2008-03-15,1.48,23.90
2008-03-16,0.95,23.05
2008-03-17,1.85,22.98
2008-03-18,2.11,24.05
2008-03-19,2.04,23.48
2008-03-20,1.87,23.94
2008-03-21,2.53,24.27
2008-03-22,2.54,24.14
2008-03-23,1.50,24.70
2008-03-24,1.36,24.03
2008-03-25,1.53,20.81
2008-03-26,1.46,22.18
2008-03-27,1.82,22.58
2008-03-28,2.04,23.43
2008-03-29,1.73,23.25
2008-03-30,1.80,23.88
2008-03-31,2.24,23.76
2008-04-01,2.38,23.97
2008-04-02,1.65,22.17
2008-04-03,1.72,22.65
2008-04-04,2.15,21.82
2008-04-05,1.98,22.92
2008-04-06,1.79,21.70
2008-04-07,1.45,22.49
2008-04-08,1.77,24.09
2008-04-09,2.45,22.44
2008-04-10,,
2008-04-11,,
2008-04-12,,
2008-04-13,,
2008-04-14,,
2008-04-15,,
2008-04-16,,
2008-04-17,,
2008-04-18,1.69,27.16
2008-04-19,2.23,24.30
2008-04-20,1.90,24.71
2008-04-21,1.85,24.49
2008-04-22,1.45,25.45
2008-04-23,1.57,24.78
2008-04-24,1.04,22.98
2008-04-25,0.82,24.70
2008-04-26,2.07,23.93
2008-04-27,1.00,23.59
2008-04-28,0.93,24.86
2008-04-29,1.12,25.45
2008-04-30,1.52,24.83
2008-05-01,2.54,24.89
2008-05-02,2.89,23.60
2008-05-03,1.79,24.03
2008-05-04,1.17,24.55
2008-05-05,1.88,23.71
2008-05-06,0.68,24.34
2008-05-07,1.62,24.41
2008-05-08,1.95,23.16
2008-05-09,2.23,21.75
