data,v_vento,t_med
2019-02-18,2.93,21.30
2019-02-19,2.69,21.25
2019-02-20,2.31,23.05
2019-02-21,2.97,22.86
2019-02-22,2.94,24.21
2019-02-23,3.10,26.06
2019-02-24,4.92,26.15
2019-02-25,4.20,18.36
2019-02-26,3.23,18.02
2019-02-27,3.10,20.06
2019-02-28,1.92,20.17
2019-03-01,2.92,21.22
2019-03-02,2.33,23.23
2019-03-03,2.33,23.85
2019-03-04,3.85,25.12
2019-03-05,3.53,25.56
2019-03-06,3.45,24.21
2019-03-07,4.18,21.41
2019-03-08,4.53,22.09
2019-03-09,2.27,19.74
2019-03-10,5.22,20.40
2019-03-11,3.65,20.66
2019-03-12,3.91,19.41
2019-03-13,2.22,20.74
2019-03-14,1.62,21.09
2019-03-15,1.73,21.09
2019-03-16,2.56,23.15
2019-03-17,3.15,20.94
2019-03-18,2.85,19.53
2019-03-19,1.48,19.48
2019-03-20,3.22,18.62
2019-03-21,4.55,16.98
2019-03-22,2.99,18.82
2019-03-23,2.55,20.36
2019-03-24,2.77,21.94
2019-03-25,1.67,21.12
2019-03-26,3.18,20.07
2019-03-27,4.36,19.54
2019-03-28,4.10,21.24
2019-03-29,2.75,21.63
2019-03-30,2.32,22.29
2019-03-31,2.39,22.75
2019-04-01,2.26,23.75
2019-04-02,2.69,23.15
2019-04-03,2.29,22.10
2019-04-04,4.05,23.73
2019-04-05,3.83,20.60
2019-04-06,3.55,16.76
2019-04-07,1.76,18.50
2019-04-08,3.20,19.53
2019-04-09,3.19,19.68
2019-04-10,2.78,20.15
2019-04-11,2.70,21.13
2019-04-12,1.91,21.25
2019-04-13,2.41,22.23
2019-04-14,2.70,23.16
2019-04-15,2.19,23.57
2019-04-16,3.36,21.27
2019-04-17,3.19,19.14
2019-04-18,2.33,18.60
2019-04-19,2.34,20.94
2019-04-20,2.73,19.35
2019-04-21,2.69,17.59
2019-04-22,2.55,19.89
2019-04-23,2.62,20.73
2019-04-24,2.34,21.46
2019-04-25,2.57,21.35
2019-04-26,2.15,21.67
2019-04-27,2.66,20.62
2019-04-28,2.83,17.72
2019-04-29,2.38,17.26
2019-04-30,2.60,18.07
2019-05-01,1.75,18.87
2019-05-02,2.49,20.00
2019-05-03,3.28,21.74
2019-05-04,3.29,23.62
2019-05-05,3.24,23.26
2019-05-06,2.72,20.43
2019-05-07,3.44,19.38
2019-05-08,3.12,20.23
2019-05-09,3.28,20.21
2019-05-10,4.65,19.18
2019-05-11,3.69,17.12
2019-05-12,2.19,17.41
2019-05-13,3.61,16.14
2019-05-14,2.90,12.72
2019-05-15,4.67,14.28
2019-05-16,3.81,16.10
2019-05-17,4.23,15.77
2019-05-18,3.32,16.83
2019-05-19,2.36,18.13
2019-05-20,2.42,18.04
2019-05-21,3.23,17.98
2019-05-22,2.28,17.27
2019-05-23,2.17,16.35
2019-05-24,4.23,13.47
2019-05-25,1.98,12.29
2019-05-26,3.82,15.04
2019-05-27,5.19,18.78
2019-05-28,3.79,18.82
2019-05-29,2.62,18.06
2019-05-30,2.94,18.40
2019-05-31,2.26,18.35
2019-06-01,2.18,16.99
2019-06-02,2.91,16.70
2019-06-03,2.52,14.94
2019-06-04,3.49,13.75
2019-06-05,3.33,13.49
2019-06-06,3.82,15.60
2019-06-07,4.25,17.99
2019-06-08,3.30,18.29
2019-06-09,3.19,19.20
2019-06-10,3.72,18.79
2019-06-11,3.14,18.00
2019-06-12,3.97,20.25
2019-06-13,3.90,21.40
2019-06-14,3.68,21.65
2019-06-15,3.32,21.49
2019-06-16,3.09,21.42
2019-06-17,2.88,19.85
2019-06-18,4.35,19.17
2019-06-19,3.10,16.22
2019-06-20,2.78,13.03
2019-06-21,3.96,16.68
2019-06-22,3.09,18.78
