data,v_vento,t_med
2017-08-16,0.00,9.64
2017-08-17,4.09,18.27
2017-08-18,3.81,17.39
2017-08-19,4.38,18.94
2017-08-20,5.48,17.72
2017-08-21,5.07,13.20
2017-08-22,5.53,15.47
2017-08-23,4.33,19.40
2017-08-24,5.20,23.73
2017-08-25,4.90,22.21
2017-08-26,3.93,22.28
2017-08-27,3.54,24.00
2017-08-28,3.87,24.40
2017-08-29,4.10,25.40
2017-08-30,2.64,24.93
2017-08-31,3.15,25.98
2017-09-01,5.54,22.99
2017-09-02,4.29,22.95
2017-09-03,4.47,23.97
2017-09-04,4.31,24.22
2017-09-05,2.85,23.74
2017-09-06,4.02,24.02
2017-09-07,4.30,24.62
2017-09-08,3.27,25.36
2017-09-09,4.87,26.21
2017-09-10,5.23,27.28
2017-09-11,3.65,26.40
2017-09-12,2.40,27.10
2017-09-13,4.88,27.19
2017-09-14,7.04,28.90
2017-09-15,4.32,28.12
2017-09-16,4.44,23.38
2017-09-17,2.91,21.46
2017-09-18,3.10,23.93
2017-09-19,3.26,26.26
2017-09-20,4.19,26.98
2017-09-21,4.24,26.81
2017-09-22,3.24,28.09
2017-09-23,3.14,26.39
2017-09-24,4.43,23.21
2017-09-25,4.48,21.08
2017-09-26,3.99,23.07
2017-09-27,3.56,25.26
2017-09-28,4.15,25.20
2017-09-29,4.46,18.03
2017-09-30,2.69,19.57
2017-10-01,4.53,21.30
2017-10-02,4.54,16.25
2017-10-03,2.20,16.29
2017-10-04,3.80,19.00
2017-10-05,5.93,23.81
2017-10-06,4.95,26.61
2017-10-07,5.07,19.16
2017-10-08,3.31,17.95
2017-10-09,3.96,18.44
2017-10-10,4.78,20.71
2017-10-11,2.53,25.51
2017-10-12,4.71,29.25
2017-10-13,4.48,27.36
2017-10-14,4.24,21.77
2017-10-15,3.91,22.24
2017-10-16,4.46,24.02
2017-10-17,5.03,25.74
2017-10-18,5.02,29.20
2017-10-19,4.63,22.98
2017-10-20,3.05,20.85
2017-10-21,4.96,22.06
2017-10-22,2.45,19.14
2017-10-23,3.99,16.64
2017-10-24,,
2017-10-25,,
2017-10-26,,
2017-10-27,,
2017-10-28,,
2017-10-29,,
2017-10-30,,
2017-10-31,,
2017-11-01,,
2017-11-02,,
2017-11-03,,
2017-11-04,,
2017-11-05,,
2017-11-06,,
2017-11-07,,
2017-11-08,,
2017-11-09,,
2017-11-10,,
2017-11-11,,
2017-11-12,,
2017-11-13,,
2017-11-14,,
2017-11-15,,
2017-11-16,,
2017-11-17,,
2017-11-18,,
2017-11-19,2.84,24.36
2017-11-20,3.37,22.63
2017-11-21,3.91,21.62
2017-11-22,2.83,21.31
2017-11-23,2.45,21.69
2017-11-24,2.02,24.29
2017-11-25,3.23,22.36
2017-11-26,3.87,21.19
2017-11-27,1.69,22.03
2017-11-28,2.02,24.15
2017-11-29,1.82,25.41
2017-11-30,2.86,22.78
2017-12-01,3.34,23.48
2017-12-02,3.07,23.97
2017-12-03,2.48,24.87
2017-12-04,2.02,25.57
2017-12-05,2.54,25.23
2017-12-06,2.94,23.19
2017-12-07,1.94,23.55
2017-12-08,1.42,25.22
2017-12-09,2.57,25.16
2017-12-10,2.78,25.52
2017-12-11,3.66,24.70
2017-12-12,3.94,23.50
2017-12-13,3.70,24.22
2017-12-14,3.17,25.87
2017-12-15,2.94,24.46
2017-12-16,3.22,25.56
2017-12-17,3.37,27.04
2017-12-18,3.80,24.81
2017-12-19,3.18,25.93
2017-12-20,2.49,22.89
2017-12-21,2.61,21.79
2017-12-22,3.14,22.93
2017-12-23,4.33,22.37
2017-12-24,5.04,22.83
2017-12-25,2.70,22.91
2017-12-26,3.31,22.04
2017-12-27,2.96,20.82
2017-12-28,2.56,22.21
2017-12-29,2.57,22.87
2017-12-30,3.10,23.76
2017-12-31,2.38,24.16
2018-01-01,2.74,22.43
2018-01-02,3.35,20.17
2018-01-03,2.81,22.84
2018-01-04,2.97,23.20
2018-01-05,2.77,24.83
2018-01-06,2.74,22.58
2018-01-07,2.55,23.20
2018-01-08,3.26,23.07
2018-01-09,4.47,20.70
2018-01-10,2.87,20.69
2018-01-11,2.62,22.37
2018-01-12,2.26,22.56
2018-01-13,3.14,21.37
2018-01-14,3.48,21.40
2018-01-15,3.44,22.23
2018-01-16,3.51,23.49
2018-01-17,2.81,23.25
2018-01-18,2.45,22.97
2018-01-19,1.92,23.41
2018-01-20,2.90,23.01
2018-01-21,3.30,24.07
2018-01-22,3.47,24.49
2018-01-23,2.83,25.01
2018-01-24,2.91,25.15
2018-01-25,2.40,24.41
2018-01-26,3.31,24.26
2018-01-27,3.93,24.38
2018-01-28,2.86,24.86
2018-01-29,2.26,23.48
2018-01-30,2.54,24.09
2018-01-31,2.91,24.19
2018-02-01,3.03,23.97
2018-02-02,2.02,25.05
2018-02-03,2.99,24.27
2018-02-04,3.45,23.76
2018-02-05,3.02,23.88
2018-02-06,2.35,24.34
2018-02-07,2.40,24.80
2018-02-08,2.99,24.29
2018-02-09,3.51,23.92
2018-02-10,4.67,22.15
2018-02-11,2.55,22.97
2018-02-12,2.21,23.71
2018-02-13,4.11,23.32
2018-02-14,4.37,22.91
2018-02-15,3.82,23.12
2018-02-16,3.58,24.01
2018-02-17,3.23,21.56
2018-02-18,2.38,20.71
2018-02-19,4.95,21.29
2018-02-20,3.59,21.05
2018-02-21,3.74,24.13
2018-02-22,3.55,23.43
2018-02-23,3.72,23.08
2018-02-24,3.31,24.75
2018-02-25,3.46,25.28
2018-02-26,2.94,25.86
2018-02-27,2.61,24.56
2018-02-28,3.27,23.18
2018-03-01,2.44,25.24
2018-03-02,2.93,25.11
2018-03-03,2.05,25.65
2018-03-04,2.58,23.46
2018-03-05,1.70,25.10
2018-03-06,2.60,25.38
2018-03-07,1.90,24.75
2018-03-08,3.00,25.54
2018-03-09,2.56,24.27
2018-03-10,2.70,24.32
2018-03-11,2.21,26.58
2018-03-12,1.81,27.66
2018-03-13,2.57,26.46
2018-03-14,3.50,26.74
2018-03-15,3.66,23.46
2018-03-16,2.31,23.77
2018-03-17,2.65,27.07
2018-03-18,4.22,27.17
2018-03-19,2.11,25.77
2018-03-20,3.19,23.84
2018-03-21,2.26,23.91
2018-03-22,3.03,24.26
2018-03-23,3.60,22.84
2018-03-24,3.69,24.54
2018-03-25,3.29,20.83
2018-03-26,2.66,20.40
2018-03-27,2.74,21.06
2018-03-28,2.60,21.63
2018-03-29,2.11,22.85
2018-03-30,1.95,23.78
2018-03-31,3.39,21.53
2018-04-01,3.08,22.27
2018-04-02,2.17,22.66
2018-04-03,2.51,21.71
2018-04-04,2.17,21.60
2018-04-05,2.39,22.26
2018-04-06,2.26,22.19
2018-04-07,2.33,22.48
2018-04-08,2.74,23.34
2018-04-09,2.44,22.92
2018-04-10,3.51,23.44
2018-04-11,3.96,24.36
2018-04-12,2.80,24.11
2018-04-13,1.80,24.06
2018-04-14,3.19,23.10
2018-04-15,3.45,21.72
2018-04-16,3.37,20.09
2018-04-17,3.87,21.13
2018-04-18,3.11,22.23
2018-04-19,2.35,22.92
2018-04-20,2.09,23.10
2018-04-21,1.81,23.95
2018-04-22,1.56,23.71
2018-04-23,2.34,23.42
2018-04-24,2.43,23.51
2018-04-25,2.39,23.15
2018-04-26,2.48,23.15
2018-04-27,2.82,23.07
2018-04-28,2.44,23.96
2018-04-29,2.33,24.12
2018-04-30,1.93,24.47
2018-05-01,2.18,23.88
2018-05-02,2.84,23.66
2018-05-03,2.46,23.18
2018-05-04,2.06,23.13
2018-05-05,2.14,21.90
2018-05-06,3.15,21.58
2018-05-07,3.11,22.33
2018-05-08,3.92,21.77
2018-05-09,3.67,21.89
2018-05-10,4.35,22.27
2018-05-11,3.51,20.19
2018-05-12,2.24,17.05
2018-05-13,3.11,17.95
2018-05-14,3.66,19.75
2018-05-15,3.15,21.06
2018-05-16,1.83,18.09
2018-05-17,2.14,20.81
2018-05-18,3.26,22.14
2018-05-19,4.40,15.01
2018-05-20,2.33,10.88
2018-05-21,2.15,11.62
2018-05-22,2.04,12.82
2018-05-23,2.77,14.47
2018-05-24,2.34,15.18
2018-05-25,2.18,17.31
2018-05-26,2.75,20.00
2018-05-27,3.17,19.97
2018-05-28,3.92,19.05
2018-05-29,4.78,18.51
2018-05-30,3.79,19.06
2018-05-31,3.18,19.87
2018-06-01,2.83,16.59
2018-06-02,1.58,16.21
2018-06-03,2.33,16.02
2018-06-04,1.74,16.28
2018-06-05,1.81,15.06
2018-06-06,1.63,13.19
2018-06-07,1.93,14.15
2018-06-08,2.44,10.81
2018-06-09,3.26,13.30
2018-06-10,4.07,20.06
2018-06-11,4.66,23.13
2018-06-12,4.72,21.34
2018-06-13,3.05,14.70
2018-06-14,2.54,9.05
2018-06-15,2.47,10.69
2018-06-16,2.12,12.62
2018-06-17,1.93,15.30
2018-06-18,2.65,15.31
2018-06-19,2.99,15.54
2018-06-20,2.89,17.44
2018-06-21,2.26,19.15
2018-06-22,2.32,19.51
2018-06-23,3.45,20.91
2018-06-24,2.38,19.87
2018-06-25,2.09,20.06
2018-06-26,1.43,18.87
2018-06-27,2.59,19.70
2018-06-28,3.54,17.63
2018-06-29,3.57,20.24
2018-06-30,3.37,18.15
2018-07-01,2.61,19.98
2018-07-02,2.23,21.34
2018-07-03,1.68,20.96
2018-07-04,2.06,21.36
2018-07-05,2.15,20.90
2018-07-06,2.67,21.03
2018-07-07,3.42,21.26
2018-07-08,2.32,19.73
2018-07-09,4.04,11.77
2018-07-10,2.42,10.00
2018-07-11,3.07,11.56
2018-07-12,3.10,12.51
2018-07-13,2.21,16.41
2018-07-14,2.89,20.22
2018-07-15,3.60,22.30
2018-07-16,3.28,23.81
2018-07-17,3.41,22.84
2018-07-18,4.15,21.85
2018-07-19,3.97,22.31
2018-07-20,5.92,22.77
2018-07-21,3.25,12.45
2018-07-22,3.41,15.15
2018-07-23,3.05,21.08
2018-07-24,2.58,21.58
2018-07-25,4.38,19.78
2018-07-26,3.11,20.08
2018-07-27,2.97,20.77
2018-07-28,3.92,22.43
2018-07-29,2.87,18.93
2018-07-30,2.73,15.86
2018-07-31,2.91,14.34
2018-08-01,4.28,14.51
2018-08-02,3.97,17.53
2018-08-03,3.01,15.00
2018-08-04,1.69,15.62
2018-08-05,1.49,15.20
2018-08-06,1.90,14.83
2018-08-07,3.79,15.46
2018-08-08,3.19,15.36
2018-08-09,4.24,12.59
2018-08-10,3.08,11.12
2018-08-11,2.24,12.34
2018-08-12,3.32,16.93
2018-08-13,3.41,18.01
2018-08-14,3.42,18.36
2018-08-15,3.41,17.53
2018-08-16,3.10,17.83
2018-08-17,4.56,17.71
2018-08-18,4.49,18.64
2018-08-19,3.66,21.01
2018-08-20,2.36,19.30
2018-08-21,3.27,13.73
2018-08-22,2.55,12.57
2018-08-23,2.85,18.51
2018-08-24,4.88,20.59
2018-08-25,5.12,13.48
2018-08-26,3.87,11.39
2018-08-27,4.06,13.95
2018-08-28,4.43,17.98
2018-08-29,4.90,23.25
2018-08-30,5.26,23.86
2018-08-31,4.98,24.00
2018-09-01,3.32,19.27
2018-09-02,3.01,14.89
2018-09-03,3.49,11.79
2018-09-04,3.47,15.75
2018-09-05,3.70,15.90
2018-09-06,4.77,17.15
2018-09-07,3.49,19.83
2018-09-08,3.05,21.87
2018-09-09,2.92,22.48
2018-09-10,4.03,22.73
2018-09-11,3.43,22.54
2018-09-12,5.32,21.83
2018-09-13,5.57,19.43
2018-09-14,3.61,18.24
2018-09-15,1.96,19.88
2018-09-16,4.07,18.71
2018-09-17,4.52,18.70
2018-09-18,2.21,20.70
2018-09-19,3.44,20.30
2018-09-20,5.46,17.50
2018-09-21,2.31,20.48
2018-09-22,2.63,24.95
2018-09-23,3.56,27.03
2018-09-24,4.17,27.38
2018-09-25,3.82,22.90
2018-09-26,4.02,23.31
2018-09-27,2.91,19.83
2018-09-28,2.91,22.16
2018-09-29,4.55,24.29
2018-09-30,3.42,21.68
2018-10-01,2.58,22.56
2018-10-02,2.58,23.26
2018-10-03,3.05,23.93
2018-10-04,2.67,23.46
2018-10-05,3.81,23.01
2018-10-06,3.68,19.84
2018-10-07,3.51,21.03
2018-10-08,3.51,20.66
2018-10-09,2.74,20.56
2018-10-10,3.23,20.55
2018-10-11,3.62,20.67
2018-10-12,5.12,22.95
2018-10-13,2.67,24.34
2018-10-14,2.78,23.75
2018-10-15,2.91,22.83
2018-10-16,2.49,21.91
2018-10-17,3.57,21.97
2018-10-18,4.61,20.46
2018-10-19,3.14,20.43
2018-10-20,4.05,22.53
2018-10-21,3.96,20.92
2018-10-22,3.42,22.42
2018-10-23,3.37,23.66
