data,evp
2010-01-01,2.870302763573805
2010-01-02,2.103751994492403
2010-01-03,4.380200981106178
2010-01-04,4.737290755907661
2010-01-05,4.1435124857142025
2010-01-06,4.147282902559328
2010-01-07,3.705648526409936
2010-01-08,3.1548660068128975
2010-01-09,1.2309911521105539
2010-01-10,2.544271446373783
2010-01-11,5.385842743937722
2010-01-12,4.4101933137800104
2010-01-13,1.586213713862324
2010-01-14,6.460181628592197
2010-01-15,3.3184812535035455
2010-01-16,2.349871253862509
2010-01-17,0.5474350938938182
2010-01-18,9.523777509862033
2010-01-19,3.13281878122474
2010-01-20,4.820836422996398
2010-01-21,5.793849039044647
2010-01-22,4.631792177656406
2010-01-23,3.2432376019460514
2010-01-24,3.074214472938076
2010-01-25,2.530083791481901
2010-01-26,4.995549405258777
2010-01-27,1.4481081960721376
2010-01-28,2.961288016485542
2010-01-29,2.541254214918002
2010-01-30,2.304339906912517
2010-01-31,5.627748866121428
2010-02-01,6.303734765221262
2010-02-02,5.67707420396149
2010-02-03,6.387974762981523
2010-02-04,6.094689122864183
2010-02-05,6.353831049935931
2010-02-06,6.7603310513488974
2010-02-07,6.145184880641932
2010-02-08,5.99774479958262
2010-02-09,2.2698184320919896
2010-02-10,1.2961003999245373
2010-02-11,3.7492162717919615
2010-02-12,1.9217414864532858
2010-02-13,3.8651583676537133
2010-02-14,1.958756809124726
2010-02-15,3.049795824437809
2010-02-16,2.081983389842737
2010-02-17,1.2333146007611966
2010-02-18,3.5443133315803808
2010-02-19,2.8195361527781357
2010-02-20,5.727248915311874
2010-02-21,3.2567506984594767
2010-02-22,3.7422989174950385
2010-02-23,2.930444868343797
2010-02-24,4.010659946585995
2010-02-25,1.2570516631747772
2010-02-26,4.005517881826495
2010-02-27,3.748185146864841
2010-02-28,2.5845975775765067
2010-03-01,1.9369501674841918
2010-03-02,3.0433270887446313
2010-03-03,2.911513673790706
2010-03-04,4.645391867435878
2010-03-05,4.469313615799109
2010-03-06,4.902312403523655
2010-03-07,4.977307403699025
2010-03-08,4.209131102909868
2010-03-09,5.157668024109058
2010-03-10,4.615059284505458
2010-03-11,4.5821321434608375
2010-03-12,5.127845726455262
2010-03-13,4.853768933443991
2010-03-14,1.1932220712873547
2010-03-15,2.494414882867909
2010-03-16,4.318212595611903
2010-03-17,4.769822052616579
2010-03-18,4.507104943081023
2010-03-19,4.215759970670376
2010-03-20,4.044729168154815
2010-03-21,4.2524011129752735
2010-03-22,3.088790887416786
2010-03-23,1.4041192422761297
2010-03-24,2.437651576110317
2010-03-25,4.032440553330065
2010-03-26,2.5060366398431575
2010-03-27,0.4820863252333132
2010-03-28,0.488754493053478
2010-03-29,2.0514086250353976
2010-03-30,3.929105406621517
2010-03-31,4.19261729309844
2010-04-01,4.008220420357365
2010-04-02,1.4354733431476847
2010-04-03,0.44661604787701514
2010-04-04,1.6762983956784958
2010-04-05,3.609790635834428
2010-04-06,3.228436778664607
2010-04-07,3.3935261693612073
2010-04-08,2.9153803952497634
2010-04-09,3.3524038904760003
2010-04-10,3.5006566311252474
2010-04-11,3.111351909157478
2010-04-12,3.3747148635261985
2010-04-13,3.5532172495635015
2010-04-14,3.4864737995594024
2010-04-15,2.6523387907419576
2010-04-16,3.372927873884404
2010-04-17,3.2332398697501095
2010-04-18,3.370945077127441
2010-04-19,3.347162373347855
2010-04-20,3.3476994008996117
2010-04-21,3.4155742909314957
2010-04-22,3.6015346105235757
2010-04-23,0.8334016548368546
2010-04-24,1.8364088776382417
2010-04-25,2.965516891142253
2010-04-26,3.3389235451844477
2010-04-27,3.1107357316545845
2010-04-28,1.6286296792166985
2010-04-29,2.7092291633186565
2010-04-30,2.0975911877001803
2010-05-01,2.8790651780739656
2010-05-02,2.726755741613435
2010-05-03,2.670347067978604
2010-05-04,1.3931519135057064
2010-05-05,2.487766032428716
2010-05-06,2.5844949609536174
2010-05-07,2.6557045655634517
2010-05-08,1.1918315233540553
2010-05-09,2.4023430690573697
2010-05-10,2.4123570165429635
2010-05-11,0.6323606399133925
2010-05-12,1.70856234289723
2010-05-13,2.0559423200301
2010-05-14,2.1340656026460674
2010-05-15,2.362560441352492
2010-05-16,1.9304767069412139
2010-05-17,1.19369101965942
2010-05-18,0.6251266092226541
2010-05-19,0.9493676037429832
2010-05-20,1.7710634722969414
2010-05-21,2.0541168479580874
2010-05-22,1.7306790080852876
2010-05-23,1.343110221484378
2010-05-24,0.8584179182859525
2010-05-25,1.408099271102959
2010-05-26,2.1058588688716853
2010-05-27,2.0822596608107493
2010-05-28,2.0228153954414334
2010-05-29,1.9814542754192206
2010-05-30,0.9970568594688707
2010-05-31,1.7670145125077135
2010-06-01,1.8574589910180601
2010-06-02,1.8927169335800713
2010-06-03,1.5478421322062879
2010-06-04,1.1583092782660755
2010-06-05,1.8766393208715633
2010-06-06,1.700191104108004
2010-06-07,1.6474772944537412
2010-06-08,1.741889357269515
2010-06-09,1.7334043785589281
2010-06-10,1.4064514826496108
2010-06-11,1.9086636572482667
2010-06-12,1.82351415354647
2010-06-13,1.765957961899374
2010-06-14,1.7409499112483844
2010-06-15,1.8002016638563654
2010-06-16,1.8839808762158767
2010-06-17,1.927362575291998
2010-06-18,1.7630822321276058
2010-06-19,2.0995461128649375
2010-06-20,2.3199731118664073
2010-06-21,2.302197384192748
2010-06-22,0.7008890335930296
2010-06-23,1.3647504484016144
2010-06-24,1.7705678215837946
2010-06-25,2.0031315451982623
2010-06-26,2.1080948385946607
2010-06-27,1.9364650985160758
2010-06-28,1.8750252989313543
2010-06-29,1.8922612449113638
2010-06-30,1.8730758963269565
2010-07-01,1.893344166697468
2010-07-02,1.9509092296148831
2010-07-03,1.9709905963721794
2010-07-04,1.9515032243567005
2010-07-05,1.8734664688768614
2010-07-06,1.9629261754582321
2010-07-07,2.052303718808186
2010-07-08,1.9834920916677121
2010-07-09,1.9459579209193252
2010-07-10,1.9183547273835293
2010-07-11,1.8445344605668945
2010-07-12,2.008415378933378
2010-07-13,0.920990928921785
